"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"How positive emotional content overrules perceptual history effects: Hysteresis in emotion recognition","https://scispace.com/paper/how-positive-emotional-content-overrules-perceptual-history-1a43hhz4ck","2020","Journal Article","Journal of Vision","Andreia Verdade
João Castelhano
Teresa Sousa
Miguel Castelo-Branco","10.1167/JOV.20.8.19","","The human visual system is constantly processing multiple and often conflicting sensory cues to make perceptual decisions. Given the nonlinear nature of emotion recognition, this often leads to different percepts of the same physical facial expression. Moreover, the state of the emotion recognition system might depend on the trajectory of temporal context, potentially leading to a phenomenon known as perceptual hysteresis. Here, we aimed to explore temporal context-related mechanisms underlying perceptual hysteresis during emotion recognition. We hypothesized that dependence on recent perceptual experience might reveal important clues about the role of short-term memory on the perception of emotional stimuli. Behavioral data were acquired using reality-based, changing emotion expressions morphed from a source to a target emotion with different valences, always passing through a neutral expression. Participants identified the onset and offset of what they perceived as the neutral expression interval. Our results showed that current perception of emotional expression is affected by recent temporal context, thus revealing perceptual hysteresis. We also found a relation between recent perceptual history effects and stimulus emotional Content: The positive valence of the stimulus emotional content appeared to abolish perceptual history effects, whereas negatively loaded stimuli induced clear short-term memory effects and positive hysteresis. Our findings show direct competition between recent perceptual experience and stimulus emotional content during decision making, which affects the formation of current percepts in emotion recognition.","The results showed that current perception of emotional expression is affected by recent temporal context, thus revealing perceptual hysteresis and shows direct competition between recent perceptual experience and stimulus emotional content during decision making, which affects the formation of current percepts in emotion recognition."
"Texture perception in humans and computers: models and psychophysical experiments","https://scispace.com/paper/texture-perception-in-humans-and-computers-models-and-csr635dx00","1996","Proceedings Article","Proceedings of SPIE","Anthony C. Copeland
Mohan M. Trivedi","10.1117/12.243022","","In this paper, research studies aimed at the development of computational models, specifically for an important preattentive cue, texture, are discussed. The primary basis for the development of computational texture models is to match them with how a human perceives textured patterns. This matching between human and quantitative models is accomplished with the help of an extensive series of psychophysical experiments. Observers view textured patterns, which are generated with a precise mathematical model, and human responses are used to develop a ranking of distinctness of texture patterns. We illustrate the use of these computational and psychophysical experimental tools for the analysis and characterization of real-world high resolution imagery acquired in thermal and visible bands. These results are applicable to image clutter characterization, camouflage assessment, and automatic target detection and recognition tasks.","The use of computational and psychophysical experimental tools for the analysis and characterization of real-world high resolution imagery acquired in thermal and visible bands are illustrated, applicable to image clutter characterization, camouflage assessment, and automatic target detection and recognition tasks."
"Nonlinear modeling of multistable perception","https://scispace.com/paper/nonlinear-modeling-of-multistable-perception-1aghm3qf8s","1978","Journal Article","Systems Research and Behavioral Science","Timothy Poston
Ian Stewart","10.1002/BS.3830230403","","Multistable figures show that the stimulus-percept relation is not a single valued function. We therefore propose a tentative nonlinear model on the hypothesis that the graph of this relation is the equilibrium set of a dynamic system. For simplicity and to obtain testable predictions, we consider a system whose bifurcations are gradient-like and thus generically described by the elementary catastrophes. We motivate this general model, and then show how, in conjunction with the principle of minimal singularity, it implies cusp catastrophe geometry in a specific perceptual example. Indeed, we argue for canonical cusp geometry in this case. The model incorporates naturally certain observed features of multistable perception, such as hysteresis and bias effects. Despite being a continuum model it is naturally compatible with the subjective dichotomy of bistable perception. The model makes testable predictions which may easily be extended to other specific examples of multistable perception.","A tentative nonlinear model is proposed on the hypothesis that the graph of this relation is the equilibrium set of a dynamic system and is naturally compatible with the subjective dichotomy of bistable perception."
"The Independent and Shared Mechanisms of Intrinsic Brain Dynamics: Insights From Bistable Perception","https://scispace.com/paper/the-independent-and-shared-mechanisms-of-intrinsic-brain-2mnwa7zspe","2018","Journal Article","Frontiers in Psychology","Teng Cao
Lan Wang
Zhouyuan Sun
Stephen A. Engel
Sheng He","10.3389/FPSYG.2018.00589","","In bistable perception, constant input leads to alternating perception. The dynamics of the changing perception reflects the intrinsic dynamic properties of the ""unconscious inferential"" process in the brain. Under the same condition, individuals differ in how fast they experience the perceptual alternation. In this study, testing many forms of bistable perception in a large number of observers, we investigated the key question of whether there is a general and common mechanism or multiple and independent mechanisms that control the dynamics of the inferential brain. Bistable phenomena tested include binocular rivalry, vase-face, Necker cube, moving plaid, motion induced blindness, biological motion, spinning dancer, rotating cylinder, Lissajous-figure, rolling wheel, and translating diamond. Switching dynamics for each bistable percept was measured in 100 observers. Results show that the switching rates of subsets of bistable percept are highly correlated. The clustering of dynamic properties of some bistable phenomena but not an overall general control of switching dynamics implies that the brain's inferential processes are both shared and independent - faster in constructing 3D structure from motion does not mean faster in integrating components into an objects.","The clustering of dynamic properties of some bistable phenomena but not an overall general control of switching dynamics implies that the brain’s inferential processes are both shared and independent – faster in constructing 3D structure from motion does not mean faster in integrating components into an objects."
"A functional theory of bistable perception based on dynamical circular inference.","https://scispace.com/paper/a-functional-theory-of-bistable-perception-based-on-12m68yv9jt","2020","Journal Article","PLOS Computational Biology","Pantelis Leptourgos
Vincent Bouttier
Vincent Bouttier
Renaud Jardri
Renaud Jardri
Sophie Denève","10.1371/JOURNAL.PCBI.1008480","","When we face ambiguous images, the brain cannot commit to a single percept; instead, it switches between mutually exclusive interpretations every few seconds, a phenomenon known as bistable perception. While neuromechanistic models, e.g., adapting neural populations with lateral inhibition, may account for the dynamics of bistability, a larger question remains unresolved: how this phenomenon informs us on generic perceptual processes in less artificial contexts. Here, we propose that bistable perception is due to our prior beliefs being reverberated in the cortical hierarchy and corrupting the sensory evidence, a phenomenon known as “circular inference”. Such circularity could occur in a hierarchical brain where sensory responses trigger activity in higher-level areas but are also modulated by feedback projections from these same areas. We show that in the face of ambiguous sensory stimuli, circular inference can change the dynamics of the perceptual system and turn what should be an integrator of inputs into a bistable attractor switching between two highly trusted interpretations. The model captures various aspects of bistability, including Levelt’s laws and the stabilizing effects of intermittent presentation of the stimulus. Since it is related to the generic perceptual inference and belief updating mechanisms, this approach can be used to predict the tendency of individuals to form aberrant beliefs from their bistable perception behavior. Overall, we suggest that feedforward/feedback information loops in hierarchical neural networks, a phenomenon that could lead to psychotic symptoms when overly strong, could also underlie perception in nonclinical populations.","It is suggested that feedforward/feedback information loops in hierarchical neural networks, a phenomenon that could lead to psychotic symptoms when overly strong, could also underlie perception in nonclinical populations."
"Multi-Timescale Perceptual History Resolves Visual Ambiguity","https://scispace.com/paper/multi-timescale-perceptual-history-resolves-visual-ambiguity-r9f19iqznk","2008","Journal Article","PLOS ONE","Jan W. Brascamp
Tomas Knapen
Ryota Kanai
André J. Noest
Raymond van Ee
Albert V. van den Berg","10.1371/JOURNAL.PONE.0001497","","When visual input is inconclusive, does previous experience aid the visual system in attaining an accurate perceptual interpretation? Prolonged viewing of a visually ambiguous stimulus causes perception to alternate between conflicting interpretations. When viewed intermittently, however, ambiguous stimuli tend to evoke the same percept on many consecutive presentations. This perceptual stabilization has been suggested to reflect persistence of the most recent percept throughout the blank that separates two presentations. Here we show that the memory trace that causes stabilization reflects not just the latest percept, but perception during a much longer period. That is, the choice between competing percepts at stimulus reappearance is determined by an elaborate history of prior perception. Specifically, we demonstrate a seconds-long influence of the latest percept, as well as a more persistent influence based on the relative proportion of dominance during a preceding period of at least one minute. In case short-term perceptual history and long-term perceptual history are opposed (because perception has recently switched after prolonged stabilization), the long-term influence recovers after the effect of the latest percept has worn off, indicating independence between time scales. We accommodate these results by adding two positive adaptation terms, one with a short time constant and one with a long time constant, to a standard model of perceptual switching.","This work demonstrates a seconds-long influence of the latest percept, as well as a more persistent influence based on the relative proportion of dominance during a preceding period of at least one minute, which indicates independence between time scales."
"Neurophysiological correlates of perceptual learning in the human brain.","https://scispace.com/paper/neurophysiological-correlates-of-perceptual-learning-in-the-1ayhuh5mdz","1994","Journal Article","Brain Topography","Wolfgang Skrandies
Manfred Fahle","10.1007/BF01186774","","Rapid learning processes are crucial for human object recognition. We report here on the alterations in neurophysiological activity in the human brain induced by repeated presentation of visual stimuli. In psychophysical experiments the percentage of correct responses increased significantly within less than 30 minutes in untrained observers. This stimulus-specific improvement was not carried over to differently oriented stimuli. Similar learning effects were observed in component latencies of evoked potential field distributions. The occurrence of specific potential field configurations reflected perceptual learning. A spatio-temporal activation pattern with steep gradients over the primary visual cortex appeared to be correlated with plasticity in the human visual system.","The alterations in neurophysiological activity in the human brain induced by repeated presentation of visual stimuli, including a spatio-temporal activation pattern with steep gradients over the primary visual cortex appeared to be correlated with plasticity in thehuman visual system."
"Explaining training induced performance increments and decrements within a unified framework of perceptual learning","https://scispace.com/paper/explaining-training-induced-performance-increments-and-3xfsjmfq4i","2009","Journal Article","Learning & Perception","Nitzan Censor
Dov Sagi","10.1556/LP.1.2009.1.2","","Practicing sensory tasks could result in two main perceptual outcomes. The first, and more widely documented, is perceptual learning referring to long-lasting improvement of perceptual thresholds. The second is perceptual deterioration, which is observed when the number of trials is increased within a training session or between closely spaced sessions. Recent results with visual texture discrimination show that these two processes inversely affect each other: decremental effects interfere with further learning, while efficient short practice results in a long-term learning effect in which performance decrements are practically eliminated. Further results show that sleep is necessary to preserve learning effects following short training and facilitates the decay of deterioration that normally results from extensive training. We suggest a theoretical link between perceptual deterioration and learning, assuming a system with saturating connectivity. Training strengthens task related connections, wi...","In this paper, the authors suggest a theoretical link between perceptual deterioration and learning, assuming a system with saturating connectivity, and show that sleep is necessary to preserve learning effects following short training and facilitates the decay of deterioration that normally results from extensive training."
"Hysteresis in the dynamic perception of scenes and objects.","https://scispace.com/paper/hysteresis-in-the-dynamic-perception-of-scenes-and-objects-1rbzkw9etb","2014","Journal Article","Journal of Experimental Psychology: General","Sonia Poltoratski
Frank Tong","10.1037/A0037365","","Scenes and objects are effortlessly processed and integrated by the human visual system. Given the distinct neural and behavioral substrates of scene and object processing, it is likely that individuals sometimes preferentially rely on one process or the other when viewing canonical ""scene"" or ""object"" stimuli. This would allow the visual system to maximize the specific benefits of these 2 types of processing. It is less obvious which of these modes of perception would be invoked during naturalistic visual transition between a focused view of a single object and an expansive view of an entire scene, particularly at intermediate views that may not be assigned readily to either stimulus category. In the current study, we asked observers to report their online perception of such dynamic image sequences, which zoomed and panned between a canonical view of a single object and an entire scene. We found a large and consistent effect of prior perception, or hysteresis, on the classification of the sequence: observers classified the sequence as an object for several seconds longer if the trial started at the object view and zoomed out, whereas scenes were perceived for longer on trials beginning with a scene view. This hysteresis effect resisted several manipulations of the movie stimulus and of the task performed, but hinged on the perceptual history built by unidirectional progression through the image sequence. Multiple experiments confirmed that this hysteresis effect was not purely decisional and was more prominent for transitions between corresponding objects and scenes than between other high-level stimulus classes. This finding suggests that the competitive mechanisms underlying hysteresis may be especially prominent in the perception of objects and scenes. We propose that hysteresis aids in disambiguating perception during naturalistic visual transitions, which may facilitate a dynamic balance between scene and object processing to enhance processing efficiency.","It is proposed that hysteresis aids in disambiguating perception during naturalistic visual transitions, which may facilitate a dynamic balance between scene and object processing to enhance processing efficiency."
"A Computational Model of Bistable Perception- Attention Dynamics with Long Range Correlations","https://scispace.com/paper/a-computational-model-of-bistable-perception-attention-5g4dv7bs9y","2007","Book Chapter","","Norbert Fürstenau","10.1007/978-3-540-74565-5_20","","Simulation results of bistable perception due to ambiguous visual stimuli are presented which are obtained with a nonlinear dynamics model using perception---attention---memory coupling. Percept reversals are induced by attention fatigue and noise, with an attention bias which balances the relative percept duration. The dynamics of the attention parameter exhibits qualitative agreement with the eye blink rate variation [4]. Coupling of an attention bias to the perception state introduces memory effects leading to significant long range correlations of perceptual duration times as quantified by the Hurst parameter (H > 0.5). This prediction is in agreement with recent experimental results [1]. Deviations of the reversal time statistics from the Γ-distribution increase with decreasing memory time constant and attention noise. Mean perceptual duration times of 2 --- 5 s are predicted in agreement with experimental results [7] if a feedback delay of ca. 40 ms is assumed which is typical for cortical reentrant loops.","Simulation results of bistable perception due to ambiguous visual stimuli are presented which are obtained with a nonlinear dynamics model using perception---attention---memory coupling and mean perceptual duration times are predicted in agreement with experimental results."
