"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract","Data Availability Assessment"
"Early lexical acquisition: rate, content, and the vocabulary spurt.","https://scispace.com/paper/early-lexical-acquisition-rate-content-and-the-vocabulary-5flexx5291","1990","Journal Article","Journal of Child Language","Beverly A. Goldfield
J. Steven Reznick","10.1017/S0305000900013167","","- **Relevance Score:** 71/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Provides individual 2.5‑week interval vocab trajectories, explicitly documents spurt vs gradual patterns, notes child‑to‑child variability, but lacks formal step‑function vs gradual model testing.","The transition from slow to rapid word-learning was examined in a longitudinal study of 18 children. Beginning at age 1.2, mothers kept a diary of children's words. Diary entries were discussed during phone calls to the home every 2 1/2 weeks. A chronological record of nouns and other word classes was coded from the diary records. Thirteen children evidenced a prolonged period of up to three months during which rate of acquisition markedly increased. Almost three-quarters of the words learned during this period were nouns. Five children evidenced more gradual word-learning, and acquired a balance of nouns and other word classes. These results suggest that the terms 'vocabulary spurt' and 'naming explosion' best describe children who focus their early linguistic efforts on a single strategy: learning names for things. Other children may attempt to encode a broad range of experience with a more varied lexicon, a strategy that results in more gradual lexical growth.",""
"Testing theories of the vocabulary spurt with monolingual and bilingual infants.","https://scispace.com/paper/testing-theories-of-the-vocabulary-spurt-with-monolingual-39usdbq9c3","2024","Journal Article","Developmental Psychology","Miranda Gómez Díaz
NULL AUTHOR_ID
Rachel Ka Ying Tsui
NULL AUTHOR_ID","10.1037/dev0001777","","- **Relevance Score:** 67/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses dense weekly‑ish measurements for 45 infants, fits logistic curves to each child, directly tests spurt timing, compares accumulator vs cognitive models, and highlights variability across language exposure groups.","Sometime before their second birthday, many children have a period of rapid expressive vocabulary growth called the vocabulary spurt. Theories of the underlying mechanisms differ: Accumulator models emphasize the accumulation of experience with words over time to yield a spurtlike pattern, while cognitive models attribute the spurt to cognitive changes. To test these theories, English-French monolingual and bilingual children with different exposure to each language were studied. Dense, longitudinal data were analyzed from 45 infants aged 16-30 months, whose expressive vocabulary was measured on a total of 617 occasions in English and/or French. Single-language (English and/or French), concept (number of concepts lexicalized across both languages), and word (sum of both languages) vocabulary scores were computed. Infants' exposure to each language and their exposure balance were measured using a language exposure questionnaire. Logistic curves were fitted to each infant's data to estimate the timing (midpoint) and steepness (slope) of the vocabulary spurt in single-language, concept, and word vocabularies. Seventy-six percent of infants showed a spurt in at least one vocabulary type, and bilinguals were less likely to show one in their nondominant than their dominant language. For single-language vocabulary, infants with more exposure to a language had earlier spurts. For combined vocabularies (concept and word), monolinguals and unbalanced bilinguals had earlier and steeper spurts than balanced bilinguals. Results better support the predictions of accumulator models than cognitive theories and show that infants follow different vocabulary acquisition trajectories based on their language background. (PsycInfo Database Record (c) 2024 APA, all rights reserved). ",""
"Investigating the Vocabulary Spurt in Bilingual and Monolingual Infants","https://scispace.com/paper/xj6fYl-N_nYJ","","","","M Gómez Díaz","","https://spectrum.library.concordia.ca/id/eprint/993868/1/GomezDiaz_MA_F2024.pdf","- **Relevance Score:** 67/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses dense longitudinal data to track each infant’s word growth, explicitly examines the spurt, notes variability across children, but only hints at, not fully conducts, step‑function vs gradual‑acceleration model comparison.","",""
"A Fresh Look at Vocabulary Spurts","https://scispace.com/paper/a-fresh-look-at-vocabulary-spurts-570vtl1i0e","2011","Journal Article","Cognitive Science","Frédéric Dandurand
Thomas R. Shultz","","https://escholarship.org/content/qt36f265q7/qt36f265q7.pdf?t=op2k07","- **Relevance Score:** 67/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses detailed longitudinal data for 20 children, detects multiple spurts, highlights large variability across kids, but does not compare step‑function vs gradual models.","",""
"Early lexical acquisition and the vocabulary spurt: a response to Goldfield & Reznick*","https://scispace.com/paper/early-lexical-acquisition-and-the-vocabulary-spurt-a-1zgkxwrcyu","1995","Journal Article","Journal of Child Language","Carolyn B. Mervis
Jacqueline Bertrand","10.1017/S0305000900009880","","- **Relevance Score:** 67/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Tracks three children weekly, shows spurt at ~112 words, compares timing across kids, but offers no step‑function vs gradual model analysis.","Vocabulary development of three children (aged 1;6-1;8 at the start of the study) who had not begun to evidence a vocabulary spurt even though their productive vocabularies already included well over 50 words was followed to determine if these children eventually would have a vocabulary spurt. All three children evidenced a spurt, beginning at a mean productive vocabulary size of 112 words. The vocabulary spurt occurred at about the same time as the children first demonstrated the ability to sort objects exhaustively and to fast map new object names. Results are discussed in the context of Goldfield & Reznick's (1990; Reznick & Goldfield, 1992) argument that a substantial proportion of children never evidence a vocabulary spurt.",""
"Individual differences in lexical processing efficiency and vocabulary in toddlers: A longitudinal investigation.","https://scispace.com/paper/individual-differences-in-lexical-processing-efficiency-and-4tnhkj9hnf","2020","Journal Article","Journal of Experimental Child Psychology","Seamus Donnelly
Evan Kidd
Evan Kidd","10.1016/J.JECP.2019.104781","https://pure.mpg.de/pubman/item/item_3180244_4/component/file_3188587/Donnelly_Kidd_2020_Individual%20differences%20in%20lexical%20processing....pdf","- **Relevance Score:** 37/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses repeated vocabulary assessments across months to track each toddler's growth; highlights variability in spurt timing and magnitude; discusses spurt but does not formally compare step‑function vs gradual models.","",""
"Predicting the birth of a spoken word","https://scispace.com/paper/predicting-the-birth-of-a-spoken-word-1fiv3zvugx","2015","Journal Article","Proceedings of the National Academy of Sciences of the United States of America","Brandon Roy
Brandon Roy
Michael C. Frank
Philip DeCamp
Matthew P. Miller
Deb Roy","10.1073/PNAS.1419773112","","- **Relevance Score:** 35/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses an ultradense multimodal corpus to track a single child's word production daily, providing fine‑grained longitudinal data; does not examine spurt phenomena, model comparisons, or cross‑child variability.","Children learn words through an accumulation of interactions grounded in context. Although many factors in the learning environment have been shown to contribute to word learning in individual studies, no empirical synthesis connects across factors. We introduce a new ultradense corpus of audio and video recordings of a single child's life that allows us to measure the child's experience of each word in his vocabulary. This corpus provides the first direct comparison, to our knowledge, between different predictors of the child's production of individual words. We develop a series of new measures of the distinctiveness of the spatial, temporal, and linguistic contexts in which a word appears, and show that these measures are stronger predictors of learning than frequency of use and that, unlike frequency, they play a consistent role across different syntactic categories. Our findings provide a concrete instantiation of classic ideas about the role of coherent activities in word learning and demonstrate the value of multimodal data in understanding children's language acquisition.",""
"The birth of a word","https://scispace.com/paper/the-birth-of-a-word-1wo0jv8mbw","2013","Dissertation","","Deb Roy
Brandon Roy","","","- **Relevance Score:** 35/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Provides dense, day‑level word‑birth data for one child, revealing acceleration then slowdown; does not model spurt as step vs gradual nor compare multiple children.","A hallmark of a child's first two years of life is their entry into language, from first productive word use around 12 months of age to the emergence of combinatorial speech in their second year. What is the nature of early language development and how is it shaped by everyday experience? 
This work builds from the ground up to study early word learning, characterizing vocabulary growth and its relation to the child's environment. Our study is guided"" by the idea that the natural activities and social structures of daily life provide helpful learning constraints. We study this through analysis of the largest-ever corpus of one child's everyday experience at home. Through the Human Speechome Project, the home of a family with a young child was outfitted with a custom audio-video recording system, capturing more than 200,000 hours of audio and video of daily life from birth to age three. The annotated subset of this data spans the child's 9-24 month age range and contains more than 8 million words of transcribed speech, constituting a detailed record of both the child's input and linguistic development. 
Such a comprehensive, naturalistic dataset presents new research opportunities but also requires new analysis approaches—questions must be operationalized to leverage the full scale of the data. We begin with the task of speech 'transcription, then identify ""word births""—the child's first use of each word in his vocabulary. Vocabulary growth accelerates and then shows a surprising deceleration that coincides with an increase in combinatorial speech. The vocabulary growth timeline provides a means to 888eB8 the environmental contributions to word learning, beginning with aspects of caregiver input speech. But language is tied to everyday activity, and we investigate how spatial and activity contexts relate to word learning. Activity contexts, such as ""mealtime"", are identified manually and with probabilistic methods that can scale to large datasets. These new nonlinguistic variables are predictive of when words are learned and are complementary to more traditionally studied linguistic measures. Characterizing word learning and assessing natural input variables can lead to new insights on fundamental learning mechanisms. (Copies available exclusively from MIT Libraries, libraries.mit.edu/docs - [email protected])",""
"The interplay between language, gesture, and affect during communicative transition: a dynamic systems approach.","https://scispace.com/paper/the-interplay-between-language-gesture-and-affect-during-2qeqxwae2v","2011","Journal Article","Developmental Psychology","Meaghan V. Parladé
Jana M. Iverson","10.1037/A0021811","","- **Relevance Score:** 33/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses detailed spurt identification to compare spurters vs non‑spurters, highlighting individual variability, but lacks fine‑grained, long‑term vocab counts and formal step‑vs‑gradual model testing.","From a dynamic systems perspective, transition points in development are times of increased instability, during which behavioral patterns are susceptible to temporary decoupling. This study investigated the impact of the vocabulary spurt on existing patterns of communicative coordination. Eighteen typically developing infants were videotaped at home 1 month before, at, and after the vocabulary spurt. Infants were identified as spurters if they underwent a discrete phase transition in vocabulary development (marked by an inflection point), and compared with a group of nonspurters whose word-learning rates followed a trajectory of continuous change. Relative to surrounding sessions, there were significant reductions in overall coordination of communicative behaviors and in words produced in coordination at the vocabulary spurt session for infants who experienced more dramatic vocabulary growth. In contrast, nonspurters demonstrated little change across sessions. Findings underscore the importance of transitions as opportunities for observing processes of developmental change.",""
"Growth Trajectories of Expressive Vocabulary Size in Toddlerhood: A Comparison of Late Talker Status and Vocabulary Growth Phenotype in Predicting Later …","https://scispace.com/paper/zIbzDYsLZMgJ","","","","JI Nikolaeva","","","- **Relevance Score:** 33/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses longitudinal vocab size data across toddlers, identifies early spurt around 26 months, highlights variability between children, but does not compare step‑function vs gradual models.","",""
"Reexamining the vocabulary spurt.","https://scispace.com/paper/reexamining-the-vocabulary-spurt-1zrvt0pzr3","2004","Journal Article","Developmental Psychology","Jennifer Ganger
Michael R. Brent","10.1037/0012-1649.40.4.621","https://scispace.com/pdf/reexamining-the-vocabulary-spurt-1zrvt0pzr3.pdf","- **Relevance Score:** 33/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses logistic vs quadratic fits to identify spurt candidates in 17 children; examines spurt presence and variability, but data span only weeks, not months, and does not directly test step‑function versus gradual‑acceleration models.","The authors asked whether there is evidence to support the existence of the vocabulary spurt, an increase in the rate of word learning that is thought to occur during the 2nd year of life. Using longitudinal data from 38 children, they modeled the rate of word learning with two functions, one with an inflection point (logistic), which would indicate a spurt, and one without an inflection point (quadratic). Comparing the fits of these two functions using likelihood ratios, they found that just 5 children had a better logistic fit, which indicated that these children underwent a spurt. The implications for theories of cognitive and language development are considered.",""
