"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","Relevant Excerpt"
"Cultural differences in perceptual reorganization in US and Pirahã adults.","https://scispace.com/paper/cultural-differences-in-perceptual-reorganization-in-us-and-3plz4t9cqu","2014","Journal Article","PLOS ONE","Jennifer M. D. Yoon
Nathan Witthoft
Jonathan Winawer
Michael C. Frank
Daniel L. Everett
Edward Gibson","10.1371/JOURNAL.PONE.0110225","https://scispace.com/pdf/cultural-differences-in-perceptual-reorganization-in-us-and-3plz4t9cqu.pdf","Visual illusions and other perceptual phenomena can be used as tools to uncover the otherwise hidden constructive processes that give rise to perception. Although many perceptual processes are assumed to be universal, variable susceptibility to certain illusions and perceptual effects across populations suggests a role for factors that vary culturally. One striking phenomenon is seen with two-tone images-photos reduced to two tones: black and white. Deficient recognition is observed in young children under conditions that trigger automatic recognition in adults. Here we show a similar lack of cue-triggered perceptual reorganization in the Piraha, a hunter-gatherer tribe with limited exposure to modern visual media, suggesting such recognition is experience- and culture-specific.","that two-tones are more difficult for them to see. To address whether this also explains why they were less likely to perceptually re-organize after seeing the photo, we compared items of similar difficulty in U.S. and Piraha groups. Discussion:
 There is currently no theory to predict what types of two-tones will be reorganized more ''vividly'' or ''completely'' or ''automatically'' than others. In the absence of such a theory, we define two-tones behaviorally, as those that are rarely recognized uncued; similarly, easy two-tones are those that are recognized frequently even when they are uncued. In pilot testing with a larger set of stimuli (40) on U.S. adults (n = 9), successful reorganization occurred consistently regardless of variation in uncued performance -two-tone ''difficulty.'' Even for the 5 stimuli with the poorest uncued recognition (46% success), participants successfully re-organized on nearly all trials (93%), far more often than the Piraha ˜in the main experiment reported here. In contrast, considering only the two ''easiest'' stimuli with the highest uncued recognition by the Piraha ˜(78% success), Piraha ˜participants who did not initially recognize these stimuli still re-organized only infrequently (25%, 1 of 4 trials). Assuming a binomial distribution based on the reorganization probability of English speaking participants (93%), the likelihood of the Piraha ˜data-reorganizing only once or fewer out of 4 trials-is less than one percent. Thus, we do not believe that difficulty in recognizing the two-tones without a cue can explain our findings. Discussion:
 How then should we interpret the striking failure to reorganize the two-tones in the Piraha ˜participants? Our data indicate that a mature visual system is insufficient to guarantee good performance on this task. It is possible that the similarly low rates of phototriggered reorganization of two-tone images in young U.S. children  and Piraha ˜adults are unrelated. But the existence of reduced reorganization in an adult population opens up the possibility that developmental failures in perceptual reorganization in young U.S. children may also be explained by a mechanism distinct from visual system maturation. Thus, one possibility is that the results reported here, together with the previous studies on young children , reflect a role for expertise with visual symbolic materials (writing, art, photos, etc) in assisting with reorganization."
"Emergence of perceptual reorganisation from prior knowledge in human development and Convolutional Neural Networks","https://scispace.com/paper/emergence-of-perceptual-reorganisation-from-prior-knowledge-1dx2p5dn","2022","Posted Content","bioRxiv","G. A. Milne
M. Lisi
Aisha McLean
R. Zheng
Iris I. A. Groen
Tessa M. Dekker","10.1101/2022.11.21.517321","https://scispace.com/pdf/emergence-of-perceptual-reorganisation-from-prior-knowledge-1dx2p5dn.pdf","The use of prior knowledge to guide perception is fundamental to human vision, especially under challenging viewing circumstances. Underpinning current theories of predictive coding, prior knowledge delivered to early sensory areas via cortical feedback connections can reshape perception of ambiguous stimuli, such as ‘two-tone’ images. Despite extensive interest and ongoing research into this process of perceptual reorganisation in the adult brain, it is not yet fully understood how or when the efficient use of prior knowledge for visual perception develops. Here we show for the first time that adult-like levels of perceptual reorganisation do not emerge until late childhood. We used a behavioural two-tone paradigm to isolate the effects of prior knowledge on visual perception in children aged 4 - 12 years and adults, and found a clear developmental progression in the perceptual benefit gained from informative cues. Whilst photo cueing reliably triggered perceptual reorganisation of two-tones for adults, 4- to 9-year-olds’ performed significantly poorer immediately after cueing than within-subject benchmarks of recognition. Young childens’ behaviour revealed perceptual biases towards local image features, as has been seen in image classification neural networks. We tested three such models (AlexNet, CorNet and NASNet) on two-tone classification, and while we found that network depth and recurrence may improve recognition, the best-performing network behaved similarly to young children. Our results reveal a prolonged development of prior-knowledge-guided vision throughout childhood, a process which may be central to other perceptual abilities that continue developing throughout childhood. This highlights the importance of effective reconciliation of signal and prediction for robust perception in both human and computational vision systems.","common training set of these models, the differences in two-tone recognition performance seen here are likely driven by architectural features. Namely, increased depth (NASnet) and/or recurrency (CORnet) of information processing may facilitate improved two-tone recognition. Discussion:
 CNNs differ greatly from the human system in both visual experience and computational architecture and, as described above, employ different strategies to achieve high recognition performance. Indeed, Geirhos and colleagues (2019) found CNNs prefer images that are coloured or high-contrast. These biases may have inhibited general recognition of the stimuli in this study (all of which were black-and-white), but less so for Catch Images (binarised but unsmoothed two-tones; Supplementary Figure ). Interestingly, despite large mechanistic differences, NASNet and human participants showed correlated imagewise performance on naive two-tones, revealing commonalities in the challenges these images pose for machine and human visual systems, especially those still developing. Discussion:
 To explore what these challenges may be, we tested how low-level spatial image properties correlated with two-tone recognition performance in developing humans and CNN. The smoothing and thresholding levels used to convert each greyscale image to a two-tone negatively correlated with naive recognition across ages in humans, and for NASNet. This is unsurprising, as higher smoothing levels result in a greater loss of information, and higher thresholds effectively increase image shadows. As these image manipulations can also be expected to interact in a non-linear or unpredictable manner, we used physiologically plausible models of image statistics extraction to quantify the effects of two-tone transformation on low-level spatial image properties (i.e., edge energy, contrast energy, and spatial coherence) computed at early visual processing stages . While the effects of smoothing and binarising images clearly shifted the low-level spatial properties, we did not find that these statistics correlated better with performance than smoothing levels alone. Nonetheless, as only 24 images were included to ensure a child-friendly task duration, this study was not optimised to model the effect of image properties on perception. Studies with larger image sets that can systematically compare the effects of different image features will therefore be necessary to assess the bottom-up contributions to two-tone perception across development."
"Prior object-knowledge sharpens properties of early visual feature-detectors","https://scispace.com/paper/prior-object-knowledge-sharpens-properties-of-early-visual-267xtjnkmf","2018","Journal Article","Scientific Reports","Christoph Teufel
Steven C. Dakin
Steven C. Dakin
Paul C. Fletcher
Paul C. Fletcher","10.1038/S41598-018-28845-5","https://scispace.com/pdf/prior-object-knowledge-sharpens-properties-of-early-visual-267xtjnkmf.pdf","Early stages of visual processing are carried out by neural circuits activated by simple and specific features, such as the orientation of an edge. A fundamental question in human vision is how the brain organises such intrinsically local information into meaningful properties of objects. Classic models of visual processing emphasise a one-directional flow of information from early feature-detectors to higher-level information-processing. By contrast to this view, and in line with predictive-coding models of perception, here, we provide evidence from human vision that high-level object representations dynamically interact with the earliest stages of cortical visual processing. In two experiments, we used ambiguous stimuli that, depending on the observer’s prior object-knowledge, can be perceived as either coherent objects or as a collection of meaningless patches. By manipulating object knowledge we were able to determine its impact on processing of low-level features while keeping sensory stimulation identical. Both studies demonstrate that perception of local features is facilitated in a manner consistent with an observer’s high-level object representation (i.e., with no effect on object-inconsistent features). Our results cannot be ascribed to attentional influences. Rather, they suggest that high-level object representations interact with and sharpen early feature-detectors, optimising their performance for the current perceptual context.","Moreover, stimulation of the sensory system is identical in both situations. Any di erences in the response properties of early feature-detectors that are uncovered by this design must therefore be due to a dynamic interaction between feature-detectors and high-level object representations. Results: Experiment 1: Influence of object perception on contrast sensitivity. A fundamental property of early feature-detectors is their responsiveness at low contrast levels . In the rst experiment, we characterised contrast sensitivity in response to the edge probes by measuring twelve observers' absolute contrast detection-threshold , de ned here as the lowest contrast of an edge probe that an observer is able to see at a performance level of 76% correct detections. Our experimental procedure took place over four days (Fig. ) and observers were shown two stimuli on every trial: one image incorporated a grey patch containing a faint edge element, the other incorporated a blank grey patch without an edge (Fig. ). Participants were asked to report on which of these two intervals they saw an edge (a 2-interval-forced-choice procedure) (Fig. ). By changing contrast across trials as described in the Methods section, the observer's absolute contrast detection threshold was determined. We used this procedure to measure thresholds before (""Before"" session) and a er (""A er"" session) observers were given prior object knowledge to change their perceptual experience of the two-tone images. Between Before and A er sessions, observers were given prior object knowledge through structured exposure to the template images (Fig. ). In each session, thresholds were measured in two conditions: in the Congruent test Figure . Example of a two-tone (aka 'Mooney') image. On rst viewing, this image appears as a series of meaningless black and white patches. To experience the e ect of top-down knowledge on perception, the reader should look at the template in Fig. for some time before returning to this two-tone image. condition, the orientation of edge probes was aligned with the invisible contour and therefore congruent with the high-level representation (Fig. ); alternatively, in the Incongruent control condition, the probes were presented in exactly the same location but their orientation was orthogonal to the invisible contour. For the purpose of illustration, the edge element is shown in high contrast. (c) Testing started with the choice of 20 two-tone images and the measurement of a preliminary threshold (Experiment 1 only). resholds were then estimated in two Before blocks (max. 480 trials), in which observers saw probe stimuli embedded in two-tone images. Subsequently, observers were exposed to the template images in two blocks. Finally, thresholds were measured again in two A er blocks (max 480 trials), in which observers saw exactly the same stimuli as in the Before blocks. (d) e top panel shows the interval structure of a single trial. A er presentation of the two-tone image and a xation square, which indicated the location and possible orientation of the edge probe, a small grey patch appeared on the two-tone image. Every trial consisted of two such intervals: In Experiment 1, the grey patch in one interval contained a faint edge, the other did not (lower panel). Within each trial, observers were asked to indicate which of the two intervals contained the edge element. In Experiment 2, the grey patch of both intervals contained high contrast edge elements but these di ered slightly in orientation (lower panel). e task for the participants was to indicate which interval contained the more clockwise oriented edge element. Contrast and orientation di erence were adjusted across trials to allow estimating the observers' threshold in detecting an edge (Experiment 1) and discriminating between orientations of two edges (Experiment 2). In both experiments, edge elements were shown along"
"Corrigendum: Perceptual factors contribute more than acoustical factors to sound localization abilities with virtual sources.","https://scispace.com/paper/corrigendum-perceptual-factors-contribute-more-than-3ipy0jlif5","2015","Journal Article","Frontiers in Neuroscience","Guillaume Andéol
Sophie Savel
Anne Guillaume","10.3389/FNINS.2014.00451","https://scispace.com/pdf/corrigendum-perceptual-factors-contribute-more-than-3ipy0jlif5.pdf","Human sound localization abilities rely on binaural and spectral cues. Spectral cues arise from interactions between the sound wave and the listener's body (head-related transfer function, HRTF). Large individual differences were reported in localization abilities, even in young normal-hearing adults. Several studies have attempted to determine whether localization abilities depend mostly on acoustical cues or on perceptual processes involved in the analysis of these cues. These studies have yielded inconsistent findings, which could result from methodological issues. In this study, we measured sound localization performance with normal and modified acoustical cues (i.e., with individual and non-individual HRTFs, respectively) in 20 naive listeners. Test conditions were chosen to address most methodological issues from past studies. Procedural training was provided prior to sound localization tests. The results showed no direct relationship between behavioral results and an acoustical metrics (spectral-shape prominence of individual HRTFs). Despite uncertainties due to technical issues with the normalization of the HRTFs, large acoustical differences between individual and non-individual HRTFs appeared to be needed to produce behavioral effects. A subset of 15 listeners then trained in the sound localization task with individual HRTFs. Training included either visual correct-answer feedback (for the test group) or no feedback (for the control group), and was assumed to elicit perceptual learning for the test group only. Few listeners from the control group, but most listeners from the test group, showed significant training-induced learning. For the test group, learning was related to pre-training performance (i.e., the poorer the pre-training performance, the greater the learning amount) and was retained after 1 month. The results are interpreted as being in favor of a larger contribution of perceptual factors than of acoustical factors to sound localization abilities with virtual sources.","test group mostly showed substantial training-induced improvement in performance (i.e., post-test responses closer to perfect performance than pre-test responses, see left panels in Figure ), but those from the control group showed little or no improvement (see right panels in Figure ). SIGNIFICANCE OF LEARNING WITH INDIVIDUAL HRTFs:
 For up/down errors, many listeners from the test group (2, 4, and 4/7 for high, middle, and low target elevations, respectively) but only a few listeners from the control group (2, 1, and 2/8, respectively) showed significant learning (see filled symbols above the dashed lines in Figures ). Up → down reversals were infrequent prior to training but nonetheless significantly decreased with training for one listener from the test group and for two listeners from the control group (see Figure ). Down → up reversals were frequent prior to training and significantly decreased with training for four listeners from the test group but for no listener from the control group (see filled symbols above the dashed line in Figure ). In the front/back dimension, post-test responses were similar to pre-test responses for all except one listener (L27) from the control group (see right panels in Figure ), but frequently came closer to perfect performance with training for the test group, particularly for targets presented i nf r o n t( s e el e f tp a n e l si nFigure 9). Learning as assessed on front/back reversal rates was significant for three listeners from the test group but for no listener from the control group (see filled symbols above the dashed line in Figure ). SIGNIFICANCE OF LEARNING WITH INDIVIDUAL HRTFs:
 At the pre-test, no significant difference was observed between the test and control groups (up/down errors: 16 ± 4 • vs. 18 ± 2 • , p = 0.28 for high elevations, 24 ± 6 • vs. 25 ± 10 • , p = 0.87 for middle elevations, 24 ± 7 • vs. 22 ± 7 • , p = 0.61 for low elevations; up → down reversals: 2 ± 4% vs. 3 ± 3%, p = 0.44; down → up reversals: 20 ± 22% vs. 19 ± 12%, p = 0.69; front/back reversals: 38 ± 8% vs. 32 ± 6%, p = 0.19). At the posttest, the test group had significantly smaller up/down errors for middle and low target elevations, and smaller down → up reversal rates, than the control group (22 ± 6 • vs. 27 ± 7 • , p = 0.004, 15 ± 3 • vs. 21 ± 15 • , p = 0.02, and 12 ± 9% vs. 23 ± 20%, p = 0.01, respectively). However, no significant between-group difference was observed in up/down errors for high target elevations and in up → down reversals (15 ± 3 • vs. 15 ± 2 • , p = 0.54 and 2 ± 2% vs. 0.3 ± 2%, p = 0.17, respectively)."
"Testosterone induces off-line perceptual learning","https://scispace.com/paper/testosterone-induces-off-line-perceptual-learning-hrs035bd3j","2012","Journal Article","Psychopharmacology","Nicholas D. Wright
Nicholas D. Wright
Thomas C. Edwards
Stephen M. Fleming
Stephen M. Fleming
Stephen M. Fleming
Raymond J. Dolan","10.1007/S00213-012-2769-Y","https://scispace.com/pdf/testosterone-induces-off-line-perceptual-learning-hrs035bd3j.pdf","Rationale
Perceptual learning operates on distinct timescales. How different neuromodulatory systems impact on learning across these different timescales is poorly understood.","threshold between days (day 1, mean 34.4±5.5 s.d.; day 2, 33.3±6.7; t (9) 01.3, P00.23; Fig. ). Results:
 Given the distinct timescales on which perceptual learning occurs, we next examined learning within training sessions. There was no change in contrast threshold within training sessions (having excluded block 1) as a function of treatment or day (Fig. ; one-way ANOVA revealed no effect of block (2-6) for day 1 under testosterone F (4,36) 0 0.85, P00.50; day 2 placebo F (4,36) 00.01, P00.98; day 1 placebo F (4,40) 02.4, P00.063; or day 2 testosterone F (4,40) 0 0.4, P00.77). Stability in performance within sessions is further illustrated using contrast threshold as the dependent variable in a two-treatment (P, T) by five-block (2 to 6) by two-order (T first or P first; between-subjects factor) mixed ANOVA, in which there was a main effect of treatment (F (1,19) 05.5, P00.030); an interaction of treatment by order (F (1,19) 011.88, P00.003); no main effect of block (F (4,76) 0 7.93, P 00.14); and no interaction of block with either Fig.  Testosterone-induced ""off-line"" perceptual learning between sessions. Better performance is indicated by a lower contrast threshold. a) Individuals who performed the task on day 1 under Testosterone (T) subsequently exhibited markedly improved performance when they were performing the task on day 2 when they received Placebo (P). No improvement was seen when individuals conducted the task under P on day 1 and then under T on day 2. b) One possibility here is that instead of T inducing learning in the group who received T then P, T affected the group who received P then T instead by preventing the expression of learning in the latter group on day 2. We address this possibility in a control experiment with a separate group of subjects, in whom no treatment was given on either day, with no difference observed in threshold between. Error bars indicate s.e.m.; double asterisks indicate P00.01 treatment (P00.74) or order (P00.67) or both (P00.18). We also replicated this lack of change in contrast threshold within training sessions in the control experiment (oneway ANOVA revealed no effect of block (2-6) on either day 1 F (4,36) 00.39, P00.82 or day 2 F (4,36) 01.39, P00.26). Although the start-point for contrast in block 1 was the same for all subjects, thus rendering assessment of early learning effects only tentative, for completeness, the block 1 data is illustrated in Supplementary Fig. ."
"Perceptual learning of contrast discrimination in macaca mulatta","https://scispace.com/paper/perceptual-learning-of-contrast-discrimination-in-macaca-s6eawz3wsw","2013","Journal Article","Journal of Vision","Xing Chen
Mehdi Sanayei
Alexander Thiele","10.1167/13.13.22","https://scispace.com/pdf/perceptual-learning-of-contrast-discrimination-in-macaca-s6eawz3wsw.pdf","Rhesus monkeys underwent training in a contrast discrimination task, in which grating stimuli were presented at parafoveal and peripheral visual field locations Subjects had to compare a sample stimulus that had a fixed contrast of 30% to a test stimulus that varied in contrast from trial to trial Extensive practice yielded improvements in contrast discrimination that were observed across the full range of test stimulus contrasts These improvements occurred across multiple sessions, as well as across trials within individual sessions The finer the contrast discriminations required, the longer it took for subjects to improve Improvements in psychophysical performance resulted in the steepening of psychometric functions and/or shifts in the point of subjective equality towards the contrast of the sample stimulus Enhancement in discrimination was especially pronounced around the contrast level of the sample stimulus, to which the subject was consistently exposed The changes resulted in increased accuracy overall, lower discrimination thresholds, and faster response times Partial transfer of learning, from vertically oriented training stimuli to horizontally oriented testing stimuli, was observed, while transfer to stimuli with different spatial frequencies was less pronounced The results demonstrate the existence of perceptual learning in the contrast domain, whereby learning affects multiple performance-related psychophysical metrics","become 'wired up' more efficiently. An alternative line of reasoning argues that changes in lower-level cortical regions are relatively minimal, and that adjustments occur predominantly via improvements in the 'reading out' of information that is conducted by higher-level areas . Discussion:
 In relation to our findings, several key questions emerge: Firstly, how is perceptual learning of contrast discrimination mediated in different visual areas? In our task, for example, when subjects were trained to make comparisons between stimuli of around 30% contrast, were their behavioural improvements attributable to changes in neuronal properties at the level of V1 and V2 , the frontal cortex , attention-network-related parts of the parietal lobe , or some intermediate region in the visual and cognitive processing hierarchy such as V4 ? Neuronal correlates of perceptual learning have been reported for areas V1  and V4  in orientation discrimination tasks, but it remains to be seen whether this also holds true for contrast discrimination tasks in primates. Discussion:
 Secondly, if changes take place at the neuronal level in a specialized cortical area, what are the mechanisms that allow this learning to transfer to tasks involving different stimulus features? How does learning transfer across e.g. different stimulus orientations? Discussion:
 After a period of training with sample stimuli of 30% contrast, would transfer of learning occur if sample stimuli of 20% or 40% contrast were used instead? Discussion:
 Lack of transfer is often used as an argument that the site at which learning occurs must be one that shows high selectivity for the feature of interest. Specificity has been shown Discussion:
 to occur in the domains of orientation , spatial frequency , contrast , and size , as well as for visual field location . However, Zhang et al.  , we found that improvements in contrast discrimination transferred to different stimulus orientations. Thus, neurons with high orientation selectivity are unlikely to be the main originators of improved perceptual abilities. On the other hand, we found that transfer to a different spatial frequency was limited (see also , which suggests that spatial-frequency-selective filters are strongly involved in contrast discrimination learning. Closer study of the neuronal mechanisms that underlie the process of contrast discrimination learning is thus needed to shed light on these issues."
"Perceptual learning in clear displays optimizes perceptual expertise: learning the limiting process.","https://scispace.com/paper/perceptual-learning-in-clear-displays-optimizes-perceptual-3qg8c87to6","2005","Journal Article","Proceedings of the National Academy of Sciences of the United States of America","Barbara Anne Dosher
Zhong-Lin Lu","10.1073/PNAS.0500492102","https://scispace.com/pdf/perceptual-learning-in-clear-displays-optimizes-perceptual-3qg8c87to6.pdf","Human operators develop expertise in perceptual tasks by practice or perceptual learning. For noisy displays, practice improves performance by learned external-noise filtering. For clear displays, practice improves performance by improved amplification or enhancement of the stimulus. Can these two mechanisms of perceptual improvement be trained separately? In an orientation task, we found that training with clear displays generalized to performance in noisy displays, but we did not find the reverse to be true. In noisy displays, the noise in the stimulus limits performance. In clear displays, performance is limited by noisiness of internal representations and processes. Our results suggest that training in one display condition optimizes the limiting factor(s) in performance in that condition and that noise filtering is also improved by exposure to the stimulus in clear displays. The asymmetric pattern of transfer implies the existence of two independent mechanisms of perceptual learning, which may reflect channel reweighting in adult visual system. These results also suggest that training operators with clear stimuli may suffice to improve performance in a range of clear and noisy environments by simultaneous learning by two mechanisms.","of the perceptual template to the signal stimulus, and ␥ incorporates nonlinearity in transduction (ʈFʈ ␥ ). Rearranging the contrast threshold required to achieve a particular accuracy level d i is as follows: Discussion:
 Independent mechanisms (i) filter external noise N ext 2 (A f N ext 2 , A f Ͻ 1) or (ii) reduce internal additive noise N add 2 (A a N add 2 , A a Ͻ 1). These independent mechanisms of improvement may be trained independently. Here, we assume a power-law improvement in each mechanism with training (A f (t) ϭ 1.0t Ϫ␣ f and A a (t) ϭ 1.0t Ϫ␣ a ). Values of practice, t, are counted here in blocks of trials. To assess transfer between the initial phase of learning and the second phase of learning, the number of blocks for observations after the first two (pretest) values was set at t ϭ t ϩ t*, where t* is an estimated parameter that captures the extent of transfer in units of practice blocks. If t* is estimated at 0, then there is no transfer. Increasing values of t* indicate larger amounts of transfer, and when t* is estimated at or near the number of training blocks in the first phase, then transfer is estimated as essentially full. Discussion:
 The PTM was fit to the 3:1 (dЈ ϭ 1.6337) and 2:1 (dЈ ϭ 1.0061) staircase contrast threshold data from the high-noise and lownoise conditions. The ratio of thresholds for the two staircases was 1.2-1.3 for all six observers, which is significantly smaller (P Ͻ 0.001) than the contrast threshold ratio of 1.623 predicted by a linear amplifier model (LAM) (15, 30) (P Ͻ 0.001), a reduced form of the PTM with N mult 2 ϭ 0 and ␥ ϭ 1, associated with a single-mechanism form of learning . This result is consistent with a wide range of prior results that also require the full PTM with two independent mechanisms of learning. Statistical comparisons occur by using nested F tests on nested models with eliminated or constrained parameters."
"Do children and adults learn forward and inverse conditional probabilities together","https://scispace.com/paper/do-children-and-adults-learn-forward-and-inverse-conditional-253gp0kkst","2011","Journal Article","Cognitive Science","Charles W. Kalish","","https://escholarship.org/content/qt7wn2t8d9/qt7wn2t8d9.pdf?t=op2lxj","","plausible. In contrast, CtS participants (inverse) exaggerated the difference and rated Blue as a poor guess. Ratings of predictions for Loud aliens differed in the two conditions, t(29) = 6.98, p<.001. Results & Discussion:
 The adults' pattern is roughly consistent with children's from Experiment 1. In both cases participants seemed to learn the forward conditional probabilities and use those to estimate inverse conditional probabilities. Adults in CtS learned that red aliens were loud (forward). They then judged that loud things would be red (inverse). Adults in StC learned that quiet things were blue (forward). They then judged that blue things would be quiet (inverse). /01+"" 5(61&+""78""9+')"":;'01'<3)=""3>""?.@+&=A""B&+,(C<3)=D"":EF+&(G+).""$"" H""'E(=""&+F&+=+).="".@+""C3),(<3)""'),""6(;+)"">+'.1&+I""53&""+E'GF0+D""""JK.L8""*+,M""(=""&'<)6=""3>""231,""'),""41(+.""F&+,(C<3)="" >3&""'""*+,""'0(+)""()"".@+""K31),N.3NL303&"".&'()()6""C3),(<3)I""/'&=""&+F&+=+).""G+')""&'<)6=""3>"".@+""F&+,(C.+,"">+'.1&+=I"" O(),(C'.+="".@'.""G+')""&'<)6=""3>"".@+"".P3""F&+,(C.+,"">+'.1&+=""()""'""F'(&""P+&+"")3.""=(6)(QC').0R"",(S+&+).""T!UI!VD""F'(&+,"".N .+=.=WI"""":&&3&""X'&=""&+F&+=+).""#""=.'),'&,""+&&3&I"" Conclusions:
 The results of the two experiments are generally consistent with findings from the categorization and perceptual learning literature: Participants learn the distinctions they are trained on (forward). Taught to predict sound from color participants formed accurate representations of p(loud|red) and p(loud|blue). During the course of learning, participants were exposed to exemplars that also provided information about the inverse conditional probabilities, p(red|loud) and p(red|quiet). However, people did not seem to use this information, or did not use it as effectively as the information about the trained discriminations. When called upon to use the conditional probabilities not directly trained, people seemed to ""work backwards"" from the ones they were trained on. In effect, both adults and young children showed the inverse fallacy , they used p(A|B) to estimate p(B|A). They relied on this fallacy rather than actually learning p(B|A) as they were learning p(A|B)."
"Partial Position Transfer in Categorical Perceptual Learning","https://scispace.com/paper/partial-position-transfer-in-categorical-perceptual-learning-1pz94760og","2009","","","Alexander Gerganov
Robert L. Goldstone
Maurice Grinberg","","https://scispace.com/pdf/partial-position-transfer-in-categorical-perceptual-learning-1pz94760og.pdf","Partial Position Transfer in Categorical Perceptual Learning Alexander Gerganov (agerganov@cogs.nbu.bg) Department of Cognitive Science and Psychology, New Bulgarian University 21 Montevideo St., 1618 Sofia, Bulgaria Maurice Grinberg (mgrinberg@nbu.bg) Department of Cognitive Science and Psychology, New Bulgarian University 21 Montevideo St., 1618 Sofia, Bulgaria Robert L. Goldstone (rgoldsto@indiana.edu) Department of Psychological and Brain Sciences, Indiana University 1101 East Tenth Street, Bloomington, IN 47405 USA Karni & Sagi, 1991) . Another position is that only the Abstract Two experiments are reported. The first shows incomplete transfer of explicit categorical learning at a distance of 4.5 degrees of visual angle and the second is a control experiment with a non-learning task. The results suggest that some early visual plasticity takes place even in a simple, explicit categorical learning task. We claim that perceptual learning is a much more common phenomenon than believed before and that it plays an important role in everyday tasks including higher-level learning. Keywords: perceptual learning; categorization; translation invariance Introduction Perceptual learning is often defined as performance improvement in simple discrimination tasks that involve neural structures dedicated to low-level perceptual processing. For the visual modality such tasks are Vernier discrimination, line orientation discrimination, and simple pattern recognition. Due to the nature of these tasks, participants rarely report any explicit strategy change over the course of improvement, thus perceptual learning is considered to be implicit. The assumption for implicitness of perceptual learning, however, is more or less intuitive and presumed on the basis of the specific nature of the learning tasks that are used. In real life pattern recognition, line discrimination and other similar visual tasks are usually small parts of more complex cognitive tasks like categorization for example. Categorization is a versatile task that spans perceptual tasks such as identification and segmentation as well as higher-level reasoning and cognitive strategies. As such, categorization is a good task to investigate what is the role of perceptual learning in a complex task in which explicitness, complexity and other parameters can be varied so that we can better understand the interaction between perceptual and conceptual processes. A point of disagreement among researchers is the exact locus of perceptual learning. One view is that perceptual learning results from long-lasting changes that occur at a relatively early stage in information processing from sensory registration to decision making ( e.g. Fahle, 1997; projections from the low perceptual level to higher cognitive levels change in the course of learning, with the early visual representations remaining constant ( Dosher & Lu, 1999 ). One reason for this debate is that different tasks lead to results that contradict each other. Another reason, however, could be that the notions of “low-level perception” or “higher-level decision making” are seldom grounded in real brain structures. For vision, where the sensory pathways are relatively well understood, any theory or model about low- level perception could attempt to relate directly to concrete structures like V1, V4, inferotemporal cortex, etc. Experimental evidence for the functions of these structures comes from neurophysiological as well as behavioral studies. The translation invariance paradigm supplies a behavioral approach to testing the particular level of neural structures involved in a perceptual learning task (Notman, Sowden & Ozgen, 2005; Sowden, Rose & Davies, 2002). Translation invariance– theoretical rationale The translation invariance paradigm is based on our contemporary knowledge about the visual pathways and the cellular structures involved in early visual information processing. The receptive fields of neurons in the visual pathways vary in size with the tendency to become larger in the higher visual areas (see Figure 1). Anterior inferotemporal (≈20 о diameter) Posterior inferotemporal (≈10 о diameter) V4 V2 V1 (≈1 о diameter) Figure 1: Receptive field size of neurons found in different parts of the visual pathways (not drawn to scale)","Authors: Alexander Gerganov,Maurice Grinberg,Robert L Goldstone Keywords: perceptual learning, categorization, translation invariance"
"Perceptual learning of complex patterns","https://scispace.com/paper/perceptual-learning-of-complex-patterns-3d7lhzi1si","2009","","","Zahra Hussain","","https://scispace.com/pdf/perceptual-learning-of-complex-patterns-3d7lhzi1si.pdf","Perceptual learning of complex patterns Zahra Hussain Doctor of Philosophy Department of Psychology, Neuroscience and Behaviour McMaster University 2009 Practice improves sensory perception, a phenomenon known as perceptual learning. Per­ ceptual learning is interesting because it reflects plasticity in the brain where none was imagined, and because of its enormous applied potential. In vision, learning of simple discriminations is well-described. Here, I study the learning of two complex visual tasks, textureand face identification, using a ten-alternative forced-choice procedure. The data are clear: learning of complex patterns is much like learning of simple patterns in its specificity, stability and time-course. Therefore, learning obeys similar rules at several levels in visual processing. The characteristics of learning, in particular the specificity and stability of learning, affect inherent aspects of object recognition.","differing spatial characteristics (such as faces and textures) are learned. These possibilities can, in fact, be explored in the lab: future experiments might test generalization of learning after observers have been exposed to several variations of a set of exemplars. Conclusions:
 Perceptual learning of face-and texture-identification is largely orientation-specific and exemplar-specific, although faces, but not textures, show some generalization of learning across orientation. The net effect of such learning is to increase the face-inversion effect after practice with upright faces and decrease the effect after practice with inverted faces; in both cases the changes are confined to the trained face set. With textures, which have no baseline inversion effect due to the absence of a canonical orientation, the above pattern of learning yields a positive inversion effect after upright training, and a negative inversion effect after inverted training, again only for the trained stimulus set. Inversion effects appear to be driven more by familiarity than by the spatial structure of the stimuli."
