"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","Relevant Excerpt"
"Efeito de variáveis de treino e teste sobre a recombinação de repertórios em pombos (Columba Livia), ratos (Rattus norvegicus) e corvos da Nova Caledônia (Corvus moneduloides)","https://scispace.com/paper/efeito-de-variaveis-de-treino-e-teste-sobre-a-recombinacao-4t3pgt87wx","2015","Dissertation","","Neves Filho
Hernando Borges","10.11606/T.47.2015.TDE-15072015-101008","https://scispace.com/pdf/efeito-de-variaveis-de-treino-e-teste-sobre-a-recombinacao-4t3pgt87wx.pdf","","categoria de sítio histórico pelo governo das Canárias. DISCUSSÃO GERAL E CONCLUSÃO: 2. Este estudo de Thornike foi incluído no capítulo V de sua coletânea ""Animal DISCUSSÃO GERAL E CONCLUSÃO:
 Intelligence"" , que também inclui os dados clássicos com gatos em caixas-problema, originalmente publicados em 1889, que definiram a aprendizagem por tentativa-e-erro, que foi contrastada posteriormente com o ""Insight"". Thorndike descreveu a aquisição súbita de respostas de free ideas, ou, learning by ideas ), e foi enfático em afirmar que, em macacos (Cebus spp.), este não era um processo de ""raciocínio"" ou aprendizagem de propriedades subjacentes à tarefa (p.184), como sugerido pelos psicólogos da Gestalt. DISCUSSÃO GERAL E CONCLUSÃO:
 3. Os resultados do estudo  iniciaram uma série de estudos sobre o que foi por um tempo chamado de aprendizagem latente e formação de hipóteses envolvido . DISCUSSÃO GERAL E CONCLUSÃO:
 7. ) aponta que Köhler se inspirou no método de Hobhouse ao realizar seus experimentos sequenciais com chimpanzés, e ) apresenta uma comunicação pessoal de Köhler, datada de 1914, no qual o mesmo descreve os experimentos iniciais de Hobhouse como inovadores e intrigantes. DISCUSSÃO GERAL E CONCLUSÃO:
 8. Norman R. F. Maier também publicou uma série de estudos de resolução de problemas em humanos, e foi o criador do famoso problema das duas cordas . Ao final de sua carreira, Maier dedicou-se a estudar e propor maneiras de incrementar a resolução de problemas no escopo da Psicologia Industrial, hoje chamada de Psicologia Organizacional . por possuírem mãos que em tese são capazes de manipular ferramentas, seriam adequados aos tipos de tarefas de resolução de problemas . DISCUSSÃO GERAL E CONCLUSÃO:
 Skinner chegou a coletar os dados, mas se recusou a publica-los pois, em suas palavras, ""Insight"" não era uma palavra respeitável para um behaviorista . DISCUSSÃO GERAL E CONCLUSÃO:
 Uma postura mais radical que a de Pavlov."
"On pigeons and people: A preliminary look at the columban simulation project.","https://scispace.com/paper/on-pigeons-and-people-a-preliminary-look-at-the-columban-5a1c6gkxu9","1981","Journal Article","Behavior Analyst","Robert Epstein","10.1007/BF03391851","https://scispace.com/pdf/on-pigeons-and-people-a-preliminary-look-at-the-columban-5a1c6gkxu9.pdf","Simulations of complex human behaviors with pigeons are providing plausible environmental accounts of such behaviors, as well as data-based commentaries on non-behavioristic psychology. Behaviors said to show “symbolic communication,” “insight,” “self-awareness,” and the “spontaneous use of memoranda” have thus far been simulated, and other simulations are in progress.","we can produce independent evidence that the prior conditions we establish do in fact exist in the real world. The computer modelers have no evidence that humans are information processing systems. Newell and Simon (1972) note that this is merely an assertion. ""INSIGHT"" IN THE PIGEON:
 Simulations of the Columban variety are common in domains outside psychology. A classic case in biology is the production of simple organic molecules from inorganic materials by S. L. Miller in the 1950's. Miller simulated some of the conditions believed, in- dependently of any theory of the origin of life, to be typical of primitive earth and thus produced amino and hydroxy acids, both of which are involved in life as we know it (Miller & Orgel, 1973). Prevailing   Figure . Competition between pigeons. A pigeon's key peck moves the cart of food toward it. The pigeon gets access to the food when the cart reaches its side, and the cart then resets to the-middle of the track. If both pigeons peck, the cart moves back and forth and may not reach either one. theory has recently been challenged, and appropriately, it is through simulations that the alternative viewpoint has been supported (e.g., Pinto, Gladstone, &  Yung, 1980). ""INSIGHT"" IN THE PIGEON:
 The key to the importance of such simulations is the plausibility of the recreation. Our account of behavior said to show self-recognition, for example, is plausible because Gallup's chimps had undoubtedly touched their eyebrows and ears before they were tested and because they had been given ample opportunity (about 10 days, according to  to discover the contingencies that govern the use of mirrored spaces. Gallup also notes that he had negative results with small monkeys. For example, a macaque showed no signs of self- awareness even after 2400 hours of exposure to a mirror. What can we make of this? Perhaps the faster moving macaque had fewer opportunities to discover the contingencies that govern mirror use. In any case, we are now in a position to claim that we can provide the missing link.4 ""INSIGHT"" IN THE PIGEON:
 We are not, then, simply mimicking, which would be the case if we were using any and all training methods at our disposal to get pigeons to behave as humans do. We are working backwards from our knowledge of natural cases and general principles, just as scientists did when they synthesized the precursors of life. ""INSIGHT"" IN THE PIGEON:
 The Columban Simulation Project is unique in many ways in operant psychology. For one thing, in most of the studies the interesting part of the experiment begins when our intervention ends; 4There is also a considerable amount of research on ""self-awareness"" in humans, some of which make use of the mirror test (e.g., Amsterdam, 1972;  Dixon, 1957; Lewis & Brooks-Gunn, 1979; Mans,  Cicchetti, & Sroufe, 1978). Before children are suc- cessful, they are said to go through a phase of ""testing"" or ""discovery"" in which, among other things, they engage in repetitive activity while closely observing their mirror image. The contingencies of reinforcement that govern mirror use probably take hold during this period."
"O estudo do insight pela análise do comportamento","https://scispace.com/paper/o-estudo-do-insight-pela-analise-do-comportamento-1wg3k618np","2017","Journal Article","","Jan Luiz Leonardi
Maria Amalia Pie Abib Andery
Nicolas Carsten Rossger","10.18761/PERSPECTIVAS.V2I2.63","https://scispace.com/pdf/o-estudo-do-insight-pela-analise-do-comportamento-1wg3k618np.pdf","O “insight” tem sido interpretado na analise do comportamento como a resolucao subita de um problema quando dois ou mais repertorios diferentes, previamente aprendidos em separado, se interconectam em uma nova situacao, produzindo sequencias originais de comportamento. Este artigo apresenta as principais pesquisas da area, explicitando as variaveis que parecem contribuir para a producao do fenomeno, tais como o tamanho da câmara experimental, a ordem e a quantidade de treino dos repertorios pre-requisitos e a saliencia dos estimulos envolvidos. Alem disso, o artigo aponta alguns limites na relevância dos estudos realizados, oriundos fundamentalmente do uso de objetos sem funcao reforcadora na configuracao das situacoes-problema. Por fim, sao discutidas algumas dificuldades impostas pela propria interpretacao comportamental do fenomeno. A definicao de insight como interconexao espontânea de repertorios mantem o aspecto internalista da concepcao original do fenomeno e depende da inferencia de processos comportamentais conceituados um tanto vagamente – os quais nao foram comprovados empiricamente, sendo um fenomeno curioso sob a otica do modelo causal de selecao por consequencias, uma vez que se trata de um processo tudo ou nada no qual a medida de interesse e a ocorrencia de um unico comportamento. Conclui-se que uma definicao de insight ainda e muito incipiente na analise do comportamento.","satisfez os critérios para considerá-lo um insight, pois as respostas que solucionaram o problema ocorreram de forma súbita, direta e contínua. O Estudo do Insight pela Análise do Comportamento:
 Com o intuito de determinar quais seriam os repertórios necessários para a resolução do problema,     concluíram que apenas os sujeitos que aprenderam os dois repertórios (o subir no cubo e bicar a banana e o empurrar direcionado) e que tiveram uma história de extinção das respostas de força bruta foram capazes de resolver o problema de forma súbita, direta e contínua, enquanto os sujeitos que não aprenderam algum dos pré-requisitos ou que aprenderam variações incompletas deles não foram capazes de resolvê-lo. O Estudo do Insight pela Análise do Comportamento:
 Com base nesse estudo, o fenômeno tradicionalmente chamado de insight foi interpretado por Epstein como a resolução súbita de um problema quando dois ou mais repertórios diferentes, previamente aprendidos em separado, se interconectam sem treino direto em uma nova situação, produzindo sequências originais (novas) de comportamento .  oferece uma análise momento a momento da interconexão de repertórios. A confusão inicial apresentada pelos pombos seria decorrente da competição entre os comportamentos aprendidos. No treino, a con guração cubo sob banana controlaria as respostas de subir e bicar e a con guração cubo e luz verde controlaria o empurrar direcionado. Na situação de teste, apenas alguns elementos de cada uma dessas con gurações de estímulo estariam presentes: o cubo estava distante da banana e a luz verde estava ausente. O ambiente, entretanto, guardaria semelhanças com as condições a que o sujeito fora exposto nos treinos. Para Epstein, haveria competição entre os repertórios de subir e de empurrar, uma vez que estímulos que controlariam essas duas classes de respostas estavam presentes. Quanto ao aparecimento da primeira resposta de empurrar, Epstein argumenta que as respostas relacionadas ao cubo (como subir e empurrar) eram as mais prováveis de ocorrer, uma vez que as respostas de pular e voar em direção à banana tinham sido extintas."
"Reasoning Strategies in the Context of Engineering Design with Everyday Materials.","https://scispace.com/paper/reasoning-strategies-in-the-context-of-engineering-design-3mpygl27is","2017","Journal Article","Journal of Pre-College Engineering Education Research","Marcelo Worsley
Paulo Blikstein","10.7771/2157-9288.1126","https://scispace.com/pdf/reasoning-strategies-in-the-context-of-engineering-design-3mpygl27is.pdf","‘Making’’ represents an increasingly popular label for describing a form of engineering design. While making is growing in popularity, there are still open questions about the strategies that students are using in these activities. Assessing and improving learning in making/ engineering design contexts require that we have a better understanding of where students’ ideas are coming from and a better way to characterize student progress in open-ended learning environments. In this article, we use a qualitative analysis of students’ responses (N = 13) in order to identify the origins of their ideas. Four strategies emerged from this analysis: unexplained reasoning; materials-based reasoning; example-based reasoning; and principle-based reasoning. We examine key characteristics of each strategy and how each strategy relates to learning and expertise through in-depth case studies. Furthermore, we identify how these four strategies are a complement to prior work on analogical problem solving and creativity, and offer a number of unique contributions that are particularly relevant for engineering education. Finally, we include two coding schemes that can be used to classify students’ responses. Studying reasoning strategies in this way is a fruitful means for characterizing student learning in complex learning environments. Moreover, understanding reasoning strategies impacts the nature of student–teacher discussions and informs how to help students progress most effectively.","a moment of unexplained insight , a form of reasoning that we will also see among the students in our studies. pushes the idea of unexplained insights further by proposing that individuals can be trained to behave in predictable ways even when placed in new situations. Creativity:
 In his box-and-banana study, he conditioned pigeons through various combinations of training regimens: (1) climbing a box; (2) freely pushing a box around a room; (3) directionally pushing a box around a room; (4) learning to avoid flying to grab a banana. After the training process, the configuration of the room was altered. The pigeons that had been trained in climbing and directional box pushing succeeded, while those pigeons who had not learned those skills failed. Similarly, even pigeons that learned to push the box, but never learned to push in a directional fashion, took significantly longer than the other pigeons. Creativity:
 In later work, Epstein more closely analyzed the predictability of human behavior through an extension of Maier's two-rope experiment. Instead of providing various props, as was the case in the original study, Epstein provided a single object, and indicated to the participants that they could use the object if they pleased. In these experiments Epstein found that student performance and behavior was largely dependent on the properties of the object that was provided. More specifically, Epstein compared performance and behavior when the additional item provided varied in length. When the additional item was relatively long he found that participants experienced great difficulty in completing the task. He attributes this to the subjects being convinced that the length of the long object was the key to solving the challenge. However, when the additional object was very short in length, participants had a much easier time solving the challenge. Namely, when a short object was provided, participants realized that the object would need to be attached to one rope, and then placed in motion in order to complete the task. Taken together, this work suggests that the types of novelty and creativity that people display in new situations can be the result of prior conditioning and the materials provided. Creativity:
 In a related line of research,  also emphasize that human insights and inferences are highly dependent on one's environment but makes the point that these intuitions are still quite useful . Specifically, Bruner makes the case that while formal education tends to stress the importance of analytic thinking, intuitions are of paramount importance in everyday life and in mathematics and science. Furthermore, using intuitive thinking often occurs only because an individual has deep knowledge of a given domain, and need not employ stepby-step analytic reasoning to arrive at the solution to a given problem. Creativity:
 In summary, prior research on creativity and innovation indicates that solutions to complex problems may appear as unexplained reasoning or behaviors. These insights may be unexplained from the perspective of their producer, but can oftentimes be predicted based on the individual's prior experiences, prior knowledge, and the context of the problem. In the section to follow we continue the discussion about the influence that prior experiences, prior knowledge, and the problem context has on student problem solving from the perspective of cognitive science. More specifically, we highlight background literature in analogical problem solving which more closely analyzes the intersection between problem solving strategies and learning."
"Problem solving and neophobia in a columbiform–passeriform assemblage in Barbados","https://scispace.com/paper/problem-solving-and-neophobia-in-a-columbiform-passeriform-t2bxrc86up","2001","Journal Article","Animal Behaviour","Sandra J. Webster
Louis Lefebvre","10.1006/ANBE.2000.1725","http://biology.mcgill.ca/faculty/lefebvre/articles/Webster_&_Lefebvre_2001.pdf","","return to the dish in either type of trial; a failure to return was scored as a latency of 1201 s. We conducted one trial per day for each bird, for a total of six testing days (three controls and three novel objects). Problem solving test:
 The second task tested each bird's problem solving performance by presenting it with a clear, 18 6.5 4.5 cm Plexiglas box (Fig. ) filled with visible food, identical to the species-specific mix used in the neophobia task. The box could be opened and the food reached by lifting or pushing one of two lids each fitted with a metal ring (tops of the two end sections) and by pulling or pushing drawers also fitted with a metal ring (sides of the middle section and extremes of the end sections; see Fig. ). Pushing, pulling and lifting are probably not novel motor acts for the five species, but the application of the techniques to metal rings and clear Plexiglas is likely to be unfamiliar to the birds. We first presented the box to the birds with all lids and drawers open (and the food thus accessible) after completion of the second neophobia test. If a subject did not eat from the box in the 5-6 h that followed this first presentation, we presented the open apparatus again on successive days (maximum: 3 days), after the usual overnight food deprivation. Once each subject had fed once from the open box, it was food deprived overnight and given the closed box on the following day for a maximum of 15 min. We recorded latency to first contact the box in this session, as well as two operational measures of innovative problem solving: success or failure at reaching the food and flexibility in attempts to open, assessed by counting the number of sections of the box contacted. To increase the robustness of the analyses, we used two different definitions of a section, one that split the box into 13 possible areas (numbered 1-13 in Fig. ), the other that lumped the 13 areas into seven larger units (labelled A-G in Fig. ). Only the pecks following the initial exploratory peck were recorded as attempts to problem solve. The maximum number of attempts for the two conditions was thus 12 and 6, respectively. Repeated pecks at a single area were counted only once. For example, a bird that pecked 25 times at one of the Plexiglas areas would be given a score of zero, since the only area contacted is the one counted for the initial exploratory peck. In contrast, a bird that pecked once at each of the 13 areas would be given the maximum flexibility score of 12. Subjects were given a single 15-min session with the box if they contacted it at least once, whether or not this led to successful feeding. Subjects that did not touch the box within the 15-min limit were given a maximum of two more 15-min sessions that day. If they still failed to contact the box, they were presented again with the open box until they fed. This was followed by the usual overnight food deprivation and testing the next day. All subjects eventually contacted the apparatus at least once. During all sessions, the experimenter was hidden behind the same screen used in the neophobia trials and recorded all dependent variables manually. To ensure observer reliability, we recorded the trials on a Panasonic PV-A208-K Camcorder and checked the manual data after the experiments. We released all birds at their site of capture at the end of the experiments; total captivity time varied between 7 and 20 days."
"DNA sequence selection by eye.","https://scispace.com/paper/dna-sequence-selection-by-eye-kgcb8tdu6q","1984","Journal Article","Nature","M. G. Burdon","10.1038/312313C0","https://scispace.com/pdf/dna-sequence-selection-by-eye-kgcb8tdu6q.pdf","","that are either too large or too small and the best they can do is to try to increase their efficiency as time goes on. Sci. U.S. . 2. Diamond, J. Nature311, 603-604(1984). Pigeons, canaries and problem-solving:
 SIR -I regret that I must question the accuracy of Pastore's 1 recent letter concerning my report of problem-solving behaviour in pigeons 2 • He suggests that I was remiss in not citing his early studies in which a canary was confronted with several KOhler-type problems. He implies that the canary solved both KOhler's one-box problem and KOhler's stacking problems in an ""insightful"" fashion, but the original reports of this work 3 • 4 do not confirm that. Pigeons, canaries and problem-solving:
 The single canary that Pastore confronted with a variant ofthe one-box problem required 25 reinforced trials before it could move its box (a cardboard ""prism"") smoothly to the correct position on the floor ofthe chamber. So the behaviour that superficially resembled that of KOhler's chimps was, as Pastore originally reported, learned in virtually the same haphazard fashion as the escapes of Thorndike's 5 cats. Ironically, the performance of the canary was exactly that which KOhler dismissed as mere ""trial and error"". By no reasonable criteria could the canary's performance be considered ''insightful''. Pigeons, canaries and problem-solving:
 On the stacking problem, in which stacking behaviour is also established haphazardly after many reinforced trials, Pastore 3 originally reported that ""in the crucial trial, when both prism and box were out of position, the canary seemed to be unable to stack them in a meaningful way. Actually, the canary did stack prism and box appropriately in only 10 of 100 trials"" (p. 289). No mention is made of success in stacking a larger number of boxes, contrary to Pastore's 1 recent statement. A second canary could not complete even the preliminary stages of the experiment. Praxists and psychologists long ago passed judgment on these modest demonstrations: they are almost universally uncited in the literature relevant to my research. Pigeons, canaries and problem-solving:
 In contrast, my colleagues and I reported a systematic study with 11 pigeons in which all 3 with relevant training histories solved the box-and-banana problem in a dramatic human-like fashion the first time they were confronted with it. The performances satisfied all of the traditional criteria of ""insight"": periods of apparent confusion were followed by sudden, rapid, and entirely appropriate performances. By systematically varying the training histories of other birds, we also determined the possible contributions that a variety of different experiences had made to success in the problem. Finally, we offered a running account of the novel performances in terms of empirically validated principles. ROBERT EPSTEIN:
 11 Ware Street, Cambridge, Massachusetts 02138, USA I. Pastore, N. Nature 310, 18 (1984). ROBERT EPSTEIN:
 2. Epstein, R., Kirshnit, C., Lanza, R. P. & Rubin, L. C."
"Cognitive processes associated with sequential tool use in New Caledonian crows.","https://scispace.com/paper/cognitive-processes-associated-with-sequential-tool-use-in-1y2625ck48","2009","Journal Article","PLOS ONE","Joanna H. Wimpenny
Alex A. S. Weir
Lisa Clayton
Christian Rutz
Alex Kacelnik","10.1371/JOURNAL.PONE.0006471","https://scispace.com/pdf/cognitive-processes-associated-with-sequential-tool-use-in-1y2625ck48.pdf","Background: Using tools to act on non-food objects—for example, to make other tools—is considered to be a hallmark of human intelligence, and may have been a crucial step in our evolution. One form of this behaviour, ‘sequential tool use’, has been observed in a number of non-human primates and even in one bird, the New Caledonian crow (Corvus moneduloides). While sequential tool use has often been interpreted as evidence for advanced cognitive abilities, such as planning and analogical reasoning, the behaviour itself can be underpinned by a range of different cognitive mechanisms, which have never been explicitly examined. Here, we present experiments that not only demonstrate new tool-using capabilities in New Caledonian crows, but allow examination of the extent to which crows understand the physical interactions involved. Methodology/Principal Findings: In two experiments, we tested seven captive New Caledonian crows in six tasks requiring the use of up to three different tools in a sequence to retrieve food. Our study incorporated several novel features: (i) we tested crows on a three-tool problem (subjects were required to use a tool to retrieve a second tool, then use the second tool to retrieve a third one, and finally use the third one to reach for food); (ii) we presented tasks of different complexity in random rather than progressive order; (iii) we included a number of control conditions to test whether tool retrieval was goal-directed; and (iv) we manipulated the subjects’ pre-testing experience. Five subjects successfully used tools in a sequence (four from their first trial), and four subjects repeatedly solved the three-tool condition. Sequential tool use did not require, but was enhanced by, pre-training on each element in the sequence (‘chaining’), an explanation that could not be ruled out in earlier studies. By analyzing tool choice, tool swapping and improvement over time, we show that successful subjects did not use a random probing strategy. However, we find no firm evidence to support previous claims that sequential tool use demonstrates analogical reasoning or human-like planning. Conclusions/Significance: While the ability of subjects to use three tools in sequence reveals a competence beyond that observed in any other species, our study also emphasises the importance of parsimony in comparative cognitive science: seemingly intelligent behaviour can be achieved without the involvement of high-level mental faculties, and detailed analyses are necessary before accepting claims for complex cognitive abilities.","retrieve food. The authors argued that this behaviour demonstrated 'analogical reasoning', by which they meant that the subjects inferred, by analogy with food-retrieval, that a tool could also be used to retrieve another tool, rather than just food. Introduction:
 Demonstrating sequential tool use in non-human animals is impressive, and might indeed expose the ability to plan or reason about problems, but none of the experiments to date have explicitly examined whether such advanced cognitive processes are actually involved. There are several possible explanations for sequential tool use that do not invoke goal-directed behaviour, planning, causal understanding, or analogical reasoning (for a discussion of the conceptual issues surrounding this terminology, see ). For example, subjects might attempt to retrieve the food with the available tool, but after failing to do so might perform various 'displacement activities' such as probing randomly elsewhere, and thereby extracting the usable tool as they would any inappropriate object in the vicinity. Another possibility is that, if subjects had previously learned separate components of the sequence (for example, using a tool to probe for food, and extracting tools directly from the container in which tools would later be out of reach), they could 'chain' these into a single sequence. Such chaining of previously learned behaviours was observed in pigeons by Epstein et al. , in a famous replica of Ko ¨hler's  study with chimpanzees, where some subjects stacked boxes to reach an otherwise unobtainable reward. Epstein et al. used pigeons that were trained, in separate sessions, to climb on a box to peck a banana-looking key (the box was fixed under the key), and to push a box to a green spot on the floor (no banana key was present, and climbing on the box was not reinforced); when the box was placed away from the banana key and no green spot was present, the subjects spontaneously pushed the box until it was underneath the banana key, climbed onto it and pecked the banana key. In contrast, subjects that had not been trained on all components of the task never solved it (for example, those birds trained only to push the box and not to climb on it, or those trained only to climb on the box and not to push it)."
"The escape behaviour of wild Greek tortoises Testudo graeca with an emphasis on geometrical shape discrimination","https://scispace.com/paper/the-escape-behaviour-of-wild-greek-tortoises-testudo-graeca-30kydkaobn","2014","Journal Article","","Alexandra Glavaschi
Ellen S. Beaumont","10.11160/BAH.13019","https://scispace.com/pdf/the-escape-behaviour-of-wild-greek-tortoises-testudo-graeca-30kydkaobn.pdf","Geometrical shape discrimination has been shown to play an important role in the spatial orientation of a wide variety of mammals and birds, while the study of this ability in particular and of cognitive processes in general has been rather neglected in reptiles. The present experiment aims to investigate the ability of wild Greek tortoises Testudo graeca from Topolog forest, Tulcea County, Romania, to discriminate between simple geometrical shapes. Forty-two adult tortoises were subjected to a task consisting of escaping from a square arena through one of the four available doors, each with a geometrical shape attached. Thirty-one individuals completed 10 consecutive trials, requiring significantly less time for the last trial than for the first. This trend suggests that Greek tortoises developed and used an escape strategy, most likely relying on the geometrical shapes provided as cues. This experiment is the first to explore the cognitive processes of this species and further work should expand on the ecological significance of this ability.","(rs= 0.697, P = 0.029; Fig. ). No statistically significant relationship was found between latency and active search time (rs= 0.55, P = 0.099; Fig. ). Only 11 of the 31 subjects showed consistency in the path followed after being reintroduced in the box, i.e. the first successful movement was repeated for at least eight trials. One of these subjects was a female and the rest were males. R RESULTS:
 The air temperature did not seem to influence whether the subjects completed or failed the trials, as successful individuals did not perform the test at a significantly different temperature than unsuccessful ones (W = 203, P = 0.359; successful individuals: median temperature = 30.1°C, N = 31; unsuccessful individuals: median temperature = 30.1°C, N = 11). D DISCUSSION:
 This study demonstrates that Greek tortoises are capable of finding and operating the correct door in order to escape from the experimental set-up used. For all but two subjects, the time needed to complete the tenth trial was less than the time needed to complete the first trial, which is the first indication of the development of a strategy of some sort. Although the overall time needed to complete the trials decreases in a fashion that readily suggests the acquisition and learning of a certain escape mechanism, the active search time is a better indicator of an improvement in performance variation. Latency remained relatively constant throug- hout the tests (Figs. ) owing to the fact that the subjects were reluctant to perform any movements soon after being placed (back) into the box. Therefore, latency represents an increasingly higher proportion of the overall time as the active search time decreases. The active search time shows a more realistic variation of the tortoises' performance and thus gives a more reliable measurement. The fact that tortoises spent significantly less time exploring the box as the tests progressed clearly suggests that they have learned and used a strategy. At some point during the test, each individual stood immobile in front of each wall, looking directly forwards, suggesting that they were scanning the surroundings. The square shape of the enclosure prevented orientation according to large scale geometry, as reported for a wide variety of species (see above), thus the local cues (i.e. the geometrical shapes attached to the walls) are likely to have been used. D DISCUSSION:
 As illustrated in Figs. , there is a slight increase in the search time during the last trial compared to the previous five trials, and the same trend reflects on the overall time (Figs. ). It is suggested for other reptile species that when an increase in familiarity of the environment is accompanied by a decrease in activity, this could be attributed to the fact that the subjects become comfortable within the enclosure . It is very unlikely that this is the case here. Certain individuals showed clear signs of stress, such as urinating, defecating, fighting vigorously when handled and retracting when being placed back inside the box after the completion of a trial, which is expected from wild, expe-rimentally naïve animals. This slight increase during the last part of the test is probably due to exhaustion, as most of the individuals moved around the box constantly, climbing and scratching the walls."
"Recombinação de comportamento em ratos Wistar (Rattus norvegicus) em um novo procedimento de deslocamento de caixa","https://scispace.com/paper/recombinacao-de-comportamento-em-ratos-wistar-rattus-12e34mictq","2017","Dissertation","","Rodrigo Harder Ferro Dicezare","10.11606/D.47.2017.TDE-24072017-175858","https://scispace.com/pdf/recombinacao-de-comportamento-em-ratos-wistar-rattus-12e34mictq.pdf","","Ou seja, a resolução da situação-problema ocorreria, do começo ao fim, em um único ""salto"" de aprendizagem focando o objetivo finalno caso, a obtenção do alimento . Introdução:
 Contudo, diversos pesquisadores contestaram a explicação para a descoberta  replicou um dos experimentos de Köhler, porém mantendo um controle mais rígido da história de aprendizagem dos sujeitos. O experimento consistia no uso por chimpanzés de uma ferramenta em forma de ""T"" para alcançar uma fruta. Quase nenhum animal obteve sucesso inicialmente nesta tarefa, exceto dois sujeitos que não eram experimentalmente ingênuos. Então, na etapa posterior, o instrumento foi deixado para o manuseio dos primatas por três dias e repetiu-se o teste. Desta vez, todos os sujeitos obtiveram sucesso em alcançar o alimento utilizando a ferramenta. Assim, o autor demonstrou a importância da história de aprendizagem dos sujeitos na resolução desse tipo de problema. Introdução:
 Na mesma linha de ,  também criticaram a 1 Nome publicado em inglês, do original alemão ""Intelligenzenprüfungen an Menschenaffen"". falta de controle experimental das observações de Köhler. Eles argumentam que falta em seus relatos uma maior descrição da história de vida dos sujeitos e de sua procedência. Além disso, ressaltam que era permitido que os sujeitos manuseassem as ferramentas livremente fora dos testes, sem que essas manipulações fossem registradas. Os autores argumentam ainda que alguns exercícios mais complexos eram simplesmente uma recombinação de outras tarefas mais simples, nas quais os sujeitos já haviam sido treinados. Logo, a resolução aparentava ser espontânea e sem história prévia porque os treinos, mesmo que indiretos, foram ignorados nas explicações de Köhler. Introdução:
 Epstein, utilizando pombos (Columba livia domestica) como sujeitos, elaborou uma série de experimentos visando compreender comportamentos mais complexos, dentre eles os pré-requisitos necessários para a ocorrência da aprendizagem do tipo insight . Essa linha de pesquisa fez parte de um projeto maior chamado Columban Simulation Project, cujo objetivo foi verificar se comportamentos complexos poderiam ser aprendidos e simulados por organismos vivos tidos como mais simples, no caso, pombos."
"Inverse sex effects on performance of domestic dogs (Canis familiaris) in a repeated problem-solving task.","https://scispace.com/paper/inverse-sex-effects-on-performance-of-domestic-dogs-canis-2thuyns7o9","2015","Journal Article","Journal of Comparative Psychology","Charlotte Duranton
Heiko G. Rödel
Thierry Bedossa
Séverine Belkhir","10.1037/A0037825","https://scispace.com/pdf/inverse-sex-effects-on-performance-of-domestic-dogs-canis-2thuyns7o9.pdf","The authors investigated differences between female and male pet dogs in physical cognition using an object manipulation task. Subjects (24 females and 23 males of different breeds) had to open a box in order to obtain a food reward during 3 consecutive trials, and latency times before success were measured. Males were significantly more successful in opening the box during the first trial. However, this sex difference was inversed when successful individuals were retested. During the following 2 trials, females were more successful than males, indicating that they were able to improve their skills more quickly once they had managed to succeed for a first time. Sex-specific dynamics in repeated problem-solving tasks might be an important contributor to individual differences in cognitive performance of pet dogs.","moment on, latency time before first contact with the box, the dogs' success in opening the box (yes/no) and the latency time until success within each trial were noted. See online supplement materials for details on validation of accuracy of video analysis. Statistical Analysis:
 Analyses were done using the program R, version 3.0.1 (R Core . Differences between females and males with respect to the latency time in approaching the box were tested by linear mixed-effects models (LMM). Sex differences with respect to the time to open the box were tested using Cox proportional hazards regression models. By the latter analysis, we adjusted for the censored character of the data, that is, that some of the dogs did not manage to open the box during the respective trials. See the online supplemental materials for details. Statistical Analysis:
 To test for sex-specific differences in the success in opening the box across time (see Figure ), we considered data from all individuals during the first trial. This was done in order to test for sex-specific differences in success in a novel problem solving task. During the following trials, we only considered individuals for analysis, which were successful during at least one of the previous trials. This was done in order to test whether the probability of repeated success (i.e., in an already mastered problem-solving task) differs between females and males. Thus sample size decreased between trial one and the following trials, however slightly increased between Trial 2 and Trial 3, as some animals were successful during Trial 2 but not during Trial 1. Latency to Approach the Box:
 The latency of approaching the object did not differ between females and males and was not affected by the reproductive status (neutered/intact) or the age of the dogs, either when considering all individuals or only focusing on dogs which were successful during the respective trial (p Ͼ .05). Furthermore, there was no significant interaction between sex and trial, indicating that there were no sex specific differences among trials (p Ͼ .10). Latency to Approach the Box:
 The latency of approach differed significantly across trials (LMM: 2 2 ϭ 7.60, n ϭ 141, p ϭ .022) when considering all individuals. Post hoc comparisons revealed that latencies during the third trial (on average 7.9 s Ϯ 4.1 CI 90% ) were significantly higher than during the first trial (4.8 s Ϯ 4.3 CI 90% ); 2 2 ϭ 5.39, p ϭ .020) and during the second trial (5.2 s Ϯ 3.5 CI 90% ); 2 2 ϭ 6.16, p ϭ .013). The first and second trials did not differ ( 2 2 ϭ .16, p ϭ .70). These differences among trials disappeared when only considering subjects, which were successful during the respective trial (Trial 1: 1.5 s Ϯ .7 CI 90% ; Trial 2: 1.3 s Ϯ .2 CI 90% ; Trial 3: 1.3 s Ϯ .2 CI 90% ; 2 2 ϭ .32, p ϭ .85)."
