"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Place navigation in mammals: a configuration-based model","https://scispace.com/paper/place-navigation-in-mammals-a-configuration-based-model-2jdoxwmdr1","1998","Journal Article","Animal Cognition","Simon Benhamou","10.1007/S100710050007","","Recent water maze experiments suggest that rats performing place navigation primarily use the geometric information provided by a set of landmarks, and neglect the featural information provided by the identities of the landmarks. Here, I develop a model that explains how an animal may perform place navigation by relying only on geometric information. The core of the model is the representation of places as panoramas defined by circular bar-codes embodying the relative bearings and apparent sizes of the landmarks, irrespective of their identities. There are two stages in the model. During the first stage, the animal freely explores its environment in order to acquire spatial information at the local level. During the second stage, the animal uses the information previously memorized to perform place navigation towards the goal it intends to reach. The possible role of two brain areas in place navigation is discussed within this framework. Beyond their primary role in landmark-based representations of places, hippocampal place cells may be involved in computing the current distances to the landmarks. Beyond their primary role in landmark-based representations of headings, post-subicular head-direction cells may be involved in computing the “compass bearings” of the landmarks.","A model is developed that explains how an animal may perform place navigation by relying only on geometric information, the representation of places as panoramas defined by circular bar-codes embodying the relative bearings and apparent sizes of the landmarks, irrespective of their identities."
"The spontaneous interconnection of four repertoires of behavior in a pigeon (Columba livia).","https://scispace.com/paper/the-spontaneous-interconnection-of-four-repertoires-of-mf4gxnuxay","1987","Journal Article","Journal of Comparative Psychology","Robert Epstein","10.1037/0735-7036.101.2.197","","A pigeon was trained to peck a small facsimile of a banana placed within its reach, to climb onto a box, to open a door, and to push a box toward targets. When confronted with a new situation-the banana was placed out of reach, and the box was placed behind the door-the four repertoires came together rapidly to produce a humanlike solution to the problem. A tentative account of the performance is offered in terms of empirically validated principles.","A pigeon was trained to peck a small facsimile of a banana placed within its reach, to climb onto a box, to open a door, and to push a box toward targets to produce a humanlike solution to the problem."
"Problem solving in the rat: Piecemeal acquisition of cognitive maps","https://scispace.com/paper/problem-solving-in-the-rat-piecemeal-acquisition-of-42rz2fe8c6","1984","Journal Article","Animal Learning & Behavior","Paul Ellen
B. J. Soteres
Charlene Wages","10.3758/BF03213147","","The purpose of this experiment was to compare the problem-solving performance of rats allowed to explore either one or two tables of Maier’s three-table-problem apparatus on successive days. The feeding experience and test trial were administered on the day after all tables and runways had been explored in this piecemeal fashion. No rat that explored only one table and runway per day was able to solve the problem, whereas 60% of the rats that explored two tables and their interconnecting runways did solve the problem. All rats that explored the entire apparatus on each exploratory day were able to solve the problem. These data support the notion that animals can conceptually link objects experienced successively into cognitive representations which specify the constant relationships existing between those objects. The existence of such an absolute spatial mechanism makes it unnecessary for an organism to depend upon relative spatial mechanisms such as routes or cues.","In this paper, the authors compare the problem-solving performance of rats allowed to explore either one or two tables of Maier's three-table-problem apparatus on successive days."
"A Dynamic Route Finder for the Cognitive Map","https://scispace.com/paper/a-dynamic-route-finder-for-the-cognitive-map-2a2szpw4py","1998","Journal Article","Psychological Review","Alliston K. Reid
John Staddon","10.1037/0033-295X.105.3.585","","Cognitive behaviorist E. C. Tolman (1932) proposed many years ago that rats and men navigate with the aid of cognitive maps, but his theory was incomplete. Critic E. R. Guthrie (1935) pointed out that Tolman's maps lack a rule for action, a route finder. We show that a dynamic model for stimulus generalization based on an elementary diffusion process can reproduce the qualitative properties of spatial orientation in animals: area-restricted search in the open field, finding shortcuts, barrier learning (the Umweg problem), spatial ""insight"" in mazes, and radial maze behavior. The model provides a behavioristic reader for Tolman's cognitive map. The cognitive behaviorist Edward Tolman spent much of his career devising clever experiments to show that stimulus-response accounts of rat behavior cannot be correct. Some of his most striking demonstrations involve spatial learning. One such example is shown in Figure 1, which depicts a maze apparatus used in a famous experiment by Tolman and Honzik (1930). The maze has three paths from the Start box to the Goal box. The paths differ in length: Path 1 (heavy vertical line) shorter than Path 2 (intermediate line) shorter than Path 3 (light line). In preliminary training, the rats were allowed to become familiar with all three paths to the Goal box. They also had experience with a block at Point A, which permits access to the Goal only via Paths 2 and 3. In the test condition, the block was moved to Point B--so that only Path 3 is open. The question is, Will the rats choose Path 3 as soon as they encounter the block at B, or will they choose Path 2, which is normally preferred to Path 3--indicating that they do not know Paths 1 and 2 share a common, blocked, segment? Tolman and Honzik's rats behaved intelligently and usually went straight to Path 3 after encountering the block at B. Tolman took this as evidence that the rats knew something about the topography of the maze. They were not just operating on a fixed hierarchy of preferences ( ""Path 1 better than Path 2 better than Path 3"" ), nor were they responding reflexively to local cues. Tolman considered this behavior to be an example of ""insight,"" although he did not specify exactly what that means. He did say that some kind of cognitive map","It is shown that a dynamic model for stimulus generalization based on an elementary diffusion process can reproduce the qualitative properties of spatial orientation in animals: area-restricted search in the open field, finding shortcuts, barrier learning, spatial ""insight"" in mazes, and radial maze behavior."
"The role of exploratory experience in a shortcut task by golden hamsters (Mesocricetus auratus)","https://scispace.com/paper/the-role-of-exploratory-experience-in-a-shortcut-task-by-2fof096mue","1987","Journal Article","Animal Learning & Behavior","Nicole Chapuis
M. Durup
Catherine Thinus-Blanc","10.3758/BF03204960","","The aim of this experiment was to examine the role of exploratory experience on the ability to take a shortcut. In the first phase, two subspaces, X and Y, each consisting of two baited tables related by a runway, were separately explored by hamsters. In the second phase, the experimental group explored a connecting pathway between X and Y. The animals were finally submitted to a shortcut test during 2 days: in this test, in order to go from X to Y, they could choose between the longer familiar pathway and two shorter new pathways. In comparison with a control group, which did not undergo the second phase, the experimental group displayed a significant preference for the shortcut that did not cross the linking path with which they had had experience or either of the two distant portions whose linkage the animals had experienced. These results suggest that, in this simple situation, additional experience of a linking element between two separated subspaces has a beneficial effect on the setting up of spatial relationships between them, and perhaps on the representation of the whole situation.","The role of exploratory experience on the ability to take a shortcut was examined in this article, where two subspaces, X and Y, each consisting of two baited tables related by a runway, were separately explored by hamsters."
"Exploration and learning of topographical relationships by the rat","https://scispace.com/paper/exploration-and-learning-of-topographical-relationships-by-1m6rtev7xi","1980","Journal Article","Bulletin of the psychonomic society","Takiji Yamamoto
Seymour Wapner
David A. Stevens","10.3758/BF03334478","","In three experiments, the exploratory behavior of thirsty rats systematically progressed to areas distant from the starting location in an unfamiliar environment (table with seven objects on it). In a fourth experiment, this systematic pattern was disrupted when one of the objects in the new environment was familiar. Learning of spatial relations occurred during exploration, as evidenced by exploratory behavior on a test in which a previously neutral object in the environment became a source of water. Exploratory activity differed when the starting location was fixed in one corner of the table from when it was varied daily from corner to corner on a large table in one experiment; it did not differ with a table half that size in another experiment. The findings are taken to indicate that the development of the spatial structure consists of utilizing a known part of a given locale as anchor point or “base of operations” upon which is built a network of topographic relations among objects in particular locales.","In this paper, the exploratory behavior of thirsty rats systematically progressed to areas distant from the starting location in an unfamiliar environment (table with seven objects on it), and this systematic pattern was disrupted when one of the objects in the new environment was familiar."
"A propos des «cartes cognitives» chez l'animal: examen critique de l'hypothèse de Tolman","https://scispace.com/paper/a-propos-des-cartes-cognitives-chez-l-animal-examen-critique-2ridbpvmol","1984","","","C. Thinus-Blanc","","","Les etudes des mecanismes d'orientation spatiale chez l'animal ont ete fortement marquees par l'hypothese des «cartes cognitives» formulee par Tolman en 1948. Mais l'existence de ces cartes n'est pas prouvee. Le devenir de cette hypothese est examine au travers des recherches sur l'animal de 1948 a nos jours","Les etudes des mecanismes d'orientation spatiale chez l'animal ont ete fortement marquees par l'hypothese des 'cartes cognitives' formulee par Tolman en 1948 as discussed by the authors."
"Maps, space, and places","https://scispace.com/paper/maps-space-and-places-k42qm384sq","1982","Journal Article","Behavioral and Brain Sciences","Roger M. Downs","10.1017/S0140525X00013972","","We argue that a map is meaningless unless we have a process for using it. Thus, in this paper, we not only offer the world graph as a representation of relationships among situations the animal has encountered and may encounter again, but we also offer algorithms for how the information encoded in the world graph may be used by the animal in determining its behavior. Each node of the graph encodes a recognizable situation in the animal's world, but a given place may well be encoded in a number of different nodes. Nodes not only require algorithms for the recognition of the situation; they store information about drive reduction associated with the encoded situation. We note that the use of graphs as a basis for exploring some search space is well known in artificial intelligence (AI), but we stress the importance of the animal's exploration of its environment for growing the graph, as distinct from the mathematically described potential nodes frequent in AI search spaces. To explore a number of hypotheses about the way information in the world graph is used to guide the animal's movement, we recall a number of classical experiments on maze exploration by animals, and use them to argue for the nonlocal hypothesis (selection of a path does not depend only upon information about the immediate environment of the animal) and the competing nodes hypothesis (more than one drive may enter into the determination of the animal's behavior at any time). An important feature of the model is that it yields exploration and latent learning without the introduction of an exploratory drive. We also note that the performance exhibited by the model appears to be statedependent when the animal operates under high drive levels. The drive-interaction matrix is offered as a subject for future research. We complement the presentation of the world graph model, its drive dynamics, and how these are constrained by experiments on maze behavior, with a brief analysis of maps in the brain. We distinguish egocentric maps which we relate to the many visual systems from allocentric maps. We offer a somewhat unconventional view of short-term and long-term memory. We examine cooperative computation in somatotopically organized networks, relating this to visually guided behavior in the frog, and to the interaction of colliculus and cortex in the control of eye movements. We examine, but do not advocate, the hypothesis that the hippocampus is a cognitive map. We do stress that if it is a cognitive map, it must be seen as a chart of the local neighborhood, rather than the whole atlas; and we note that the cognitive map hypothesis would lead one to expect the region to exhibit activation of place cells before the animal leaves the previous place.",""
"On the Spacial Cogrition in Rats","https://scispace.com/paper/on-the-spacial-cogrition-in-rats-lnvo17g2fe","1995","Journal Article","Japanese Journal of Animal Psychology","Hiroshige Okaichi","10.2502/JANIP.45.77","","認知地図は動物 とヒトにおける空間定位の中 心的な概念であり,そ の実験的研究は動物の認 知能力 を明らかにするために重要である。 (1) Tolman と認知地図 今 日,迷 路実験は動物 における認知研究に欠 かせない役割 を果た しているが,迷 路 を含 む 種々の空間課題における動物の行動 を説明する のに認知地図の概念 を使用 したのは Tolman で あ る。彼 と共 同研 究者達 は1930年 代か ら 1940年 代に発表 した実験において,(1)潜在学習 の成立,(2)代 理的試行錯誤行動,(3)刺 激の探索 と環境内での刺激の定位,(4)複 雑な弁別学習中 の仮 説的行動,(5)走 路選択 の柔軟性 のような ラットの認 知 的 行 動 を指 摘 した( Tolman, 1948)。 これ ら一連の実験をもとに,ラ ットが環 境内の情報を能動的に収集し,そ の情報によっ て認知地図を形成 し,こ の認知地図を利用 して その後の行動を行 うと仮定 した。 (2) 海馬の認知地図仮説 O'Keefe and Nadel (1978)は,心 理的機能 と しての認知地図に対応する神経解剖学的領域 と して海馬を仮定 した。 彼 らは,認 知地図の形成 と利用に関するシス テムをlocale systemと 呼んだ。このsystemで は,動 物が環境から得た種々の感覚刺激入力 は 海馬によって統合され,距 離 と方向に関する空 間関係の場所表象が形成される。認知地図はこ のような一連の場所表象からなる。そして,動 物 はこの認知地図内に自分 自身や環境内の刺激 を位置づけ,種 々のルー トを使 って目的地に移 動することができる。さらに,動 物は,自 分の 形成した認知地図 と現在の環境か らの感覚刺激 入力 を比較す る不適合検索 システムの働 きに よって,新 奇な情報を検索 した場合,新 たな探 索行動を開始する。 海馬の認知地図仮説によると,海 馬損傷動物 は この認知地図に関する機能 を消失するため,課 題の解決が認知地図に基づ く場所ス トラテジー の使用によってのみ可能な場合,そ の遂行 に障 害を示す。 しかし,特 定の刺激に基づ く手掛ス トラテジーや筋感覚刺激の連鎖に基づく反応ス トラテジーの使用による課題解決が可能な場合 には障害 を示さない。 (3) 認知地図への批判 ところで,場 所学習課題の解決が装置外刺激 の空間的関係性の表象である認知地図に基づい てなされたという考え方には批判がある。 Restle(1957)は,ラ ッ トが迷路学習課題を遂行する ときに使用しうる手掛 を,(1)迷 路走行中の運動 によって生 じる筋感覚刺激,つ まり自己受容刺","In this paper, Tolman et al. describe a system for a large-scale system using a mobile phone and a mobile ad hoc network, and describe the system as a ""locale system""."
"E. C. Tolman and the Intervening Variable: A Study in the Epistemological History of Psychology","https://scispace.com/paper/e-c-tolman-and-the-intervening-variable-a-study-in-the-f1otx5dvwj","1983","Journal Article","Philosophy of Science","Ronald Amundson","10.1086/289109","","E. C. Tolman's 'purposive behaviorism' is commonly interpreted as an attempt to operationalize a cognitivist theory of learning by the use of the 'Intervening Variable' (IV). Tolman would thus be a counterinstance to an otherwise reliable correlation of cognitivism with realism, and S-R behaviorism with operationalism. A study of Tolman's epistemological background, with a careful reading of his methodological writings, shows the common interpretation to be false. Tolman was a cognitivist and a realist. His 'IV' has been systematically misinterpreted by both behaviorists and antibehaviorists. For this reason, Tolman's alliance with modern cognitivism and his influence on its development have been underestimated.","A study of Tolman's epistemological background, with a careful reading of his methodological writings, shows that Tolman was a cognitivist and a realist as discussed by the authors."
