"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","Relevant Excerpt"
"A Chance Favors a Prepared Mind: Chance Discovery from Cognitive Psychology","https://scispace.com/paper/a-chance-favors-a-prepared-mind-chance-discovery-from-i4pmzh6adf","2013","Book Chapter","Studies in computational intelligence","Hitoshi Terai
Kazuhisa Miwa","10.1007/978-3-642-30114-8_3","https://scispace.com/pdf/a-chance-favors-a-prepared-mind-chance-discovery-from-i4pmzh6adf.pdf","A chance has two contrary aspects: suddenness as an accidental finding and gradualness as the result of a prepared mind. Such duality of chance discovery resembles the insight process treated by problem solving researches. In this paper, we focus on the insight process in human problem solving, present a broad overview of its suddenness and the gradualness, and introduce our experimental results from the viewpoint of the duality of insight. We believe that our research findings will contribute to studies of chance discovery.","(aha!). Thus, when the perspective of a problem is reconstructed, a solution is derived from that reconstruction result . Insight Problem Solving: If the length of the radius is r, what is the length of line l? l ✒ ✑ Insight Problem Solving:
 Six-year-old Karl Gauss solved a tedious arithmetic problem very quickly by reconstructing it . Hoping to give himself a few minutes' peace, his teacher asked his class to add up the numbers 1 + 2 + 3 + 4 etc. up to 100. Hardly had the class begun to add up all the numbers when Gauss put his hand up with the answer: 5050. Gauss had reconstructed the problem. He made two numerical sequences: an ascending sequence from 1 to 100 and a descending sequence from 100 to 1. He could make a hundred 101 by adding the numbers at the same position on each sequence (1 + 100, 2 + 99, etc.). Adding the series 1 + 2 + 3 up to 100 is therefore the same as taking half of 10, 100; that is 5050. Thus, reconstruction occurs not only in perceptual relations but also in conceptual relations. Duality of Insight Process:
 The moment of insight problem solving by reconstructing the problem seems to occur suddenly. On the other hand, a preparation phase has been identified during insight problem solving. In this section, we focus on such contradictory aspects, suddenness and gradualness, in the process of insight problem solving. Suddenness of Insight:
 In the process of insight problem solving, a solution that seems to arise suddenly is generally known as an ""aha! experience."" Such suddenness, a key feature of insight problem solving, is also found in the recollections of historical scientific findings . Suddenness of Insight:
 Metacognition in Insight Problem Solving Metcalfe and Wiebe discussed the suddenness of insight problem solving from the viewpoint of metacognition by focusing on it both before and during insight problem solving . In their experiment, participants were given both insight and non-insight problems and were required to rearrange them into a line going from the problem they thought they were most likely to solve to the one they were least likely to solve. The correlation results between the difficulty of the problems and the response time of each revealed that the participants fairly accurately predicted which noninsight problems they would be able to solve later, but they were unable to predict which insight problems they would solve. Suddenness of Insight:
 Moreover, every 15 seconds while solving the problems, the participants were told to indicate their feeling of warmth (i.e., their perceived closeness to a solution). The result shows that the patterns of warmth ratings, which refract participant feelings about the approaching solution, differed for insight and noninsight problems. Non-insight problems showed a more incremental pattern than the insight problems. In general, the data indicate that non-insight problems were open to accurate predictions of performance, but the insight problems were opaque to such predictions."
"Intuitive Feelings of Warmth and Confidence in Insight and Noninsight Problem Solving of Magic Tricks.","https://scispace.com/paper/intuitive-feelings-of-warmth-and-confidence-in-insight-and-39rxlj34j7","2016","Journal Article","Frontiers in Psychology","Mikael Ringstad Hedne
Elisabeth Norman
Janet Metcalfe","10.3389/FPSYG.2016.01314","https://scispace.com/pdf/intuitive-feelings-of-warmth-and-confidence-in-insight-and-39rxlj34j7.pdf","The focus of the current study is on intuitive feelings of insight during problem solving and the extent to which such feelings are predictive of successful problem solving. We report the results from an experiment (N=51) that applied a procedure where the to-be-solved problems were 32 short (15 s) video recordings of magic tricks. We included metacognitive ratings similar to the ""warmth ratings"" previously used by Metcalfe and colleagues, as well as confidence ratings. At regular intervals during problem solving, participants indicated the perceived closeness to the correct solution. Participants also indicated directly whether each problem was solved by insight or not. We found that problems that people claimed were solved by insight were characterised by higher accuracy and higher confidence than noninsight solutions. There was no difference between the two types of solution in warmth ratings, however. Confidence ratings were more strongly associated with solution accuracy for noninsight than insight trials. Moreover, for insight trials the participants were more likely to repeat their incorrect solutions on a subsequent recognition test. The results have implications for understanding people's metacognitive awareness of the cognitive processes involved in problem solving. They also have general implications for our understanding of how intuition and insight are related.","solved by any of the participants. Using more complex magic tricks as problems could also give rise to what is perceived as several possible solutions , whereas the magic tricks used would most often only have one possible solution, and as such be comparable to a puzzle. Warmth Ratings:
 Contrary to predictions, there were no differences in the development of warmth ratings for insight vs. noninsight solutions. One possible explanation is that the two types of solution were preceded by the same underlying problem-solving processes . However, it could also be related to our measurement procedure. Due to the aforementioned exclusion criteria, several trials were dismissed when measuring warmth. Even though participants could report warmth up to 5 times for each trial, only trials including 3 or 4 warmth ratings were used in the analyses, resulting in the exclusion of 70% of all trials. 3 or 4 ratings constitute relatively few data points in this form of analysis, and by comparison, the original study by  allowed for up to 40 warmth ratings per problem. Warmth Ratings:
 Another salient difference between  study and the present one is that in the former, participants had to be 100% confident in their answer before providing it. People were not free to give an answer with low confidence, as they were in the present study. As those authors noted and as is consistent with the present data, when a person is working on a problem they may come to a tentative solution without high confidence. In order to be allowed to provide that (wrong) answer in Metcalfe and Wiebe's experiment, they would have to convince themselves that the answer was correct, or maybe good enough, and increase their confidence rating about that answer. This increase in confidence due to allowing that a solution that is not a perfect solution is actually good enough-the acceptance of a 'satisficing' solutionmight itself have accounted for the incrementality seen in their noninsight condition, and also seen when people were solving insight problems but produced the wrong answer. Indeed, high confidence on insight problems just before the answer actually predicted that a mistake would be produced , as if people might have been going through a self deceptive process of convincing themselves that a wrong answer was acceptable. (Note, that in the present study they would have been able to simply give the wrong response with low confidence). Confidence Ratings:
 Although insight and noninsight trials did not differ in terms of warmth ratings, they differed in terms of confidence ratings given after arriving at the solutions. This indicated that, cognitively, they were not identical. The results showed that confidence reflected solution accuracy more precisely for noninsight than insight trials. Confidence ratings have previously been used to measure awareness of knowledge used in problem solving  as well as in other types of cognitive tasks, including implicit learning ."
"Working memory and insight in the nine-dot problem","https://scispace.com/paper/working-memory-and-insight-in-the-nine-dot-problem-1rshea4253","2010","Journal Article","Memory & Cognition","Jason Chein
Robert W. Weisberg
Naomi L. Streeter
Shaleigh Kwok","10.3758/MC.38.7.883","https://scispace.com/pdf/working-memory-and-insight-in-the-nine-dot-problem-1rshea4253.pdf","In the present article, we examine the contribution of working memory (WM) to solution of the nine-dot problem, a classic insight problem. Prior research has generally demonstrated a limited role for WM in the solution of insight problems, which are typically assumed to be solved without conscious planning. However, MacGregor, Ormerod, and Chronicle (2001) proposed an information-processing model that solves the nine-dot problem by relying on a visual WM mechanism, which they term lookahead. In the present research, we examine whether performance on the nine-dot problem is indeed predicted by WM capacity. The results indicated that spatial WM capacity predicted the tendency to draw lines outside the configuration of dots and predicted the solution on a hint-aided version of the problem. Furthermore, within those solving the problem, higher spatial WM capacity was also related to faster solutions. The results support the information-processing model and suggest a more essential role for WM and planning in insight problem solving than has previously been acknowledged.","of the nine-dot problem (see, e.g., . Importantly, it took most of the participants several minutes to reach the solution (M 317 sec, SD 144), suggesting that the aids to solution did not trivialize the problem. Results and Discussion:
 To test the hypothesis that WM capacity predicts solution of the nine-dot problem, we again split the participants into high and low ability groups on the basis of independent median splits for performance on each of the WM tasks. The likelihood of a nine-dot solution was strongly linked to spatial WM ability. Of the 25 solvers, 19 were represented in the group of high spatial WM participants (only 6 in the group of low spatial WM participants), yielding a highly significant chi-square test [ 2 (1, N 54) 12.59, p .001]. In contrast, the likelihood of a solution was not related to verbal WM performance, with high and low verbal WM performance groups accounting for roughly equivalent proportions of the solvers (12 solvers in the high verbal WM group, 13 in the low verbal WM group) [ 2 (1, N 54) 0.74, p .79]. Table  includes a contrast of WM performance for the participants who solved the nine-dot problem with that for those who did EXPERIMENT 3:
 It has been shown that when asked to provide subjective judgments about their proximity to a solution (or feelings of warmth, FOW) throughout the solving process, individuals exhibit different patterns of FOW judgments when solving insight versus analytic problems . Specifically, Metcalfe and Wiebe found that participants' FOW increased gradually for analytic problems, whereas for insight problems, FOW judgments increased relatively abruptly just before a solution was reached. Thus, it was proposed that the phenomenology of insight problems differed from that of noninsight problems, in accord with what one would expect on the basis of the notion that insight problems are solved in ""Aha!"" experiences. Furthermore, Metcalfe and Wiebe proposed that FOW ratings could be used to distinguish the two types of problems. EXPERIMENT 3:
 Accordingly, in Experiment 3 we collected warmth ratings from participants as they attempted the nine-dot problem after having been exposed to the training materials and hint and used those ratings to examine the phenomenology of this variant of the problem. If our hint-aided presentation of the nine-dot problem affected its status as an insight problem, we might expect to observe gradual increases in FOW over the protracted period of problem solving. On the other hand, if the revised presentation of the problem maintained the typical phenomenology of an insight problem, we would expect to find relatively sharp increases in warmth ratings in the period immediately preceding solution. EXPERIMENT 3:
 This experiment also has intrinsic interest beyond our probe into the role of WM in problem solution. To our knowledge, this is the first time that FOW ratings have been gathered from participants attempting to solve the nine-dot problem in any form. Therefore, this experiment for the first time provided information about the phenomenological characteristics of this classic problem. Method Participants:
 Twenty-seven Temple University undergraduate students participated in the study for course credit. Two reported having previously seen the nine-dot problem, and their data were excluded from analysis."
"Capturing 'Aha!' moments of puzzle problems using pupillary responses and blinks","https://scispace.com/paper/capturing-aha-moments-of-puzzle-problems-using-pupillary-3rxz4eao9w","2009","","","Tsunhin John Wong","","https://scispace.com/pdf/capturing-aha-moments-of-puzzle-problems-using-pupillary-3rxz4eao9w.pdf","Inspired by the design of Metcalfe and Wiebe (1987), this study is a quest for more fine-grained measures of the differences between insight problem solving and non-insight problem solving at the moment of an 'Aha!'. We avoided asking for metacognitive reports that have been shown to disturb insight problem solving (Schooler, Olsson, & Brooks, 1993), and made use of routine (non-insight) problems of a very similar task nature to compare with the performance, eye-related physiological measures, and subjective ratings of participants on their solving of puzzle (insight) problems. We found that puzzle problems and routine problems led to different pupillary dilations with perception of the tasks and mood as possible mediators of the effect. Profiles of pupillary responses and blinks are found to be indicators that depict characteristics of the task nature when a person is unable to predict his/her own problem solving performance on an insight problem. We also found that discontinuity and restructuring are possibly more important in characterizing an insight problem solving event. Third, instead of the traditional sharp and abrupt but indistinct characterization of the insight moment, our data suggested that an insight is possibly an emerging moment of a sense of clarity about the solution which takes time before the time of an 'Aha!' solution declaration, which converges with some of the claims made according to records of historical scientific discoveries (Gruber, 1995).","Title: CAPTURING 'AHA!' MOMENTS OF PUZZLE PROBLEMS USING PUPILLARY RESPONSES AND BLINKS Authors: John Tsunhin,Wong iv Inspired by the design of , this study is a quest for more fine-grained measures of the differences between insight problem solving and non-insight problem solving at the moment of an 'Aha!'. We avoided asking for metacognitive reports that have been shown to disturb insight problem solving , and made use of routine (non-insight) problems of a very similar task nature to compare with the performance, eyerelated physiological measures, and subjective ratings of participants on their solving of puzzle (insight) problems. We found that puzzle problems and routine problems led to different pupillary dilations with perception of the tasks and mood as possible mediators of the effect. Profiles of pupillary responses and blinks are found to be indicators that depict characteristics of the task nature when a person is unable to predict his/her own problem solving performance on an insight problem. We also found that discontinuity and restructuring are possibly more important in characterizing an insight problem solving event. Third, instead of the traditional sharp and abrupt but indistinct characterization of the insight moment, our data suggested that an insight is possibly an emerging moment of a sense of clarity about the solution which takes time before the time of an 'Aha!' solution declaration, which converges with some of the claims made according to records of historical scientific discoveries .   It is believed that one day when Archimedes was bathing, he suddenly realized that the volume of an irregular object could be calculated from the volume of water displaced when the object was submerged in water. He cried 'Eureka!' repeatedly, leapt out of his bathtub, and ran in excitement through the streets of Syracuse forgetting to dress. This is a classic case of gaining insight during problem solving -and an example of insight problem in which the problem solver has to change his/her perspective, coming to see the problem in a novel way in order to reach a solution. In psychology, there is a similar characterization of insight-problem solving by  of insight as a sudden unforeseen flash of illumination. Their study took a closer look at our metacognitive ability towards insight problems versus noninsight problems. They hypothesized that not being able to be monitored is one key characteristic of insight problems. In their study, they contrasted insight problems with noninsight problems that need incremental problem solving steps. Participants were shown insight and noninsight problems one-by-one, and they had to indicate their subjective proximity to the solution by every 15 seconds. Metcalfe and Wiebe also had participants provide subjective performance predictions for the insight and math problems. With this method, they explored metacognitive differences between insight problems versus noninsight problems. Their basic findings were that participants were not able predict their own performance on insight problems, and probability and 2 distribution based normative data provide better predictions on individual performance than their own predictions. The ""warmth"" ratings, which are ratings to indicate the subjective proximity to a solution, were also quite different between the insight problems and noninsight problems."
"The unencumbered moment and life change","https://scispace.com/paper/the-unencumbered-moment-and-life-change-3fci1rj51e","2005","","","Kevin Allan. Murray","","https://scispace.com/pdf/the-unencumbered-moment-and-life-change-3fci1rj51e.pdf","","making no such concerted effort. Typically the moment of aha or insight arrives while we doze or take a shower, or while engaged in some other task which is ""unrelated"" to the unresolved issue. . . (p. 115). Promoting Insights Through the Use of Games:
 When discussing problem solving Sapp (1 992) believes this moment is part of a creative problem solving process and not an evaluation process. Sapp refers to his model and the models of  and  to show that insight comes as a result of creative frustration. Overall, whether emotion is present or not, whether one subscribes to the model representations of  and  or not, whether there are feelings of warmth as one believes they have the correct answer to a problem or not, what is apparent in the research is that in order for one to experience insight, one must have a prepared mind. Still to be considered, however, are models that speak more directly to behavior change. An analysis of these change models follows. Theoretical Frameworks Focusing on Behavior Change:
 Few theoretical frameworks describe or explain the process leading to an experience of an unencumbered moment or a life altering second-order change. Some theories, (e.g., addiction and personality theory), account for the way counselors assist their clients in changing many aspect of the client self. Here counselors tend to focus on the incremental linear steps needed to slowly alter the way people view their internal and external world, their morals, beliefs, and behavior rather than addressing the in-themoment experience of change ."
"How to Detect Insight Moments in Problem Solving Experiments.","https://scispace.com/paper/how-to-detect-insight-moments-in-problem-solving-experiments-4goinz8la6","2018","Journal Article","Frontiers in Psychology","Ruben Laukkonen
Jason M. Tangen","10.3389/FPSYG.2018.00282","https://scispace.com/pdf/how-to-detect-insight-moments-in-problem-solving-experiments-4goinz8la6.pdf","Arguably, it is not possible to study insight moments during problem solving without being able to accurately detect when they occur (Bowden and Jung-Beeman, 2007). Despite over a century of research on the insight moment, there is surprisingly little consensus on the best way to measure them in real-time experiments. There have also been no attempts to evaluate whether the different ways of measuring insight converge. Indeed, if it turns out that the popular measures of insight diverge, then this may indicate that researchers who have used one method may have been measuring a different phenomenon to those who have used another method. We compare the strengths and weaknesses of the two most commonly cited ways of measuring insight: The feelings-of-warmth measure adapted from Metcalfe and Wiebe (1987), and the self-report measure adapted from Bowden and Jung-Beeman (2007). We find little empirical agreement between the two measures, and conclude that the self-report measure of Aha! is superior both methodologically and theoretically, and provides a better representation of what is commonly regarded as insight. We go on to describe and recommend a novel visceral measure of insight using a dynamometer as described in Creswell et al. (2016).","Title: How to Detect Insight Moments in Problem Solving Experiments Authors: Ruben E Laukkonen (Corresponding Author),Jason M Tangen Keywords: insight, problem solving, Aha!, Eureka, creativity, surprise"
"The phenomenology of truth: the psychological functions of the insight experience","https://scispace.com/paper/the-phenomenology-of-truth-the-psychological-functions-of-505omvhhix","2019","Dissertation","","Ruben Laukkonen","10.14264/UQL.2019.254","https://scispace.com/pdf/the-phenomenology-of-truth-the-psychological-functions-of-505omvhhix.pdf","Nearly all waking moments are accompanied by an endless stream of thoughts and ideas passing rapidly through the mind (James, 1890). Many of these mental events can feel unproductive, arbitrary, or even distracting. But once in a while, an idea appears in the stream that is immediately imbued with a sense of profound importance and value. The central thesis of my work is that this phenomenology— epiphanies, insight experiences, and Eureka moments—serve an important function in human decision-making. I propose that the feelings associated with our ideas are like lights whose brightness guide the incognisant mind in choosing to trust only the best ideas; they help us to intuitively discriminate the diamonds from the rocks, so to speak. This functional view puts insight experiences into a broader context in human cognition than before. By evaluating insight experiences from a higher level of analysis, we are able to make and test novel predictions regarding the ways that spontaneous feelings of insight guide decisions in contexts of uncertainty.The thesis is divided into two parts. In Part 1—How to elicit and detect insight moments—Chapter 1 begins by testing a model of the neuro-cognitive processes commonly believed to elicit insight experiences, known as restructuring or representational change. I then evaluate the efficacy of existing methods for detecting insight experiences in controlled experiments. In the final Chapter of Part 1, I develop and test a novel visceral and embodied measure that captures metacognitions during problem solving as well as the sudden insight experience in real-time. In Part 2—Why we have insight experiences—I begin with a theoretical discussion of insight as a heuristic in contexts of uncertainty, where I propose that people rely on insight phenomenology in order to appraise new ideas. In a subsequent empirical Chapter, I describe three experiments that broadly test and affirm the predictions made by the Eureka Heuristic model of insight. The results of these experiments show that impulsive feelings of insight—and their intensity—predict the accuracy of responses in contexts of uncertainty, in both problem solving and sensory identification tasks. In the third experiment, I show that when participants are presented with a general knowledge ‘fact’—and an insight experience is artificially elicited at the same time— then the participants are more likely to believe that the claim is true.Taken together, this thesis makes both a methodological and theoretical contribution. The first half of the thesis focuses on improving existing methods for measuring and detecting insight experiences, and culminates in a new visceral measure of insight. The second half makes a theoretical contribution, proposing a functional role for insight experiences in human decision-making. The implications of the Eureka Heuristic and the empirical results derived from the theory may speak to a range of psychological phenomena, particularly the development of false beliefs. Our empirical findings show that the phenomenology that accompanies ideas is usually a helpful signal—insight experiences tend to accompany correct ideas. However, there are situations where the function of this normally adaptive process may be jeopardised —for example by false information, psychoactive substances, or mental illness—and therefore feelings of insight may not always provide a valid signal. In one such demonstration, we find that feelings of insight can be induced to bias judgments and make a false fact appear true.","solving insight problems (p = .17), and no correlation was found between reversals in the Necker cube and performance (r = .02, p = .82) or reaction time (r = .08, p = .32). Metacognitions:
 There are two ways to partition metacognitions in this experiment: they can be localised to correct responses only, or it is possible to explore how participants respond metacognitively to all problems, whether solved correctly or incorrectly across the two conditions. In order to make specific comparisons between metacognitions in the conflict condition and the no conflict condition, we combined the responses into two variables for each analysis. For instance, to compare insights, we created two variables, either problems solved through insight or problems solved through noninsight (i.e., collapsing over analytic and other solutions). As illustrated in Figure  below, when all responses are analysed, we receive a picture of how participants arrived at solutions to the problem, regardless of whether the solution they found was correct or not. Using a McNemar's test on all responses, we found that when participants solved insight problems preceded by conflict (i.e., a Necker cube), they were significantly more likely to report insights compared to solving insight problems preceded by no conflict (i.e., alternating cubes, p = .017). Insight problems preceded by conflict were also associated with fewer reports of analytic solutions than the no conflict condition (p < .001), but no difference was found in reports of 'other' solutions. Metacognitions:
 Also illustrated in Figure  (B) below, when only correct responses are analysed, a Metacognitions:
 McNemar's test revealed fewer analytic solutions, and more 'other' solutions if the problem was preceded by conflict compared to no conflict (p = .003 and p = .006, respectively), but there was no difference in the number of insights reported in the two conditions. This may suggest that although participants reported experiencing more insights following Necker cubes (as hypothesised), these insights were not necessarily accurate. Metacognitions:
 28 Initially, the differential warmth data for correct responses were surprising. We found that the total warmth ratings appeared larger in the conflict (M = .35) compared to the no conflict (M = .31) condition. However, in Experiment 2 we were less interested in the metacognitive patterns (since they ought to be approximately the same across insight problems), but more interested in the number of insights participants experienced. Therefore, as in Experiment 1, the warmth ratings were partitioned into analytic solutions (differential warmth rating greater than zero) and insight solutions (differential warmth ratings of zero or less). The results show a marginally significant difference between insight problems preceded by a Necker cube (conflict condition, M = 3.80) and insight problems preceded by alternating cubes (M = 3.43), t(79) = 1.58, p = .059, potentially suggesting more sudden solutions when the problem was preceded by a conflicting Necker cube. Warmth measures are less sensitive than the self-report measure because problems that are solved very quickly cannot be analysed, which may account for the marginal effect. There was also a moderate to strong correlation between the amount of self-reported insights and insights recorded based on the warmth data (r = .61, n = 51, p < .001)."
"Feelings-of-Warmth Increase More Abruptly for Verbal Riddles Solved With in Contrast to Without Aha! Experience.","https://scispace.com/paper/feelings-of-warmth-increase-more-abruptly-for-verbal-riddles-1nwg60zxxd","2018","Journal Article","Frontiers in Psychology","Jasmin M. Kizilirmak
Violetta Serger
Judith Kehl
Michael Öllinger
Kristian Folta-Schoofs
Alan Richardson-Klavehn","10.3389/FPSYG.2018.01404","https://scispace.com/pdf/feelings-of-warmth-increase-more-abruptly-for-verbal-riddles-1nwg60zxxd.pdf","When we are confronted with a new problem, we typically try to apply strategies that have worked in the past and which usually lead closer to the solution incrementally. However, sometimes, either during a problem-solving attempt that does not seem to lead closer to the solution, or when we have given up on problem-solving for the moment, the solution seems to appear out of nowhere. This is often called a moment of insight. Whereas the cognitive processes of getting closer to the solution are still unknown for insight problem-solving, there are two diverging theories on the subjective feeling of getting closer to the solution: (1) One that states that an intuitive feeling of closeness to the solution increases slowly, but incrementally, before it surpasses the threshold to consciousness and becomes verbalizable (= insight) (continuous approach), and (2) another that proposes that the feeling of closeness to the solution does not increase before it exceeds the threshold to consciousness (discontinuous approach). Here, we investigated the subjective feeling of closeness to the solution, assessed as feeling-of-warmth (FoW), its relationship to solving the problem versus being presented with it and whether a feeling of Aha! was experienced. Additionally, we tested whether Aha! experiences are more likely when the problem is solved actively by the participant or presented to the participant after an unsuccessful problem-solving attempt, and whether the frequency of Aha! experiences correlates with problem difficulty. To our knowledge, this is the first study combining the CRAT with FoW assessments for the named conditions (solved/unsolved, three difficulty levels, Aha!/no Aha!). We used a verbal problem-solving task, the Compound Remote Associates Task (CRAT). Our data revealed that Aha! experiences were more often reported for solutions generated by the participant compared to solutions presented after unsuccessful problem-solving. Moreover, FoW curves showed a steeper increase for the last two FoW ratings when problems were solved with Aha! in contrast to without Aha!. Based on this observation, we provide a preliminary explanation for the underlying cognitive process of solving CRA problems via insight.","Title: Feelings-of-Warmth Increase More Abruptly for Verbal Riddles Solved With in Contrast to Without Aha! Experience Authors: Jasmin M Kizilirmak (Corresponding Author),Violetta Serger,Judith Kehl,Michael Öllinger,Kristian Folta-Schoofs,Alan Richardson-Klavehn Keywords: insight, problem solving, consciousness, feeling-of-warmth, intuition, cognition"
"The temporal dynamics of insight problem solving – restructuring might not always be sudden","https://scispace.com/paper/the-temporal-dynamics-of-insight-problem-solving-30z1neh00b","2021","Journal Article","Thinking & Reasoning","Merim Bilalić
Mario Graf
Nemanja Vaci
Amory H. Danek","10.1080/13546783.2019.1705912","https://scispace.com/pdf/the-temporal-dynamics-of-insight-problem-solving-30z1neh00b.pdf","Insight problems are likely to trigger an initial, inappropriate mental representation, which needs to be restructured in order to find the solution. Despite the widespread theoretical assumption t...","was no surge in the solution rate immediately after the hint, however. Only two participants solved Problem B within the first 20 seconds after receiving the hint. The same situation (two participants within first 20 seconds) was found after the second hint. Conceptual replication, limitations, and future directions:
 The use of matchstick arithmetic problems enabled us to build on a well-researched domain. We knew which problem type should elicit the restructuring process  and could contrast it with a type which required no restructuring. We even had clear-cut predictions when it comes to the eye movement results . It is nevertheless only one domain and there is the question of generalizability to other insight domains. Future research should focus on insight problems where the reconstruction leads to a direct solution. The restructuring should draw the attention to the crucial element, but also leave no space for doubt about the solution. In the matchstick problems, it is necessary to try out different solutions even after one realizes that operators need to be changed. While only further research can answer whether the restructuring is incremental in these instances, there are several examples of where effects found in one insight domain generalize to other insight domains . Similarly, in the field of expertise, the findings from a seeming highly idiosyncratic domain such as chess are regularly found to hold in domains as diverse as radiology and sports . Conclusion:
 The present study confirms the long-held notion ) that some problems, such as the constraint relaxation type (Problem B), are more likely to trigger fixation within an initially incorrect problem representation. In contrast to standard type problems (Problem A), they subsequently require a change of that representation for solution  and lead to a different solution experience (Aha! phenomenology). This supports the taxonomy of differentiating between insight and analytical problems (e.g. Gilhooly 2005, Weisberg 1995) but we want to emphasize that this does not imply that these types of problems are always solved insightfully or analytically. As the simultaneous measurement of cognitive (eye movements) and affective (Aha! phenomenology questionnaire) components of insight in the present study showed, even nominal insight problems might not necessarily induce the typical Aha! experience in all solvers. Our study demonstrates the importance of the phenomenology-based approach in insight research, as postulated by Bowden et al. . The insight experience results from an interaction between the problem and the individual solver. Insight problems themselves are not guaranteed to elicit Aha! experiences (as already demonstrated by , but may provide more opportunities for this. The measurement of both cognitive and affective components is necessary if we want to capture the essence of the insight phenomenon. Similarly, the present study highlights the importance of analyzing solution patterns on the individual instead of the aggregate level (see also ."
"Surprise! – Clarifying the link between insight and prediction error","https://scispace.com/paper/surprise-clarifying-the-link-between-insight-and-prediction-42kb30vjiv","2023","Preprint","","Maxi Becker
Xinhao Wang
Roberto Cabeza","10.31219/osf.io/tkhn5","https://scispace.compdf/surprise-clarifying-the-link-between-insight-and-prediction-42kb30vjiv.pdf","The AHA! experience, a moment of deep understanding during insightful problem solving involving feelings of certainty, pleasure and surprise, has captivated psychologists for over a century. Recently, a new theoretical framework has proposed a link between the AHA! experience and prediction error (PE), a popular concept in decision-making and reinforcement learning. This framework suggests that participants maintain a meta-cognitive prediction about the time it takes to solve a problem and the AHA! experience arises when the problem is solved earlier than expected, resulting in a meta-cognitive PE. In our pre-registered online study, we delved deeper into this idea, investigating whether prediction errors also pertain to participants' predictions regarding the solvability of the problem itself, and which dimension of the AHA! experience aligns with the meta-cognitive PE. Utilising verbal insight problems, we found a positive association between the AHA! experience and the meta-cognitive PE, specifically in regards to problem solvability. Specifically, the element of surprise, a critical AHA! dimension emerged as a key indicator of the meta-cognitive PE, while other dimensions, such as pleasure, certainty, and suddenness, showed no signs for similar relationships. This new finding provides further evidence that aspects of the AHA! experience, surprise in particular, correspond to a meta-cognitive PE. The finding underscores also the multifaceted nature of this phenomenon, linking insights with learning theories and enhancing our understanding of this intriguing phenomenon. ","on the latent AHA variable. Relationships between different AHA dimensions and PE meta: Hence, to avoid a possible confound with task difficulty and understand the AHA experience's diverse functions, it is important to assess its different dimensions, particularly surprise. Relationships between different AHA dimensions and PE meta:
 In sum, all results combined suggest that the AHA experience is a multifaceted complex construct that reflects various cognitive functions, with surprise being positively associated with a PE meta as previously suggested . Relationships between different AHA dimensions and PE meta:
 However, our results also suggest that PE meta is likely not the only factor driving the AHA experience. Open questions:
 Numerous questions remain unanswered, presenting future avenues for exploration. Open questions:
 For example, PE meta has been observed to encompass various elements of the solution process, such as estimates regarding the timing of solution derivation , as well as the general solvability of the solution (current study). Open questions:
 To what extent do participants engage in meta-cognitive predictions concerning other aspects of the solution process depending on the type of problem, and how do these predictions interconnect with different AHA dimensions? Open questions:
 Furthermore, certain dimensions of the AHA experience, such as relief, drive to act, and impasse, were not investigated in this study . This begs This is a post-peer review preprint accepted for publication in Psychonomic Bulletin & Review. Open questions:
 the question of whether any of these dimensions might bear associations with PE meta . Open questions:
 Moverover, participants likely lack awareness of all their various predictions concerning the solution process. Open questions:
 Therefore, assessing implicit solution expectations of subjects (ideally integrating objective measures via ERP studies to quantify surprise) and comparing them with the AHA experience could enhance our understanding of how prediction errors manifest in the surprise dimension of the AHA experience. Further research is warranted to address these open questions. Conclusion:
 In current insight research, efforts are underway to make this phenomenon more compatible with existing learning theories by associating the AHA experience with (meta-cognitive) PEs commonly known in reinforcement learning . This is an important step towards a more comprehensive explanation of the insight phenomenon. Conclusion:
 The present study fills an important gap in this endeavour and again stresses the fact that the AHA experience is a complex and heterogeneous subjective phenomenon signalling different cognitive functions about the phenomenon . Control experiment: CRA task without prior rating task:
 The theoretical and empirical support for the inclusion of the surprise component in the AHA experience has been well-documented . However, it is plausible that the rating task may"
