"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Predictive brain signals of linguistic development","https://scispace.com/paper/predictive-brain-signals-of-linguistic-development-81zim1xp5l","2013","Journal Article","Frontiers in Psychology","Valesca Kooijman
Caroline Junge
Elizabeth K. Johnson
Peter Hagoort
Anne Cutler","10.3389/FPSYG.2013.00025","","The ability to extract word forms from continuous speech is a prerequisite for constructing a vocabulary and emerges in the first year of life. Electrophysiological (ERP) studies of speech segmentation by 9- to 12-month-old listeners in several languages have found a left-localized negativity linked to word onset as a marker of word detection. We report an ERP study showing significant evidence of speech segmentation in Dutch-learning 7month-olds. In contrast to the left-localized negative effect reported with older infants, the observed overall mean effect had a positive polarity. Inspection of individual results revealed two participant sub-groups: a majority showing a positive-going response, and a minority showing the left negativity observed in older age groups. We retested participants at age three, on vocabulary comprehension and word and sentence production. On every test, children who at 7 months had shown the negativity associated with segmentation of words from speech outperformed those who had produced positive-going brain responses to the same input. The earlier that infants show the left-localized brain responses typically indicating detection of words in speech, the better their early childhood language skills.","An ERP study showing significant evidence of speech segmentation in Dutch-learning 7-month-olds is reported, and in contrast to the left-localized negative effect reported with older infants, the observed overall mean effect had a positive polarity."
"Bye-bye mummy: word comprehension in 9-month-old infants","https://scispace.com/paper/bye-bye-mummy-word-comprehension-in-9-month-old-infants-4pie1dr0c7","2017","Journal Article","British Journal of Development Psychology","Corinne Syrnyk
Kerstin Meints","10.1111/BJDP.12157","","From the little research that exists on the onset of word learning in infants under the age of 1 year, the evidence suggests an idiosyncratic comprehensive vocabulary is developing. To further this field, we tested 49 nine-month-old infants by pre-assessing their vocabularies using a UK version of the MacArthur-Bates Communicative Developmental Inventory. Intermodal preferential looking (IPL) was then used to examine word comprehension including: (a) words parents reported as understood, (b) words infants are expected to understand according to age-related frequency data, and (c) words parents had reported infants not to understand. Assuming parents are good assessors of their infant's early word knowledge, we expected a naming effect with IPL in condition (a), but not condition (c). As language research uses standard samples of words, we expected a discernible naming effect in condition (b). Results show clear IPL evidence of word comprehension for those words that parents reported their infants to understand (condition a). This agreement between methods demonstrates the usefulness of parental communicative developmental inventory in conjunction with IPL to assess infant's individual word knowledge. No naming effects were found for condition (c) and the lack of naming effects in (b) shows that pre-established word lists may not give a sufficiently clear picture of infant's true vocabulary - an important insight for researchers and practitioners alike. Statement of contribution What is already known on this subject? Most word comprehension research is mainly based on older infants (12, 15, or 18 months of age to 2-3 years and older). Some evidence of word comprehension for common and novel nouns in 6- to 10-month-olds. Existing evidence uses either only specific word groups or nouns combined with specific training and/or repetition procedures. What does this study add? Nine-month-olds display word knowledge independent of context and without repetitions of words. First words encompass not only nouns, but a range of other word classes. Parents are good at indicating which words their infants do and do not understand.","Examination of nine-month-old infants' vocabularies using a UK version of the MacArthur-Bates Communicative Developmental Inventory shows the usefulness of parental communicative developmental inventory in conjunction with IPL to assess infant's individual word knowledge."
"A Cognitive Approach to the Development of Early Language.","https://scispace.com/paper/a-cognitive-approach-to-the-development-of-early-language-92xxtzbea0","2009","Journal Article","Child Development","Susan A. Rose
Judith F. Feldman
Jeffery J. Jankowski","10.1111/J.1467-8624.2008.01250.X","","A controversial issue in the field of language development is whether language emergence and growth is dependent solely on processes specifically tied to language or could also depend on basic cognitive processes that affect all aspects of cognitive competence (domain-general processes). The present article examines this issue using a large battery of infant information-processing measures of memory, representational competence, processing speed, and attention, many of which have been shown to predict general cognition in a cohort of full-terms and preterms. Results showed that various aspects of infant memory and representational competence (a) related to language at both 12 and 36 months, (b) predicted similarly for the two groups, and (c) predicted 36-month language, independently of birth status, 12-month language, and the 12-month Bayley Mental Development Index. Additionally, the results established predictive validity for the MacArthur 12-month language measure. These findings support a domain-general view of language.","A large battery of infant information-processing measures of memory, representational competence, processing speed, and attention, many of which have been shown to predict general cognition in a cohort of full-terms and preterms, support a domain-general view of language."
"Toward a “standard Model” of Early Language Learning","https://scispace.com/paper/toward-a-standard-model-of-early-language-learning-7xppetuhhvp3","","","","George Kachergis
Virginia A. Marchman
Michael C. Frank","10.1177/09637214211057836","","A standard model is a theoretical framework that synthesizes observables into a quantitative consensus. Have researchers made progress toward this kind of synthesis for children’s early language learning? Many computational models of early vocabulary learning assume that individual words are learned through an accumulation of environmental input. This assumption is also implicit in empirical work that emphasizes links between language input and learning outcomes. However, models have typically focused on average performance, whereas empirical work has focused on variability. To model individual variability, we relate the tradition of research on accumulator models to item response theory models from psychometrics. This formal connection reveals that currently available data sets do not allow researchers to test the resulting models fully, illustrating a critical need for theory to contribute to shaping new data collection and creating and testing an eventual standard model.","Researchers have made progress toward a standard model of early language learning, but current data limitations hinder full testing, highlighting a need for theory-driven data collection to create and validate a quantitative consensus framework."
"Early Language Learning and the Social Brain","https://scispace.com/paper/early-language-learning-and-the-social-brain-89slbqqj0l","2014","Journal Article","Cold Spring Harbor Symposia on Quantitative Biology","Patricia K. Kuhl","10.1101/SQB.2014.79.024802","","Explaining how every typically developing child acquires language is one of the grand challenges of cognitive neuroscience. Historically, language learning provoked classic debates about the contributions of innately specialized as opposed to general learning mechanisms. Now, new data are being brought to bear from studies that employ magnetoencephalograph (MEG), electroencephalograph (EEG), magnetic resonance imaging (MRI), and diffusion tensor imaging (DTI) studies on young children. These studies examine the patterns of association between brain and behavioral measures. The resulting data offer both expected results and surprises that are altering theory. As we uncover what it means to be human through the lens of young children, and their ability to speak, what we learn will not only inform theories of human development, but also lead to the discovery of neural biomarkers, early in life, that indicate risk for language impairment and allow early intervention for children with developmental disabilities involving language.","New data are being brought to bear from studies that employ magnetoencephalograph (MEG), electroencephalographs (EEG), magnetic resonance imaging (MRI), and diffusion tensor imaging (DTI) studies on young children that examine the patterns of association between brain and behavioral measures."
"Ability to segment words from speech as a precursor of later language development: Insights from electrophysiological responses in the infant brain","https://scispace.com/paper/ability-to-segment-words-from-speech-as-a-precursor-of-later-6wkum5vcen","2010","","","Caroline Junge
Anne Cutler
Anne Cutler
Peter Hagoort","","","Infants’ ability to recognize words in continuous speech is vital for building a vocabulary Event-Related Potentials (ERPs) reveal a clear recognition response for familiarized words, relative to unfamiliar words, in 10-month-olds, but not consistently in seven-month-olds We report three studies relating this ERP segmentation measure to later language development First, seven-month-olds with ERPs similar to the 10-month-old norm displayed significantly higher language scores at three years of age than seven-month-olds with different ERPs Second, 10-month-olds who recognized words previously presented once, within an utterance, later had larger vocabularies than 10-month-olds who could not perform this task Third, infants who recognized words heard in continuous speech when they reoccurred in continuous speech outperformed infants who did not show this pattern on known-word recognition at 16 months Hence, with a variety of measures, we see that the ERP segmentation effect serves as a robust predictor of the degree of later language development","This paper showed that infants' ability to recognize words in continuous speech is vital for building a vocabulary and that the ERP segmentation effect serves as a robust predictor of the degree of later language development."
"Infant Pathways to Language : Methods, Models, and Research Directions","https://scispace.com/paper/infant-pathways-to-language-methods-models-and-research-1y0wtxzpxk","2008","Monograph","","John Colombo
Peggy McCardle
Lisa S. Freund","10.4324/9780203809907","","Introduction. P. McCardle, J. Colombo, L. Freund, Measuring Infant Language. Part 1. Recognizing Patterns. R.N. Aslin, E.I. Newport, What Statistical Learning Can and Can't Tell Us About Language Acquisition. J.R. Saffran, Acquiring Grammatical Patterns: Constraints on Learning. L. Gerken, Are Infants Constrained in Their Linguistic Generalizations? Some Theoretical and Methodological Observations. M. Rice, How Different is Disordered Language? Part 2. From Patterns to Meaning. J.F. Werker, C.T. Fennell, Infant Speech Perception and Later Language Acquisition: Methodological Underpinnings. S. Waxman, How Infants Discover Distinct Word Types and Map Them to Distinct Meanings. J.S. Deloache, P.A. Ganea, V.K. Jaswal, Early Learning Through Language. Part 3. Predictors of Language Emergence. J. Colombo, D.J. Shaddy, O.M. Blaga, C.J. Anderson, K.N. Kannass, W.A. Richman, Early Attentional Predictors of Vocabulary in Childhood. A.N. Meltzoff, R. Brooks, Social Cognition and Language: The Role of Gaze Following in Early Word Learning. S. Goldin-Meadow, Using the Hands to Study How Children Learn Language. Part 4. Models and Methods to Study Infant Language. P.K. Kuhl, Linking Infant Speech Perception to Language Acquisition: Phonetic Learning Predicts Language Growth. L.B. Cohen, J. Brunt, Early Word Learning and Categorization: Methodological Issues and Recent Empirical Evidence. G. Marcus, H. Rabagliatti, Language Acquisition, Domain Specificity, and Descent with Modification. L. Freund, Neuroimaging Tools for Language Study. Finale. P. McCardle, L. Freund, G. Marcus, Pathways to Infant Language Research: Commentary and Future Directions.","For instance, McCardle et al. as discussed by the authors measured infants' linguistic patterns and found that they are constrained in their Linguistic Generalization, which is a sign of difficulty in language acquisition."
"Toward Establishing Continuity in Linguistic Skills Within Early Infancy","https://scispace.com/paper/toward-establishing-continuity-in-linguistic-skills-within-165rx2vbhs","2014","Journal Article","Language Learning","Amanda Seidl
Brian F. French
Yuanyuan Wang
Alejandrina Cristia","10.1111/LANG.12059","","Psycholinguistique, CNRS, IEC-ENS, EHESS A growing research line documents significant bivariate correlations between individual measures of speech perception gathered in infancy and concurrent or later vocabulary size. One interpretation of this correlation is that it reflects language specificity: Both speech perception tasks and the development of the vocabulary recruit the same linguistic modules. However, correlations between infant cognitive measures (such as visual recognition memory) and vocabulary are also significant and display comparable strength.Canallofthesecorrelationsbereducedtoextremelygeneralratherthanspecific factors affecting performance in all laboratory tests? We take a first step in addressing this possibility by estimating the covariance matrix among two speech tasks (preference for the predominant stress pattern and native vowel discrimination) and two cognitive tasks (visual recognition memory and A-not-B), all of them gathered in the same group of infants tested between 5 and 8 months of age. Only the correlation between the two speech tasks was significant, lending little support to the generalist explanation. These dataillustratehowamultivariateapproachmayinformourunderstandingofhowinfants build language in the first year of life and beyond. Future multivariate work following up on the same infants longitudinally will be better able to tease apart cognitive and linguistic contributions to vocabulary development.","The authors found significant bivariate correlations between individual measures of speech perception gathered in infancy and concurrent or later vocabulary size, which reflected language specificity: both speech perception tasks and the development of the vocabulary recruit the same linguistic modules."
"Snapshots of Children's Changing Biases During Language Development: Differential Weighting of Perceptual and Linguistic Factors Predicts Noun Age of Acquisition","https://scispace.com/paper/snapshots-of-children-s-changing-biases-during-language-2kanl743l2","2013","Journal Article","Journal of Cognition and Development","Christopher H. Ramey
Evangelia G. Chrysikou
Jamie Reilly","10.1080/15248372.2012.689386","","Word learning is a lifelong activity constrained by cognitive biases that people possess at particular points in development. Age of acquisition (AoA) is a psycholinguistic variable that may prove useful toward gauging the relative weighting of different phonological, semantic, and morphological factors at different phases of language acquisition and development. Our aim here was to evaluate AoA as a statistical tool for taking “snapshots” of cognitive development. We examined a large corpus of English nouns (n = 1,381) with AoA as the outcome variable in three separate multivariate regressions, encompassing different age ranges (early–middle–late). Predictors included perceptual (e.g., imagery), phonological (e.g., phonological neighborhood density), and lexical (e.g., word length) factors. Different combinations of predictors accounted for significant proportions of the variance for different AoA ranges (i.e., early–middle–late). For example, imageability and frequency are stronger predictors of early r...","This paper examined a large corpus of English nouns (n = 1,381) with AoA as the outcome variable in three separate multivariate regressions, encompassing different age ranges (early-middle-late)."
"Developmental origin of a language–cognition interface in infants: Gateway to advancing core knowledge?","https://scispace.com/paper/developmental-origin-of-a-language-cognition-interface-in-34l0u2h9mg","2024","Journal Article","Behavioral and Brain Sciences","Sandra R. Waxman","10.1017/s0140525x23003096","","Abstract Spelke's sweeping proposal requires greater precision in specifying the place of language in early cognition. We now know by 3 months of age, infants have already begun to forge a link between language and core cognition. This precocious link, which unfolds dynamically over development, may indeed offer an entry point for acquiring higher-order, abstract conceptual and representational capacities. ","Infants forge a precocious link between language and core cognition by 3 months of age, paving the way for higher-order cognitive abilities."
"A systematic review of MRI studies of language development from birth to 2 years of age","https://scispace.com/paper/a-systematic-review-of-mri-studies-of-language-development-frpzbt3sg0","2021","Journal Article","Developmental Neurobiology","Eero Silver
Eero Silver
Riikka Korja
Elina Mainela-Arnold
Elina Mainela-Arnold
Elmo P. Pulli
Elmo P. Pulli
Ekaterina Saukko
Saara Nolvi
Saara Nolvi
Eeva-Leena Kataja
Linnea Karlsson
Linnea Karlsson
Hasse Karlsson
Hasse Karlsson
Jetro J. Tuulari","10.1002/DNEU.22792","","Neurocognitive functions supporting language development start to develop well before first words are spoken during the first years of life. This process coincides with the initial growth spurt of the brain. While the core components of the language network are well characterized in adults and children, the initial neural correlates of language skills are still relatively unknown. We reviewed 10 studies identified via a systematic search that combined magnetic resonance imaging and language-related measures in healthy infants from birth to 2 years of age. We aimed to describe the current knowledge as well as point out viable future directions for similar studies. Expectedly, the implicated cerebral areas included many established components of the language networks, including frontal and temporal regions. A volumetric leftward asymmetry of the brain was suggested as a determinant of language skills, yet with marked interindividual variation. Overall, temporal and frontal brain volumes associated positively with language skills. Positive associations were described between the maturation of language related white matter tracts and language skills. The language networks showed adult-like structural similarities already in neonates, with weaker asymmetry compared to adults. In summary, we found some evidence that the language circuit described in older age groups is also associated to language skills during the first 2 years of life. However, across the reviewed studies there were no systematic neural correlates of language skills, which is partly explained by a modest number of studies, scattered representation of ages in measurements and the variance in the used methods.","Some evidence is found that the language circuit described in older age groups is also associated to language skills during the first 2 years of life, but across the reviewed studies there were no systematic neural correlates of language skills, which is partly explained by a modest number of studies, scattered representation of ages in measurements and the variance in the used methods."
"Language input in late infancy scaffolds emergent literacy skills and predicts reading related white matter development","https://scispace.com/paper/language-input-in-late-infancy-scaffolds-emergent-literacy-1f45emit","2022","Journal Article","Frontiers in Human Neuroscience","Yael Weiss
Elizabeth Huber
Naja Ferjan Ramirez
Neva M. Corrigan
Vasily L. Yarnykh
Patricia K. Kuhl","10.3389/fnhum.2022.922552","","Longitudinal studies provide the unique opportunity to test whether early language provides a scaffolding for the acquisition of the ability to read. This study tests the hypothesis that parental language input during the first 2 years of life predicts emergent literacy skills at 5 years of age, and that white matter development observed early in the 3rd year (at 26 months) may help to account for these effects. We collected naturalistic recordings of parent and child language at 6, 10, 14, 18, and 24 months using the Language ENvironment Analysis system (LENA) in a group of typically developing infants. We then examined the relationship between language measures during infancy and follow-up measures of reading related skills at age 5 years, in the same group of participants (N = 53). A subset of these children also completed diffusion and quantitative MRI scans at age 2 years (N = 20). Within this subgroup, diffusion tractography was used to identify white matter pathways that are considered critical to language and reading development, namely, the arcuate fasciculus (AF), superior and inferior longitudinal fasciculi, and inferior occipital-frontal fasciculus. Quantitative macromolecular proton fraction (MPF) mapping was used to characterize myelin density within these separately defined regions of interest. The longitudinal data were then used to test correlations between early language input and output, white matter measures at age 2 years, and pre-literacy skills at age 5 years. Parental language input, child speech output, and parent-child conversational turns correlated with pre-literacy skills, as well as myelin density estimates within the left arcuate and superior longitudinal fasciculus. Mediation analyses indicated that the left AF accounted for longitudinal relationships between infant home language measures and 5-year letter identification and letter-sound knowledge, suggesting that the left AF myelination at 2 years may serve as a mechanism by which early language experience supports emergent literacy.","The authors found that parent language input during the first 2 years of life predicts emergent literacy skills at 5 years of age, and that white matter development observed early in the 3rd year (at 26 months) may help to account for these effects."
