"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Associative changes in excitors and inhibitors differ when they are conditioned in compound.","https://scispace.com/paper/associative-changes-in-excitors-and-inhibitors-differ-when-uthamdslm8","2000","Journal Article","Journal of Experimental Psychology: Animal Behavior Processes","Robert A. Rescorla","10.1037//0097-7403.26.4.428","","When an AB stimulus compound is reinforced or nonreinforced, there are associative changes in both A and B elements. In many contemporary theories those changes are viewed as governed by a common error term, computed as the discrepancy between the total associative strength of the AB compound and that supported by the trial consequence. This implies that if A and B are equally salient, then the magnitude of their associative change should be the same, whatever their strengths prior to the AB trial. This implication was explored for a compound consisting of an excitatory A and an inhibitory B. A novel assessment procedure avoided the difficulty of making comparisons at different locations on the performance scale. Three experiments using a magazine approach preparation in rats and 3 using autoshaping in pigeons found evidence contradicting this implication. The excitatory A changed less than the inhibitory B when the compound was reinforced but more than B when the compound was nonreinforced.","Three experiments using a magazine approach preparation in rats and 3 using autoshaping in pigeons found evidence contradicting the implication that if A and B are equally salient, then the magnitude of their associative change should be the same, whatever their strengths before the AB trial."
"Averaging learning curves across and within participants.","https://scispace.com/paper/averaging-learning-curves-across-and-within-participants-3v3w6wi6hs","2003","Journal Article","Behavior Research Methods Instruments & Computers","Scott D. Brown
Andrew Heathcote","10.3758/BF03195493","","We examine recent concerns that averaged learning curves can present a distorted picture of individual learning. Analyses of practice curve data from a range of paradigms demonstrate that such concerns are well founded for fits of power and exponential functions when the arithmetic average is computed over participants. We also demonstrate that geometric averaging over participants does not, in general, avoid distortion. By contrast, we show that block averages of individual curves and similar smoothing techniques cause little or no distortion of functional form, while still providing the noise reduction benefits that motivate the use of averages. Our analyses are concerned mainly with the effects of averaging on the fit of exponential and power functions, but we also define general conditions that must be met by any set of functions to avoid distortion from averaging.","Analysis of practice curve data from a range of paradigms demonstrate that concerns that averaged learning curves can present a distorted picture of individual learning are well founded, and general conditions that must be met by any set of functions to avoid distortion from averaging are defined."
"An Examination of the “Continuity Theory” as Applied to Discriminative Learning","https://scispace.com/paper/an-examination-of-the-continuity-theory-as-applied-to-1m9nlnazok","1942","Journal Article","Journal of General Psychology","K. S. Lashley","10.1080/00221309.1942.10545168","","(1942). An Examination of the “Continuity Theory” as Applied to Discriminative Learning. The Journal of General Psychology: Vol. 26, No. 2, pp. 241-265.","In this article, an examination of the continuity theory as applied to Discriminative Learning is presented, with a focus on the relation between continuity theory and discriminative learning."
"Associative factors underlying the pigeon's key pecking in auto-shaping procedures.","https://scispace.com/paper/associative-factors-underlying-the-pigeon-s-key-pecking-in-40xrt4b96v","1973","Journal Article","Journal of the Experimental Analysis of Behavior","Elkan Gamzu
David R. Williams","10.1901/JEAB.1973.19-225","","Key pecking in pigeons can be engendered by associating response-independent food presentations with illumination of a key. Specific pairings of key and food are not necessary for this phenomenon. Differential positive association between key and food (defined in terms of relative densities of reinforcement), however, is necessary and sufficient to produce and maintain key pecking. Thus, the occurrence of key pecking in auto-shaping can be considered to depend on associative processes similar to classical conditioning. Consequently, auto-shaped pecking can be virtually eliminated by the addition of food presentations in the intertrial interval, thus removing the association between key and food. Initial exposure to random reinforcement, or reinforcement only in the absence of the key, results in lower rates of pecking in subsequent auto-shaping procedures.","The occurrence of key pecking in auto-shaping can be considered to depend on associative processes similar to classical conditioning, and auto-shaped pecking can be virtually eliminated by the addition of food presentations in the intertrial interval, thus removing the association between key and food."
"The organization of learning","https://scispace.com/paper/the-organization-of-learning-22sbarj1c2","1990","Book","","Charles R. Gallistel","","","From insects to humans, Charles Gallistel explores the sophisticated computations performed in these ubiquitous but neglected domains of animal learning. How do animals represent space, time, number and rate? From insects to humans, Charles Gallistel explores the sophisticated computations performed in these ubiquitous yet neglected domains of animal learning. He proposes new and imaginative hypotheses about brain and mental processes and provides original insights about animal behavior using a computational-representational framework that is an exciting alternative to traditional associative theories of learning. Gallistel argues compellingly that experimental psychologists should begin to view the phenomena of learning within a framework that utilizes as the proper unit of analysis the computation and storage of a quantity, rather than the formation of an association that has been the basis of traditional learning theory. His approach reveals the formal structure of the environmental relationships that animals master to time and orient their behavior. It clarifies what representations different animals can and cannot compute and the nature of the computations by which animals derive these representations.The author backs up this thesis with studies that encompass a vast range of animal learning: animal navigation (the use of dead reckoning and cognitive maps); the mechanisms of timekeeping in the nervous system; the registration and utilization of time of occurrence (circadian phase) in learned behavior; the learning and use of temporal intervals and of numerosity; the computation of rates of occurrence; modern findings and theories of classical conditioning. Gallistel surveys the experimental literature in zoology, biology, neuroscience, and psychology that bears on those aspects of their environment that animals represent and the computations they perform in constructing and utilizing those representations. He reveals the fundamental role these representations play in learning and memory, and the implications of these findings in the search for the cellular basis of memory. The Organization of Learning is included in the series Learning, Development, and Conceptual Change, edited by Lila Gleitman, Susan Carey, Elissa Newport, and Elizabeth Spelke. A Bradford Book","It is argued compellingly that experimental psychologists should begin to view the phenomena of learning within a framework that utilizes as the proper unit of analysis the computation and storage of a quantity, rather than the formation of an association that has been the basis of traditional learning theory."
"Comparison of the rates of associative change during acquisition and extinction.","https://scispace.com/paper/comparison-of-the-rates-of-associative-change-during-1qau33ql9u","2002","Journal Article","Journal of Experimental Psychology: Animal Behavior Processes","Robert A. Rescorla","10.1037/0097-7403.28.4.406","","Five experiments used a compound test procedure to compare the rate parameters for the associative changes resulting from reinforcement and nonreinforcement Experiments 1 and 4, using a magazine-approach procedure in rats, found initial acquisition to proceed more rapidly but to generalize less broadly than extinction Experiments 2 and 5 repeated these observations in an autoshaping preparation with pigeons Experiment 3 found no evidence for differential disruption of acquisition and extinction in testing These results were obtained in a test procedure that compares responding with stimulus compounds in order to remove the differences in overall performance, which have complicated inferences about associative changes in earlier experiments","Five experiments used a compound test procedure to compare the rate parameters for the associative changes resulting from reinforcement and nonreinforcement and found initial acquisition to proceed more rapidly but to generalize less broadly than extinction."
"The Symbolic Foundations of Conditioned Behavior","https://scispace.com/paper/the-symbolic-foundations-of-conditioned-behavior-17f7utnbno","2002","Book","","Charles R. Gallistel
John Gibbon","","","Contents: Preface. Series Preface. Introduction. Response Timing. Acquisition. Cue Competition and Inhibitory Conditioning. Extinction. Backward, Secondary, and Trace Conditioning. Operant Choice. The Challenge for Associative Theory.","The Challenge for Associative Theory is presented, with a focus on the role of cue competition and Inhibitory Conditioning in the acquisition process."
"Traps in the route to models of memory and decision","https://scispace.com/paper/traps-in-the-route-to-models-of-memory-and-decision-4q2mly0ttu","2002","Journal Article","Psychonomic Bulletin & Review","William K. Estes","10.3758/BF03196254","","It is proposed that the products of investigations of learning, memory, and decision over the last half century that are most likely to endure have resulted from interactions between models and experimental research. In this article, some of the traps that must be coped with to make fruitful interactions possible are examined and illustrated with case studies from research on probability learning, category learning, and recognition memory. Topics addressed include functions of models in research; the logic of model testing; fitting models to signal plus noise; values and hazards of averaging data; and potential contributions of neural science to the development of cognitive models.","Some of the traps that must be coped with to make fruitful interactions between models and experimental research possible are examined and illustrated with case studies from research on probability learning, category learning, and recognition memory."
"Time, rate, and conditioning.","https://scispace.com/paper/time-rate-and-conditioning-588s8ubr9s","2000","Journal Article","Psychological Review","Charles R. Gallistel
John Gibbon","10.1037/0033-295X.107.2.289","","The authors draw together and develop previous timing models for a broad range of conditioning phenomena to reveal their common conceptual foundations: First, conditioning depends on the learning of the temporal intervals between events and the reciprocals of these intervals, the rates of event occurrence. Second, remembered intervals and rates translate into observed behavior through decision processes whose structure is adapted to noise in the decision variables. The noise and the uncertainties consequent on it have both subjective and objective origins. A third feature of these models is their timescale invariance, which the authors argue is a very important property evident in the available experimental data. This conceptual framework is similar to the psychophysical conceptual framework in which contemporary models of sensory processing are rooted. The authors contrast it with the associative conceptual framework.","The authors draw together and develop previous timing models for a broad range of conditioning phenomena to reveal their common conceptual foundations: first, conditioning depends on the learning of the temporal intervals between events and the reciprocals of these intervals, the rates of event occurrence."
"Conditioning from an information processing perspective.","https://scispace.com/paper/conditioning-from-an-information-processing-perspective-strnwenp67","2003","Journal Article","Behavioural Processes","Charles R. Gallistel","10.1016/S0376-6357(03)00019-6","","","In this view, a stimulus becomes a CS if its onset substantially reduces the subject's uncertainty about the time of occurrence of the next US, which has two limiting forms: the state of maximal uncertainty (minimal knowledge) and the cumulative probability function."
