"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Snippet","Abstract"
"The metacognitive role of familiarity in artificial grammar learning: Transitions from unconscious to conscious knowledge","https://scispace.com/paper/the-metacognitive-role-of-familiarity-in-artificial-grammar-2q9tg3dzz3","2010","Book Chapter","","Ryan B. Scott
Zoltan Dienes","10.1007/978-1-4419-6546-2_3","https://www.academia.edu/download/102497383/Scott_Dienesforthcoming.pdf","… people could learn (eg, artificial grammars): learning by a single … data from two separate experiments (N = 60) – a pilot study … knowledge and is what we take the term implicit learning to …","We present two methods by which people could learn (e.g., artificial grammars): learning by a single updating model that has the function to reflect how reality is (e.g., the standard types of connectionist models in the implicit learning literature), and learning by the use of considering hypotheticals (hypothesis testing). The first method results in unconscious knowledge of the structure of a domain. Such unconscious structural knowledge can lead to conscious knowledge that new items do (or do not) have that structure (“judgment knowledge”). When unconscious structural knowledge produces conscious judgment knowledge, the phenomenology is of intuition, a common phenomenology in implicit learning experiments. We propose a mechanism by which one becomes aware of judgment knowledge, turning feelings of guessing into those of intuition: feedback in calibrating the accuracy of one’s knowledge of the distribution of familiarity of the test strings. Accurate predictions lead to awareness of knowing, that is, to conscious knowledge. Contrary to some popular beliefs, we argue fluency plays little role in either the expression of unconscious structural knowledge or in the formation of conscious judgment knowledge. The individual difference variable Faith in Intuition was not associated with better implicit learning but it was associated with sensitivity to familiarity and the metacognitive processes by which judgment knowledge can be made conscious: that is, by which feelings of intuition are formed."
"Measuring individual differences in implicit learning with artificial grammar learning tasks","https://scispace.com/paper/measuring-individual-differences-in-implicit-learning-with-1xq9p02an7","2017","Journal Article","","Daniel Danner
Dirk Hagemann
Joachim Funke","10.1027/2151-2604/A000280","https://www.psychologie.uni-heidelberg.de/ae/allg/mitarb/jf/Danner%20etal%202017%20measuring%20individual%20differences%20grammar%20learning.pdf","… n-gram knowledge test affects the task consistency of AGL … Nonetheless, our data point to a variance reduction of nearly … in the present study such as AGL task performance and school …",". Implicit learning can be defined as learning without intention or awareness. We discuss conceptually and investigate empirically how individual differences in implicit learning can be measured with artificial grammar learning (AGL) tasks. We address whether participants should be instructed to rate the grammaticality or the novelty of letter strings and look at the impact of a knowledge test on measurement quality. We discuss these issues from a conceptual perspective and report three experiments which suggest that (1) the reliability of AGL is moderate and too low for individual assessments, (2) a knowledge test decreases task consistency and increases the correlation with reportable grammar knowledge, and (3) performance in AGL tasks is independent from general intelligence and educational attainment."
"The effect of subjective awareness measures on performance in artificial grammar learning task","https://scispace.com/paper/the-effect-of-subjective-awareness-measures-on-performance-31g1hljun6","2018","Journal Article","Consciousness and Cognition","Ivan Ivanchei
Ivan Ivanchei
Nadezhda Moroshkina","10.1016/J.CONCOG.2017.11.010","","… Systematic research into implicit learning requires well-developed awareness-… in artificial grammar learning study. Four groups of participants were assigned to different awareness …",""
"Developing implicit and explicit knowledge of L2 case marking under incidental learning conditions","https://scispace.com/paper/developing-implicit-and-explicit-knowledge-of-l2-case-4nr2vpzobw","2016","Dissertation","","RJ Rogers","","https://discovery.ucl.ac.uk/id/eprint/1498849/3/Rogers%20Thesis%202016%20Final.pdf","… artificial grammar results in a knowledge base that is largely tacit in nature (Reber, … that are germane to the present thesis: the artificial grammar learning paradigm and …","This thesis reports on five experiments that investigated the role of awareness in second language acquisition (SLA). Previous research has demonstrated that various areas of second language (L2) grammar can be acquired as result of incidental exposure. In addition, it has been shown that this exposure can lead to implicit knowledge. The results from recent experiments examining the incidental learning of L2 morphology, however, have found little evidence of incidental learning. Furthermore, what little research there is has not provided firm evidence of the nature of the knowledge acquired in these experiments. This thesis set out to address these gaps by testing the degree to which L2 inflectional morphology can be acquired as a result of incidental exposure, and whether the resulting knowledge is implicit or explicit in nature. The experiments in this thesis followed two different methodologies to address the issues outlined above. The first four experiments followed the artificial grammar learning paradigm, and the final experiment followed a self-paced reading methodology. In the training phase of all experiments, participants were exposed to an artificial language system based on Czech morphology under incidental learning conditions. Subjective measures of awareness and retrospective verbal reports were used to address awareness in all five experiments. The results of the first four experiments indicated that L2 case markers can be learned in the presence of low levels of awareness (below the threshold of verbalisation). These results were supported by the findings of the final experiment. However, the final experiment also revealed that this knowledge can be utilised automatically. Thus, the results of this thesis provide additional data to address the aspects of L2 grammar that can be acquired as a result of incidental exposure and provide further insight into the characteristics of the knowledge that is acquired as a result of this exposure."
"Conscious and unconscious thought in artificial grammar learning","https://scispace.com/paper/conscious-and-unconscious-thought-in-artificial-grammar-3hw8z29g6d","2012","Journal Article","Consciousness and Cognition","Andy D. Mealor
Zoltan Dienes","10.1016/J.CONCOG.2012.03.001","https://www.researchgate.net/profile/Zoltan-Dienes/publication/223984746_Conscious_and_unconscious_thought_in_artificial_grammar_learning/links/59e72ef3aca2721fc230839f/Conscious-and-unconscious-thought-in-artificial-grammar-learning.pdf","… In the present study, artificial grammar learning was used in order to produce … of conscious and unconscious knowledge. Intermediate phases were introduced between training and …",""
"Attention and awareness in “implicit” sequence learning","https://scispace.com/paper/ayJGvkQqZbMJ","","","","DR Shanks","","","… dual-task than on the single-task test, regardless of training conditions, since the former but … Heuer and Schmidtke’s data) to support a conception of implicit learning in which the role of …",""
"Measuring strategic control in implicit learning: how and why?","https://scispace.com/paper/measuring-strategic-control-in-implicit-learning-how-and-why-i1pp7ol5ru","2015","Journal Article","Frontiers in Psychology","Elisabeth Norman","10.3389/FPSYG.2015.01455","https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2015.01455/pdf","… , knowledge that influences behavior regardless of the person’s … In SRT but not AGL it is possible to estimate learning by RT data… to our knowledge of implicit learning, our knowledge on …","Several methods have been developed for measuring the extent to which implicitly learned knowledge can be applied in a strategic, flexible manner. Examples include generation exclusion tasks in Serial Reaction Time (SRT) learning (Goschke, 1998; Destrebecqz and Cleeremans, 2001) and 2-grammar classification tasks in Artificial Grammar Learning (AGL; Dienes et al., 1995; Norman et al., 2011). Strategic control has traditionally been used as a criterion for determining whether acquired knowledge is conscious or unconscious, or which properties of knowledge are consciously available. In this paper I first summarize existing methods that have been developed for measuring strategic control in the SRT and AGL tasks. I then address some methodological and theoretical questions. Methodological questions concern choice of task, whether the measurement reflects inhibitory control or task switching, and whether or not strategic control should be measured on a trial-by-trial basis. Theoretical questions concern the rationale for including measurement of strategic control, what form of knowledge is strategically controlled, and how strategic control can be combined with subjective awareness measures."
"Examining interpersonal metacognitive monitoring in artificial grammar learning","https://scispace.com/paper/examining-interpersonal-metacognitive-monitoring-in-2cuf7dru1t","2024","Journal Article","Consciousness and Cognition","Alina Savina
I. D. Zverev
Надежда Морошкина","10.1016/j.concog.2024.103707","","This study investigates the observers' ability to monitor the ongoing cognitive processes of a partner who is implicitly learning an artificial grammar. Our hypothesis posits that learners …","This study investigates the observers' ability to monitor the ongoing cognitive processes of a partner who is implicitly learning an artificial grammar. Our hypothesis posits that learners experience metacognitive feelings as they attempt to apply their implicit knowledge, and that observers are capable of detecting and interpreting these feelings as cues of the learner's cognitive state. For instance, learners might encounter affective signals linked to cognitive conflicts and errors at different processing stages, which observers can construe as manifestations of the learner's cognitive dissonance. The research involved 126 participants organized into dyads, with one participant acting as a learner, and the other as an observer. The observer's task was to judge whether the learner agrees with the information presented (consonance judgment) and was limited to reading the learner's nonverbal signals to avoid explicit mindreading. The findings suggest that observers possess mindreading abilities, enabling them to detect both learners' confidence and accuracy in stimuli classification. This extends our understanding of non-verbal mindreading capabilities and indicates that observers can effectively interpret early implicit metacognitive information, even in the absence of explicit self-evaluation from the learners. This research offers significant insights into how individuals interpret others' mental states during implicit learning tasks, particularly in the context of utilizing early affective cues within the Artificial Grammar Learning paradigm. "
"Neurocognitive basis of implicit learning of sequential structure and its relation to language processing","https://scispace.com/paper/neurocognitive-basis-of-implicit-learning-of-sequential-42ovryagqy","2008","Journal Article","Annals of the New York Academy of Sciences","Christopher M. Conway
David B. Pisoni","10.1196/ANNALS.1416.009","https://scispace.com/pdf/neurocognitive-basis-of-implicit-learning-of-sequential-42ovryagqy.pdf","… so, our data also reveal that individual variability in implicit … studies, we argue that implicit sequence learning and language … , to our knowledge, of individual variability in implicit learning …","The ability to learn and exploit environmental regularities is important for many aspects of skill learning, of which language may be a prime example. Much of such learning proceeds in an implicit fashion, that is, it occurs unintentionally and automatically and results in knowledge that is difficult to verbalize explicitly. An important research goal is to ascertain the underlying neurocognitive mechanisms of implicit learning abilities and understand its contribution to perception, language, and cognition more generally. In this article, we review recent work that investigates the extent to which implicit learning of sequential structure is mediated by stimulus-specific versus domain-general learning mechanisms. Although much of previous implicit learning research has emphasized its domain-general aspect, here we highlight behavioral work suggesting a modality-specific locus. Even so, our data also reveal that individual variability in implicit sequence learning skill correlates with performance on a task requiring sensitivity to the sequential context of spoken language, suggesting that implicit sequence learning to some extent is domain-general. Taking into consideration this behavioral work, in conjunction with recent imaging studies, we argue that implicit sequence learning and language processing are both complex, dynamic processes that partially share the same underlying neurocognitive mechanisms, specifically those that rely on the encoding and representation of phonological sequences."
"Fringe consciousness in sequence learning: The influence of individual differences","https://scispace.com/paper/fringe-consciousness-in-sequence-learning-the-influence-of-4hb3bbm419","2006","Journal Article","Consciousness and Cognition","Elisabeth Norman
Mark C. Price
Simon Duff","10.1016/J.CONCOG.2005.06.003","","… that have previously been associated with implicit learning (). This provides empirical … role of fringe consciousness in so-called implicit learning paradigms (). Introducing an individual …",""
