"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Immediate response strategy and shift to place strategy in submerged T-maze.","https://scispace.com/paper/immediate-response-strategy-and-shift-to-place-strategy-in-24xkyev817","2013","Journal Article","Behavioral Neuroscience","Judith S. A. Asem
Peter C. Holland","10.1037/A0034686","","A considerable amount of research has demonstrated that animals can use different strategies when learning about, and navigating within, their environment. Since the influential research of Packard and McGaugh (1996), it has been widely accepted that, early in learning, rats use a flexible dorsal hippocampal-dependent place strategy. As learning progresses, they switch to a less effortful and more automatic dorsolateral caudate-dependent response strategy. However, supporting literature is dominated by the use of appetitively motivated tasks, using food reward. Because motivation often plays a crucial role in guiding learning, memory, and behavior, we examined spatial learning strategies of rats in an escape-motivated submerged T-maze. In Experiment 1, we observed rapid learning and the opposite pattern as that reported in appetitively motivated tasks. Rats exhibited a response strategy early in learning before switching to a place strategy, which persisted over extensive training. In Experiment 2, we replicated Packard and McGaugh's (1996) observations, using the apparatus and procedures as in Experiment 1, but with food reward instead of water escape. Mechanisms for, and implications of, this motivational modulation of spatial learning strategy are considered.","Rats exhibited a response strategy early in learning before switching to a place strategy, which persisted over extensive training, and mechanisms for, and implications of, this motivational modulation of spatial learning strategy are considered."
"Mémoires de rat.... Code neural et représentation de l’espace","https://scispace.com/paper/memoires-de-rat-code-neural-et-representation-de-l-espace-2fjsbwwex0","2008","Journal Article","","Bruno Poucet","10.4000/HISTOIRE-CNRS.7472","","Apres un cheminement difficile, l’idee que l’animal puisse construire des representations ou des memoires de son environnement est maintenant largement ancree dans les esprits. Cette hypothese a debouche sur des resultats remarquables en neurobiologie des processus cognitifs.","Achlioptas et al. as discussed by the authors debouche sur des resultats remarquables en neurobiologie des processus cognitifs, i.e., l’animal puisse construire des representations ou des memoires de son environnement est maintenant largement ancree dans les esprits."
"Cognitive Graphs of Latent Structure in Rostral Anterior Cingulate Cortex","https://scispace.com/paper/cognitive-graphs-of-latent-structure-in-rostral-anterior-8tyaphumxip7","2025","Journal Article","","Maksym Manakov
Mikhail Proskurin
Hanqing Wang
Е. П. Кулешова
Andy Lustig
Reza Behnam
Shaul Druckmann
D. Gowanlock R. Tervo
Alla Y. Karpova","10.1101/2025.04.18.649507","","Mental maps of environmental structure enable the flexibility that defines intelligent behavior. We describe a striking internal representation in rat prefrontal cortex that exhibits hallmarks of a workspace for constructing goal-specific, cognitive graphs for sequences of abstract states that animals must traverse through their actions. As rats uncover - unguided - complex sequential patterns, neural ensemble activity in rostral Anterior Cingulate Cortex develops a highly structured yet compact, scalable representation anchored in states at the start and end of self-organized sequences. Graphs are organized to reflect relational similarities across contexts, and individually, permit flexible refinement of component states. The representation's crystalline organization permits instantaneous inference of the animal's current state within self-generated sequences, offering insights into the algorithmic and representational principles underlying unguided parsing of open-ended problems. ","Rats' rostral Anterior Cingulate Cortex develops structured, scalable cognitive graphs for navigating complex sequences, anchored in start and end states, enabling flexible refinement and instantaneous inference of current state within self-generated sequences."
"Spatial Cognition and Decision Model Based on Hippocampus-Prefrontal Cortex Interaction","https://scispace.com/paper/spatial-cognition-and-decision-model-based-on-hippocampus-4glz1x39dg","2023","Journal Article","","Naigong Yu
Zexuan Lv
Jinhan Yan
Zongxia Wang","10.1109/cac59555.2023.10450650","","Physiological experiments have shown that rats and other mammals can form neural representations of the spatial environment after exploring an unfamiliar environment, thus achieving goal-directed navigation. This spatial cognitive ability benefits from parallel processing of sensory information in rat brain networks, where the hippocampus structure is thought to be a key brain region for forming episodic memory and environmental cognition, while the prefrontal cortex receives reward information about spatiotemporal events and makes decisions. These two brain regions interact, ultimately producing goal-directed behavior and sequence planning. In order to simulate the cognitive and decision-making abilities of rats in a spatial environment, a model based on the interaction between the hippocampus and the prefrontal cortex is proposed. The model realizes goal-oriented navigation through reward propagation and forward replay mechanism. The experimental results show that the bionic navigation model can simulate the cognitive and decision-making ability of rats, which is consistent with the results of physiological studies. It provides a reference for understanding the operation mechanism of brain in cognitive process.","A model based on hippocampus-prefrontal cortex interaction simulates goal-oriented navigation in rats."
"Representations of the environment, multiple brain maps, and control systems","https://scispace.com/paper/representations-of-the-environment-multiple-brain-maps-and-zgi9qjs27h","1982","Journal Article","Behavioral and Brain Sciences","Charles M. Butter","10.1017/S0140525X00013960","","We argue that a map is meaningless unless we have a process for using it. Thus, in this paper, we not only offer the world graph as a representation of relationships among situations the animal has encountered and may encounter again, but we also offer algorithms for how the information encoded in the world graph may be used by the animal in determining its behavior. Each node of the graph encodes a recognizable situation in the animal's world, but a given place may well be encoded in a number of different nodes. Nodes not only require algorithms for the recognition of the situation; they store information about drive reduction associated with the encoded situation. We note that the use of graphs as a basis for exploring some search space is well known in artificial intelligence (AI), but we stress the importance of the animal's exploration of its environment for growing the graph, as distinct from the mathematically described potential nodes frequent in AI search spaces. To explore a number of hypotheses about the way information in the world graph is used to guide the animal's movement, we recall a number of classical experiments on maze exploration by animals, and use them to argue for the nonlocal hypothesis (selection of a path does not depend only upon information about the immediate environment of the animal) and the competing nodes hypothesis (more than one drive may enter into the determination of the animal's behavior at any time). An important feature of the model is that it yields exploration and latent learning without the introduction of an exploratory drive. We also note that the performance exhibited by the model appears to be statedependent when the animal operates under high drive levels. The drive-interaction matrix is offered as a subject for future research. We complement the presentation of the world graph model, its drive dynamics, and how these are constrained by experiments on maze behavior, with a brief analysis of maps in the brain. We distinguish egocentric maps which we relate to the many visual systems from allocentric maps. We offer a somewhat unconventional view of short-term and long-term memory. We examine cooperative computation in somatotopically organized networks, relating this to visually guided behavior in the frog, and to the interaction of colliculus and cortex in the control of eye movements. We examine, but do not advocate, the hypothesis that the hippocampus is a cognitive map. We do stress that if it is a cognitive map, it must be seen as a chart of the local neighborhood, rather than the whole atlas; and we note that the cognitive map hypothesis would lead one to expect the region to exhibit activation of place cells before the animal leaves the previous place.",""
"Further evidence for hierarchical chunking in rat spatial memory.","https://scispace.com/paper/further-evidence-for-hierarchical-chunking-in-rat-spatial-4iaye1uxmo","1995","Journal Article","Journal of Experimental Psychology: Animal Behavior Processes","Todd Macuda
William A. Roberts","10.1037/0097-7403.21.1.20","","In Experiment 1, rats were given a test to determine the order of preference among 3 types of food. Two groups of rats then were trained on a 12-arm radial maze in Experiment 2, with the 3 foods placed in fixed-arm locations for 1 group and in locations that varied randomly across sessions for the other group. The results replicated those of Dallal and Meck (1990) by showing faster learning and more clustering of arm choices by food type in the fixed-locations group than in the random-locations group. Two further experiments were performed to test the chunking hypothesis. Observations of working memory in Experiment 3 and the reorganization of reference memory in Experiment 4 both supported the chunking hypothesis by showing superior spatial memory and arm chunking by food type when chunk integrity was maintained than when it was compromised.","Observations of working memory and the reorganization of reference memory both supported the chunking hypothesis by showing superior spatial memory and arm chunking by food type when chunk integrity was maintained than when it was compromised."
"Cognitive Map Formation Through Sequence Encoding by Theta Phase Precession","https://scispace.com/paper/cognitive-map-formation-through-sequence-encoding-by-theta-58sgit8bi6","2004","Journal Article","Neural Computation","Hiroaki Wagatsuma
Yoko Yamaguchi","10.1162/0899766042321742","","The rodent hippocampus has been thought to represent the spatial environment as a cognitive map. The associative connections in the hippocampus imply that a neural entity represents the map as a geometrical network of hippocampal cells in terms of a chart. According to recent experimental observations, the cells fire successively relative to the theta oscillation of the local field potential, called theta phase precession, when the animal is running. This observation suggests the learning of temporal sequences with asymmetric connections in the hippocampus, but it also gives rather inconsistent implications on the formation of the chart that should consist of symmetric connections for space coding.In this study, we hypothesize that the chart is generated with theta phase coding through the integration of asymmetric connections. Our computer experiments use a hippocampal network model to demonstrate that a geometrical network is formed through running experiences in a few minutes. Asymmetric connections are found to remain and distribute heterogeneously in the network. The obtained network exhibits the spatial localization of activities at each instance as the chart does and their propagation that represents behavioral motions with multidirectional properties. We conclude that theta phase precession and the Hebbian rule with a time delay can provide the neural principles for learning the cognitive map.","It is hypothesized that the chart is generated with theta phase coding through the integration of asymmetric connections and the Hebbian rule with a time delay can provide the neural principles for learning the cognitive map."
"Predictive maps in rats and humans for spatial navigation","https://scispace.com/paper/predictive-maps-in-rats-and-humans-for-spatial-navigation-37a56ce5kn","2020","Dissertation","","de Cothi
William John","","","The ability to navigate space is an essential part of mammalian life. Over the last 50 years, much research has investigated on how the mammalian brain represents space in the activity of populations of neurons, particularly focussing upon cells in the hippocampal formulation. But how does the brain integrate these representations to guide flexible and efficient navigational decision making? A useful way to approach this question is from the field of reinforcement learning, which seeks to address how an agent should act in its environment in order to maximise some form of reward signal. Typically solutions to a reinforcement learning problem are split into a dichotomy of model-free and model-based approaches. Here we investigate the biological validity of an intermediary approach called the successor representation, which works by forming a predictive map of the environment. First, we compare these three reinforcement learning methods to rat and human behaviour on a transition revaluation spatial navigation task, and show that the biological behaviour is most similar to that of a successor representation agent. Then we propose a neurally plausible implementation of the successor representation, based upon a set of known neurobiological features - boundary vector cells. We show that the place and grid cells generated using this model provide a good account of biological data for a variety of environmental manipulations, including dimensional stretches, barrier insertions, and the influence of environmental geometry on the hippocampal representation of space.","This work investigates the biological validity of an intermediary approach called the successor representation, which works by forming a predictive map of the environment by comparing rat and human behaviour on a transition revaluation spatial navigation task and showing that the biological behaviour is most similar to that of a successor representation agent."
"Spatial learning based on boundaries in rats is hippocampus-dependent and prone to overshadowing.","https://scispace.com/paper/spatial-learning-based-on-boundaries-in-rats-is-hippocampus-4fi0x8zgzz","2010","Journal Article","Behavioral Neuroscience","Murray R. Horne
Mihaela D. Iordanova
John M. Pearce","10.1037/A0020824","","In three experiments, rats were required to find a submerged platform by referring to the boundaries of a circular swimming pool In the first experiment, rats with lesions of the hippocampus were impaired at finding the hidden platform, lending support for the proposal that learning to find a goal that is a certain direction and distance from a boundary is dependent upon the hippocampus Experiments 2 and 3 offered preliminary tests to see if such boundary learning occurred incidentally, irrespective of the presence of a reliable landmark In contrast to this proposal, a landmark hanging above the platform successfully restricted learning about the location of the platform with respect to the boundary of the arena The discussion explores the capacity of the hippocampus to encode boundary information, as well as interprets the behavioral results on the basis of an associative learning framework","The discussion explores the capacity of the hippocampus to encode boundary information, as well as interprets the behavioral results on the basis of an associative learning framework."
"Remembrance of places passed: Spatial memory in rats.","https://scispace.com/paper/remembrance-of-places-passed-spatial-memory-in-rats-16l8gzek9y","1976","Journal Article","Journal of Experimental Psychology: Animal Behavior Processes","David S. Olton
Robert J Samuelson","10.1037/0097-7403.2.2.97","","Rats were tested on an eight-arm maze in a paradigm of sampling with replacement from a known set of items until the entire set was sampled. The first three experiments demonstrated that the animals performed efficiently, choosing an average of more than seven different arms within the first eight choices, and did not utilize intramaze cues or consistent chains of responses in solving the task. The second three experiments examined some characteristics of the rats' memory storage. There was a small but reliable recency effect with the likelihood of a repetition error increasing with the number of choices since the initial instance. This performance decrement was due to interference from choices rather than just to the passage of time. No evidence was found for a primary effect. The data also suggest that there was no tendency to generalize among spatially adjacent arms. The results are discussed in terms of the memory processes involved in this task and human serial learning. When distinctive exteroceptive discriminative stimuli are consistently associated with a particular spatial location, rats preferentially use these stimuli for discrimination learning, a phenomenon that is usually referred to as ""place learning."" If place learning can be used to solve a discrimination problem, rats learn very rapidly. If place learning cannot be used to solve a discrimination problem, rats learn slowly and almost invariably adopt a ""position habit"" or ""spatial hypothesis"" before finding the correct solution. (Relevant literature reviews may be found in Gleitman, 1955; Kimble, 1961, p. 223; Olton & Samuelson,","Rats were tested on an eight-arm maze in a paradigm of sampling with replacement from a known set of items until the entire set was sampled and there was a small but reliable recency effect with the likelihood of a repetition error increasing with the number of choices since the initial instance."
