"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","Relevant Excerpt"
"Mice in a labyrinth: Rapid learning, sudden insight, and efficient exploration","https://scispace.com/paper/mice-in-a-labyrinth-rapid-learning-sudden-insight-and-4nnr7126ox","2021","Posted Content","bioRxiv","Matthew Rosenberg
Tony Zhang
Pietro Perona
Markus Meister","10.1101/2021.01.14.426746","https://scispace.com/pdf/mice-in-a-labyrinth-rapid-learning-sudden-insight-and-4nnr7126ox.pdf","Animals learn certain complex tasks remarkably fast, sometimes after a single experience. What behavioral algorithms support this efficiency? Many contemporary studies based on two-alternative-forced-choice (2AFC) tasks observe only slow or incomplete learning. As an alternative, we study the unconstrained behavior of mice in a complex labyrinth and measure the dynamics of learning and the behaviors that enable it. A mouse in the labyrinth makes ~2000 navigation decisions per hour. The animal quickly discovers the location of a reward in the maze and executes correct 10-bit choices after only 10 reward experiences – a learning rate 1000-fold higher than in 2AFC experiments. Many mice improve discontinuously from one minute to the next, suggesting moments of sudden insight about the structure of the labyrinth. The underlying search algorithm does not require a global memory of places visited and is largely explained by purely local turning rules.","There are minor contributions from states further back. By knowing the animal's history one can narrow down its action plan at a junction from the a priori 1.59 bits (one of three possible actions) to just ~1.24 bits. Models of maze behavior:
 This finally is a quantitative answer to the question, ""How well can one predict the animal's behavior?"" Whether the remainder represents an irreducible uncertainty -akin to ""free will"" of the mouse -remains to be seen. Readers are encouraged to improve on this number by applying their own models of behavior to our published data set. Summary of contributions:
 We present a new approach to the study of learning and decision-making in mice. We give the animal access to a complex labyrinth and leave it undisturbed for a night while monitoring its movements. The result is a rich data set that reveals new aspects of learning and the structure of exploratory behavior. With these methods we find that mice learn a complex task that requires 6 correct 3-way decisions after only ~10 experiences of success (Figure , Figure ). Along the way the animal gains task knowledge in discontinuous steps that can be localized to within a few minutes of resolution (Figure ). Underlying the learning process is an exploratory behavior that occupies 90% of the animal's time in the maze, persists long after the task has been mastered, and even in complete absence of an extrinsic reward (Figure ). Summary of contributions:
 The decisions the animal makes at choice points in the labyrinth are constrained in part by 15 of 30 the history of its actions (Figure , Figure ), in a way that favors efficient searching of the maze (Figure ). This microstructure of behavior is surprisingly consistent across mice, with variation in parameters of only a few percent (Figure ). Our most expressive models to predict the animal's choices still leave a remaining uncertainty of ~1.24 bits per decision (Figure ), a quantitative benchmark by which competing models can be tested. Finally -as discussed below -some of the observations constrain what algorithms the animals might use for learning and navigation."
"A reinforcement-based mechanism for discontinuous learning","https://scispace.com/paper/a-reinforcement-based-mechanism-for-discontinuous-learning-2xte5rd3","2022","Posted Content","bioRxiv","G. Ramalinga Reddy","10.1101/2022.05.06.490910","https://scispace.com/pdf/a-reinforcement-based-mechanism-for-discontinuous-learning-2xte5rd3.pdf","Problem-solving and reasoning involve mental exploration and navigation in sparse relational spaces. A physical analogue is spatial navigation in structured environments such as a network of burrows. Recent experiments with mice navigating a labyrinth show a sharp discontinuity during learning, corresponding to a distinct moment of ‘sudden insight’ when mice figure out long, direct paths to the goal. This discontinuity is seemingly at odds with reinforcement learning (RL), which involves a gradual build-up of a value signal during learning. Here, we show that biologically-plausible RL rules combined with persistent exploration generically exhibit discontinuous learning. In tree-like structured environments, positive feedback from learning on behavior generates a ‘reinforcement wave’ with a steep profile. The discontinuity occurs when the wave reaches the starting point. By examining the nonlinear dynamics of reinforcement propagation, we establish a quantitative relationship between the learning rule, the agent’s exploration biases and learning speed. Predictions explain existing data and motivate specific experiments to isolate the phenomenon. Additionally, we characterize the exact learning dynamics of various RL rules for a complex sequential task.","rare events until the intrinsic bias is overcome, q r + q ε > 0. Since the probability of taking the correct action in turn increases rapidly with reinforcement, the learning curve for taking the correct action at each intersection will appear step-like. The mechanistic basis of discontinuous learning curves:
 The first factor emphasizes why we should expect the reinforcement signal to propagate backwards from the goal to the starting point. The second factor highlights the fact that the observable (i.e., the probability of taking the direct path) is a steep, nonlinear function of the underlying dynamical variables. The third point explains why the wavefront has a steep profile (Figure ). Put together, these three factors imply that when the task is non-trivial, the wave of reinforcement marches backward from the goal, reinforcing correct actions one intersection at a time with step-like learning at each intersection. The observed discontinuous transition in learning occurs when the wave reaches the starting point. A nonlinear, continuous-time model accurately captures the dynamics of reinforcement propagation:
 This intuitive picture can be made mathematically precise by examining the effects of the learning rule, (1), on q n and q ′ n . We summarize the results here and refer to the SI for full details. When α ≪ 1, we find that their   highlighting the direct path and the possible branches into side paths at each intersection along the direct path. Note that while each side path is shown as a single node with reflecting boundaries, these represent long detours which will lead to a dead-end, forcing the agent to turn back and eventually return to the direct path. The exploration biases ε, ε ′ , ε ′′ and the corresponding reward-modulated biases qn, q ′ n , q ′′ n for the three cases of going towards the goal on the direct path (left), towards the goal from the side path (middle) and away from goal expected change, qn , q′ n , over 1/α episodes is given by"
"The learning curve: Implications of a quantitative analysis","https://scispace.com/paper/the-learning-curve-implications-of-a-quantitative-analysis-37k1dtufsq","2004","Journal Article","Proceedings of the National Academy of Sciences of the United States of America","Charles R. Gallistel
Stephen Fairhurst
Peter D. Balsam","10.1073/PNAS.0404965101","https://scispace.com/pdf/the-learning-curve-implications-of-a-quantitative-analysis-37k1dtufsq.pdf","The negatively accelerated, gradually increasing learning curve is an artifact of group averaging in several commonly used basic learning paradigms (pigeon autoshaping, delay- and trace-eye-blink conditioning in the rabbit and rat, autoshaped hopper entry in the rat, plus maze performance in the rat, and water maze performance in the mouse) The learning curves for individual subjects show an abrupt, often step-like increase from the untrained level of responding to the level seen in the well trained subject The rise is at least as abrupt as that commonly seen in psychometric functions in stimulus detection experiments It may indicate that the appearance of conditioned behavior is mediated by an evidence-based decision process, as in stimulus detection experiments If the appearance of conditioned behavior is taken instead to reflect the increase in an underlying associative strength, then a negligible portion of the function relating associative strength to amount of experience is behaviorally visible Consequently, rate of learning cannot be estimated from the group-average curve; the best measure is latency to the onset of responding, determined for each subject individually","attained half of its asymptotic value) was 5.8 (median 5.3). The mean and median of first change points were both 4.5, using a t test, with the decision logit set at 2. Results:
 The learning curves for rat autoshaping also rose abruptly. By using the change-point analysis, with the t test and a decision criterion (logit) of 2, the mean dynamic interval was 5.5 trials (median 6.5). (The asymptote estimates used in making this analysis were from the best-fitting Weibull functions.) The mean and median first fractions were both 0.61. The experiment stopped after 42 trials (14 sessions), so one cannot say whether one would see in this paradigm the postacquisition ups and downs seen in pigeon autoshaping and rabbit and rat eye-blink conditioning. Fig. . A random sample of the diverse but commonly seen ups and downs in the level of conditioned responding after its first appearance. The change points that generated these plots were detected by using the changedetecting algorithm, with a t test and a decision criterion (logit) of 6, which corresponds to a P value of Ͻ0.000001. Significant, substantial, and longlasting decreases in performance are often seen. In other words, conditioned performance is asymptotically unstable. The Weibull A and the Weibull L (that is, trials to half-maximal responding) were weakly and insignificantly correlated (r ϭ 0.26). The correlation between the trial at the first change point and the dynamic interval (interval between the first change point and the change point after which the slope exceeded 80% of the asymptotic slope) was Ϫ0.69. In words, the later the first appearance of conditioned behavior, the shorter the interval over which it rose. Results:
 Plus Maze Learning in the Rat. D. M. Smith in the laboratory of S. Mizumori (University of Washington, Seattle) kindly provided data from 11 rat subjects in an experiment in which they learned to choose the baited arm in a four-armed maze in the shape of a plus. On each trial, the rat was placed facing the far end of a randomly chosen unbaited arm. In the first session, which consisted of 20 trials, the baited arm was chosen at random from one trial to the next. Thus, there was no possibility of nonchance performance. (There is a one-third probability of choosing the baited arm by chance.) After the first session, sessions consisted of 30 trials each. The baited arm changed half way through each session: for the first 15 trials of each session, the bait (two drops of chocolate milk) was at the end of the east arm; for the second 15, it was at the end of the west arm. Results:
 The measure of behavior in this paradigm is again binary (correct versus incorrect choice), so the change-detecting algorithm used the 2 test to assess the evidence that the frequency of correct choices after a putative change point was different from the frequency before."
"The dancing mouse; a study in animal behavior, by Robert M. Yerkes.","https://scispace.com/paper/the-dancing-mouse-a-study-in-animal-behavior-by-robert-m-58hlk65yq9","1907","Monograph","","Robert Mearns Yerkes","10.5962/BHL.TITLE.47050","https://scispace.com/pdf/the-dancing-mouse-a-study-in-animal-behavior-by-robert-m-58hlk65yq9.pdf","","to twenty-five individuals, I obtained no evidence of ability to learn by imitation. The dancers did not watch the acts which were performed by their companions, and in most instances they did not attempt to follow a mate from nest- box to entrance chamber. Labyrinth:
 These problem tests, simple as they are, have revealed two important facts concerning the educability of the dancer. Labyrinth:
 First, that it does not learn by imitation to any considerable extent, and, second, that it is aided by being put through an act. Our general conclusion from the results of the ex- periments which have been described in this chapter, if any general conclusion is to be drawn thus prematurely, must be that the dancing mouse in its methods of learning differs markedly from other mice and from rats. Labyrinth:
 CHAPTER XIII In this chapter I shall therefore present the results of laby- rinth experiments which were planned as means of measuring the intelligence of the dancer. Labyrinth:
 The four labyrinths which have been used in the investi- gation may be designated as A, B, C, and D. They differ from one another in the character of their errors, as well as in the number of wrong choices of a path which the animal might make on its way from entrance to exit. In the use of the labyrinth method, as in the case of the discrimination method of earlier chapters, the steps by which a satisfactory form of labyrinth for testing the dancer was discovered are quite as interesting and important for those who have an intelligent appreciation of the problems and methods of ani- mal psychology as are the particular results which were ob- tained. Labyrinth:
 For this reason, I shall describe the various forms of labyrinth in the order in which they were used, whether they proved satisfactory or not. At the outset of this part of my investigation, it was my purpose to compare directly the capacity for habit formation in the dancer with that of 2IO nnsD Habit Formation : The Labyrinth Habit 211 the common mouse. This proved impracticable because the same labyrinth is not suited to the motor tendencies of both kinds of mice. Labyrinth:
 The first of the four labyrinths, A, appears in ground plan in Figure . It was constructed of wood, as were the other labyrinths also, and measured 60 cm. in length and width, and 10 cm. in depth. mouse was per- mitted to pass into its nest-box. Labyrinth:
 Any turn in the wrong direc- tion which the animal made in its progress from entrance to exit was recorded as an error. The four errors, exclusive of the mistake of turning back, which were possible in this labyrinth, are indicated in the figure by the numerals i, 2, 3, and 4. Labyrinth:
 By retracing its steps a mouse might repeat any one or all of these errors, and add to them the error of turning back."
"The dancing mouse: A study in animal behavior.","https://scispace.com/paper/the-dancing-mouse-a-study-in-animal-behavior-zn5exy3951","1907","Book","","Robert M. Yerkes","10.1037/10935-000","https://scispace.compdf/the-dancing-mouse-a-study-in-animal-behavior-zn5exy3951.pdf","","of animal behavior. RESULTS OF LABYRINTH-A TESTS WITH COMMON MICE: In labyrinth C ten pairs of dancers were given continuous training tests at the rate of one test per minute until they were able to follow the direct path correctly. RESULTS OF LABYRINTH-A TESTS WITH COMMON MICE:
 Because of the difficulty in learning this maze perfectly, it was not demanded of the mice that they should follow the path correctly several times in succession, but instead the training was terminated after the first successful trip. RESULTS OF LABYRINTH-A TESTS WITH COMMON MICE:
 The results of the experiments with this labyrinth as they are presented in Table  indicate that its path is considerably more difficult for the dancer to learn than that of labyrinth B, that the females learn more quickly than the males, and finally, that individual differences are just as marked as they were in the case of the simpler forms of labyrinth. RESULTS OF LABYRINTH-A TESTS WITH COMMON MICE:
 It therefore appears that increasing the complexity of a labyrinth does not, as I had supposed it might, diminish the variability of the results. RESULTS OF LABYRINTH-A TESTS WITH COMMON MICE:
 Certain of the individual differences which eleven. RESULTS OF LABYRINTH-A TESTS WITH COMMON MICE:
 The facts concern- ing the value of training in one form of labyrinth for the learn- ing of another, as they were revealed by these experiments, may more fittingly be discussed in a later chapter in connec- tion with the facts of memory and re-learning. RESULTS OF LABYRINTH-A TESTS WITH COMMON MICE:
 Labyrinth C is a type of maze which might properly be described as irregular, since the several possible errors are extremely different in nature. In view of the results which this labyrinth yielded, it seemed important that the dancer be tested in a perfectly regular maze of the labyrinth-D type. RESULTS OF LABYRINTH-A TESTS WITH COMMON MICE:
 The plan which I designed as a regular labyrinth has been reproduced, from a rubber stamp print, in Figure . RESULTS OF LABYRINTH-A TESTS WITH COMMON MICE:
 As is true also of the mazes previously described, it provides four kinds of possible mistakes: namely, by turning to the left (errors i, 5, 9, and 13), by turning to the right (errors 3, 7, and n), by moving straight ahead (errors 2, 4, 6, 8, 10, and 12), and by turning back and retracing the path just followed. RESULTS OF LABYRINTH-A TESTS WITH COMMON MICE:
 The formula for the correct path of D is simple in the extreme, in spite of the large number of mistakes which are possible, for it is merely ""a turn to the right at the en- trance, to the left at the first doorway, and thereafter alter- nately to the right and to the left until the exit is reached."" RESULTS OF LABYRINTH-A TESTS WITH COMMON MICE:
 This concise description would enable a man to find his way out of such a maze with ease."
"Autoshaped Head Poking in the Mouse: A Quantitative Analysis of the Learning Curve.","https://scispace.com/paper/autoshaped-head-poking-in-the-mouse-a-quantitative-analysis-4vciqucnsm","2006","Journal Article","Journal of the Experimental Analysis of Behavior","E. B. Papachristos
Charles R. Gallistel","10.1901/JEAB.2006.71-05","https://scispace.com/pdf/autoshaped-head-poking-in-the-mouse-a-quantitative-analysis-4vciqucnsm.pdf","In autoshaping experiments, we quantified the acquisition of anticipatory head poking in individual mice, using an algorithm that finds changes in the slope of a cumulative record. In most mice, upward changes in the amount of anticipatory poking per trial were abrupt, and tended to occur at session boundaries, suggesting that the session is as significant a unit of experience as the trial. There were large individual differences in the latency to the onset of vigorous responding. “Asymptotic” performance was unstable; large, bidirectional, and relatively enduring changes were common. Given the characteristics of the individual learning curves, it is unlikely that physiologically meaningful estimates of rate of learning can be extracted from group-average learning curves.","reduced following the first couple of sessions and remained steady thereafter (see Figure , upper panel, for an example). Some mice, however, tended to show a constant decrease in the time to initiate a trial throughout the experiment (Figure , lower panel). DISCUSSION:
 Using an autoshaped head-poking paradigm, we quantitatively characterized the course of acquisition in the individual mouse. Our results show that the conditioned re-  sponse to the hopper light usually appeared abruptly. The smooth and prolonged approach to asymptote in the group-average curve did not reflect the individual curves. It is possible that aspects of our procedure may have favored abrupt acquisition, but in considering whether this may be so, it is important to bear in mind that the abruptness is in no way unique either to this experimental paradigm or to mice.  was probably the first to report abrupt acquisition in the rat (see p. 69 for four cumulative records showing that the first reinforced response led to maximal rate of lever pressing in a free operant appetitive task).  analyzed individual subject data from pigeons, rats, mice, and rabbits in paradigms ranging from the water maze and the plus maze to the conditioned eye blink. In all these paradigms the majority of the subjects showed abrupt acquisition. , in the inaugural volume of JEAB, gave a cumulative record showing abrupt acquisition of correct choice in a T maze in a single rat subject. Before discussing the theoretical and practical implications of this abruptness, we discuss one methodological issue. DISCUSSION:
 Analyses of the pattern, and therefore abruptness, of acquisition, are affected by the definition of ''asymptote''. In our analysis, the duration of the second stage of learning, the dynamic interval, depends on the value of the asymptote. A low asymptote increases the chances of finding steps of 80% or greater of the asymptotic performance earlier in the experiment, thereby reducing the length of the dynamic interval. Choosing a definition of asymptote is not simple. We intentionally avoided considering the highest level of conditioned responding achieved as the asymptotic performance because for half of our subjects the ""asymptote"" did not remain steady. Instead, we followed  definition of asymptote as the mean level of performance during the second half of the experiment. Given the great instability in postacquisition performance, with frequent large performance decreases of various durations, this liberal definition inherently biases the algorithm towards finding shorter dynamic intervals and therefore abrupt acquisition. More important, it becomes theoretically problematic for subjects that begin their dynamic interval in the second half of the experiment, as was the case for 3 of our mice, because the estimate of their asymptote included trials in which the poking rate did not differ from baseline. To ensure that our definition of asymptote did not compromise the acquisition profile analyses, we repeated the analyses using the mean level of performance during the second half of the trials after the onset latency as the asymptote. By doing so, we ensured that the estimate of asymptote only included trials well after the onset of suprabaseline conditioned behavior. The lengths of the dynamic intervals were the same with both asymptote definitions, with the exception of 1 subject that previously had been characterized to exhibit single-stage acquisition and no dynamic interval-with the new analysis it had a dynamic interval of two steps."
"Dissecting the Complexities of Learning With Infinite Hidden Markov Models","https://scispace.com/paper/dissecting-the-complexities-of-learning-with-infinite-hidden-36sp2ai8fc","2023","Preprint","","Sebastian A. Bruijns
Kcénia Bougrova
Inês C. Laranjeira
Petrina Lau
Guido T. Meijer
Nathaniel J Miska
Jean‐Paul Noel
Alejandro Pan-Vazquez
Noam Roth
Karolina Socha
Anne E. Urai
Peter Dayan","10.1101/2023.12.22.573001","https://scispace.compdf/dissecting-the-complexities-of-learning-with-infinite-hidden-36sp2ai8fc.pdf","Abstract Learning to exploit the contingencies of a complex experiment is not an easy task for animals. Individuals learn in an idiosyncratic manner, revising their approaches multiple times as they are shaped, or shape themselves, and potentially end up with different strategies. Their long-run learning curves are therefore a tantalizing target for the sort of individualized quantitative characterizations that sophisticated modelling can provide. However, any such model requires a flexible and extensible structure which can capture radically new behaviours as well as slow changes in existing ones. To this end, we suggest a dynamic input-output infinite hidden semi-Markov model, whose latent states are associated with specific components of behaviour. This model includes an infinite number of potential states and so has the capacity to describe substantially new behaviours by unearthing extra states; while dynamics in the model allow it to capture more modest adaptations to existing behaviours. We individually fit the model to data collected from more than 100 mice as they learned a contrast detection task over tens of sessions and around fifteen thousand trials each. Despite large individual differences, we found that most animals progressed through three major stages of learning, the transitions between which were marked by distinct additions to task understanding. We furthermore showed that marked changes in behaviour are much more likely to occur at the very beginning of sessions, i.e. after a period of rest, and that response biases in earlier stages are not predictive of biases later on in this task. ","it dynamic ('wiggling') in early trials. Discussion: Conversely, having the more difficult contrasts present from the start might make the task much more difficult to learn, as the connection between actions and feedback would seem more probabilistic to the animals. Discussion:
 We also saw that the last stage of training takes the longest time, in which the animal brings its performances to a consistent enough level to pass this stage of training. Discussion:
 We found that the biggest contributor to this, i.e. the aspect of behaviour which held them back the longest (for the IBL-specific requirements), was insufficient consistency on easy contrasts. Discussion:
 To accelerate this process it might be necessary to manipulate the reward rate, as the animals get a reasonably high reward rate without being too consistent. Discussion:
 It might therefore be worth trying to only reward the animal after two correct responses in a row by the time it gets to stage 3. Discussion:
 Previous work using an HMM-based approach discovered demotivated states in behaviour , in a component of the IBL task that happened after the learning trials that we modelled. Discussion:
 While we do occasionally find these (as discussed in the first example mouse), they were more rare than might have been expected from that work. For us, a majority of sessions were explained by just a single state. Discussion:
 The dominant source of behavioural variability in our data came from learning and other large jumps in psychometric space, therefore the model used its capacity to capture these, rather than more subtle variations of proficient behaviour which can be found later. Discussion:
 Especially towards the end of sessions, one can see a dip in performance of the animals purely by looking at the reward rate, on the order of tens of trials, which the model sometimes acknowledged with a separate state (seen in Fig.  on a number of sessions). Discussion:
 However, occasionally we just see a decrease in the prevalence of all states (meaning that these trials did not consistently enough get assigned the same state in the underlying Gibbs samples, see Methods). Discussion:
 We interpret this as behaviour having been too variable during this period, and not reliable for long enough (even across multiple sessions) to have justified its own particular state in the model. Discussion:
 Our framework can be flexibly adapted to other cases of long-run learning. For instance, it is possible to tune the model to capture minute changes within sessions as opposed to broad stroke states across sessions, as here, by adjusting the propensity to infer new states for small changes in behaviour. Discussion:
 Equally, the modular resampling procedure of the model allows it to be adapted to different kinds of observations, e.g. multinomial or Gaussian , by simply swapping out the inference mechanism of this one component of the model (although only some distributions are convenient for the gradual dynamics). Discussion:
 We therefore hope that the tool we developed here will enable a wide range of researchers to study the development of behaviour in a systematic and revealing manner. Methods:
 We structure these methods as follows: We begin with a detailed description of the infinite hidden semi-Markov model, i.e. the specification of the priors and how they relate to the other random variables in the hierarchy. Methods:
 In section 2 we describe inference for the logistic regression observation distributions, with a focus on the details of resampling, as these are not described in detail elsewhere. These two components together give us the full dynamic infinite input-output hidden semi-Markov model (diHMM)."
"Abrupt learning and retinal size specificity in illusory-contour perception","https://scispace.com/paper/abrupt-learning-and-retinal-size-specificity-in-illusory-2804isk9hx","1997","Journal Article","Current Biology","Nava Rubin
Ken Nakayama
Robert Shapley","10.1016/S0960-9822(06)00217-X","https://www.cns.nyu.edu/~nava/mypapers/Rubin_etal_CurrBio1997.pdf","","the wellknown example of the camouflaged Dalmatian dog (Figure ). Second, we show here that, with careful experimental titration, it is possible to gauge the stimuli so that the perceptual transition will occur in a predictable time. Results:
 While running an experiment in a previous study about illusory-contour perception, anecdotal observations suggested that subjects sometimes showed a remarkably fast improvement, which occurred over the course of a few trials. At the same time, it was observed that, when the subject was exposed to the same stimulus but with a new retinal image size, performance fell back down, followed by a reoccurrence of fast improvement with the introduction of 'easy' trials. We were intrigued by this observation because it suggested that the theoretical claims that stimulus-specificity indicates an early site of plasticity would have to be applied here, too. This seemed at odds with the extreme rapidity of the improvement observed. Furthermore, a number of observers spontaneously reported that their improved performance followed a perceptual transition in how the stimulus was organized (see below). We therefore set out to test whether it is possible to use the illusory shape discrimination task to obtain insight-like learning -an initial phase of no-improvement followed by an abrupt jump in performance -while maintaining the stimulus-specific nature of the learning. In this paper, we report results from two experiments that demonstrate that such a juxtaposition can indeed be induced. Experiment 1: abrupt learning and its specificity to the retinal image size:
 In the first experiment, the task used was similar to one we have used before ; observers discriminated between two classes of illusory shapes  that were globally defined by four inducers located at the corners of a square. Rotating the inducers about their centers made the illusory shapes appear 'thin' or 'fat' (Figure ). Performance was measured by the angle of rotation of the inducers needed to yield reliable discrimination. Previous work showed that perception of the curved illusory contours significantly facilitates performance, compared with discriminating the orientation of the inducers ."
"Individual differences and family resemblances in animal behavior, a study of habit formation in various strains of mice, by Halsey J. Bagg.","https://scispace.com/paper/individual-differences-and-family-resemblances-in-animal-1nq78yelxp","1920","Monograph","","Halsey Joseph Bagg","10.5962/BHL.TITLE.20376","https://scispace.com/pdf/individual-differences-and-family-resemblances-in-animal-1nq78yelxp.pdf","","final ratings for each individual. The second group, including the next five trials, represents a period of continued rapid, but less variable learning; the third group, includ- ing the following ten trials, covers the period of slow or nearly completed learning. I. HISTORICAL:
 The first group of 90 mice was given only this initial learning test of seventeen trials. The behavior of the latter group of 93 mice was more completely studied. After the seventeen trials the gates were changed, so that the ones that had been open were locked, and those closed were open. This was an interference test designed to give a measure of the adaptability of the animals. I. HISTORICAL:
 It was necessary for the mouse to break the old habit, and learn to get through the maze by way of the previously closed gates. In the first trial after this change, the interference effects were pronounced, although in the eleven subsequent trials the mice rapidly learned the new order. The interference test was divided into two groups. The first two trials were put in one group, and the remaining ten trials in a second group. The first group of two trials gives a measure of the direct effect of the interference upon the animal 's behavior, while the second group of ten trials shows the degree to which this inter- ference is carried over into the following trials, and, in a fashion, indicates the adaptability of each animal and the flexibility of its behavior. I. HISTORICAL:
 (b) THE MULTIPLE CHOICE TEST Upon finishing the interference tests the mice were immediately started upon a second experiment which will be here called the mul- tiple choice test. A plan of the apparatus is given in Fig. . The mouse was placed in the maze, through the door marked ""E,"" within the first compartment. Here it had a choice of one of four gates, marked in the diagram 1, 2, 3, 4. Three of these gates are blue and one is red. 5 Punishment was given at the blue gates, but not at the red. The gates are the same size as those used in the maze test just described, the red one being the only one which could be pushed open, and through it the mouse could enter the second compartment. If the mouse attempted to pass through one of the blue doors it re- ceived a slight electric shock from the punishment pad ""P,"" which was on the floor of the maze directly in front of the door. The posi- tion of the red gate was changed every day, being now in one place and now in another, following a program which had previously been made out. After making the successful choice, the mouse entered the second compartment where he was free to go directly into its nest cage by means of one of the exit doors, where the usual reward was given. Twenty-five trials were made with each individual, and, as in the previous maze, the trials were divided into three somewhat homogeneous groups. The first group, irregular on account of the great play of chance, includes the first two trials ; the second group, including the next five trials, marks the period of rapid learning, and the third group of eighteen trials represents the period when the learning was practically completed. It has been found, as will be discussed later on, that the last period of trials was longer than necessary; in fact, the mice showed very little improvement during this period."
"Efeitos de treinos sucessivo e concomitante sobre a recombinação de repertórios de cavar e escalar em Rattus norvegicus","https://scispace.com/paper/efeitos-de-treinos-sucessivo-e-concomitante-sobre-a-4sb069w3qr","2017","Journal Article","","Hernando Borges Neves Filho
Rodrigo Harder Ferro Dicezare
Alceu Martins Filho
Miriam Garcia-Mijares","10.18761/PAC.2016.013","https://scispace.com/pdf/efeitos-de-treinos-sucessivo-e-concomitante-sobre-a-4sb069w3qr.pdf","A recombinacao de repertorios e um processo comportamental relacionado a resolucao de problemas e origem de comportamentos novos. O presente estudo teve por objetivo testar o efeito de treinos concomitante e sucessivo sobre a recombinacao de dois repertorios: (a) cavar, e; (b) escalar, em ratos (Rattus norvegicus). Seis ratos foram alocados dois a dois em tres condicoes de treino. Em uma condicao, os repertorios foram treinados em duas sessoes diarias, uma de cada repertorio (condicao concomitante, n=2). Na segunda condicao, foram realizadas uma sessao por dia, e primeiro foi treinado o repertorio de cavar, e depois de encerrado o treino de cavar, foi treinado o repertorio de escalar (condicao sucessiva, n=2). Em uma terceira condicao (n=2), foi feito o treino sucessivo identico a segunda condicao, com a adicao de sessoes de retomada do primeiro repertorio treinado, antes do teste. Para testar a recombinacao, os animais foram expostos a uma situacao problema cuja solucao exigia que cavassem e encontrassem uma fresta que dava acesso a escadas que chegavam em uma plataforma com comida, uma sequencia de respostas nunca diretamente treinada. Todos os sujeitos, das tres condicoes, resolveram a tarefa final, porem com topografias de resolucao do problema distintas. Os sujeitos da condicao concomitante resolveram o problema em menor tempo, em comparacao com os demais sujeitos. Com base nos dados, sao avaliados os efeitos de variaveis de treino sobre a recombinacao de repertorios e os criterios utilizados para avaliar diferentes topografias de solucao de um mesmo problema.","cou vários minutos explorando o lado da câmara com as escadas, sem escalar imediatamente após cruzar para este lado, sua topogra a de solução se assemelha a tentativa-e-erro. Teste:
 O rato CS4 cheirou o primeiro lado da caixa e a barreira até os 4 min 50 s, quando começou a cavar e passou para o outro lado aos 5 min 34 s. No segundo lado da caixa explorou até 6 min 07 s e começou a subir os patamares, obtendo o reforçador aos 6 min 20 s. Como CS4 escalou pouco após ter cruzado a fresta na placa de acrílico, sua topogra a de solução se enquadra na de ""insight"". Teste:
 O rato CR5 passou para o segundo lado da caixa em 27 s, e explorou a maravalha. CR5 começou a subir as escadas no minuto 4 min 18 s, obtendo o cereal em 5 min 12 s. Assim como CS3, CR5 permaneceu diversos minutos explorando o lado da câmara com as escadas, sem escalar imediatamente após cruzar para este lado, sua topogra a de solução se assemelha a tentativa-e-erro.  . Os demais ratos (CC2 e CS4) apresentaram a típica topogra a de ""insight"" (uma resolução súbita, sem pausas entre a emissão das respostas que levam a solução do problema Neste sentido, os dados ainda são inconclusivos quanto ao efeito de um treino sucessivo sobre a recombinação de repertórios na tarefa de cavar e escalar em ratos e o mesmo pode ser dito sobre estas manipulações de variáveis de treino na tarefa de deslocamento de caixa com ratos  e pombos . Mais estudos controlando os critérios de aprendizagem e a apresentação da tarefa entre o treino dos repertórios pré-requisito precisam ser realizados para se avaliar qual o papel destas variáveis sobre a recombinação."
