"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Snippet","Abstract"
"'Insight'in the pigeon: Antecedents and determinants of an intelligent performance","https://scispace.com/paper/gxqWAZmWhvQJ","","","","R Epstein
CE Kirshnit
RP Lanza
LC Rubin","","","… We concluded that the establishment of climbing was probably critical to the solution. Two … With one bird (110YP) we established directional pushing and climbing-and-pecking but did …",""
"Problem solving behavior: an experimental example","https://scispace.com/paper/problem-solving-behavior-an-experimental-example-2dkh81wvgp","1991","Journal Article","Psicothema","M. Carmen Luciano","","https://reunido.uniovi.es/index.php/PST/article/download/7085/6949","… problem solving test. The first experiment systematically replicated Epstein's 1985 study by separately training a pigeon … in the third trial (“almost correct problem solving because the last …","This article analyzes a type of Problem Solving Behavior in which (a) the responses were chained by direct contingencies, (b) a new response was included (one of the behavior chained was, then, new), and (c) all individual responses were maintained under the same motivational condition as that which controlled in the problem solving test. The first experiment systematically replicated Epstein's 1985 study by separately training a pigeon to push a box towards a green spot, after non-directional pushing, to climb and stand on the box, and to peck a facsimile of a banana in the bird's reach. Differences with regard to Epstein's study were: no extinction of flying or jumping with the banana out of the bird's reach, using a naive pigeon. In the test (with the banana out of reach and the box on the opposite side of the chamber) the pigeon stretched repeatedly towards the banana, pushed towards it, stopped under it, climbed, and pecked it several times. Experiment 2 evaluated how the different responses contributed to problem solving. A test was conducted after the training of each behavior. Four pigeons participated; two of the four pigeons were trained to push a box towards a target and two were trained to push the box away from a target in and attempt to isolate the stimuli controlling directional pushing in the test. In each test, only responses acquired previously, either directly or by generalization, appeared during each test. Pigeons trained to push towards or away from the spot, pushed, respectively, towards or away from the banana in the test, except for one pigeon which never pushed in any direction. No flying or jumping appeared. The test conducted after all the responses had been trained (Final Test) showed sequences with all the possible responses, but the order in which they appeared formed unsuccessful or ""almost"" successful chains (""almost"" because the pigeon stood on the box with its back to the banana, but pecking did not occur: the banana was not in the bird's visual field). Some factors likely to explain these results are discussed as a function of: (a) the comparative rates of reinforcement among the possible responses in the test, which probably accounts for the order of the chained responses (and hence, of the successful or unsuccessful chains), (b) the schedule of reinforcement for each behavior, which probably gave rise to successful connected chains (one response quickly followed by another) or successful but disconnected chains (unnecessary repetitions of the responses constituting the solution to the problem). Along with evidence from other studies these results led to a consideration of different types of successful problem solving."
"Reinforcement learning and insight in the artificial pigeon","https://scispace.com/paper/reinforcement-learning-and-insight-in-the-artificial-pigeon-qlpg2rvnv3","2019","Journal Article","Cognitive Science","Thomas R. Colin
Tony Belpaeme","","https://escholarship.org/content/qt18w9n1gf/qt18w9n1gf.pdf","… a classic experiment on insight (Epstein, Kirshnit, Lanza, & … a model of insight problem-solving which, when implemented, … a period of hesitation and some trial and error, the pigeons …",""
"Do animals have insight, and what is insight anyway?","https://scispace.com/paper/do-animals-have-insight-and-what-is-insight-anyway-1zmu789ses","2012","Journal Article","Canadian Journal of Experimental Psychology","Sara J. Shettleworth","10.1037/A0030674","https://scholar.archive.org/work/6jdv5rwixvasrdnip4pyu4a5ba/access/wayback/http://pdfs.semanticscholar.org/c30b/7154daa930a82a3b1437059236910516ad3b.pdf","… All three key properties of insightful problem solving by … approach developed by Robert Epstein captures this idea and … , 1987), four behaviours were interconnected by training a pigeon …","We cannot test animals for insight's distinctive phenomenology, the ""aha"" experience, but we can study the processes underlying insightful behaviour, classically described by Kohler as sudden solution of a problem after an impasse. The central question in the study of insightful behaviour in any species is whether it is the product of a distinctive cognitive process, insight. Although some claims for insight in animals confuse it with other problem-solving processes, contemporary research on string pulling and other physical problems, primarily with birds, has uncovered new examples of insightful behaviour and shed light on the role of experience in producing it. New research suggests insightful behaviour can be captured in common laboratory tasks while brain activity is monitored, opening the way to better integration of research on animals with the cognitive neuroscience of human insight.Keywords: insight, comparative cognition, problem solving, animals, learningA chimpanzee gestures fruitlessly toward a banana lying beyond arm's reach. An elephant extends its trunk toward an apple hanging high overhead. When animals are confronted with inaccessible rewards like these, do they ever use insight to solve the problem of getting them? That is, do they seem to suddenly see a solution? This question was central to some of the earliest studies of animal problem solving (Boakes, 1984). It also motivated the seminal work of Kohler (1925/1959) and figured in Thorpe's (1956) discussion of learning in animals, but otherwise the question whether nonhuman species have insight was largely neglected by comparative psychologists for most of the 20th century. One exception was D. O. Hebb (1949), in whose honour this essay is written and whose contributions are discussed later in this article.Recently the study of animal insight has reemerged as part of the burgeoning field of comparative cognition. Contemporary research on many topics in this field such as memory, numerical and spatial cognition, and theory of mind has become seamlessly integrated with theory and data from cognitive neuroscience and human cognitive and developmental psychology (see Shettleworth, 2010a). A good example is in the study of numerical cognition. Parallel experiments with monkeys and children have uncovered common systems for precise assessment of small numbers of items and for approximate representations of large quantities (Cantlon, Piatt, & Brannon, 2009). These same systems are evident in behavioural tests with human adults and in single-cell recordings with monkeys (Nieder & Dehaene, 2009), supporting a view of human numerical competence in which it develops via uniquely human mechanisms from simple core systems shared with other species (Spelke & Lee, 2012). In contrast, with few exceptions (e.g., Call, in press), most current discussions of animal insight almost completely overlook recent literature on human problem-solving. They also tend to give short shrift to explanations of insightful behaviours in terms of basic learning mechanisms. The purpose of this article is to redress this balance and to ask whether doing so suggests new directions for comparative research.The article has three main sections. For a basis from which to compare work with nonhuman animals (henceforth simply animals), we first look at major issues and approaches in current research on human insight. We then turn to the landmarks in 20th century research on animal insight, with particular attention to the work of Kohler (1925/1959) and Epstein (1985). Finally we look at a sample of 21st century studies with diverse species and paradigms that have been claimed to reveal insight.Human Insight: A Brief ReviewLike the problem of the out-of-reach banana or the dangling apple, problems that humans may solve insightfully involve a goal that cannot be reached in the way most subjects try first. Such problems can be as simple as a paper-and-pencil test in which dots in a 3 X 3 array must be joined by four connected straight lines (the ""9 dot"" problem, see Weisberg, 2006). …"
"The spontaneous interconnection of four repertoires of behavior in a pigeon (Columba livia).","https://scispace.com/paper/the-spontaneous-interconnection-of-four-repertoires-of-mf4gxnuxay","1987","Journal Article","Journal of Comparative Psychology","Robert Epstein","10.1037/0735-7036.101.2.197","https://www.researchgate.net/profile/Robert-Epstein-3/publication/19554356_The_spontaneous_interconnection_of_four_repertoires_of_behavior_in_a_pigeon_Columba_livia/links/54f748a30cf2ccffe9db082d/The-spontaneous-interconnection-of-four-repertoires-of-behavior-in-a-pigeon-Columba-livia.pdf","… min in a manner that one might call trial and error. Another procedure … pigeon (289WP) that had been previously used in a variety of laboratory experiments, including a problem-solving …","A pigeon was trained to peck a small facsimile of a banana placed within its reach, to climb onto a box, to open a door, and to push a box toward targets. When confronted with a new situation-the banana was placed out of reach, and the box was placed behind the door-the four repertoires came together rapidly to produce a humanlike solution to the problem. A tentative account of the performance is offered in terms of empirically validated principles."
"The spontaneous interconnection of three repertoires","https://scispace.com/paper/the-spontaneous-interconnection-of-three-repertoires-2lag5mc1tp","1985","Journal Article","Psychological Record","Robert Epstein","10.1007/BF03394917","","… When the pigeon was confronted with the problem, a swift but … but had never been used in a problem-solving experiment. He was … ,"" but neither was it ""trial and error."" These terms have …","A previous study (Epstein, Kirshnit, Lanza, & Rubin, 1984) showed that pigeons that had acquired two relevant behaviors (pushing a box toward targets, and climbing onto a box and then pecking a small facsimile of a banana) could solve the classic box-and-banana problem. A human-like solution emerged as a result of the manner in which the two repertoires became interconnected moment-to-moment in time (Epstein et al., 1984; Epstein & Medalie, 1983). In the current experiment, a pigeon acquired three separate behaviors: (a) climbing, (b) pushing toward targets, and (c) pecking the banana. When the pigeon was confronted with the problem, a swift but erratic and not especially “insightful” solution emerged. Some simple principles shed light on the differences between the performances generated by the interconnection of two repertoires and the interconnection of three repertoires in this situation."
"Animal creativity as a function of behavioral innovation and behavior flexibility in problem-solving situations","https://scispace.com/paper/animal-creativity-as-a-function-of-behavioral-innovation-and-2l8tts0b5v","2021","Journal Article","Integrative Psychological and Behavioral Science","Luiz Henrique Zambom Santana
Miriam Garcia-Mijares","10.1007/S12124-020-09586-5","","… solution can usually be obtained by trial and error, and the … animal cognition just from heuristic problem-solving narrows … was not directly defined or measured in Epstein’s model. The …","A natural approach of animal creativity through insightful problem-solving may offer a panel of how physiological, contextual, cultural and developmental variables related to each other to produce new behaviors. The spontaneous interconnection of acquire behaviors is an Insightful Problem-Solving model based on the new combination and/or chaining of behaviors that were previously and independently trained. This model seems to offer an integrative alternative for the studies of Innovation and Behavioral Flexibility because it allows the research on innovation in a scenario in which the response that solves the problem situation is not available by trial-and-error. Measuring task-appropriateness by behavior flexibility and novelty by behavior innovation under insightful problem-solving paradigm can contribute for the integration of decades of evidence in Cognitive Psychology, Neuro-ethology, Behavior Analysis and Behavioral Neurosciences. The Insightful Problem-Solving allows the independent test of behavioral innovation and behavioral flexibility as it measures the behavioral innovation inside insightful test and tests if the BF depends on variables arranged in the problem-situation and/or on the previous training (e.g. familiarity with access to appetitive stimulus in the pre-test, the number of distinct behaviors trained, and contingency changes in the post-test)."
"Of course animals are creative: Insights from generativity theory","https://scispace.com/paper/of-course-animals-are-creative-insights-from-generativity-2sylk1v478","2015","Book Chapter","","Robert Epstein","10.1016/B978-0-12-800648-1.00013-9","https://drrobertepstein.com/downloads/EPSTEIN_2015-Of_course_animals_are_creative-In_Kaufman%26Kaufman-Animal_Creativity_%26_Innovation.pdf","… People have witnessed novel problem-solving behavior in animals for as long as they have … In a second experiment, one bird “used a tool to extract another tool on his very first trial” (p. …","When human behavior is both novel and of value to a community, it is sometimes labeled “creative” by members of that community. Virtually all animal behavior is novel in some sense, and it is also sometimes has value, particularly when it solves a problem. It is not unreasonable, therefore, to apply the language of human creativity to some instances of animal behavior. It is also possible that the same neural processes underlie the emergence of novel behavior in both people and animals; if so, at least in that regard, animal behavior may be creative in precisely the same way human behavior is. Generativity theory is a formal, predictive theory of novel behavior which asserts that the same processes underlie novel behavior in both animals and people. Instantiated in a computer model, the theory has been successful in predicting ongoing novel behavior in both pigeons and people in laboratory settings moment to moment in time. The main assertion of the theory—that novel behavior emerges as previously established behaviors become interconnected—makes sense in evolutionary terms because it provides organisms with an efficient way of adapting previously established behavior to novel situations. Unfortunately, rather than analyze novel behavior in animals using the formal quantitative methods of the natural sciences, researchers who study such behavior often engage in a century-old and largely pointless debate about the role that cognitive processes play in the emergence of such behavior."
"“Insight” in pigeons: absence of means–end processing in displacement tests","https://scispace.com/paper/insight-in-pigeons-absence-of-means-end-processing-in-p6jmdq4r0x","2014","Journal Article","Animal Cognition","Robert G. Cook
Catherine Fowler","10.1007/S10071-013-0653-8","https://pmc.ncbi.nlm.nih.gov/articles/PMC3894253/pdf/nihms495104.pdf","… While Epstein’s generativity account provides an alternative … A test trial was terminated after 20 min if no synthesis of the … encourage goal-directed box pushing. Perhaps as a result, …","The understanding of functional relations between action and consequence is a critical component of intelligence. To examine this linkage in pigeons, we investigated their understanding of the relations of the elements tested in an extension of Kohler’s box stacking task to this species. In the experiments, the pigeons had to move a spatially displaced box under an out-of-reach target. Experiment 1 successfully replicated and extended the previous finding showing that when separately trained to move a box and stand on it to peck the target, pigeons can synthesize these behaviors to solve the single-box displacement problem quickly on their first attempt. Experiment 2 tested whether pigeons, when given a simultaneous choice between two boxes with identical reinforcement histories, would selectively choose the box with the correct functional affordance (i.e., permitting standing) to solve the problem rather than a non-functional one. Their extensive, equivalent, and undirected behavior in moving both boxes during these tests suggests the pigeons did not possess a means–end understanding of the functional properties of the boxes. Instead, their results were consistent with an analysis of their earlier synthetic behavior as being due to the temporal and spatial relations of the physical elements in the task and their prior learned behaviors."
"Animal cognition as the praxist views it","https://scispace.com/paper/animal-cognition-as-the-praxist-views-it-2xtqd51fie","1985","Journal Article","Neuroscience & Biobehavioral Reviews","Robert Epstein","10.1016/0149-7634(85)90009-0","https://drrobertepstein.com/downloads/Epstein-Animal_Cognition_as_the_Praxist_Views_It-Neuroscience_and_Biobehavioral_Reviews-1985.pdf","… The pigeon's apparent confusion would seem to be the result … of the green target, climbing onto the box and pecking the … The average solution time with Object I was 2.75 rain, and all …",""
