"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","Relevant Excerpt"
"What does it take to learn a word","https://scispace.com/paper/what-does-it-take-to-learn-a-word-4hbfh6dk5b","2017","Journal Article","Wiley Interdisciplinary Reviews: Cognitive Science","Larissa K. Samuelson
Larissa K. Samuelson
Bob McMurray","10.1002/WCS.1421","https://scispace.com/pdf/what-does-it-take-to-learn-a-word-4hbfh6dk5b.pdf","Vocabulary learning is deceptively hard, but toddlers often make it look easy. Prior theories proposed that children's rapid acquisition of words is based on language-specific knowledge and constraints. In contrast, more recent work converges on the view that word learning proceeds via domain-general processes that are tuned to richly structured-not impoverished-input. We argue that new theoretical insights, coupled with methodological tools, have pushed the field toward an appreciation of simple, content-free processes working together as a system to support the acquisition of words. We illustrate this by considering three central phenomena of early language development: referential ambiguity, fast-mapping, and the vocabulary spurt. WIREs Cogn Sci 2017, 8:e1421. doi: 10.1002/wcs.1421 For further resources related to this article, please visit the WIREs website.","ability for language is amazing. To reach an average-sized vocabulary by kindergarten, children have been argued to learn up to nine new words a day. In 1960, Quine . illustrated the difficulty of this feat, which we paraphrase here: Introduction:
 Imagine you are a field linguist studying a community whose language you do not know. You go hunting with a group of tribesmen and see a rabbit hop past. One of the tribesmen shouts ""gavagai."" How to you determine what this new word means? It could be ""rabbit"" but it could also be ""hopping,"" ""fluffy,"" ""dinner,"" ""get it!"" or a host of other things. This problem is further complicated by the relative cognitive immaturity of the very young learner: toddlers have a limited understanding of abstract concepts; they can't do math; they can't hop on one foot; and they are still learning to feed themselves. When the challenging problem of inferring a new word's meaning meets the poor cognitive skills of typical children, this creates a mystery. How can children learn so many words so quickly? For many years, the most widely-accepted answer to this question was that young learners are imbued with specialized abilities and/or innate knowledge that guide them to the correct word meanings. For example, children may come to the word learning table with the assumption that most new words refer to whole objects (the rabbit) not parts (ears) or features (fluffy); or they may assume that words refer to the more common or ""basic level"" of description (e.g., gavagai means ""rabbit""), rather than a subordinate level of description (e.g., ""eastern cottontail rabbit"" or ""Peter rabbit"") or a superordinate level of description (e.g., ""rodents"", ""mammals""). Such knowledge is captured as constraints 2 , principles  , or more recently, prior expectations  , and there is considerable evidence that children at some ages behave in ways that appear consistent with these kind of language specific abilities. Now things are changing. The field of word learning is in the middle of a shift in viewpoint. There are new theoretical developments like a radical new understanding of learning (see Aslin article in this collection) as well as a richer understanding of how toddlers' own bodies play a role in cognition (see Oudeyer article in this volume and  ). These advances are being supported by data from new technologies like eye-tracking and wearable cameras  . Finally, sophisticated new computational tools are giving us an ever-clearer picture of the subtle information available in the child's environment  , and allowing us to implement, explore, and test complex theories of how learning works  . All together, these theoretical and methodological innovations are challenging older ideas about language-specific abilities and knowledge."
"Vocabulary growth in late talkers: lexical development from 2;0 to 3;0","https://scispace.com/paper/vocabulary-growth-in-late-talkers-lexical-development-from-2-kq21l3ej87","2000","Journal Article","Journal of Child Language","Leslie Rescorla
Jennifer Mirak
Leher Singh","10.1017/S030500090000413X","https://scispace.com/pdf/vocabulary-growth-in-late-talkers-lexical-development-from-2-kq21l3ej87.pdf","Vocabulary growth from 2;0 to 3;0 was studied in 28 late talkers using expressive vocabulary inventories reported bimonthly on the Language Development Survey (LDS). Group milestones were 18 words at 2;0, 89 words at 2;6, and 195 words at 3;0. A sub-group of 11 children (Group 1) showed a rapid vocabulary spurt between 2;2 and 2;8, reached the 150-180 word mark by 2;6, and attained the LDS ceiling of about 300 words by 2;10. In contrast, the 17 children in Group 2 still had a mean vocabulary of fewer than 30 words at 2;6, had less of a vocabulary spurt when they did start acquiring words, and attained the 150-180 vocabulary mark at 3;0. All 3;0 language outcome measures were significantly predicted by LDS vocabulary size from 2;2 to 2;4.","maternal diaries, also reported that object names constituted only about - % of total vocabularies, and that an increase in object words was not associated with a spurt in vocabulary. :
 Finally,  examined vocabulary composition in about  children who participated in the cross-sectional norming sample for the CDI : Toddlers. Results indicated that percentage of common nouns increased steadily as lexicons grew from  to  words, reaching a peak of  % between  and  words ; percentage of nouns declined thereafter, falling to  % in lexicons of about  words. In contrast, predicates (action verbs and adjectives) and closed class words (modals, auxiliaries, articles, pronouns, prepositions, connectives and question words) became more frequent as lexicons began to exceed  words. Thus,  suggest that a nominal preference is associated with lexical growth only until about the -word mark, typically at  ;  and  ; . :
 In sum, for typically developing children there seems to be a clear association between early vocabulary growth and nominal acquisition when both are assessed by vocabulary checklists. That is, early in lexical development, toddlers who learn many nominals have rapid vocabulary growth  and toddlers whose vocabularies are growing more rapidly have higher nominal percentages. Thus, nominal acquisition seems to be the most common method by which toddlers add large numbers of words to their vocabularies in a relatively short period of time. :
 As this account indicates, the course of lexical acquisition has been extensively studied in normally developing children. However, there has been very little research on the growth of early vocabularies in late talkers. What research there has been in the area of vocabulary skills in late talkers has generally involved experimental studies with older language-impaired youngsters. For example, Leonard, Schwartz, Chapman, Rowan, Prelock, Terrell, Weiss & Messick () reported that children with expressive language delays and language-matched children did not differ in their lexical acquisition patterns during an experimental task involving novel words."
"Vocabulary Spurt: Are Infants full of Zipf?.","https://scispace.com/paper/vocabulary-spurt-are-infants-full-of-zipf-1kr9pngxjj","2010","Book Chapter","","Julien Mayor
Kim Plunkett","","https://scispace.com/pdf/vocabulary-spurt-are-infants-full-of-zipf-1kr9pngxjj.pdf","Infants do not learn words at a constant rate. During the second year of life, a dramatic increase in the speed of word learning is observed. Different mechanisms explaining this vocabulary spurt have been proposed, either through endogenous factors such as learning capacity or exogenous factors, such as frequency of word usage. We demonstrate that occurrence statistics alone is not sufﬁcient to explain the acceleration in vocabulary growth, discuss other potential exogenous contributions such as phonological complexity and suggest that a change in word learning capacities is necessary. A model implementing an increased ease of learning is introduced and illustrates this endogenous approach by replicating the non-linear vocabulary growth characteristics of language acquisition.","difficulty, he showed that a time-toacquisition growth curve yields a pattern of vocabulary development typical of infants during their second year. On the basis of this finding, he claimed that ""acceleration in vocabulary growth could arise from occurrence statistics alone"" . Introduction:
 Our aim is to clarify the origin of this non-linear increase in the speed of lexical acquisition; whether this transition is the result of a change in the infant's mental representations or brain organisation (endogenous factors), or caused by the statistical nature of the input, such as phonological complexity or the frequency of word usage (exogenous factors). We show mathematically that word frequency cannot alone explain the acceleration in vocabulary growth. This demonstration also fits well with empirical findings that word frequency is not an entirely reliable proxy for word difficulty . Instead, we suggest that changes in the infant's learning capacity are required to display the non-linear growth in the speed of word acquisition. These changes, such as the emergence of fast mapping , provide the basis for the unique learning capacities displayed late in the second year of human life. Statement of the problem:
 For expository purposes, we make three simplifying assumptions; (i) infants only learn words when hearing them, (ii) word occurrence statistics follows Zipf's law and (iii) all words are equally difficult to learn. If these three criteria are satisfied, we demonstrate that vocabulary growth will be linear, unless a change in learning capacity takes place (as a function of time or as a function of the number of words al-ready present in the lexicon ). In other words, a change in learning capacity is a necessary pre-requisite to drive a nonlinearity in vocabulary growth. We justify this claim by both analytical considerations and through simulations. Later, we will show that (i) the assumption of online learning can be relaxed, (ii) that speech corpora used with real infants follow the same behaviour as Zipf's law and we will suggest that (iii) phonological complexity of early words do not seem to play a prominent role in shaping the vocabulary spurt. We will suggest, therefore, that a change in the infants' learning capacities is driving the naming explosion. Statement of the problem:
 Let us first justify our initial assumptions. First, we argue that infants learn words when they are confronted with them and not by processing words off-line after accumulating evidence.  introduced the idea that infants are able to ""fast map"", whereby infants demonstrate rapid mastery of the appropriate use of labels after a limited number of learning opportunities. Evidence of the infant's ability to learn a new word after limited exposure was also explored by , suggesting that novel words can be retained at least 24 hours after the infants have been exposed to them only 9 times, even for infants as young as 13 months of age. More recent evidence based on infant-caregiver interactions showed that the naming event needs to occur at the right moment in time when the infant is attending to the named object to be successful   . These findings provide strong support for the claim that infants perform on-line word learning when exposed to them. Consequently, if infants only engage in online word learning, the raw statistics of word usage should be exploited and not, as in , a logarithmic transformation of the word frequencies (a further comparison of our approach to McMurray, 2007, is discussed later). Moreover, we will show that even a relaxation of the assumption of online learning cannot explain an accelerated vocabulary growth."
"The differentiation of early word meanings from global to specific categories: Towards a verification of the “semantic pluripotency hypothesis”","https://scispace.com/paper/the-differentiation-of-early-word-meanings-from-global-to-1m0m4i77","2022","Journal Article","","Hiromichi Hagihara","10.1080/10489223.2022.2091441","https://scispace.com/pdf/the-differentiation-of-early-word-meanings-from-global-to-1m0m4i77.pdf","","language use from one-word to twoword utterances. For instance, young children use gestures , intonation , or successive single-word utterances to distinguish specific aspects of holistic events (objects or actions) before they can produce multi-word utterances. General discussion:
 Task performance in the mismatch condition was also positively related to the vocabulary size of common nouns in both Study 1 and Study 2, although careful interpretation is needed because of weak evidence, as the credible interval of parameter estimates straddled zero. Regarding this positive relationship as plausible would imply that semantic differentiation of object words might be related to the acquisition of metalinguistic knowledge that ""objects have their own names"" (i.e., ""naming insight"";  and the efficient use of a naming bias such as shape bias . General discussion:
 In addition, task performance in the different-object and absent-object conditions had a negative relation to verb vocabulary size in particular. This might have occurred because individuals, who placed relatively great weight on actions in object word meanings, used object words to express actions, which resulted in the unnecessity of developing action words. In any case, further investigation is required to examine these possibilities. General discussion:
 The critical developmental period of semantic differentiation differed from the original preliminary study in Chapter 2. In this chapter, we detected that the period was around when toddlers reached 19 months or expressive vocabulary size of 40 or 50 words, although we initially reported that it occurred later, at around 21 months or 140 words in Chapter 2. This difference may be attributed to the small sample size and widely distributed age range in the previous study; however, it would still be true to say that cognitive abilities regarding word learning drastically develop during the latter half of the second year. Interestingly, the vocabulary size detected in this study was consistent with the rule of thumb of the critical period when vocabulary spurt occurred , suggesting that semantic differentiation of object words from global event categories to specific object categories might contribute, even partially, to the acceleration of word learning. Although some researchers assumed that there was no qualitative cognitive change before and after vocabulary spurt (e.g., , it is worth mentioning that the present study provided findings of qualitative change in early word meanings."
"Individual Differences and their Implications for Theories of Language Development","https://scispace.com/paper/individual-differences-and-their-implications-for-theories-1a2wbmx6ql","2019","Book Chapter","","Elizabeth Bates
Philip S. Dale
Donna J. Thal","10.1111/B.9780631203124.1996.00005.X","https://scispace.com/pdf/individual-differences-and-their-implications-for-theories-1a2wbmx6ql.pdf","","socalled vocabulary burst, i.e. no single ""take-off point"" of the kind assumed by most of the theories cited above. And yet, there does appear to be a region of acceleration during the second year that cries out for explanation. Vocabulary production:
 Because the CDI data base is essentially crosssectional (one cannot construct a growth curve from two points), it cannot provide direct information about the existence, incidence or prevalence of the legendary burst. If there are a large number of individual stepwise functions, they are masked by summation across individual children. However, these data can provide two indirect sources of information about the timing and nature of nonlinear changes in rate of development. Vocabulary production:
 First, let us assume that accelerations in rate of development become most evident between 50-100 words. If this is the case, then some children in our sample are on their way to a vocabulary burst between 14-16 months of age (see figure .3) -well before the 17-19 month transition predicted by many theories. By the same argument, the data in figure .3 suggest that some children in the third year of life are still well below the 50-100-word boundary where the putative burst typically appears. Thus, if a vocabulary burst does occur, its timing is characterized by wide individual variation. For some children, it may occur as early as 14 months, for some as late as 24-26 months. Vocabulary production:
 A second set of facts derives from analyses of stability over time in the MacArthur Norming Study.  have reported longitudinal data from the 500 parents who completed a second inventory approximately six weeks after the initial questionnaire. Correlations between initial and later scores were computed separately for each age group, based on the child's age at first administration. Correlations for the CDI:Todders exceeded r = 0.90 at every age. Correlations for the CDI:Infants were in the 0.8-0.9 range for both comprehension and production, with a single exception: at 12 months, the test-retest correlation for infant vocabulary production dropped to r = 0.60. Analyses of our six-month longitudinal data were consistent with these results, suggesting a discontinuity in individual differences occurring at approximately one year of age. The lower reliability coefficient at 12 months may reflect a general reorganization of infant cognition at the 12-month boundary (see  for a similar 12-month discontinuity in longitudinal studies using the Bayley Scales of Infant Development). Alternatively, it may reflect a discontinuity in parental perceptions of infant language. That is, the emergence of meaningful speech at 12 months may cause some parents to reevaluate the criteria that they used before this point to define a ""real word"" (e.g. ""I thought he said 'mama' before, but what he is doing now is really different""). If this observation is correct, then the most important discontinuity in early word production is the one that occurs between 12-13 months of age -and not the one that is supposed to occur later in the second year. The putative vocabulary burst from 16-20 months may be the inevitable product of a growth function that is set in motion at the end of the first year, i.e. from 10-12 months."
"Tracing children's vocabulary development from preschool through the school-age years: An 8-year longitudinal study","https://scispace.com/paper/tracing-children-s-vocabulary-development-from-preschool-1tx4rr6fd3","2015","Journal Article","Developmental Science","Shuang Song
Mengmeng Su
Cuiping Kang
Hongyun Liu
Yuping Zhang
Yuping Zhang
Catherine McBride-Chang
Twila Tardif
Hong Li
Weilan Liang
Zhixiang Zhang
Hua Shu","10.1111/DESC.12190","https://scispace.com/pdf/tracing-children-s-vocabulary-development-from-preschool-1tx4rr6fd3.pdf","In this 8-year longitudinal study, we traced the vocabulary growth of Chinese children, explored potential precursors of vocabulary knowledge, and investigated how vocabulary growth predicted future reading skills. Two hundred sixty-four (264) native Chinese children from Beijing were measured on a variety of reading and language tasks over 8 years. Between the ages of 4 to 10 years, they were administered tasks of vocabulary and related cognitive skills. At age 11, comprehensive reading skills, including character recognition, reading fluency, and reading comprehension were examined. Individual differences in vocabulary developmental profiles were estimated using the intercept-slope cluster method. Vocabulary development was then examined in relation to later reading outcomes. Three subgroups of lexical growth were classified, namely high-high (with a large initial vocabulary size and a fast growth rate), low-high (with a small initial vocabulary size and a fast growth rate) and low-low (with a small initial vocabulary size and a slow growth rate) groups. Low-high and low-low groups were distinguishable mostly through phonological skills, morphological skills and other reading-related cognitive skills. Childhood vocabulary development (using intercept and slope) explained subsequent reading skills. Findings suggest that language-related and reading-related cognitive skills differ among groups with different developmental trajectories of vocabulary, and the initial size and growth rate of vocabulary may be two predictors for later reading development.","in the present study we chose an expressive vocabulary definition measure. This measure focused on children's knowledge of word meanings and has been used in a number of previous studies as a reasonable indicator of Chinese children's vocabulary development from ages 4 to 9 . Introduction:
 There is consensus that substantial individual differences exist in the rate and shape of vocabulary growth. Vocabulary varies widely in the initial size and growth rates between children; some start slow and speed up, while others start fast and continue at a steady pace . Therefore, initial size and developmental speed may be two meaningful indices of vocabulary growth. In one study, individual differences in initial vocabulary size were observed for both L1 and L2 learners at age 7; such differences could predict the subsequent growth of reading comprehension skills . Moreover, modeling individual growth rates can provide a sensitive measure of differences between catch-up versus delayed groups and can determine which factors best predict patterns of such group differences . For example,  found that late talkers with efficiency in lexical processing at 18 months showed more accelerated vocabulary growth over the following year compared with late talkers who were less efficient in early speech processing. They also divided children's vocabulary development into four subgroups demonstrating different initial vocabulary size and rate. Such clustering analyses help to clarify the extent to which subgroups of children with different developmental patterns can be identified using early cognitive skills . By using a data-driven approach, we sought to chart individual variation in both initial vocabulary size and growth rate and establish subgroups of lexical growth over a long period of time. In particular, we wanted to determine whether children with low vocabulary knowledge at age 4 would remain delayed after they entered primary school or, alternatively, would catch up with development. Introduction:
 Individual differences in children's vocabulary growth can be explained in terms of experience-based factors, such as family socioeconomic status (SES) , parent language input  and home literacy . Studies across languages have also demonstrated that children's early vocabulary growth is associated with certain cognitive skills, such as working memory, phonological processing skills and morphological awareness . In the present study, we tested whether and how children's initial vocabulary and vocabulary growth are affected by both environmental factors and these cognitive skills. Because vocabulary and reading development overlap after children enter school, we also included some other reading-related cognitive factors, including rapid automatized naming  and orthographic awareness . We thus investigated whether and how environmental and cognitive factors might jointly account for individual differences in Chinese children's vocabulary development."
"A probabilistic computational model of cross-situational word learning.","https://scispace.com/paper/a-probabilistic-computational-model-of-cross-situational-2lgldem76s","2010","Journal Article","Cognitive Science","Afsaneh Fazly
Afra Alishahi
Suzanne Stevenson","10.1111/J.1551-6709.2010.01104.X","http://www.cs.toronto.edu/~afsaneh/FazlyEtAl-CSJ10.pdf","","than in terms of the number of input pairs, as in our analysis in the previous section). This enables us to consider patterns across individual children in terms of finer grained properties of the input they have been exposed to (rather than just shear amount). The developmental pattern of word learning:
 In this more detailed analysis, we examine the pattern of vocabulary growth (i.e., the rate of word learning) to see whether we observe a sudden or a gradual increase in the learning rate. Whatever pattern we observe in the behavior of our model emerges in the absence of any particular developmental change or shift in the underlying learning mechanism, since our model incorporates a single mechanism of vocabulary acquisition at all stages of learning. Such an analysis can help us better understand possible causes of a (sudden or gradual) increase in the rate of learning words in the course of lexical acquisition, and the extent to which the changes in the vocabulary growth correlate with the input. To examine the pattern of vocabulary growth in individual children, here we train our model separately on data from each of the 12 children in our corpus (instead of the usual training on a subset of the corpus containing 20,000 input pairs). The developmental pattern of word learning:
 Fig.  depicts the change in the proportion of learned words as a function of the number of word types received at each point in time. The figure plots the vocabulary growth curve for each child as the model processes the corresponding training pairs for that child. The number of training pairs for the different children varies from around 10,000 to just above 18,000, and the total number of word types in the input ranges from 1,387 to 2,556. The general pattern of growth is similar for all children: Growth rate is higher at the early stages but gradually decreases as more input is processed. The observed pattern can be attributed to the property of our model that uses its own learned knowledge of word meanings to facilitate the learning of new words. Learning is slow at the beginning because the model has no knowledge of word meanings. As the model learns some words, it can bootstrap on this knowledge to acquire new words. This observation is in line with those studies suggesting that the more words the word learner (a child or a computational model) acquires, the easier it gets for it to learn the meaning of novel words . However, the learning rate eventually slows over time; this is expected because, with realistic data such as what we use, there will be a decrease over time in the rate of hearing words that are new to the model."
"Explosión del vocabulario infantil y primer lenguaje: una revisión","https://scispace.com/paper/explosion-del-vocabulario-infantil-y-primer-lenguaje-una-3ho4crvv6h","2010","Journal Article","Anales De Psicologia","María Dolores Galián Conesa
Ester Ato Lozano
José Antonio Carranza Carnicero","","https://scispace.com/pdf/explosion-del-vocabulario-infantil-y-primer-lenguaje-una-3ho4crvv6h.pdf","Title: Infant vocabulary spurt and first language: a review. Abstract: In this work will be listed several issues discussed at the litera- ture now about vocabulary spurt. The controversial nature of the phase of vocabulary spurt, its contents and duration. Discussed different criteria for defining exhaustively and operational this period. And finally, presents the factors that explain the possible causes and differences found in the transcultural studies.","lingüístico en las primeras fases de adquisición del vocabulario, sino también en fases posteriores cómo el inicio de la explosión del vocabulario. Esta cuestión se abordará profundamente en el siguiente apartado. Explosión de vocabulario: carácter universal, duración, determinación operativa:
 Una de las cuestiones más interesantes a las que se enfrenta el estudio del desarrollo del lenguaje decíamos que tiene que ver con el cambio que se produce en la capacidad del niño para aprender nuevas palabras. Esta cuestión ha generado numerosos estudios que intentan identificar ese cambio analizando las características de lo que ocurre antes y después de la explosión del vocabulario. En este sentido, se cuestiona la propia naturaleza del significado de la explosión del vocabulario, se describen diferentes criterios utilizados para definir el tránsito a la explosión del vocabulario, así como su duración. Explosión de vocabulario: carácter universal, duración, determinación operativa:
 El primero en señalar que la composición del vocabulario infantil era universal fue  en su estudio multicultural. Según este autor, en las producciones iniciales, los nombres constituían la mayor parte del vocabulario de los aprendices de diferentes lenguas. Este hallazgo generalmente denominado ""sesgo nominal"" ha sido encontrado en diferentes lenguas, sin embargo, no se ha confirmado en algunas otras, lo cual arroja dudas acerca de la universalidad del fenómeno. Por ejemplo, algunos autores señalan una mayor proporción de nombres en el vocabulario de niños ingleses , en una muestra de niños hispanos ; en niños franceses ; holandeses (DeHouwer y ; finlandeses ; alemanes ; y en niños hebreos . En italiano, D´Odorico, L., Carubbi, S.,  aún destacando la proporción de los nombres, resaltan la importancia de los predicados y palabras funcionales. Además, encuentran que los predicados muestran un ritmo de crecimiento mayor que los nombres de las 100 a las 200 palabras. Otros estudios señalan resultados opuestos como es el caso de  destacando un mayor número de verbos en una muestra de niños mandarines; y Choi y Gopnick (1995) que en una muestra de niños coreanos en el período de las 50 primeras palabras encuentran un 31% más de verbos que los observados en niños que adquieren el inglés."
"Using the words toddlers know now to predict the words they will learn next","https://scispace.com/paper/using-the-words-toddlers-know-now-to-predict-the-words-they-4lv49r169d","2013","Journal Article","Cognitive Science","Nicole M. Beckage
Eliana Colunga","","http://psych.colorado.edu/~colunga/publications/BeckageColungaCogSci13.pdf","","Title: Using the words toddlers know now to predict the words they will learn next Authors: Nicole M Beckage,Eliana Colunga Keywords: word learning, semantics, language acquisition, co-occurrence, development, longitudinal data, CDI"
"Infants' Ability to Learn Phonetically Similar Words: Effects of Age and Vocabulary Size","https://scispace.com/paper/infants-ability-to-learn-phonetically-similar-words-effects-34kxz5500t","2002","Journal Article","Infancy","Janet F. Werker
Christopher T. Fennell
Kathleen M. Corcoran
Christine L. Stager","10.1207/S15327078IN0301_1","https://scispace.com/pdf/infants-ability-to-learn-phonetically-similar-words-effects-34kxz5500t.pdf","What do novice word learners know about the sound of words? Word-learning tasks suggest that young infants (14 months old) confuse similar-sounding words, whereas mispronunciation detection tasks suggest that slightly older infants (18-24 months old) correctly distinguish similar words. Here we explore whether the difficulty at 14 months stems from infants' novice status as word learners or whether it is inherent in the task demands of learning new words. Results from 3 experiments support a developmental explanation. In Experiment 1, infants of 20 months learned to pair 2 phonetically similar words to 2 different objects under precisely the same conditions that infants of 14 months (Experiment 2) failed. In Experiment 3, infants of 17 months showed intermediate, but still successful, performance in the task. Vocabulary size predicted word-learning performance, but only in the younger, less experienced word learners. The implications of these results for theories of word learning and lexical representatio...","8.39, M switch = 12.53; see Figure ). The latter group includes all of the infants 20 months of age, nine of the infants of 17 months, and four of the infants at 14 months of age. TABLE 2 Correlations Across the Three Age Groups:
 A similar pattern of data was seen in our post hoc search for a comprehension threshold. Here the sharpest cutoff was obtained at 200 words. Those infants who are reported to understand less than 200 words do not succeed in the word-learning task, whereas those infants with reported comprehension vocabularies of more than 200 words do, t(11) = Ϫ3.134, p = .01 (M same = 7.94, M switch = 12.51; see Figure ). This time the latter group included 10 infants 17 months of age and 2 infants of 14 months.  Infants of 20 months are not included in this analysis because there is no comprehension measure on the Toddler version of the CDI. TABLE 2 Correlations Across the Three Age Groups:
 With a significant correlation between vocabulary size and word learning, an empirical search for a threshold will, by necessity, yield a value that will discriminate between the two groups. The values that were uncovered are, nonetheless, of interest. The current literature suggests a relation between a 50-word productive vocabulary size, as measured by both diary studies  and parental checklists  as predicting the onset of the naming explosion. Although the measurement tool used may lead to differences in estimated vocabulary size, our finding that a productive vocabulary substantially smaller than 50 words (25 words as measured by the CDI) predicts ability to learn minimally different words could be theoretically important. It raises the hypothesis that the ability to attend to fine phonetic detail might precede, and even be a mechanism that enables, a change of rate in word learning, rather than the threshold vocabulary size being the key to attending to fine phonetic detail. This will be of great interest to explore in future work. TABLE 2 Correlations Across the Three Age Groups:
 The 200-word value reported for comprehension is also of interest. In previous studies that failed to find a consistent relation between vocabulary size as measured by the CDI and online word recognition  the infants were reported to have receptive vocabularies of at least 200 words. This finding, together with our results, would suggest that vocabulary size is only consistently predictive of the phonetic detail used in lexical learning and recognition tasks when the child is first assembling a vocabulary. After the vocabulary, as measured by either production or comprehension indexes, passes some critical threshold, the relation is no longer consistent."
