"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","Relevant Excerpt"
"Toward a Usable Psychology of Reading Instruction.","https://scispace.com/paper/toward-a-usable-psychology-of-reading-instruction-4jb9rim7i3","1980","","","Lauren B. Resnick","","https://scispace.com/pdf/toward-a-usable-psychology-of-reading-instruction-4jb9rim7i3.pdf","This report offers the premise that a psychology of reading instruction has a set of questions of its own, questions that concern the ways in which the environmental interventions called instruction interact with cognitive processes to modify competence. The report discusses two streams of psychological research as they relate to reading instruction: that of the cognitive psychologists and that of the learning psychologists. Sectir,ns of the report include discussions of skilled performance ant' acquisition, individual differences, and inventions and discovery in learning to read. Suggestions for continued study are also offered, and include contrastive studies of good and poor readers, longitudinal studies of reading development, readiness and aptitude matching, and inquiries into who is likely to invent reading and who seems to need very exrlict instruction. The report concludes that a great deal more must to learned about the relationship between skilled performance in reading and patterns of acquisition, and that more must be learned about how development is modified by environmental events, particulary instruction. (MKM) *********************************************************************** * Reproductions supplied by EARS are the best that can be made * * from the original document. * *********************************************************************** TOWARD A USABLE PSYCHOLOGY OF READING INSTRUCTION U S DEPARTMENT OF HEALTH. EDUCATION & WELFARE NATIONAL INSTITUTE OF EDUCATION T $iiS DOCUMENT HAS BEEN REPRODUCED EXACTLY AS RECEIVED FROM THE PERSON OP ORGANIZATION ORIGINATING I T POINTS OF VIEW OR OPINIONS STATE? DO NOT NECESSARILY REPRESENT 01$ iCIAL. NATIONAL INSTITUTE OF F DuCATIoN POSITION OR POLICY","is required to develop fluency. It would undoubtedly also be congenial to the Goodmans (Vol. 1) and F. Smith (Vol. 2), who argue against any reading instruction that is not clearly oriented toward processing for meaning. SKILLED PERFORMANCE AND ACQUISITION::
 It is important to note in this context another fundamental difficulty in drawing instructional implications from contrastive data. Even when reliable differences in processing can be found, it cannot necessarily be assumed that the poorer readers are simply less advanced than better readers but are on the same developmental track. It is at least possible that good and poor readers are proceeding along different developmental tracks and that the processes observed or inferred for the less skilled are symptoms of generally less adaptive strategies rather than slower development. This would mean that instruction in any single subskill, such as automatic word recognition, would be unlikely by itself to change weak readers into strong ones, because the observed subskill differences are actually indicators of a whole ""package"" of differences between good and poor performers. Why some readers might adopt less efficient strategies than others is a question that has barely been raised, and I know of no research addressed directly to it. Some of the authors in these volumes, such as the Goodmans and F. Smith, suggest that too much insistence on overt decoding during early reading instruction may encourage an overly deliberate approach to reading and may actually interfere with the development of more efficient reading processes. To my knowiedge,.no direct evidence to support such a claim exists, but it is the kind of hypothesis that clearly bears investigation. Such investigations, however, cannot proceed within either a cross-age or a contrastive paradigm, because neither strategy permits direct observation of acquisition sequences. Instead, longitudinal research designs will be required."
"A Second-Order Conditionally Linear Mixed Effects Model With Observed and Latent Variable Covariates","https://scispace.com/paper/a-second-order-conditionally-linear-mixed-effects-model-with-28qeabwhv4","2012","Journal Article","Structural Equation Modeling","Jeffrey R. Harring
Nidhi Kohli
Rebecca D. Silverman
Deborah L. Speece","10.1080/10705511.2012.634729","https://scispace.com/pdf/a-second-order-conditionally-linear-mixed-effects-model-with-28qeabwhv4.pdf","A conditionally linear mixed effects model is an appropriate framework for investigating nonlinear change in a continuous latent variable that is repeatedly measured over time. The efficacy of the model is that it allows parameters that enter the specified nonlinear time-response function to be stochastic, whereas those parameters that enter in a nonlinear manner are common to all subjects. In this article we describe how a variant of the Michaelis–Menten (M–M) function can be fit within this modeling framework using Mplus 6.0. We demonstrate how observed and latent covariates can be incorporated to help explain individual differences in growth characteristics. Features of the model including an explication of key analytic decision points are illustrated using longitudinal reading data. To aid in making this class of models accessible, annotated Mplus code is provided.","model can be found in the Appendix, but we discuss important aspects of the code at various junctures in the text as the situation warrants. An ongoing explication of the various analytic decision points as well as a summary of the results is highlighted. LONGITUDINAL STUDY OF READING FLUENCY:
 For illustrative purposes, repeated measures data were obtained from a longitudinal study of 230 fourth-grade students in which growth in reading-related skills was examined across four time points . Children were assessed in the fall of their fourth-grade year and in the spring of their fourth-, fifth-, and sixth-grade years. The same measures of decoding and fluency were administered at each time point. Latent variables were created for decoding and fluency . At each measurement occasion, both fluency and decoding were each measured by three observed variable indicators. The latent variable for decoding included observed variables: phonological elision, word attack, and word identification (alpha reliability = .82). The latent variable for fluency included measures of oral passage reading fluency, silent reading fluency, and pseudoword decoding efficiency (alpha reliabilities = .85, .86, .88, and .91 over the four occasions, respectively). The observed variable acronyms and corresponding variable names in Mplus can be found in the Appendix.  described three stages of decoding: (a) the nonaccurate stage, (b) the accurate but not automatic stage, and (c) the accurate and automatic (fluent) stage. By fourth grade, most children are typically accurate but not necessarily automatic. Therefore, their decoding skills are more established than their fluency skills. As the reading task changes from ""learning to read"" to ""reading to learn,"" children build their fluency through practice reading . According to the verbal efficiency theory , children must decode fluently to free up cognitive resources to focus on understanding and learning from what they read. Once children have reached the fluent stage, fluency likely levels out as well. Beyond a certain rate, reading too quickly could actually hinder rather than support reading comprehension . In this study, decoding is a static latent variable measured at the first occasion in the fall of fourth grade and is thought to be related, if not systematically linked, to growth in fluency. Table  displays the sample statistics between the fluency measures, and the same descriptive measures for decoding are displayed in Table  to give some indication of the scale and variability of the variables used in the subsequent analysis. MODEL SPECIFICATION Measurement Model:
 In the basic second-order conditionally linear mixed effects model formulation, the repeated measure to be analyzed is an unobservable construct that itself is measured by multiple indicators at each measurement occasion. This relation is typically operationalized in terms of a measurement model connecting the observed indicators with the corresponding latent variable across time. Consider the k × 1 response vector, , for individual i at time j with 1 ≤ j ≤ m. It is assumed that these k observed variables at time j measure a single latent variable, η i , for the ith individual. A common factor model is specified that characterizes the relation of the observed variables to the latent variable:"
"Reading Prosody Development: Automatic Assessment for a Longitudinal Study","https://scispace.com/paper/reading-prosody-development-automatic-assessment-for-a-hjluew9vnl","2019","Proceedings Article","Symposium on Languages, Applications and Technologies","Erika Godde
Gérard Bailly
Marie-Line Bosse","10.21437/SLATE.2019-20","https://scispace.com/pdf/reading-prosody-development-automatic-assessment-for-a-hjluew9vnl.pdf","We discuss here the benefit of an automatic assessment technique, recently proposed for multidimensional scoring of children readings. The objective of this research is to monitor the development of reading prosody in a longitudinal study. We recorded 57 children in grade 2, then during their grade 3 while reading the same text. First year recordings were assessed subjectively and used to train the automatic tool. The second year recordings were also assessed both subjectively and automatically. We compare here the results given by the automatic vs. subjective assessment and have a look at the progress of the assessed reading skills of the children : expressivity, phrasing, smoothness and rate.","Title: Reading Prosody Development: Automatic Assessment for a Longitudinal Study Authors: Erika Godde,Gérard Bailly,Marie-Line Bosse Keywords: prosody, reading, automatic assessment, longitudinal study, development Introduction:
 Reading curriculum is often focused on the acquisition of decoding and automaticity. So many fluency training or intervention are based on reading speed and accuracy. However focusing on reading speed is often counterproductive . In fact, when focusing of the number of correct words pronounced per minute, children tend to read too fast, with only few pauses. Breath pauses are often not planned correctly: they breath when they get out of air . The gain in terms of speed is thus performed at the expense of comprehension, creating what Meisinger et al.  named ""word callers"", i.e. good decoders, poor comprehenders. Thus, definitions including prosody as a part of reading fluency skills have been recently proposed . In these definitions, the first stages of reading acquisition, i.e. decoding and automaticity are completed with the desirable acquisition of phrasing and expressivity. According to the four NAEP stages of reading acquisition , the first and second stages are decoding and automaticity. Then the third and fourth stages concern prosodic skills. When cognitive resources are freed by decoding automaticity, they can be fully dedicated to prosody and comprehension . So there should be a strong link between the production of adequate prosodic patterns and fluency . Introduction:
 Prosody in reading is also related to comprehension and overall literacy in primary and secondary grades, e.g. . Moreover, the link between prosodic reading and reading comprehension strengthens when the reader matures . This put forward the value of interventions on reading prosody in the reading curriculum and literacy achievement . That's why it is important to have a better knowledge of reading prosody development to design accurate and useful intervention. State of the art:
 There are few studies on reading prosody development itself, and these studies often considered one or two grade levels only, e.g. . However these studies give an idea of a global development scheme . But to have a better insight of the development of each reading parameter (prosodic or not) and their relations, there's a need of longitudinal studies."
"Smaller, Quicker, Cheaper: Improving Learning Assessments for Developing Countries","https://scispace.com/paper/smaller-quicker-cheaper-improving-learning-assessments-for-1qu8hdx69y","2011","","","Daniel A. Wagner","","https://scispace.com/pdf/smaller-quicker-cheaper-improving-learning-assessments-for-1qu8hdx69y.pdf","The effective use of educational assessments is fundamental to improving learning. However, effective use does not refer only to the technical parameters or statistical methodologies. Learning assessments in use today, whether large-scale or household surveys or hybrid ('smaller, quicker, cheaper' or SQC), have varied uses and purposes. The present volume provides a review of learning assessments, their status in terms of the empirical knowledge base, and some new ideas for improving their effectiveness, particularly for those children most in need. It is argued here that SQC learning assessments have the potential to enhance educational accountability, increase transparency, and support a greater engagement of stakeholders with an interest in improving learning. In addition, countries need a sustained policy to guide assessment choices, including a focus on poor and marginalized populations. The current effort to broaden the ways that learning assessments are undertaken in developing countries is vital to making real and lasting educational improvements.","readers can identify letter sounds, sight words, and nonsense words are, therefore, measures of automatic decoding skill. In general, measures of the relative mastery and automaticity of decoding among beginning readers are good predictors of early success at reading. 160 Automaticity of Reading: First and Second Language Reading …(L)iteracy development is multiply determined; successful reading and writing in the later elementary and secondary grades is not possible without high levels of language pro ciency, access to large stores of knowledge, and control over the local cultural norms of communication. For many decades, educators and others have debated the nature and acquisition of second language reading, similar to discussions about bilingualism. Such debates range from ""linguistic confusion"" in childhood learning if a child speaks more than one language in the home, to a similar controversy about whether learning to read in a second language should come earlier or later in the school curriculum. Added to the tension are the politics associated with language choice in countries where such matters may be intensely contested. Although these debates are beyond the scope of the present review, assessments of reading in a person's rst language (L1) and second language (L2) are very much part of the present discussion, because so many children in LDCs are confronted with this multilingual reality with far greater frequency than in most OECD countries. Beyond the politics of language choice and bilingual education, a growing science exists that encompasses both the social and cognitive dimensions of learning-and learning to read-in more than one language. Among sociolinguists and historians, the conversation often revolves around respect and resistance. ere is the respect that children (and parents) feel when their mother-tongue (L1) is used in school; and resistance (for some) when that L1 is not used in school. From a cognitive learning perspective, the conversation revolves largely around the concept of transfer. To what extent do skills acquired while learning a rst language (orally or in written form) transfer to a second language? Over the years, the preponderance of research ndings tend to support the ""additive"" or ""interdependent"" notion 160. See Stanovich (2000) on the importance of automaticity in reading. Even so, good reading predictors, such as automaticity, may be context and language dependent. More generally, research on cognition and automaticity provides a mixed picture: the all-or-none conception of automaticity has been challenged by studies showing a lack of co-occurrence among central features of automatic processes. For example, reading researchers (such as Stanovich) have widely used the Stroop interference measure as a way to measure automaticity in laboratory experiments. Recent research suggests that automaticity is, in reality, not so automatic, and subject to numerous contextual factors. See Moors and De Houwer, 2006. 161. Snow and Kang (2006), p. 76. 162. The sub eld of comparative reading acquisition is not new. Downing (1973), nearly three decades ago ago, published a major review on the acquisition of reading skills across wide variety of languages and orthographies. 163. For reviews, see Hornberger (2003), and Snow and Kang (2006). On ethnographic perspectives, see Wagner, 2004. that L1 language and reading skills generally enhance L2 language and reading skills. Yet, there are many unresolved issues. When should teaching of L2 reading begin, and should that co-occur with curricular content in L2? One way to think about the transfer issue is to consider the distance between the two languages and their contexts for learning. In Figure .1, three generic types of contexts"
"Naming Speed, Letter-Sound Automaticity, and Acquiring Blending Skills among Students with Moderate Intellectual Disabilities","https://scispace.com/paper/naming-speed-letter-sound-automaticity-and-acquiring-4qm5etkaz4","2011","","","Dawn H. Davis","","https://scispace.com/pdf/naming-speed-letter-sound-automaticity-and-acquiring-4qm5etkaz4.pdf","NAMING SPEED, LETTER-SOUND AUTOMATICITY, AND ACQUIRING BLENDING SKILLS AMONG STUDENTS WITH MODERATE INTELLECTUAL DISABILITIES by Dawn H. Davis Students with moderate intellectual disabilities (MoID) typically are not taught decoding skills because they have difficulty mastering critical blending skills. In response to this skill deficit among students with MoID, an Initial Phonics instructional sequence was created that included student development of rapid and automatic retrieval of taught letter-sound correspondences to a level of mastery before teaching the skill of blending. For each of 16 students with MoID (ages 6-15), mastery criterion of letter-sound automaticity phases was determined by their individual naming speed as measured by the Rapid Object Naming (RON) subtest of the Comprehensive Test of Phonological Processing (CTOPP). Visual analysis of graphically displayed single-case data revealed a functional relation between simultaneous prompting procedures and letter-sound correspondences, automaticity, and blending acquisition for all students. Furthermore, the use of hierarchical linear growth modeling (HLGM) revealed statistical significance for: (a) the impact of daily instruction on the development of letter-sound correspondences, automaticity, and blending in terms of average student growth per instructional session, (b) variability between student growth trajectories within automaticity and blending phases, (c) student pretest scores on RON as an explanatory variable for differences between growth trajectories within automaticity treatment phases, and (d) the extent to which the number of sessions to mastery within automaticity phases and student age predicted acquisition of blending skills. The purpose of identifying explanatory/predictor variables was to classify cognitive predictors for students with MoID who successfully acquire blending skills. NAMING SPEED, LETTER-SOUND AUTOMATICITY, AND ACQUIRING BLENDING SKILLS AMONG STUDENTS WITH MODERATE INTELLECTUAL DISABILITIES by Dawn H. Davis","for students with MoID with NS being the least examined cognitive subskill . Thus, this study explored the relationship between NS and automaticity of letter-sounds, and NS as a predictor of acquisition of the skill of blending for students with MoID. Implications for:
 Decades ago,  reported that RAN involves providing a verbal name to a visual stimulus when naming a letter's sound or a word's pronunciation from writing. Simply stated, the quicker a reader can associate the verbal representation of a printed phoneme and articulate it, the less decay and confusion occurs, leading to more efficient blending of the phonemes. This is supported by the more recent findings of  which show RAN as a predictor of phonological performance because the latter appears to depend upon how fast the reader can identify and name visual stimuli. were executed automatically, without the need for conscious attention, then efficient coordination of more complex skills would be more likely. Implications for:
 LaBerge and Samuels  emphasized that automaticity impacts the rate of reading acquisition, and Shiffron and  pointed out a relationship between amount of consistent practice and the degree of automaticity. They found that consistency was imperative to the extent that automaticity did not develop when tasks were inconsistent; moreover, the degree of automaticity depended upon the amount of consistency. Finally,  theorized that the most important mechanism underlying automaticity is the strengthening of connections between stimuli and responses. Practice makes these connections stronger and performances are subsequently faster and less effortful. Taken together, these findings strongly support incorporating formal, systematic development of automaticity within reading instruction. Implications for:
 Automaticity is a mechanism of fluency, although fluency involves additional skills such as prosody during rapid and accurate reading of connected text. One can develop automatic recognition of singular phonetic units such as letter sounds and words, but fluency typically refers to accuracy and speed of connected text at the passage level. Implications for:
 Sometimes researchers refer to letter-naming fluency or word-identification fluency that involves singular sound or word units , but more accurate terms would be letter-naming automaticity or word-identification automaticity .  drew attention to the development of letter-sound automaticity when they suggested that a fluency breakdown can occur at the sublexical, lexical, sentence, or higher integration levels. Fluency at lexical, sentence, or higher levels often is examined but sublexical skills that operate below the lexical level are examined less often.  underscored phonological awareness, letter-name, and letter-sound knowledge as sublexical skills that are the building blocks of the earliest stages of decoding. They acknowledged that early literacy development may be enhanced by sublexical fluency and that letter-sound fluency in particular may be a supporting mechanism of early word reading .  recognized that sublexical skills provide students with knowledge that facilitates the use of the graphophonemic associations necessary for reading."
"Automaticity in the reading circuitry","https://scispace.com/paper/automaticity-in-the-reading-circuitry-d8d71cp4h3","2021","Posted Content","bioRxiv","Sung Jun Joo
Kambiz Tavabi
Sendy Caffara
Jason D. Yeatman","10.1101/829937","https://scispace.com/pdf/automaticity-in-the-reading-circuitry-d8d71cp4h3.pdf","Skilled reading requires years of practice associating visual symbols with speech sounds. Over the course of the learning process, this association becomes effortless and automatic. Here we test whether automatic activation of spoken-language circuits in response to visual words is a hallmark of skilled reading. Magnetoencephalography was used to measure word-selective responses under multiple cognitive tasks (N = 42, 7-12 years of age). Even when attention was drawn away from the words by performing an attention-demanding fixation task, strong word-selective responses were found in a language region (i.e., superior temporal gyrus) starting at ~300 ms after stimulus onset. Critically, this automatic word-selective response was indicative of reading skill: the magnitude of word-selective responses correlated with individual reading skill. Our results suggest that automatic recruitment of spoken-language circuits is a hallmark of skilled reading; with practice, reading becomes effortless as the brain learns to automatically translate letters into sounds and meaning.","Title: Automaticity in the reading circuitry Authors: Sung Jun Joo,Kambiz Tavabi,Sendy Caffarra,Jason D Yeatman Keywords: Reading, Automaticity, Dyslexia, MEG"
"Developing Reading Automaticity and Fluency: Revisiting What Reading Teachers Know, Putting Confirmed Research into Current Practice","https://scispace.com/paper/developing-reading-automaticity-and-fluency-revisiting-what-1u03u29hi7","2018","Journal Article","Creative Education","Gail M. Wolf","10.4236/CE.2018.96062","https://scispace.com/pdf/developing-reading-automaticity-and-fluency-revisiting-what-1u03u29hi7.pdf","This article revisits research on reading automaticity and fluency with the goal of helping beginning reading teachers put confirmed research findings into current classroom practice. The article examines the concepts of automaticity and fluency, how both impact the development of skillful reading. The article reviews research on: a) reading strategies children use, and b) repeat reading teaching strategies to develop fluency. Case scenarios illustrate key findings. Based on the research and case scenarios, four conclusions are drawn: 1) The terms automaticity and fluency are often interchanged; the concepts are not the same; 2) Understanding the differences between automaticity and fluency can impact repeat reading teaching strategies; 3) There is an assumption that rapid word recognition is the same cognitive process as automatic word decoding; and 4) There are two pathways to fluent reading, rapid word recognition, and automatic decoding ability. The article presents a theoretical model which aligns with childhood learning theories, offering teachers a variation in repeat reading teaching strategies. Rather than repeating reading the same text, opportunities to read slightly different, decodable text improves decoding, builds fluency, and thus strengthens children’s reading comprehension of complex text.","Reading Teachers Know, Putting Confirmed Research into Current Practice Authors: Gail M Wolf Keywords: Beginning Reading Instruction, Automaticity, Fluency, Repeat Reading, Word Decoding search into Current Practice. Creative Education, 9, 838-855 Introduction:
 The purposes of this article are to: a) review the seminal literature to define How to cite this paper: Wolf, G. M. . Developing Reading Automaticity and Fluency: Revisiting What Reading Teachers Know, Putting Confirmed Re-G. M. Wolf spelling patterns with short vowel sounds. Examples of decodable text are the consonant-vowel-consonant (CVC) pattern, /a/, /o/, /i/, /u/, and, /e/ words: hat, mop, wig, fun, and men; about 250 words, only one spelling pattern (Appendix). Examples of other decodable text are the CVCC pattern: .. This definition of decodable text aligns with research from , , and . Defining Automaticity:
 Automaticity is defined as the ability of a reader to decode print instantly without conscious thought or effort . Automaticity is linked to reading comprehension; when a reader does not have to consciously think about decoding, the reader's mind is free to comprehend text . One root cause of poor reading comprehension is lack of automatic decoding skill . A main goal of reading instruction is to help children acquire automatic decoding ability . Defining Fluency:
 Fluency is defined as fast, accurate oral reading with proper expression . Beginning reading teachers check for reading automaticity by monitoring reading fluency, often focusing on speed of words read correctly per minute (wcpm) . Developing reading fluency is a national Common Core Standard of teaching practice . Defining Fluency:
 As with reading automaticity, reading fluency is tied to reading comprehension . Studies also show a connection between proper oral expressive reading (prosody) and improved reading comprehension . The Merging of Two Concepts, Automaticity and Fluency:
 The concept of developing reading fluency began to merge with the concept of reading automaticity . At times, the terms reading fluency and reading automaticity have merged in the literature;   Researchers agree, gaining automatic decoding skills helps lead to fluent oral reading . The rub is, should the beginning reading instructor strive for oral reading fluency during beginning reading attempts. The following scenario shows instead, the teacher focusing on independent, accurate reading, with comprehension. Case Scenario:
 Nelly is a four-year-old who would not talk. When children are first learning to read, the speed of oral reading is individualized .  note when children are learning to read, the reading is not fluent. Further, reading teachers should not expect first reading attempts to be fluent because children are learning to decode . Yet children must eventually develop reading fluency . Repeat Reading to Develop Reading Fluency:
 A main strategy to help young readers develop fluent reading is repeat reading . Repeat reading is a strategy in which a child reads the same text over and over until the oral reading becomes fluent . Repeat Reading to Develop Reading Fluency:
 This section explores the repeat reading theories of Jay Samuels, and Carol Repeat Reading to Develop Reading Fluency:
 Chomsky along with other repeat reading research. Next, the section explores repeat reading teaching practices to help children develop reading fluency."
"Longitudinal Predictors of the Overlap between Reading and Math Skills.","https://scispace.com/paper/longitudinal-predictors-of-the-overlap-between-reading-and-2vhmf4n5ge","2018","Journal Article","Contemporary Educational Psychology","Paul T. Cirino
Amanda E. Child
Kelly T. Macdonald","10.1016/J.CEDPSYCH.2018.06.002","","","Title: Longitudinal Predictors of the Overlap between Reading and Math Skills Authors: Paul T Cirino (Corresponding Author),Amanda E Child,Kelly Macdonald Keywords: math, reading, comorbidity, longitudinal, prediction"
"Differences in Mean Number of Consonant-Vowel-Consonant Words Decoded between Letter-Sound Readers and Non Letter-Sound Readers","https://scispace.com/paper/differences-in-mean-number-of-consonant-vowel-consonant-1vzu84k8be","2014","Journal Article","Open Journal of Nursing","Gail M. Wolf","10.4236/OJN.2014.46047","https://scispace.com/pdf/differences-in-mean-number-of-consonant-vowel-consonant-1vzu84k8be.pdf","Children’s failure to develop simple word decoding skills in early years is linked to future poor reading, school dropout, and poor health [1] [2]. Letter-sound knowledge is needed for word decoding development; however questions remain on what types of letter-sound knowledge help children decode simple words [3]. This study investigated the differences in mean number of consonant-vowel-consonant (CVC) words decoded between two groups of children, a letter-sound reading group and non letter-sound reading group. Children aged 4 to 6 in both groups, attempted to decode a variety of simple words such as tan, sit, hen, pig, dot, and fun. Analysis determined word decoding differences existed between the two groups. The alternate hypothesis was accepted; the letter-sound reading group had a significantly higher mean in number of consonant-vowel-consonant words decoded compared to the non letter-sound reading group. The study informs the teaching approaches needed to improve early decoding skills showing letter-sound reading ability is an important step for learning to decode simple consonant-vowel-consonant words.","this study's research methodology, sampling procedures, data collection and data analysis. Chapter 4 presents the data results and statistical analysis of the data results. Chapter 5 presents interpretations of the data results including a discussion of implications for practice and future research. Introduction to the Literature Review:
 The purpose of this literature review is to gain an appreciation of the current state of knowledge on beginning reading instruction. The main topics to be reviewed are a) automaticity theory, b) repeat reading theory and repeat reading strategies to develop children's decoding skills, c) letter-sound theory and teaching strategies, d) decoding skills, e) methodological literature, and f) seminal publications that have impacted the trajectory of reading instruction. A summary identifies gaps in reading research and shows why the study on letter-sound reading and word decoding was needed. Theoretical Framework: Automaticity Theory:
 Automaticity theory has been studied in many fields and has the same underlying meaning: a skill has been practiced enough that the skill no longer requires conscious thought or effort. The skill is done quickly and accurately. The mind is free to attend to other input  [6] [7]  [22] . Theoretical Framework: Automaticity Theory:
 Reading automaticity means accurate, fast, effortless word decoding: the ability of a reader to look at print and instantly respond with the proper sound translation, a print-to-sound process  [7] . Gaining automatic word decoding ability (automaticity) is a prerequisite to becoming a proficient reader  [6] . Failure to develop basic decoding skills in first grade contributes to failure to develop automatic decoding skills  [6] [8]  [29] . Theoretical Framework: Automaticity Theory:
 Automatic word decoding skill is linked to reading comprehension. When a reader does not have to consciously think about decoding text, the reader's mind is free to comprehend text  [6] [8] . Therefore, one root cause of poor reading comprehension is lack of automatic word decoding skill  [6]  [22] . When a reader struggles with word decoding, the mind is not free to comprehend what is being read  [6] . A main goal of reading instruction is to help children acquire automatic word decoding ability  [14] . Two Seminal Theories on Developing Reading Automaticity:
 Logan's  instance theory of automatization has gained attention in the reading research world   . Logan claims that each time a beginning reader decodes a word, an algorithm type memory trace is formed that will later be retrieved. Logan hypothesized that as decoding becomes automatic the algorithm track is dropped, previously learned decoding steps are skipped, and then abandoned entirely . Two Seminal Theories on Developing Reading Automaticity:
 In his instance theory, Logan  claims one instance of decoding a word may be all that is needed to gain automaticity from that point forward. This theory may help explain why some children, who are no longer beginning readers, can be told, ""This new word is bank"", and the children can instantly and effortless read the following new words: Hank, rank, sank, tank, blank, clank, spank, crank, drank, Frank (C. Hudson, personal communication, December, 20, 2010)."
"Using Systematic Prompt Fading to Program a Self-Questioning Strategy with Elementary Students with Disabilities","https://scispace.com/paper/using-systematic-prompt-fading-to-program-a-self-questioning-sf5nqfdvei","2019","","","Leah Michelle Turner","","https://scispace.com/pdf/using-systematic-prompt-fading-to-program-a-self-questioning-sf5nqfdvei.pdf","............................................................................................................................ ix CHAPTER","responsibility for choice and application of strategies to the student . Acquisition and Fluency: Acquisition and fluency are the first two stages in the Instructional Hierarchy. This is where students are exposed to modeling, repeated drill and practice, and corrective feedback. Acquisition and Fluency:
 Teachers either tend to move quickly through these stages or linger on them. Some teachers feel that once a student demonstrates a skill several times that they are fluent at it and can progress to the next skill. Haring and Eaton stated this is not the case and repeated practice and modeling should occur until the student can demonstrate the behavior or skill consistently at a set level with a high degree of accuracy. Students with disabilities benefit from a lot of time and practice on most skills, which is why some teachers fall into the trap lingering in the acquisition and fluency stages. For example, teachers may believe that a student should be proficient at reading fluently on grade level before moving on to comprehension. It is for this reason that much research has been dedicated to investigating which skills and strategies are more effective for students with disabilities and in what combination.  stated that an emphasis on accuracy in early reading will help students develop habitual accuracy, which will in turn contribute to reading accurately without significant effort. Once the student has demonstrated consistent and accurate performance of the new skill, they should make the transition to the next stage, fluency. Acquisition and Fluency:
 Over the last 30 years of research, fluency has been viewed as a bridge that readers must cross to get from word recognition to comprehension . In 1974, LaBerge and Samuels developed the theory of automatic information processing which has been used as a theoretical framework to explain the complex task of reading and has been used as a theoretical rationale for various instructional practices to improve reading accuracy and fluency. The theory states that there are two main components of fluent reading: accurate word decoding and automaticity in word recognition . LaBerge and Samuels made the argument that letter encoding had to be automatized before word reading could be automatized. Samuels  further explained saying that because a beginning reader's attention is on decoding, it is not immediately available for comprehension, which makes the process of deriving meaning more difficult and slower. Once decoding becomes automatic, there is more room for the student to concentrate on comprehending the text. The students should be able to fluently read the passage and be comfortable with it before working on the higher-level cognitive skills required for comprehension.  asserted that while word decoding, and fluency are major components of reading, reading comprehension is the element that in most tightly linked to the academic and professional success of students with learning disabilities."
