"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Snippet","Abstract"
"Individual differences in lexical processing at 18 months predict vocabulary growth in typically developing and late-talking toddlers","https://scispace.com/paper/individual-differences-in-lexical-processing-at-18-months-2yt6dh5m01","2012","Journal Article","Child Development","Anne Fernald
Virginia A. Marchman","10.1111/J.1467-8624.2011.01692.X","https://pmc.ncbi.nlm.nih.gov/articles/PMC3266972/pdf/nihms333662.pdf","… longitudinal design, we explore relations between language processing efficiency at 18 months and subsequent vocabulary … objects and listened to speech naming one of the pictures. …","Using online measures of familiar word recognition in the looking-while-listening procedure, this prospective longitudinal study revealed robust links between processing efficiency and vocabulary growth from 18 to 30 months in children classified as typically developing (n = 46) and as ""late talkers"" (n = 36) at 18 months. Those late talkers who were more efficient in word recognition at 18 months were also more likely to ""bloom,"" showing more accelerated vocabulary growth over the following year, compared with late talkers less efficient in early speech processing. Such findings support the emerging view that early differences in processing efficiency evident in infancy have cascading consequences for later learning and may be continuous with individual differences in language proficiency observed in older children and adults."
"Predicting vocabulary growth in children with and without specific language impairment: A longitudinal study from 2; 6 to 21 years of age","https://scispace.com/paper/cSMF3zxseHoJ","","","","ML Rice
L Hoffman","","https://pmc.ncbi.nlm.nih.gov/articles/PMC4398600/pdf/JSLHR-58-345.pdf","… Although our results documented strong growth within persons with significant individual differences, the rank ordering of individuals also showed strong stability across ages. Our study …",""
"Alternative approaches to analyzing individual differences in the rate of early vocabulary development","https://scispace.com/paper/alternative-approaches-to-analyzing-individual-differences-zt7vfeyctq","2002","Journal Article","Applied Psycholinguistics","Daniel J. Bauer
Beverly A. Goldfield
J. Steven Reznick","10.1017/S0142716402003016","","… Using the deductive approach, individual differences in the trajectory parame… individual differences in trajectories of expressive vocabulary development based on the sex of the child. …","This paper examines individual differences in the rate of early lexical development with a specific interest in gender differences. Twenty-six children were assessed monthly from either 8, 9, or 10 months of age through 14 months of age, using the MacArthur Communicative Development Inventory: Words and Gestures. Individual differences in developmental trajectories of vocabulary comprehension and production were explored using two analytic approaches. The first involved traditional parametric statistics, while the latter utilized classification procedures. Both techniques demonstrated that the lexical development of girls outpaced that of boys. The inductive approach also revealed the presence of distinctive “fast” and “slow” trajectories for both comprehension and production that were not exclusively segregated by gender. Cases exhibiting fast trajectories were predominantly girls, but several boys also followed this developmental pattern. The opposite pattern emerged for the slow trajectories. There was strong correspondence between production and comprehension, but a few cases clustered into the fast development group on one measure and the slow group on the other. The identification of these outliers may offer an important tool for exploring mechanisms of language development. Validation of the clustering results was based on the prospective prediction of an external criterion variable, namely, lexical development at 21 months, and by replication on an independent sample."
"Early lexical acquisition: Rate, content, and the vocabulary spurt","https://scispace.com/paper/early-lexical-acquisition-rate-content-and-the-vocabulary-5flexx5291","1990","Journal Article","Journal of Child Language","Beverly A. Goldfield
J. Steven Reznick","10.1017/S0305000900013167","https://www.cambridge.org/core/services/aop-cambridge-core/content/view/S0305000900013167","… , differences in rate of acquisition were related to differences … The present study reports data from a longitudinal study of early … the naming explosion, then we might conclude that the five …","The transition from slow to rapid word-learning was examined in a longitudinal study of 18 children. Beginning at age 1.2, mothers kept a diary of children's words. Diary entries were discussed during phone calls to the home every 2 1/2 weeks. A chronological record of nouns and other word classes was coded from the diary records. Thirteen children evidenced a prolonged period of up to three months during which rate of acquisition markedly increased. Almost three-quarters of the words learned during this period were nouns. Five children evidenced more gradual word-learning, and acquired a balance of nouns and other word classes. These results suggest that the terms 'vocabulary spurt' and 'naming explosion' best describe children who focus their early linguistic efforts on a single strategy: learning names for things. Other children may attempt to encode a broad range of experience with a more varied lexicon, a strategy that results in more gradual lexical growth."
"Infant word segmentation and childhood vocabulary development: a longitudinal analysis","https://scispace.com/paper/infant-word-segmentation-and-childhood-vocabulary-45szrfno4q","2012","Journal Article","Developmental Science","Leher Singh
J. Steven Reznick
Liang Xuehua","10.1111/J.1467-7687.2012.01141.X","https://pmc.ncbi.nlm.nih.gov/articles/PMC3383643/pdf/nihms-349354.pdf","… The goal of the present study is to determine whether individual differences in infant word segmentation relate to word learning later in childhood. In addition, the current study aims to …","Infants begin to segment novel words from speech by 7.5 months, demonstrating an ability to track, encode and retrieve words in the context of larger units. Although it is presumed that word recognition at this stage is a prerequisite to constructing a vocabulary, the continuity between these stages of development has not yet been empirically demonstrated. The goal of the present study is to investigate whether infant word segmentation skills are indeed related to later lexical development. Two word segmentation tasks, varying in complexity, were administered in infancy and related to childhood outcome measures. Outcome measures consisted of age-normed productive vocabulary percentiles and a measure of cognitive development. Results demonstrated a strong degree of association between infant word segmentation abilities at 7 months and productive vocabulary size at 24 months. In addition, outcome groups, as defined by median vocabulary size and growth trajectories at 24 months, showed distinct word segmentation abilities as infants. These findings provide the first prospective evidence supporting the predictive validity of infant word segmentation tasks and suggest that they are indeed associated with mature word knowledge. A video abstract of this article can be viewed at http://www.youtube.com/watch?v=jxzLi5oLZQ8."
"Growth Trajectories of Expressive Vocabulary Size in Toddlerhood: A Comparison of Late Talker Status and Vocabulary Growth Phenotype in Predicting Later …","https://scispace.com/paper/zIbzDYsLZMgJ","","","","JI Nikolaeva","","","… size as is typical in the field, this work examines longitudinal … marked individual differences in their rates of growth in vocabulary … show a vocabulary spurt starting as early as 26 months, …",""
"Predicting the predictors: Individual differences in longitudinal relationships between infant phonetic perception, toddler vocabulary, and preschooler …","https://scispace.com/paper/AEKApjHXm0MJ","","","","GC Cardillo","","","… son already has heard the story many a time. For good reason, most students would avoid 5-year longitudinal … naming explained shared variance in the outcome skill of word decoding. …",""
"Early vocabulary growth: relation to language input and gender.","https://scispace.com/paper/early-vocabulary-growth-relation-to-language-input-and-44xrne9gsy","1991","Journal Article","Developmental Psychology","Janellen Huttenlocher
Wendy Haight
Anthony S. Bryk
Michael Seltzer
Thomas Lyons","10.1037/0012-1649.27.2.236","","… between individual differences in vocabulary acquisition and … is the deviation of child i from his or her growth trajectory at time t… year: Naming explosion or knowing explosion .Society for …","This study examines the role of exposure to speech in children's early vocabulary growth. It is generally assumed that individual differences in vocabulary depend, in large part, on variations in learning capacity. However, variations in exposure have not been systematically explored. In this study we characterize vocabulary growth rates for each of 22 children by using data obtained at several time points from 14 to 26 months. We find a substantial relation between individual differences in vocabulary acquisition and variations in the amount that particular mothers speak to their children. The relation between amount of parent speech and vocabulary growth, we argue, reflects parent effects on the child, rather than child-ability effects on the parent or hereditary factors. We also find that gender is an important factor in rate of vocabulary growth. Early childhood is a period of rapid linguistic development. By 2 years, the average child acquires 900 root words (cf. Carey, 1978) and at least a rudimentary syntax (cf. Brown, 1973). Although there has been considerable recent interest in syntactic development, much less attention has been devoted to lexical development. Yet in tracing the development of language from its inception, lexical development must necessarily be a focus of study because the acquisition of words constitutes the child's initial achievement as a language user. A certain amount of vocabulary must be acquired before words can be combined into sentences, and, indeed, several months elapse between the time children start to produce words and the time they start to produce multiword utterances. In addition, vocabulary and syntax are not independent aspects of language knowledge; for example, verbs frequently encode actions involving relations among entities (e.g., give, feed) which are specified by the verb together with its arguments. A major concern in the recent work on syntactic development has been with the relative contributions of the child's innate preparedness for language versus language input. Yet the rapid growth of vocabulary in early childhood also is a manifestation of the human preparedness for language, and parallel questions arise concerning the relative contributions of capacity and input. Especially at the start of language learning, innate preparedness surely plays a role in acquiring word meanings because inferences about meanings are based on pairings of words with situations. As Quine (1969) has persuasively argued, the variety of aspects of a situation which might be encoded by a word is enormous. Because of this, Gleitman and Wanner (1982) point out, it seemscritical to posit innately available constraints on the possible meanings children entertain."
"Vocabulary growth in late talkers: Lexical development from 2; 0 to 3; 0","https://scispace.com/paper/0g3emfId1fwJ","","","","L Rescorla
J Mirak
L Singh","","https://repository.brynmawr.edu/cgi/viewcontent.cgi?article=1008&context=psych_pubs","… Individual differences in vocabulary acceleration across … the vocabulary spurt is often referred to as a naming explosion, …  words acquired in her longitudinal vocabulary study were …",""
"Rapid word learning in 13-and 18-month-olds.","https://scispace.com/paper/SSb8IJ6X6RsJ","","","","AL Woodward
EM Markman","","","… She found differences in the extent to which children before … word and (b) children past the naming explosion are able to … gave children who were before and after the vocabulary spurt in …",""
