"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Snippet","Abstract"
"Abrupt transitions between prefrontal neural ensemble states accompany behavioral transitions during rule learning","https://scispace.com/paper/abrupt-transitions-between-prefrontal-neural-ensemble-states-4390lq0i1a","2010","Journal Article","Neuron","Daniel Durstewitz
Nicole M. Vittoz
Stan B. Floresco
Jeremy K. Seamans","10.1016/J.NEURON.2010.03.029","https://www.cell.com/neuron/pdf/S0896-6273(10)00232-1.pdf","… neural population dynamics specifically during the transition … that damage to the PFC impedes flexible responding only on … power of the neural state along the trajectory for behavioral …",""
"Stochastic dynamics underlying cognitive stability and flexibility","https://scispace.com/paper/stochastic-dynamics-underlying-cognitive-stability-and-3g44dvnyzf","2015","Journal Article","PLOS Computational Biology","Kai Ueltzhöffer
Diana J. N. Armbruster-Genç
Christian J. Fiebach","10.1371/JOURNAL.PCBI.1004331","https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004331&type=printable","… that attractor states in prefrontal neuronal networks underlie … rate model of the population dynamics of the decision module… trajectories for the transition from the rule 1 to the rule 2 state …","Cognitive stability and flexibility are core functions in the successful pursuit of behavioral goals. While there is evidence for a common frontoparietal network underlying both functions and for a key role of dopamine in the modulation of flexible versus stable behavior, the exact neurocomputational mechanisms underlying those executive functions and their adaptation to environmental demands are still unclear. In this work we study the neurocomputational mechanisms underlying cue based task switching (flexibility) and distractor inhibition (stability) in a paradigm specifically designed to probe both functions. We develop a physiologically plausible, explicit model of neural networks that maintain the currently active task rule in working memory and implement the decision process. We simplify the four-choice decision network to a nonlinear drift-diffusion process that we canonically derive from a generic winner-take-all network model. By fitting our model to the behavioral data of individual subjects, we can reproduce their full behavior in terms of decisions and reaction time distributions in baseline as well as distractor inhibition and switch conditions. Furthermore, we predict the individual hemodynamic response timecourse of the rule-representing network and localize it to a frontoparietal network including the inferior frontal junction area and the intraparietal sulcus, using functional magnetic resonance imaging. This refines the understanding of task-switch-related frontoparietal brain activity as reflecting attractor-like working memory representations of task rules. Finally, we estimate the subject-specific stability of the rule-representing attractor states in terms of the minimal action associated with a transition between different rule states in the phase-space of the fitted models. This stability measure correlates with switching-specific thalamocorticostriatal activation, i.e., with a system associated with flexible working memory updating and dopaminergic modulation of cognitive flexibility. These results show that stochastic dynamical systems can implement the basic computations underlying cognitive stability and flexibility and explain neurobiological bases of individual differences."
"Replay of behavioral sequences in the medial prefrontal cortex during rule switching","https://scispace.com/paper/replay-of-behavioral-sequences-in-the-medial-prefrontal-3sdnkt691t","2020","Journal Article","Neuron","Karola Kaefer
Michele Nardin
Karel Blahna
Jozsef Csicsvari","10.1016/J.NEURON.2020.01.015","https://www.cell.com/neuron/pdfExtended/S0896-6273(20)30041-6","… that mPFC replay might have a role in flexible behavior. … population firing at the goal arm in 76% of all trials (Figure S2F). … In the present study, trajectory replay rate of the HPC and …",""
"The neuronal dynamics underlying cognitive flexibility in set shifting tasks","https://scispace.com/paper/the-neuronal-dynamics-underlying-cognitive-flexibility-in-1kedbibuwc","2007","Journal Article","Journal of Computational Neuroscience","Anja Stemme
Gustavo Deco
Astrid Busch","10.1007/S10827-007-0034-X","https://www.academia.edu/download/66441431/The_neuronal_dynamics_underlying_cogniti20210421-10916-8tn9i.pdf","… errors and their relationship to PFC dysfunction. However, … the process of rule switching following single attentional errors. … Further on we refer to the trials between two rule changes as …","The ability to switch attention from one aspect of an object to another or in other words to switch the “attentional set” as investigated in tasks like the “Wisconsin Card Sorting Test” is commonly referred to as cognitive flexibility. In this work we present a biophysically detailed neurodynamical model which illustrates the neuronal base of the processes related to this cognitive flexibility. For this purpose we conducted behavioral experiments which allow the combined evaluation of different aspects of set shifting tasks: uninstructed set shifts as investigated in Wisconsin-like tasks, effects of stimulus congruency as investigated in Stroop-like tasks and the contribution of working memory as investigated in “Delayed-Match-to-Sample” tasks. The work describes how general experimental findings are usable to design the architecture of a biophysical detailed though minimalistic model with a high orientation on neurobiological findings and how, in turn, the simulations support experimental investigations. The resulting model is able to account for experimental and individual response times and error rates and enables the switch of attention as a system inherent model feature: The switching process suggested by the model is based on the memorization of the visual stimuli and does not require any synaptic learning. The operation of the model thus demonstrates with at least a high probability the neuronal dynamics underlying a key component of human behavior: the ability to adapt behavior according to context requirements—cognitive flexibility."
"Flexible decision-making is related to strategy learning, vicarious trial and error, and medial prefrontal rhythms during spatial set-shifting","https://scispace.com/paper/flexible-decision-making-is-related-to-strategy-learning-5a3qhymt9o","2023","Journal Article","bioRxiv","Jesse Miles
Ginger L. Mullins
Sheri J. Y. Mizumori","10.1101/2023.12.13.571351","https://learnmem.cshlp.org/content/31/7/a053911.full.pdf","… We sought to relate flexibility, learning, and neural activity by … the latent cognitive changes that enable behavioral flexibility, … with respect to task dynamics. We verified that these scores …","A hallmark of behavioral flexibility is the ability to update behavior in response to changes in context. Most studies tend to rely on error counting around reward contingency or rule switches to measure flexibility, but these measures are difficult to adapt in a way that allows shorter timescale flexibility estimates. Further, choice accuracy does not account for other markers of flexibility, such as the hesitations and decision reversals humans and other animals often exhibit as decisions unfold, a behavior often called vicarious trial and error (VTE). To relate observable information about decision-making to latent aspects like learning and behavioral flexibility, we quantified changes in decision-making strategy using a previously developed, recency-weighted Bayesian inference algorithm. By comparing models of strategy use with decision history to generate strategy likelihood estimates on a trial-by-trial basis, the algorithm enabled us to identify learning points, and served as the basis for the development of a behavioral flexibility score. Aligning flexibility scores to learning points showed that flexibility peaked around estimated learning points and near peaks in VTE rate. However, we occasionally observed VTE during periods of low flexibility, where it often led to incorrect choices, suggesting the likely existence of multiple VTE-types. Additionally, we built on the decades of research suggesting a prominent role for the medial prefrontal cortex in enabling behavioral flexibility by recording field potentials from the medial prefrontal cortex during task performance. We observed changes in different field potential frequency bands that varied with respect to the different behavioral measures we used to characterize learning and decision-making. Overall, we demonstrate the use of multiple measures that jointly assess relationships between learning, behavioral flexibility, and decision-making behaviors. Further, we used these complementary measures to demonstrate that a particular decision-making behavior, VTE, was likely to be a marker of deliberation at some times, and uncertainty at others. Finally, we validate these measures by showing that theta, beta, and gamma rhythms in the medial prefrontal cortex vary with respect to both observable and latent aspects of behavior."
"Reconstructing Neural Dynamics Underlying Cognitive Flexibility Using Parameter-Evolving RNNs","https://scispace.com/paper/yiBZS9hIbAwJ","","","","MI Thurm","","https://archiv.ub.uni-heidelberg.de/volltextserver/37427/1/Max_Ingo_Thurm_Thesis_ubpup.pdf","… prefrontal cortex (mPFC) during a probabilistic rule-learning task. … the hidden state trajectories of RNNs solving artificial rule-learning … population model illustrating the bistable dynamics …",""
"Cognitive flexibility in adolescence: Neural and behavioral mechanisms of reward prediction error processing in adaptive decision making during …","https://scispace.com/paper/p3pX18RStN8J","","","","TU Hauser
R Iannaccone
S Walitza
D Brandeis","","","… In this study, we investigated the developmental aspects of cognitive flexibility by means of … in healthy adolescents (12–16 years) to adults performing a probabilistic reversal learning …",""
"Abstract rule learning promotes cognitive flexibility in complex environments across species","https://scispace.com/paper/abstract-rule-learning-promotes-cognitive-flexibility-in-7pem3528zc89","2025","Journal Article","Nature Communications","Florian Bähner
Tzvetan Popov
Nico Boehme
S. Hermann
Tom Merten
Hélène Zingone
Georgia Koppe
Andreas Meyer‐Lindenberg
Hazem Toutounji
Daniel Durstewitz","10.1038/s41467-025-60943-7","https://www.nature.com/articles/s41467-025-60943-7.pdf","… To examine how single-unit selectivity is related to population … However, a key challenge on that path is the explanatory gap … were first aligned to trial onset for each prefrontal neuron. …","Rapid learning in complex and changing environments is a hallmark of intelligent behavior. Humans achieve this in part through abstract concepts applicable to multiple, related situations. It is unclear, however, whether the computational mechanisms underlying rapid learning are unique to humans or also exist in other species. We combined behavioral, computational and electrophysiological analyses of a multidimensional rule-learning paradigm in male rats and in humans. We report that both species infer task rules by sequentially testing different hypotheses, rather than learning the correct action for all possible cue combinations. Neural substrates of hypothetical rules were detected in prefrontal network activity of both species. This species-conserved mechanism reduces task dimensionality and explains key experimental observations: sudden behavioral transitions and facilitated learning after prior experience. Our findings help to narrow the explanatory gap between human macroscopic and rodent microcircuit levels and provide a foundation for the translational investigation of impaired cognitive flexibility. Whether neurocomputational mechanisms that speed up human learning in changing environments also exist in other species remains unclear. Here, the authors show that both rats and humans sequentially test different abstract hypotheses to infer rules."
"Neural variability as a marker of cognitive flexibility during learning and decision-making under uncertainty","https://scispace.com/paper/Xt3sKRaoEj8J","","","","A Skowron","","https://edoc.hu-berlin.de/bitstreams/84e4d4c7-d5bf-4590-b846-c98c87465406/download","… of the Lifespan Neural Dynamics Group for valuable … the variance in uncertainty trajectories across trials that result … regions spanning the parietal, prefrontal and temporal lobes (Figure …",""
"Fast and slow transitions in frontal ensemble activity during flexible sensorimotor behavior","https://scispace.com/paper/fast-and-slow-transitions-in-frontal-ensemble-activity-u9b5iuhz5k","2016","Journal Article","Nature Neuroscience","Michael J. Siniscalchi
Victoria Phoumthipphavong
Farhan Ali
Marc Lozano
Alex C. Kwan","10.1038/NN.4342","https://pmc.ncbi.nlm.nih.gov/articles/PMC5003707/pdf/nihms796564.pdf","… determine whether the observed neural dynamics are specific to … medial prefrontal cortex, which have been interpreted as neural … in which cognitive flexibility is impaired. Plausibly, the …","The ability to shift between repetitive and goal-directed actions is a hallmark of cognitive control. Previous studies have reported that adaptive shifts in behavior are accompanied by changes of neural activity in frontal cortex. However, neural and behavioral adaptations can occur at multiple time scales, and their relationship remains poorly defined. Here we developed an adaptive sensorimotor decision-making task for head-fixed mice, requiring them to shift flexibly between multiple auditory-motor mappings. Two-photon calcium imaging of secondary motor cortex (M2) revealed different ensemble activity states for each mapping. When adapting to a conditional mapping, transitions in ensemble activity were abrupt and occurred before the recovery of behavioral performance. By contrast, gradual and delayed transitions accompanied shifts toward repetitive responding. These results demonstrate distinct ensemble signatures associated with the start versus end of sensory-guided behavior and suggest that M2 leads in engaging goal-directed response strategies that require sensorimotor associations."
