"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Snippet","Abstract"
"Neural stability: A reflection of automaticity in reading","https://scispace.com/paper/neural-stability-a-reflection-of-automaticity-in-reading-1hwk3kdk0i","2017","Journal Article","Neuropsychologia","Silvia Siu Yin Lam
Travis White-Schwoch
Steven G. Zecker
Jane Hornickel
Nina Kraus","10.1016/J.NEUROPSYCHOLOGIA.2017.07.023","https://pmc.ncbi.nlm.nih.gov/articles/PMC5565231/pdf/nihms896532.pdf","… whether the dissociation can also be applied to trial-by-trial auditory processing that helps explain the relationship among RAN, PA, and reading fluency. Should we identify a common …",""
"The role of reading time complexity and reading speed in text comprehension.","https://scispace.com/paper/the-role-of-reading-time-complexity-and-reading-speed-in-amxbis2p3u","2014","Journal Article","Journal of Experimental Psychology: Learning, Memory and Cognition","Sebastian Wallot
Beth A. O'Brien
Anna Haussmann
Heidi Kloos
Marlene Skovgaard Lyby","10.1037/XLM0000030","https://www.researchgate.net/profile/Beth-Obrien/publication/263742569_The_Role_of_Reading_Time_Complexity_and_Reading_Speed_in_Text_Comprehension/links/56a1af9208ae984c4498f269/The-Role-of-Reading-Time-Complexity-and-Reading-Speed-in-Text-Comprehension.pdf","… Trial-by-trial measurements, such as consecutive response times obtained from an experiment, … We argue that such changes capture an adaptive aspect of reading fluency that indexes …","Reading speed is commonly used as an index of reading fluency. However, reading speed is not a consistent predictor of text comprehension, when speed and comprehension are measured on the same text within the same reader. This might be due to the somewhat ambiguous nature of reading speed, which is sometimes regarded as a feature of the reading process, and sometimes as a product of that process. We argue that both reading speed and comprehension should be seen as the result of the reading process, and that the process of fluent text reading can instead be described by complexity metrics that quantify aspects of the stability of the reading process. In this article, we introduce complexity metrics in the context of reading and apply them to data from a self-paced reading study. In this study, children and adults read a text silently or aloud and answered comprehension questions after reading. Our results show that recurrence metrics that quantify the degree of temporal structure in reading times yield better prediction of text comprehension compared to reading speed. However, the results for fractal metrics are less clear. Furthermore, prediction of text comprehension is generally strongest and most consistent across silent and oral reading when comprehension scores are normalized by reading speed. Analyses of word length and word frequency indicate that the observed complexity in reading times is not a simple function of the lexical properties of the text, suggesting that text reading might work differently compared to reading of isolated word or sentences."
"Neurophysiological evidence that perceptions of fluency produce mere exposure effects","https://scispace.com/paper/neurophysiological-evidence-that-perceptions-of-fluency-31jfyqlgfh","2016","Journal Article","Cognitive, Affective, & Behavioral Neuroscience","P. Andrew Leynes
Richard J. Addante","10.3758/S13415-016-0428-1","https://link.springer.com/content/pdf/10.3758/s13415-016-0428-1.pdf","… clarity, and provide insight into the physiological correlates … trial-by-trial fluency levels. During one testing context, subjects viewed just products of one type of pre-experimental fluency (…","Recent exposure to people or objects increases liking ratings, the “mere exposure effect” (Zajonc in American Psychologist, 35, 117–123, 1968), and an increase in processing fluency has been identified as a potential mechanism for producing this effect. This fluency hypothesis was directly tested by altering the trial-by-trial image clarity (i.e., fluency) while Event-Related Potentials (ERPs) were recorded. In Experiment 1, clarity was altered across two trial blocks that each had homogenous trial-by-trial clarity, whereas clarity varied randomly across trials in Experiment 2. Blocking or randomizing image clarity across trials was expected to produce different levels of relative fluency and alter mere exposure effects. The mere exposure effect (i.e., old products liked more than new products) was observed when stimulus clarity remained constant across trials, and clear image ERPs were more positive than blurry image ERPs. Importantly, these patterns were reversed when clarity varied randomly across test trials, such that participants liked clear images more than blurry (i.e., no mere exposure effect) and clear image ERPs were more negative than blurry image ERPs. The findings provide direct experimental support from both behavioral and electrophysiological measures that, in some contexts, mere exposure is the product of top-down interpretations of fluency."
"Investigating the development of complexity, accuracy, and fluency in timed fluency writing activities","https://scispace.com/paper/VAZJyjJmj1IJ","","","","L Detkova","","https://vl.lcc.lt/object/elaba:244859385/244859385.pdf","… and fluency and describes individual trajectories of each student. The results reveal that the regular practice of timed fluency activity increased fluency… The sudden decline in fluency and …",""
"Insight and Cognitive Performance in Hoarding Disorder","https://scispace.com/paper/insight-and-cognitive-performance-in-hoarding-disorder-1q8717qxsx","2024","Journal Article","American Journal of Geriatric Psychiatry","Jessica Zakrzewski
Elizabeth W. Twamley
Catherine Ayers","10.1016/j.jagp.2024.01.133","","… Multiple regression using all associated factors found more Verbal Fluency repetition errors (… with trial-by-trial feedback (WCST), we found better performance in those with lower insight. …","<h3>Introduction</h3> Hoarding Disorder (HD) is a common and highly impairing neuropsychiatric condition defined by the inability to discard objects until clutter becomes functionally impairing. A DSM-5 specifier for HD, and frequent complaint of family members and clinicians, is lack of insight. Level of insight can be inferred from the difference between an objective rater's assessment of clutter volume compared to the patient's assessment of their own clutter volume using the Clutter Image Rating Scale (CI-R). A recent study found links between insight and inhibitory/cognitive control in HD. The aim of this study was to explore associations between insight and cognition, symptom severity, and functioning, in a larger, treatment seeking sample of Veterans with HD. <h3>Methods</h3> A total of 122 Veterans seeking treatment for HD completed pre-treatment assessments, including home-based assessments of clutter volume using the CI-R. CI-R error (CIR-E) was the difference of assessor minus self rating, divided by the assessor rating. Veterans were mostly male (62%), White/Non-Hispanic (65%) and had an average age of 62 and 16 years of education. Additional in-home assessment measures included questionnaires for symptom severity and functioning, as well as neuropsychological testing emphasizing executive functioning (Wisconsin Card Sorting Test [WCST]; Delis-Kaplan Executive Function System [D-KEFS] Color Word, Trails, Tower, Design Fluency, and Verbal Fluency). T-test, Pearson, or Spearman rank correlations, and multiple regression were used to evaluate the relationships between CIR-E scores and the other measures. <h3>Results</h3> Self and assessor CI-R ratings were significantly different from one another (t(121)=-2.1, sd=1.2, p=0.018; d=0.19). CIR-E scores were normally distributed, with a mean of 0.02 (sd=0.3), with 28% of the sample having a score above 0, indicating underestimation of clutter. Demographics, depression, and anxiety symptoms were not related to CIR-E scores. Hoarding symptom severity was negatively correlated with CIR-E, with higher total score (r=-0.20, p=0.026) and higher acquiring behaviors (r=-0.23, p=0.013) associated with better insight. Functioning scales also had higher self-reported levels of impairment correlating with better insight. Scaled scored for errors on Verbal Fluency (r=-0.24, p=0.011) and Color Word Inhibition/Switching (r=-0.21, p=0.033) correlated with more errors related to lower insight. In contrast, scaled scores for total errors on WCST, correlated with lower CIR-E scores(r=0.23, p=0.032) indicating those with worse insight made fewer errors. Multiple regression using all associated factors found more Verbal Fluency repetition errors (b=-0.05, p=0.014) and better WCST performance (b=0.004, p=0.029) were significantly associated with worse insight. <h3>Conclusions</h3> Overall, our findings replicate and expand on previous work demonstrating subjective self-report measures are often unrelated from objective measures in HD. Specifically, our measure of insight for HD severity was contradictory to self-report of severity and functioning. Furthermore, we found associations with insight and error performance. Interestingly, on a sorting task with trial-by-trial feedback (WCST), we found better performance in those with lower insight. These findings implicate different possible relationships between inhibitory/cognitive control and feedback as they relate to errors and insight in HD. These are the first findings to implicate a possible task-specific effect of feedback on performance in individuals with HD who have low insight. "
"Modelling structured trial-by-trial variability in evidence accumulation","https://scispace.com/paper/PMx7gh_78fQJ","","","","S Miletic
N Stevenson
L Strickland
A Heathcote","","https://osf.io/download/kzvm3/","… Consequently, the ratio bt/RTt—which we term fluency—can serve as an approximation of the efficiency of information processing on each trial. They formalised this subjective “fluency” …",""
"Investigating individual trajectories in experiencing boredom in the language classroom: The case of 11 Polish students of English","https://scispace.com/paper/investigating-individual-trajectories-in-experiencing-1vc2ylfz5a","2020","Journal Article","Language Teaching Research","Mirosław Pawlak
Mariusz Kruk
Joanna Zawodniak","10.1177/1362168820914004","","… At the same time, it turned out that the individual trajectories in experiencing boredom often deviated from the general patterns, being shaped by unpredictable constellations of …","Although boredom can be regarded as a ubiquitous emotion in most educational settings, including foreign and second language classrooms, and this condition can have a detrimental effect on the proc..."
"On known unknowns: Fluency and the neural mechanisms of illusory truth","https://scispace.com/paper/on-known-unknowns-fluency-and-the-neural-mechanisms-of-vikpkti16b","2016","Journal Article","Journal of Cognitive Neuroscience","Wei-Chun Wang
Nadia M. Brashier
Erik A. Wing
Elizabeth J. Marsh
Roberto Cabeza","10.1162/JOCN_A_00923","https://pmc.ncbi.nlm.nih.gov/articles/PMC4816661/pdf/nihms764972.pdf","… In addition, we were interested in whether trial-by-trial judgments of truth were associated … As illustrated in Figure 2, this analysis offered converging results; increases in trial-by-trial …","The ""illusory truth"" effect refers to the phenomenon whereby repetition of a statement increases its likelihood of being judged true. This phenomenon has important implications for how we come to believe oft-repeated information that may be misleading or unknown. Behavioral evidence indicates that fluency, the subjective ease experienced while processing information, underlies this effect. This suggests that illusory truth should be mediated by brain regions previously linked to fluency, such as the perirhinal cortex PRC. To investigate this possibility, we scanned participants with fMRI while they rated the truth of unknown statements, half of which were presented earlier i.e., repeated. The only brain region that showed an interaction between repetition and ratings of perceived truth was PRC, where activity increased with truth ratings for repeated, but not for new, statements. This finding supports the hypothesis that illusory truth is mediated by a fluency mechanism and further strengthens the link between PRC and fluency."
"Easy to process, hard to control: Transient and sustained processing fluency impairs cognitive control adjustments to conflict","https://scispace.com/paper/HVgMrh1oxIEJ","","","","GA Oliveira
M Remondes","","https://journals.sagepub.com/doi/pdf/10.1177/17470218231159787","… and on a trial-by-trial level, macro-, and … fluency. A pseudo randomisation procedure within different proportion of congruence conditions was used to maximise discrepancy and fluency …",""
"Improving Validity and Efficiency of Digital Dyslexia Screening through Trial By Trial Feedback","https://scispace.com/paper/improving-validity-and-efficiency-of-digital-dyslexia-lzs1dsesw3cs","2025","Journal Article","","Wanjing Anya
Mia Fuentes-Jimenez
Julian M Siebert
Ana Saavedra
Carrie Townley-Flores
Adam Richie-Halford
Benjamin W. Domingue
Jason D. Yeatman","10.31234/osf.io/4uag6_v1","https://files.osf.io/v1/resources/4uag6_v2/providers/osfstorage/684137473eb9c71056ab81a0?action=download&direct&version=1","… Trial-by-trial feedback is a powerful tool across scientific … This study examines whether providing trial-by-trial performance … These findings suggest that trial-by-trial feedback can enhance …","Trial-by-trial feedback is a powerful tool across scientific disciplines, offering real-time information that shapes learning, attention, and behavioral adjustment. However, its role in large-scale educational and psychological assessments remains underexplored. This study examines whether providing trial-by-trial performance feedback during a digital dyslexia screening task enhances engagement while preserving the validity and interpretability of the scores it produces. Engagement is a critical threat to validity in assessments—particularly among young children in digital universal screening contexts. We conducted two large-scale experiments involving 6,610 students from Grade 1 to 12 in Colombia and the United States in which students were randomly assigned to one of two conditions: (1) informative feedback (auditory cues indicating correct/incorrect) or (2) neutral feedback (non-informative sound). The assessment was administered in two formats: an adaptively ordered English version and a randomly ordered Spanish version. We evaluated differences in response behaviors, item response theory (IRT) model fit, and concurrent validity between conditions. Results indicate that informative feedback significantly increased compliance and reduced disengagement. Reading scores and IRT model fit were comparable across conditions. Notably, informative feedback improved the concurrent validity of scores and was associated with shorter completion times. These findings suggest that trial-by-trial feedback can enhance engagement without degrading score interpretability thus leading to improvements in assessment efficiency and validity in a universal screening context. "
