"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Evidence for a general cognitive structure in pigeons (Columba livia)","https://scispace.com/paper/evidence-for-a-general-cognitive-structure-in-pigeons-57ao2qfcwiot","2024","Journal Article","Animal Cognition","Mary Flaim
Aaron P. Blaisdell","10.1007/s10071-024-01912-3","","A well replicated result in humans is that performance, whether good or bad, is consistent across a wide variety of cognitive tasks. Factor analysis extracts one factor that can account for approximately half of the variance in performance. This factor is termed g and almost all cognitive tasks positively load onto this factor. While some neurobiological correlates of g have been identified in humans, causal experiments are only feasible in animals. When mice and some avian species are assessed with cognitive test batteries, performance positively correlates, and the first component extracted has similar properties to g. There are some limitations to the species tested thus far, including comparability in the cognitive domains assessed. The pigeon is an ideal subject to overcome these issues since pigeons, humans, and other primates are frequently given similar tasks and many neural correlates of performance have been identified in the pigeon. We created a test battery that assessed different domains, including associative learning, memory, cognitive flexibility, and reaction time. When all tasks were included, there was evidence for a two-component structure that was influenced by subjects' age. When the reaction time task was excluded, there was a g-like component. The implications for these results when constructing future test batteries and comparing across species are discussed. ","This study investigates the existence of a general cognitive structure (g) in pigeons, finding evidence for a g-like component when excluding reaction time tasks, with implications for cross-species comparisons and test battery construction."
"Imitation and Affordance Learning by Pigeons (Columba livia)","https://scispace.com/paper/imitation-and-affordance-learning-by-pigeons-columba-livia-54qk5m6gpa","2003","Journal Article","Journal of Comparative Psychology","Emily D. Klein
Thomas R. Zentall","10.1037/0735-7036.117.4.414","","The bidirectional control procedure was used to determine whether pigeons (Columba livia) would imitate a demonstrator that pushed a sliding screen for food. One group of observers saw a trained demonstrator push a sliding screen door with its beak (imitation group), whereas 2 other groups watched the screen move independently (possibly learning how the environment works) with a conspecific either present (affordance learning with social facilitation) or absent (affordance learning alone). A 4th group could not see the screen being pushed (sound and odor control). Imitation was evidenced by the finding that pigeons that saw a demonstrator push the screen made a higher proportion of matching screen pushes than observers in 2 appropriate control conditions. Further, observers that watched a screen move without a demonstrator present made a significantly higher proportion of matching screen pushes than would be expected by chance. Thus, these pigeons were capable of affordance learning.","Imitation was evidenced by the finding that pigeons that saw a demonstrator push the screen made a higher proportion of matching screen pushes than observers in 2 appropriate control conditions, indicating these pigeons were capable of affordance learning."
"Delayed discrimination and delayed matching in pigeons.","https://scispace.com/paper/delayed-discrimination-and-delayed-matching-in-pigeons-x7eowfkbrp","1967","Journal Article","Journal of the Experimental Analysis of Behavior","Lars Smith","10.1901/JEAB.1967.10-529","","Three pigeons were each trained to perform a discrimination problem and a matching problem. Following acquisition, delays of 1 to 7 sec were interposed after stimulus presentation on both problems. Accuracy of responding on these two types of delay procedures was observed to be a function of length of delay interval. Performance was consistently poorer on the delayed matching problem than on the delayed discrimination problem.","Three pigeons were each trained to perform a discrimination problem and a matching problem and accuracy of responding on these two types of delay procedures was observed to be a function of length of delay interval."
"Delayed discriminations in the pigeon: The role of within-trial location of conditional cues","https://scispace.com/paper/delayed-discriminations-in-the-pigeon-the-role-of-within-umecm7ajrw","1983","Journal Article","Animal Learning & Behavior","Werner K. Honig
Peter W. D. Dodd","10.3758/BF03212300","","Four pigeons were trained in a delayed conditional discrimination in which color and line cues jointly indicated trial outcome. These were either combined in advance of a retention interval (RI) or separately presented before and after the RI. The former procedure resulted in less forgetting over the RI, the difference increasing with longer RIs. In a second study, the line cue was presented redundantly before and after the RI, and then selectively omitted from either temporal location during probe tests. In general, the results indicated that the birds relied upon the line as a cue to a greater extent when it was compounded with the color in advance of the RI than when it was presented after the RI. The data support an interpretation based on anticipatory processing in working memory, which leads to better retention than retrospective remembering.","In this paper, four pigeons were trained in a delayed conditional discrimination in which color and line cues jointly indicated trial outcome, and the results indicated that the birds relied upon the line as a cue to a greater extent when it was compounded with the color in advance of the retention interval than when it were presented after the RI."
"Planning Abilities in Nonhuman Animals: In Search of the Evolutionary Origins of “Thought”","https://scispace.com/paper/planning-abilities-in-nonhuman-animals-in-search-of-the-4sfhzq1a1s","2021","Book Chapter","","Hiromitsu Miyata","10.1007/978-981-16-2028-7_14","","Historically, studies in comparative psychology have attempted to elucidate abilities of “thought” in nonhuman animals by assessing how they perform on various behavioral tasks. One extensively studied topic in modern comparative cognition research is planning, which refers to an internal process of establishing systematic and organized courses of action about one’s future behavior. Planning is deemed to be a form of sophisticated cognition in humans, but planning should also be advantageous for nonhuman species when they are confronted with various situations in daily life. Empirical studies in recent decades have uncovered planning abilities in nonhuman species including apes and monkeys, as well as avian species. These findings range from great apes’ abilities to select and store tools that they might use hours later, to pigeons’ determining directions of future steps when navigating on computerized maze and “traveling salesperson” problems. The data from these studies support the notion that planning capabilities are shared among species from a wider taxonomic range than previously presumed. Both neuroanatomical and ecological perspectives should help to shed further light on the evolutionary origins of planning. Future studies may involve various perspectives including metacognition of planning, to better elucidate the evolutionary origins of thought and consciousness.","The data from these studies support the notion that planning capabilities are shared among species from a wider taxonomic range than previously presumed and help shed further light on the evolutionary origins of planning."
"Is Insight Merely Response Chaining?: A Reply to Epstein","https://scispace.com/paper/is-insight-merely-response-chaining-a-reply-to-epstein-pcwuqacux6","1986","Journal Article","Psychological Record","Paul Ellen
James L. Pate","10.1007/BF03394936","","Epstein’s attempted simulation and reduction of the problem-solving process to the interconnection of discrete repertoires was examined. His position was challenged on both empirical and conceptual grounds. It was concluded however that the difference in perspective between cogni-tively oriented theorists and those persuaded by a radical behavioristic model represents an attitudinal problem and is not susceptible to resolution by empirical means.","In this paper, the authors examined the difference in perspective between cogni-tively oriented theorists and those persuaded by a radical behavioristic model and concluded that the difference represents an attitudinal problem and is not susceptible to resolution by empirical means."
"Mediating behavior of the pigeon during delayed responding","https://scispace.com/paper/mediating-behavior-of-the-pigeon-during-delayed-responding-uv1kmb3s41","1980","Journal Article","Bulletin of the psychonomic society","Donald Meltzer
David E. Nobbe","10.3758/BF03337099","","Five pigeons learned an indirect delayed response in which one of two keys was lighted to begin a trial. A peck on that key turned off the key light and started the delay interval. Both keys were dark during the delay interval, and the same stimulus appeared on both keys at the end of the delay interval. Subjects then were reinforced for pecking the key that had been lit to start the trial. The pigeons’ accuracy decreased as the length of delay interval increased. Four of the five pigeons also pecked at the darkened keys during the delay interval. Three of these four birds pecked at the correct key less frequently as delay intervals were lengthened. All four of the birds that responded during the delay interval pecked the incorrect key at increased rates as the delay interval was lengthened. The results are consistent with the view that mediating responses are maintained by delayed reinforcement of the simple discrimination between dark and light keys at the beginning of the trial. At longer delay intervals, the reinforcement is less effective and mediating behavior breaks down in the manner just described, to produce lower accuracy.","Five pigeons learned an indirect delayed response in which one of two keys was lighted to begin a trial and a peck on that key turned off the key light and started the delay interval."
"Enhancing ""self-control"": The paradoxical effect of delay of reinforcement.","https://scispace.com/paper/enhancing-self-control-the-paradoxical-effect-of-delay-of-4kiszmtqam","2020","Journal Article","Learning & Behavior","Thomas R. Zentall","10.3758/S13420-019-00407-3","","Delay of reinforcement is generally thought to be inversely correlated with speed of acquisition. However, in the case of simultaneous discrimination learning, in which choice results in immediate reinforcement, delay of reinforcement can improve acquisition. For example, in the ephemeral reward task, animals are given a choice between two alternatives, A and B. Choice of A provides reinforcement, and the trial is over. Choice of B provides reinforcement and access to alternative A (thus, two reinforcements). Many animals appear unable to learn to choose B consistently, but inserting a 20-s delay between choice and outcome has been shown to facilitate optimal choice. Similarly, pigeons given a choice between a signal for one pellet and a signal for two pellets (each occurring without a delay) have difficulty learning to choose the two-pellet alternative, unless the reinforcement is delayed. In a version of object permanence, food is placed in one of two containers, and the pigeon must choose the container with the food. Pigeons have difficulty reliably choosing the correct container unless a brief delay is inserted between baiting and choice. Finally, pigeons have been shown to prefer a suboptimal alternative (a 20% chance of getting a cue for reinforcement) over an optimal alternative (a 100% chance of getting a cue for 50% reinforcement). However, if pigeons are forced to wait 20 s following their choice to receive the cues, no preference for the suboptimal alternative is found. Thus, impulsive choice may be reduced by delaying the consequence of that choice.","Pigeons have difficulty reliably choosing the correct container unless a brief delay is inserted between baiting and choice, and pigeons have been shown to prefer a suboptimal alternative over an optimal alternative."
"Can Animals Think?","https://scispace.com/paper/can-animals-think-2rn7ozwenj","2023","Book Chapter","","Magnus Enquist
Stefano Ghirlanda
Johan Lind","10.23943/princeton/9780691240770.003.0007","","This chapter considers the evidence of animal learning for more sophisticated mental mechanisms, particularly mechanisms that would qualify as thinking, insight, or mental problem solving. It defines thinking as a recombination of causal information gathered from different experiences that echoes common uses of insight, mental problem solving, and related terms. It also examines predictions drawn from the definition of thinking and challenges in testing such predictions. The chapter explains that predictions concern the extent to which animals can change their behavior upon receiving new information, whether they gather causal information of no immediate value, and whether animals engage in both fast and slow decision making. It cites experiments that have been put forward as evidence for recombination of information beyond chaining. ","The chapter explores the evidence of animal learning for sophisticated mental mechanisms, particularly thinking, insight, and problem solving. It defines thinking as a recombination of causal information and examines predictions drawn from this definition."
"'Insight' in the pigeon: antecedents and determinants of an intelligent performance.","https://scispace.com/paper/insight-in-the-pigeon-antecedents-and-determinants-of-an-ezs1v24g32","1984","Journal Article","Nature","Russell A. Epstein
C. E. Kirshnit
Robert Lanza
L. C. Rubin","10.1038/308061A0","","In 1917 Wolfgang Kohler reported some rather extraordinary instances of problem solving by a number of chimpanzees1, and his observations have been the subject of controversy ever since2,3. The period of quiescence that sometimes preceded the solution, its sudden onset, and its smooth, continuous emergence were proffered as evidence that (1) contrary to suggestions of learning theorists of the day, problem solving was not necessarily a trial-and-error process, and (2) constructs such as ‘insight’ were necessary for an adequate account1,4–6. Here, in an attempt to shed further light on these issues, we have replicated with pigeons a classic problem with that Kohler confronted his chimpanzees. Pigeons that had acquired relevant skills solved the problem in a remarkably chimpanzee-like (and, perforce, human-like) fashion. The possible contributions of different experiences were determined by varying the training histories of different birds. We offer a tentative moment-to-moment account of a successful performance.","Pigeons that had acquired relevant skills solved the problem in a remarkably chimpanzee-like (and, perforce, human-like) fashion, and the possible contributions of different experiences were determined by varying the training histories of different birds."
"Reply to Lind et al.: Insight and learning","https://scispace.com/paper/reply-to-lind-et-al-insight-and-learning-3xdxs9lz4s","2009","Journal Article","Proceedings of the National Academy of Sciences of the United States of America","Christopher D. Bird
Nathan J. Emery","10.1073/PNAS.0906351106","","In reply to the letter from Lind et al. (1), our study (2) found that rooks not only learned to obtain food by dropping a stone into a tube to collapse a platform, but that they were able to spontaneously choose the correct size and shape tool when presented with subsequent transfer tests and spontaneously solve a completely new task, whereby they had to lift a bucket by using a novel hook tool and manufacture a hook tool from a piece of wire. While we agree that the question of animal “insight” is a complex one in light of studies on chimpanzees (3) and …","This study found that rooks not only learned to obtain food by dropping a stone into a tube to collapse a platform, but that they were able to spontaneously solve a completely new task, whereby they had to lift a bucket by using a novel hook tool and manufacture a hook tool from a piece of wire."
"Are Birds Metacognitive?","https://scispace.com/paper/are-birds-metacognitive-9hsbs2h26z3g","","","","Kazuo Fujita
Noriyuki Nakamura
Sumie Iwasaki
Sota Watanabe","10.1093/acprof:oso/9780199646739.003.0004","","Avians have been shown to be highly cognitive. This chapter asks whether they are also metacognitive in two separate experimental situations. In Study 1, recognition of confidence of their immediate decision in perceptual tasks was tested. Pigeons and bantams performed a visual search to peck at a target colour among distracters. Completing the search led them to a choice between a ‘risk’ icon and a ‘safe’ icon. The ‘risk’ icon always rewarded the bird’s correct search responses by food but punished incorrect responses by a timeout. The ‘safe’ icon rewarded the response at a lower frequency irrespective of their responses. The birds chose the ‘safe’ icon more frequently after an incorrect search than after a correct search. This differential use of icons generalized to the same tasks with new stimuli in most birds, and in one pigeon to a novel line-length discrimination task. In Study 2, it was asked whether pigeons would seek a hint when they were unsure of what to do next. They performed a list learning task, in which they had to peck at three icons in an arbitrary sequence. When novel icons appeared, the birds had to find out a correct sequence by trial and error. However, on half of the trials, there was an additional ‘hint’ icon, and pecking at it marked the next icon in the sequence. Some of the birds used this ‘hint’ icon more frequently upon starting to learn novel lists and less frequently later. These results suggest that some birds could be metacognitive in some situations, although other non-metacognitive accounts were also considered.","This study investigates whether birds exhibit metacognitive abilities, specifically in two experiments: visual search and list learning tasks, where birds demonstrated differential use of risk and safe icons, and sought hints when unsure, suggesting potential metacognitive capabilities."
