"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","Relevant Excerpt"
"Autoshaped Head Poking in the Mouse: A Quantitative Analysis of the Learning Curve.","https://scispace.com/paper/autoshaped-head-poking-in-the-mouse-a-quantitative-analysis-4vciqucnsm","2006","Journal Article","Journal of the Experimental Analysis of Behavior","E. B. Papachristos
Charles R. Gallistel","10.1901/JEAB.2006.71-05","https://scispace.com/pdf/autoshaped-head-poking-in-the-mouse-a-quantitative-analysis-4vciqucnsm.pdf","In autoshaping experiments, we quantified the acquisition of anticipatory head poking in individual mice, using an algorithm that finds changes in the slope of a cumulative record. In most mice, upward changes in the amount of anticipatory poking per trial were abrupt, and tended to occur at session boundaries, suggesting that the session is as significant a unit of experience as the trial. There were large individual differences in the latency to the onset of vigorous responding. “Asymptotic” performance was unstable; large, bidirectional, and relatively enduring changes were common. Given the characteristics of the individual learning curves, it is unlikely that physiologically meaningful estimates of rate of learning can be extracted from group-average learning curves.","across subjects, it seems that the number of trials within a session cannot account for the impact of that session on memory. If this is true, then sessions with very few trials should have the same effect on acquisition as sessions with many more trials. DISCUSSION:
 From the perspective of a framework that emphasizes the search for signals with the largest amount of information about the environment , the tendency for performance changes to occur at session boundaries indicates the significant informational content of a session. Inside an experimental chamber the important information for a food-deprived mouse is that the light predicts the availability of food 10 s later in the illuminated hole. This information is reconfirmed on every trial. When a new session starts, the mouse is placed again in the same chamber. The first trial of the new session conveys information not conveyed by the later trials in a previous session, namely that the signal-reward relation that obtained previously still obtains. In other words, this state of the world (the signal-reward contingency) is stable over a period as long as the interval between sessions (typically, one day). DISCUSSION:
 The importance of session as a unit of experience is evident in the phenomenon of spontaneous recovery from extinction (reviewed by . It is often observed that responding during the first test trial of the second extinction session is fully recovered, but it declines rapidly subsequently. This is what would be predicted if sessions were perceived as units of experience, in which the first trial(s) determines whether signalreinforcer contingency that was previously stable but has recently failed can or cannot be expected in the current session. When the first trial of the second extinction session ends without delivery of the reinforcement, this confirms that the recently observed failure of this contingency continues. Responding decreases abruptly because no reinforcement is anticipated for the remainder of the session. DISCUSSION:
 Given the importance of the session as a unit of experience and the well-established effect of the ITI (trial spacing), we expected increased session spacing to promote faster acquisition, but this proved not to be the case. There may be such an effect, but it is not a strong one. DISCUSSION:
 In summary, learning curves in individual mice, at least in this procedure, are step-like. They have this in common with all other learning curves that have been analyzed in individual subjects, regardless of paradigm or species, so abruptness is at this stage, from an empirical standpoint, the default assumption. The abruptness of acquisition in the individual learning curves means that the form and parameters of group-average learning curves are averaging artifacts. Averaging is justified only when it increases the signal-to-noise ratio without changing the apparent form or parameters of the signal. Averaging step-like learning curves creates a form different from that seen in any of the individual subjects, so the parameters of this form cannot be taken to reflect anything in the brains of the individual subjects. If between-group comparisons are to be made based on the course of acquisition, then they must be made on the basis of averages of parameter estimates for each individual subject, for example, mean latency to onset. It cannot be taken for granted that the trial (signal-reinforcer pairing) is the unit in which this latency should be measured; the duration of exposure to the conditioning context and the session are arguably more important units of experience."
"The learning curve: Implications of a quantitative analysis","https://scispace.com/paper/the-learning-curve-implications-of-a-quantitative-analysis-37k1dtufsq","2004","Journal Article","Proceedings of the National Academy of Sciences of the United States of America","Charles R. Gallistel
Stephen Fairhurst
Peter D. Balsam","10.1073/PNAS.0404965101","https://scispace.com/pdf/the-learning-curve-implications-of-a-quantitative-analysis-37k1dtufsq.pdf","The negatively accelerated, gradually increasing learning curve is an artifact of group averaging in several commonly used basic learning paradigms (pigeon autoshaping, delay- and trace-eye-blink conditioning in the rabbit and rat, autoshaped hopper entry in the rat, plus maze performance in the rat, and water maze performance in the mouse) The learning curves for individual subjects show an abrupt, often step-like increase from the untrained level of responding to the level seen in the well trained subject The rise is at least as abrupt as that commonly seen in psychometric functions in stimulus detection experiments It may indicate that the appearance of conditioned behavior is mediated by an evidence-based decision process, as in stimulus detection experiments If the appearance of conditioned behavior is taken instead to reflect the increase in an underlying associative strength, then a negligible portion of the function relating associative strength to amount of experience is behaviorally visible Consequently, rate of learning cannot be estimated from the group-average curve; the best measure is latency to the onset of responding, determined for each subject individually","The algorithm for computing change points and the slopes between them translates what the viewer sees into a representation of the record, from which summary statistics are easily computed. The algorithm is included in the supporting information, which is published on the PNAS web site. Discussion:
 The obvious summary statistics are the onset latency (the number of trials to the first change point), the dynamic interval and the first fraction (measures of the abruptness of the behavioral transition), some measure of the notional asymptote, and possibly, also, a measure of the postacquisition stability of the behavior. An example of the latter would be the maximum difference between postacquisition slopes (rates), divided by the notional asymptote. This measure gives an indication of the amplitude of prolonged postacquisition fluctuations in behavior. Conclusion:
 The acquisition of conditioned behavior is probably not always abrupt. However, the range of data analyzed here establish a presumption of abruptness. In most cases, the learning curve for individual subjects may be assumed to rise from the level seen in the naive subject to a level characteristic of a well trained subject in Ͻ10 trials (indeed, often in a single trial). The postacquisition level of responding often shows large, prolonged fluctuations. Additionally, there is no consistent correlation between the latency to the onset of conditioned behavior and its subsequent vigor. Conclusion:
 Given the abruptness with which conditioned behavior appears and the lack of consistent correlation between latency, abruptness and asymptote in the individual curves, the group-average learning curve cannot give a meaningful measure of rate of learning. The best measure of would appear to be the latencies to the onset of responding. Conclusion:
 This work was supported by National Institutes of Health Grants R21 MH63866 (to C.R.G.), RO1 MH68073 (to P.B.), and MH41649 (to the late John Gibbon)."
"Length of time interval in successive association.","https://scispace.com/paper/length-of-time-interval-in-successive-association-3hosf6lsjr","1919","Journal Article","Psychological Review","Harvey Carr","10.1037/H0075563","https://scispace.com/pdf/length-of-time-interval-in-successive-association-3hosf6lsjr.pdf","","attaining a record of 90 per cent, of correct choices for 100 trials. The three groups were subjected to the various control tests enumerated above with the exception of that for visual cues from the experimenter while traversing the initial path. 34°H ARVEY CARR:
 Several significant features of the results deserve comment: (i) All curves start slightly above the 50 per cent, level. The animals make some progress toward a mastery of the problem during the initial 100 trials. (2) Curves A and C exhibit no significant differences. The rate of learning is the same for the two intervals of 15 and 35 seconds. (3) All three curves are practically identical for the initial 1,000 trials. Evidently the rate of progress for the initial stages of learning does not depend upon the time intervals employed. (4) Curve B rises quite rapidly from the 1000th to the 1200th trial. This fact is the only evidence that the rate of learning may be a function of the length of interval. Other modes of explanation are possible. Unfortunately this group contained but three rats at the end of the experiment. The progress of any animal in this problem is highly erratic; a high record may be made consistently for a number of days, and this period may be followed by one in which extremely poor records are achieved. This sudden rise of the curve may be a chance spurt and the group might have been unable to maintain this level of excellence if the tests had been continued. The experiment should have been continued. Chance might still be a factor even if the group had been able to duplicate their records in succeeding trials. Individual success in such a problem is quite dependent upon chance factors. The experiment can hardly be regarded as a decisive test of the influence of the time interval upon the rate of learning. The evidence favors the assumption that the differences employed in the experiment were without effect. A second experiment was conducted by the writer.:
 Groups A, £, and C, each containing 6 rats, were tested for intervals of 5, 10 and 15 seconds respectively. Several conditions differed from those of the preceding experiment. The animals had had previous experience in a maze problem. Ten trials per day were given each animal for seven days of the week. But one rat was tested at a time. Owing to sickness no tests were given for a week at the end of the 900th trial. All control tests previously enumerated were given at the end of the experiment. A second experiment was conducted by the writer.:
 The group records are represented by the graphs of Figure 3. Again the initial values are greater than 50 per cent. From an inspection of the curves it is evident that no group probably would have attained a proficiency of 90 per cent."
"Mice in a labyrinth: Rapid learning, sudden insight, and efficient exploration","https://scispace.com/paper/mice-in-a-labyrinth-rapid-learning-sudden-insight-and-4nnr7126ox","2021","Posted Content","bioRxiv","Matthew Rosenberg
Tony Zhang
Pietro Perona
Markus Meister","10.1101/2021.01.14.426746","https://scispace.com/pdf/mice-in-a-labyrinth-rapid-learning-sudden-insight-and-4nnr7126ox.pdf","Animals learn certain complex tasks remarkably fast, sometimes after a single experience. What behavioral algorithms support this efficiency? Many contemporary studies based on two-alternative-forced-choice (2AFC) tasks observe only slow or incomplete learning. As an alternative, we study the unconstrained behavior of mice in a complex labyrinth and measure the dynamics of learning and the behaviors that enable it. A mouse in the labyrinth makes ~2000 navigation decisions per hour. The animal quickly discovers the location of a reward in the maze and executes correct 10-bit choices after only 10 reward experiences – a learning rate 1000-fold higher than in 2AFC experiments. Many mice improve discontinuously from one minute to the next, suggesting moments of sudden insight about the structure of the labyrinth. The underlying search algorithm does not require a global memory of places visited and is largely explained by purely local turning rules.","maze. The discovery of the water port and the subsequent collection of water drops at a regular rate is one clear change in behavior that relies on new knowledge. This rate of water rewards can increase rather suddenly (Figure ), suggesting an instantaneous step in knowledge. Discontinuous learning:
 Over time, the animals learned the path to water not only from the entrance of the maze but from many locations scattered throughout the maze. The largest distance between the water port and an end node in the opposite half of the maze involves 12 steps through 11 intersections (Figure ). Thus we included as another behavioral variable the occurrence of long direct paths to the water port which reflects how directedly the animals navigate within the maze. Discontinuous learning:
 Figure  shows for one animal the cumulative occurrence of water rewards and that of long direct paths to water. The animal discovers the water port early on at 75 s, but at 1380 s the rate of water rewards jumps suddenly by a factor of 5. The long paths to water follow a rather different time line. At first they occur randomly, at the same rate as the paths to the unrewarded control nodes. At 2070 s the long paths suddenly increase in frequency by a factor of 5. Given the sudden change in rates of both kinds of events there is little ambiguity about when the two steps happen and they are well separated in time (Figure ). Discontinuous learning:
 The animal behaves as though it gains a new insight at the time of the second step that allows it to travel to the water port directly from elsewhere in the maze. Note that the two behavioral variables are independent: The long paths don't change when the reward rate steps up, and the reward rate doesn't change when the rate of long paths steps up. Another animal (Figure ) similarly showed an early step in the reward rate (at 860 s) and a dramatic step in the rate of long paths (at 2580 s). In this case the emergence of long paths coincided with a modest increase (factor of 2) in the reward rate. Discontinuous learning:
 Similar discontinuities in behavior were seen in at least 5 of the 10 water-deprived animals (Figure   identified to a precision of ~200 s. We varied the criterion of performance by asking for even longer error-free paths, but the results were largely unchanged and no additional discontinuity appeared. These observations suggest that mice can acquire a complex decision-making skill rather suddenly. A mouse may have multiple moments of sudden insight that affect different aspects of its behavior. The exact time of the insight cannot be predicted but is easily identified post-hoc. Future neurophysiological studies of the phenomenon will face the interesting challenge of capturing these singular events. One-shot learning of the home path:
 For an animal entering an unfamiliar environment, the most important path to keep in memory may be the escape route. In the present case that is the route to the maze entrance, from which the tunnel leads home to the cage. We expected that the mice would begin by penetrating into the maze gradually and return home repeatedly so as to confirm the escape route. This might help build a memory of the home path gradually level-by-level into the binary tree. Nothing could be further from the truth."
"Behavior: An Introduction to Comparative Psychology.","https://scispace.com/paper/behavior-an-introduction-to-comparative-psychology-1qbqq8rvlg","1915","Journal Article","The Philosophical Review","M. E. Haggerty
John B. Watson","10.2307/2013494","https://scispace.com/pdf/behavior-an-introduction-to-comparative-psychology-1qbqq8rvlg.pdf","","time our knowledge of learning curves is limited to a very few of those illustrating the simple sensory and motor acquisitions. day; the age of the animal; its sex, etc. Some of these factors will be considered in part on p. 235. III.:
 Curves of learning : sensory habits.-Even a superficial examination of the curve illustrating the acquisition of a sensory habit will show that the fall of the curve (i.e., the curve of error) is a very gradual one. In acquiring such 9 These corves are further discuesed on p, gOG. labits where no initial preference is noted the number of 'wrong responses and the number of right responses ought to be approximately equal on the iirst few trials. Pig. 37   Shows the growth of such habits (Hoge and Stocking), ^feradually,'^and usually very gradually, the number of Blight responses exceeds the number of wrong responses until finally all the responses are right and the habit is formed. Here again, the method of conducting the test alters the character of the curve, e.g., the number of tests made on a given day; whether punishment is given alone for wrong choice and food alone for right; or whether food is given for right response and punishment for wrong, etc. Many other factors are at hand which alter the general character of the learning curve, such as the amount and kinds of previous practice the animal may have had ; differences in instinctive traits, such as boldness, fear; the amount and kinds of distraction, etc. ; the general method of attacking the problems and finally the method of plotting the actual data may alter greatly the general appearance of the curve-telescoping of trials and time, etc. When one considers all of the factors which actually modify learning, and the different methods of treating the data on learning, it is not to be wondered at that there is no such thing as a characteristic and typical curve of learning. In conducting experiments, though, the various factors can be controlled; at least we can make the conditions of learning comparable for all the animals being experimented upon, and we can vary any one factor at will so as to bring out differences in the learn- ing ability of j'^oung animals and old, male and female, normal and defective, etc. III.:
 Motor habits in the human being.-Tests upon the acquisition of simple motor habits have been made upon human beings, e.g., learning to typewrite ; to toss and catch balls, to shoot with the long bow, etc. The general features ^^' Some exceptions to this rule are to be noted even here. In Shepherd's work on the discrimination of colored foodstuffs by monkeys where wrong response was punished with a bitter taste, uinine, the habit arose very quickly (p. 347), i 202 STUDY OF HABIT FORMATION of these curves of learning are quite similar to those of the animals."
"Abhandlungen zum Aufbau der Lehre von den Handlungen der Tiere","https://scispace.com/paper/abhandlungen-zum-aufbau-der-lehre-von-den-handlungen-der-1vzmxnc33h","1918","Journal Article","","J. S. Szymanski","10.1007/BF01677184","https://scispace.com/pdf/abhandlungen-zum-aufbau-der-lehre-von-den-handlungen-der-1vzmxnc33h.pdf","Wenn ich nun die Ergebnisse der Versuche au weissen Ratten kurz zusammenfassen, so mochte ich zunAchst hervorheben, dass aus der Bedeutungslosigkeit eines zwangsmAssigen Vortrainings fur die Abkurzung des darauffolgenden Lernvorganges folgt, dass eine neue Gewohnheit nicht ausschliesslich infolge der oftermaligen Wiederholung einer Handlung entsteht, sondern obendrein dazu eine aktive, durch ein vitales Interesse bewirkte Anteilnahme des Tieres unentbehrlich ist.","Nachprtifungen. Wie erinnerlich, liess ich an den Nachprilfungstagen die Maus, naehdem sie den elektrischen Boden verlassen hatte, noch etwa 1 Minute im hpparate. Den positiven Stereotropismus der:
 Es stellte sich nun im grossen und ganzen heraus, dass die Maus an den ersten Nachpriifungstagen meistens trachtete, die nun verlassene Scheibe sofort wieder zu betreten. (Fig.  An den darauffolgenden Nachprtifungstagen verliingerte (lie Maus ihren Weg immer mehr, um schliesslich, gerade so wie im Anfang am Lerntage, entlang den Glaswhnden herumzulaufen. (Fig.  Zwecks der genaueren Analyse des Lern-und Vergessensvorganges bei den einzelnen Individuen konstruierte ich auf Grund der in der Tab. 20 zusammengestellten Daten far jedes Einzeltier eine Lernund Vergessenskurve (Fig. ). Den positiven Stereotropismus der:
 Wenn ich zunaehst die Lernkurve nigher zu analysieren versuche, so ergeben sieh auf Fig.  drei Falle, die ich tabellarisch darstellen will (Tab. 21). 5[ummer I:
 Charakter der Kurve des Versuchstieres [ I 2, 3. 5[ummer I:
 [ Kontinuierliche rapide  Zun~chst langsame, dann rapide Steigerung. 4, 8 ...... I Langsame kontinuierliche Steigerung. 5[ummer I:
 Es ergibt sich hieraus, dass die Mehrzahl der Tiere zuniichst langsamer, zum Schlusse abet schneller lernt (ftinf Versuehstiere, zweiter Fall). Die zwei anderen Falle (mit je zwei Tieren) zeigen einen kontinuierlich rapiden bzw. langsamen Lernvorgang. Nach gleichem Muster wie die Lernkurven sollen auch die Vergessenskurven angeordnet und analysiert werden. Es lassen sich hier vier Fiille unterscheiden, wie dies die auf S. 187 abgedruckte Tab. 22 zeigt. 5[ummer I:
 Im ersten Falle war das Erlernte im hohen Grade und lange bewahrt (Nr. II, IV, VIII). 5[ummer I:
 Im zweiten Falle war das Erlernte im hohen Grade, aber bloss kurze Zeit erhalten (Nr. VI, VII). 5[ummer I:
 Der dritte Fall fasst die Ergebnisse zusammen, in denen zwar alas Erlernte bloss im geringen Grade, aber lange Zeit hindurch bewahrt war (Nr. V, X).  Die plStzlich erworbene nebensachliche Gewohnheit ist wegen der neuen Erfahrung (keinen Schlag mehr) wieder verlorengeo gangen."
"The acquisition of conditioned responding.","https://scispace.com/paper/the-acquisition-of-conditioned-responding-4yoif5fddc","2011","Journal Article","Journal of Experimental Psychology: Animal Behavior Processes","Justin A. Harris","10.1037/A0021883","https://scispace.com/pdf/the-acquisition-of-conditioned-responding-4yoif5fddc.pdf","This report analyzes the acquisition of conditioned responses in rats trained in a magazine approach paradigm. Following the suggestion by Gallistel, Fairhurst, and Balsam (2004), Weibull functions were fitted to the trial-by-trial response rates of individual rats. These showed that the emergence of responding was often delayed, after which the response rate would increase relatively gradually across trials. The fit of the Weibull function to the behavioral data of each rat was equaled by that of a cumulative exponential function incorporating a response threshold. Thus, the growth in conditioning strength on each trial can be modeled by the derivative of the exponential--a difference term of the form used in many models of associative learning (e.g., Rescorla & Wagner, 1972). Further analyses, comparing the acquisition of responding with a continuously reinforced stimulus (CRf) and a partially reinforced stimulus (PRf), provided further evidence in support of the difference term. In conclusion, the results are consistent with conventional models that describe learning as the growth of associative strength, incremented on each trial by an error-correction process.","point. This apparent discontinuity in the response rate is replicated in the simulated data shown in Panel B. These data were generated from the best-fitting exponential functions (Equation ) for each rat, to which normally-distributed random jitter was added. Change point analysis:
 that identifies the change point, rather than reflecting an abrupt change in the processes that underlie responding. The change point algorithm will be attracted to locations in the response record where there is a large difference in response count between two consecutive trials, yet such differences may frequently arise from random fluctuations in the trial-to-trial response pattern of the rat. When response records are aligned to this change point, this could reveal a large and consistent difference between trials either side of the change point simply because of the increased likelihood of a random fluctuation between consecutive trials at the location of the change point. To investigate this possibility, I have conducted a simulation that is presented in Panel B of Figure . This simulates response data using the best-fitting exponential functions for each rat: on each ""trial"" the associative strength was estimated from the best-fitting exponential function, and random jitter was added to this value. The jitter was a random number, selected from a normal distribution with mean of zero and standard deviation equal to half the terminal strength of the exponential function. (I used this approximation of the random variance in the response rates because analysis of the rats' behavioral data indicated that the standard deviation of each rat's response rate was typically equal to half the asymptotic response rate, and usually did not change systematically across the course of conditioning.) Change point analysis:
 Having generated variable response rates from the exponential functions for each rat, I subjected these simulated data to the change point analysis proposed by , before normalizing and aligning all 22 simulated records by their change points. The average of these aligned simulated data is shown in Panel B of Figure , and clearly resembles very closely that shown in Panel A of the same figure. Change point analysis:
 However, the step-like increase in the simulated data plotted in Panel B does not reflect any discontinuity in the underlying behavioral process, but rather reflects the combination of a gradual continuous rise in conditioning strength combined with random variability in output. Discussion:
 This experiment fitted cumulative Weibull functions to the trial-by-trial response records of individual rats to estimate their rate of acquisition of conditioned responding. Discussion:
 Following the suggestion by , this function was used to calculate each rat's latency to start responding, as the point at which the Weibull function reached 10% of its asymptote, and the rate at which responding then increased towards its asymptote, as the number of trials for the function to rise from 10% to 90% of asymptote. Responding emerged within the first 2 days (40 trials) in 21 of 22 rats, and increased relatively gradually thereafter, taking on average 129 trials to climb from 10% to 90%. This rate of acquisition varied greatly between rats, ranging from 7 to 357 trials. Nonetheless, the values are much larger than those reported by  in their survey of acquisition data from several conditioning paradigms, but they are similar to those reported by ."
"A trigeminal conditioned stimulus yields fast acquisition of cerebellum-dependent conditioned eyeblinks","https://scispace.com/paper/a-trigeminal-conditioned-stimulus-yields-fast-acquisition-of-8q8clwumje","2012","Journal Article","Behavioural Brain Research","Andrew J. Carrel
Svitlana Zbarska
Gary Zenitsky
Vlastislav Bracha","10.1016/J.BBR.2011.09.010","","","yielded fast learning. Since commonly encountered intensities of the vCS yield CR acquisition faster than infrequently occurring strong auditory CS intensities, it appears that the eyeblink conditioning system in the rabbit is comparably better tuned to the facial cutaneous input. Discussion:
 One could argue that even vCS conditioning is too slow to provide rabbits with effective eye protection. After all, most of our rabbits generated a high CR incidence on the second day of conditioning, and by that time they had been exposed to more than 100 conditioning trials! Requiring this many trials to acquire protective responses seems inefficient, especially when compared to other forms of biologically-tuned forms of learning, such as conditioned taste aversion, where a one-trial exposure to the CS and US is sufficient for robust learning . Before drawing conclusions from this comparison, it is important to realize that not all training parameters in typical laboratory eyeblink conditioning sessions are designed to maximize the rate of learning. For example, it is known that fewer than a dozen trials can yield the first CR when rabbits are trained in 1-trial/day sessions (for review see ). It appears that the number of training sessions rather than the cumulative number of trials better describes the rate of eyeblink conditioning. From this perspective, even eyeblink conditioning to a tone CS could be viewed as providing rabbits with some adaptive advantage. Why then do typical eyeblink conditioning sessions run 100, seemingly redundant trials? This ""sub-optimal"" arrangement is deliberate. Yes, it inflates the cumulative number of trials required for learning, but this cost is outweighed by the numerous advantages offered by repeated sampling. Aside from the possible need to introduce probe-CS or US-alone trials, multiple trials control for potentially large per-trial differences between individual animals, including spontaneous responses, chance events (e.g., postural movements), and the onset and duration of drug effects. Without repeated trials, spurious sampling errors would contaminate the measurements of intervention effects on CR incidence, eyeblink kinematics, and neuronal activity in neurophysiological experiments. The only other option the investigator would be left with is to add many more animals to the experiment."
"A comparison of latent inhibition and learned irrelevance pre-exposure effects in rabbit and human eyeblink conditioning","https://scispace.com/paper/a-comparison-of-latent-inhibition-and-learned-irrelevance-zt77tef1gk","2002","Journal Article","Integrative Physiological and Behavioral Science","M. Todd Allen
Lori Chelius
Vivek Masand
Mark A. Gluck
Catherine E. Myers
Geoffrey Schnirman
Geoffrey Schnirman","10.1007/BF02734181","https://scispace.com/pdf/a-comparison-of-latent-inhibition-and-learned-irrelevance-zt77tef1gk.pdf","The learning of an association between a CS and a US can be retarded by unreinforced presentations of the CS alone (termed latent inhibition or LI) or by un-correlated presentations of the CS and US (termed learned irrelevance or LIRR). In rabbit eyeblink conditioning, there have been some recent failures to replicate LI. LIRR has been hypothesized as producing a stronger retardation effect than LI based on both empirical studies and computational models. In the work presented here, we examined the relative strength of LI and LIRR in eyeblink conditioning in rabbits and humans. In both species, a number of preexposure trials sufficient to produce LIRR failed to produce LI (Experiments 1 & 3). Doubling the number of CS pre-exposures did produce LI in rabbits (Experiment 2), but not in humans (Experiment 4). LI was demonstrated in humans only after manipulations including an increased inter-trial interval or ITI (Experiment 5). Overall, it appears that LIRR is a more easily producible pre-exposure retardation effect than LI for eyeblink conditioning in both rabbits and humans. Several theoretical mechanisms for LI including the conditioned attention theory, stimulus compression, novelty, and the switching theory are discussed as possible explanations for the differences between LIRR and LI. Overall, future work involving testing the neural substrates of pre-exposure effects may benefit from the use of LIRR rather than LI.","> 0.05). Discussion: In summary, while there was no difference between subjects in the Context pre-exposure group and No-Exposure group, acquisition of CRs was significantly retarded in the LI group. Thus, latent inhibition was demonstrated. Discussion:
 The results of Experiment 5 were in contrast to Experiments 3 and 4, in which no latent inhibition effect was obtained. Experiment 5 was constructed to include a longer ITI, which may have reduced the ability of subjects to anticipate upcoming CS (and US) events. Additionally, Experiment 5 involved a shorter CS pre-exposure phase than the earlier experiments. Either or both of these manipulations may have contributed to the observed latent inhibition effect. General Discussion:
 Experiment 1 demonstrated a strong learned irrelevance effect in rabbit eyeblink conditioning while Experiment 3 demonstrated a strong learned irrelevance effect in human eyeblink conditioning. In both cases, prior exposure to un-correlated presentations of the CS and US retarded subsequent acquisition of CRs relative to a context pre-exposed control. No latent inhibition effect was observed for either rabbits (Experiment 1) or human (Experiment 3) following the same number of pre-exposures that had produced learned irrelevance. Increasing the number of CS exposures did result in a demonstration of latent inhibition for rabbit eyeblink conditioning (Experiment 2), but not for human eyeblink conditioning (Experiment 4). However, increasing the ITI with the same number of CS pre-exposures as in Experiment 5 did produce latent inhibition in human eyeblink conditioning. General Discussion:
 In both the learned irrelevance results of Experiment 1 and 3 and the latent inhibition results of Experiment 2 and 5, the effect of exposure was to retard learning throughout phase 2; in neither case did the exposed group ever reach the same asymptotic performance as the control groups. While this does not necessarily imply that, given extended training, subjects would never have learned the CS-US association, it does imply that the effects of stimulus exposure can be relatively long lasting in this preparation. General Discussion:
 A review of prior eyeblink conditioning studies of LI in the rabbit indicates that LI does sometimes result in a lower asymptotic responding (e.g., . However, a previous study of LI from our laboratory did not result in such a deficit . It should be noted that the series of studies by Solomon with LI in rabbit eyeblink conditioning only presented measures of total CRs and did not include learning curves across training sessions . Therefore the dynamics of CR acquisition across training sessions is unknown for this data set. General Discussion:
 LI in rat eyeblink conditioning  did not report any learning within 500 training trials following the CS in intact rats receiving LI pre-exposure. In this case, LI seems to have completely disrupted the acquisition of CRs, at least within 500 trials."
"Bayesian change-point analysis reveals developmental change in a classic theory of mind task.","https://scispace.com/paper/bayesian-change-point-analysis-reveals-developmental-change-56hrw1q8mj","2016","Journal Article","Cognitive Psychology","Sara T. Baker
Alan M. Leslie
Cr R. Gallistel
Bruce M. Hood","10.1016/J.COGPSYCH.2016.08.001","https://research-information.bris.ac.uk/files/108427199/1_s2.0_S0010028515300621_main.pdf","","Title: Bayesian change-point analysis reveals developmental change in a classic theory of mind task Authors: Sara T Baker,Alan M Leslie,C R Gallistel,Bruce M Hood,Cognitive Psychology Introduction:
 Change is a ubiquitous yet recalcitrant problem for psychology. We would like to understand processes of change in many different areas from changes due to therapeutic or pedagogical interventions to natural changes wrought by learning and development. Yet all too often we are limited to comparing 'before and after snapshots' and filling the gap with speculation, or worse, with unexamined assumption. Introduction:
 Developmental change in children is often studied by comparing performance in cross-sectional time slices (between subjects) or by repeated longitudinal testing of the same individuals over lengthy periods. In either case, the study of change has relied on group data and this methodological constraint has served to forge theories of groups rather than of individuals . Group data are used because of the necessity of drawing statistical conclusions based on sufficiently large samples. Unfortunately, however, there is no such thing as a group brain. There are only individual brains wherein developmental and learning changes occur. Introduction:
 As  pointed out long ago, we cannot derive valid generalizations about the course of change in individuals from the course of change in a group average. The context for Estes' remarks were the many studies of learning in rats and other animals that show the familiar smooth, gradually incrementing learning curves predicted by associative learning theory that reflect the gradual strengthening of responses from baseline to asymptote as a function of number of learning trials. The problem with this picture, Estes pointed out, is that the gradual learning curve required by associative theory is seen only in the group curve averaged across many individuals. The curves of individual animals, by contrast, showed that learning was not gradual but occurred with sudden change. More recently,  confirmed and quantified the abruptness of onset of conditioned learning in individual animals."
