"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Snippet","Abstract"
"A psychophysical evaluation of techniques for Mooney image generation","https://scispace.com/paper/a-psychophysical-evaluation-of-techniques-for-mooney-image-dh0gxrxg34","2024","Preprint","","Lars C. Reining
Thomas S. A. Wallis","10.48550/arxiv.2403.11867","https://peerj.com/articles/18059.pdf","… perceptual effectiveness of more general techniques to create … After threshold selection we converted the smoothed … If you are following multiple publications then we will send you no …","Mooney images can contribute to our understanding of the processes involved in visual perception, because they allow a dissociation between image content and image understanding. Mooney images are generated by first smoothing and subsequently thresholding an image. In most previous studies this was performed manually, using subjective criteria for generation. This manual process could eventually be avoided by using automatic generation techniques. The field of computer image processing offers numerous techniques for image thresholding, but these are only rarely used to create Mooney images. Furthermore, there is little research on the perceptual effects of smoothing and thresholding. Therefore, in this study we investigated how the choice of different thresholding techniques and amount of smoothing affects the interpretability of Mooney images for human participants. We generated Mooney images using four different thresholding techniques and, in a second experiment, parametrically varied the level of smoothing. Participants identified the concepts shown in Mooney images and rated their interpretability. Although the techniques generate physically-different Mooney images, identification performance and subjective ratings were similar across the different techniques. This indicates that finding the perfect threshold in the process of generating Mooney images is not critical for Mooney image interpretability, at least for globally-applied thresholds. The degree of smoothing applied before thresholding, on the other hand, requires more tuning depending on the noise of the original image and the desired interpretability of the resulting Mooney image. Future work in automatic Mooney image generation should pursue local thresholding techniques, where different thresholds are applied to image regions depending on the local image content. "
"Continuous psychophysics: Past, present, future","https://scispace.com/paper/continuous-psychophysics-past-present-future-vs17lf5c3g78","2025","Journal Article","Trends in Cognitive Sciences","Johannes Burge
Kathryn Bonnen","10.1016/j.tics.2025.01.005","https://jburge.psych.upenn.edu/ewExternalFiles/BurgeBonnen_TICS_2025.pdf","… perceptual variables derived from continuous psychophysics … choice (2IFC) methods – threshold estimates are often not … time can be resolved in individual observers from continuous …",""
"I expect, therefore I see: individual differences in visual awareness","https://scispace.com/paper/-8u6Uyc9UHkJ","","","","N Andermane","","https://sussex.figshare.com/articles/thesis/I_expect_therefore_I_see_individual_differences_in_visual_awareness/23474630/1/files/41183756.pdf","… in Mooney face detection after seeing original images) did not consistently predict atypical perceptual … We used two psychophysical measures of sensitivity to low-level visual signal; …",""
"Curveball: A tool for rapid measurement of contrast sensitivity based on smooth eye movements","https://scispace.com/paper/curveball-a-tool-for-rapid-measurement-of-contrast-2mt8p4lzfn","2018","Journal Article","Journal of Vision","Scott W. J. Mooney
N. Jeremy Hill
Melis S. Tuzun
Nazia M. Alam
Jason B. Carmel
Glen T. Prusky","10.1167/18.12.7","https://jov.arvojournals.org/arvo/content_public/journal/jov/937613/i1534-7362-18-12-7.pdf","… report, and rapidly lowers stimulus contrast in real time until a threshold is found. The … than) perceptual report. The authors describe their approach as “continuous psychophysics,” in …","The contrast sensitivity function (CSF) is an informative measure of visual function, but current tools for assessing it are limited by the attentional, motor, and communicative abilities of the participant. Impairments in these abilities can prevent participants from engaging with tasks or following an experimenter's instructions. Here, we describe an efficient new tool for measuring contrast sensitivity, Curveball, and empirically validate it with a sample of healthy adults. The Curveball algorithm continuously infers stimulus visibility through smooth eye tracking instead of perceptual report, and rapidly lowers stimulus contrast in real time until a threshold is found. The procedure requires minimal instruction to administer and takes only five minutes to estimate a full CSF, which is comparable to the best existing methods available for healthy adults. Task repeatability was high: the coefficients of repeatability were 0.275 (in log10 units of RMS contrast) within the same session and 0.227 across different days. We also present evidence that the task is robust across illumination changes, well correlated with results from conventional psychophysical methods, and highly sensitive to improvements in visual acuity from refractive correction. Our findings indicate that Curveball is a promising means of accurately assessing contrast sensitivity in previously neglected populations."
"Make use of Mooney images to distinguish between machines and humans","https://scispace.com/paper/rgv9Nkuw314J","","","","J Li
H Wei","","https://escholarship.org/content/qt33m2b8sw/qt33m2b8sw_noSplash_bbe7e10b8f0d14c0d1d1a203fe69bd17.pdf","… The discrete speckles increase the difficulty of perceptual … set a uniform threshold for all images, inappropriate threshold … -tone (’mooney’) images: A psychophysical and fmri study. …",""
"Understanding Human Perception Through MooneyFaces","https://scispace.com/paper/UgAzjrh3zLAJ","","","","R Arora","","https://dspace.mit.edu/bitstream/handle/1721.1/151521/arora-riya-meng-eecs-2023-thesis.pdf?sequence=1&isAllowed=y","… psychophysical studies have identified an illusion in which the perceived pose of a Mooney … models of face processing with human perceptual judgments. One approach is to use neural …",""
"Perceptual grouping in space and in space-time: An exercise in phenomenological psychophysics","https://scispace.com/paper/perceptual-grouping-in-space-and-in-space-time-an-exercise-2q2rrvena6","2003","","","Michael Kubovy
Sergei Gepshtein","10.4324/9781410608918-7","http://www.vcl.salk.edu/~gepshtein/KubovyGepshteinCMSC.pdf","… The two images of Mooney faces are shown in rapid alter… when two dots appear to move back-and-forth as a group, from … or by presenting the stimulus at the threshold of visibility. We …","The first two sections of this chapter are devoted to empirical and theoretical studies of grouping in space and in spacetime. In the first section we summarize recent research on grouping by proximity. We show that grouping by proximity can be modeled with a simple model that has few of the characteristics that one might expect of a Gestalt phenomenon. In the second section we (a) review the literature on the relation between grouping by spatial proximity and grouping by spatiotemporal proximity, and (b) summarize our research that shows that these two processes are inextricably entangled. The third section is meta-methodological. We do phenomenological psychophysics. Because the observers’ responses are based on phenomenal experiences, which are still in bad repute among psychologists, we conclude the chapter with an explication of the roots of such skeptical views, and show that they have limited validity."
"Gestalts at threshold could reveal Gestalts as predictions","https://scispace.com/paper/gestalts-at-threshold-could-reveal-gestalts-as-predictions-54zaauv0hn","2021","Journal Article","Scientific Reports","Thiago Leiros Costa
Johan Wagemans","10.1038/S41598-021-97878-0","https://www.nature.com/articles/s41598-021-97878-0.pdf","… formulate a general theory of perceptual organization and is, of … more specific questions, we developed two psychophysical … The role of prior knowledge in the disambiguation of Mooney …","We review and revisit the predictive processing inspired “Gestalts as predictions” hypothesis. The study of Gestalt phenomena at and below threshold can help clarify the role of higher-order object selective areas and feedback connections in mid-level vision. In two psychophysical experiments assessing manipulations of contrast and configurality we showed that: (1) Gestalt phenomena are robust against saliency manipulations across the psychometric function even below threshold (with the accuracy gains and higher saliency associated with Gestalts being present even around chance performance); and (2) peak differences between Gestalt and control conditions happened around the time where responses to Gestalts are starting to saturate (mimicking the differential contrast response profile of striate vs. extra-striate visual neurons). In addition, Gestalts are associated with steeper psychometric functions in all experiments. We propose that these results reflect the differential engagement of object-selective areas in Gestalt phenomena and of information- or percept-based processing, as opposed to energy- or stimulus-based processing, more generally. In addition, the presence of nonlinearities in the psychometric functions suggest differential top-down modulation of the early visual cortex. We treat this as a proof of principle study, illustrating that classic psychophysics can help assess possible involvement of hierarchical predictive processing in Gestalt phenomena."
"Enduring interest in perceptual ambiguity: alternating views of reversible figures.","https://scispace.com/paper/enduring-interest-in-perceptual-ambiguity-alternating-views-35uqed93uy","2004","Journal Article","Psychological Bulletin","Gerald M. Long
Thomas C. Toppino","10.1037/0033-2909.130.5.748","http://wexler.free.fr/library/files/long%20(2004)%20enduring%20interest%20in%20perceptual%20ambiguity.%20alternating%20views%20of%20reversible%20figures.pdf","… and psychophysical research as sensitive to specific, … reach their threshold level, resulting in an alternation back to the … We argue that the extensive (and long-standing) psychophysical …","Research favoring the so-called bottom-up and top-down classes of explanations for reversible figures that dominated the literature in last half of the 20th century is reviewed. Two conclusions are offered. First, any single-process model is extremely unlikely to be able to accommodate the wide array of empirical findings, suggesting that the ""final"" explanation will almost certainly involve a hybrid conceptualization of interacting sensory and cognitive processes. Second, the utility of distinguishing between 2 components of the observer's experience with reversible figures is emphasized. This distinction between the observer's ability to access multiple representations from the single stimulus pattern (ambiguity) and the observer's phenomenal experience of oscillation between those representations (reversibility) permits the literature to be segregated into useful categories of research that expose overlapping but distinctive cortical processes."
"Unconsciously elicited perceptual prior","https://scispace.com/paper/unconsciously-elicited-perceptual-prior-4i9ucmdrhs","2016","Journal Article","Neuroscience of Consciousness","Raymond Chuen-Chung Chang
Alexis T. Baria
Matthew W Flounders
Biyu J. He","10.1093/NC/NIW008","https://academic.oup.com/nc/article-pdf/2016/1/niw008/25445601/niw008.pdf","… Recent psychophysics and neuroimaging studies have revealed … Threshold level and filter size were initially set at the median … with the Mooney, matching gray-scale, and Mooney image …","Increasing evidence over the past decade suggests that vision is not simply a passive, feed-forward process in which cortical areas relay progressively more abstract information to those higher up in the visual hierarchy, but rather an inferential process with top-down processes actively guiding and shaping perception. However, one major question that persists is whether such processes can be influenced by unconsciously perceived stimuli. Recent psychophysics and neuroimaging studies have revealed that while consciously perceived stimuli elicit stronger responses in higher visual and frontoparietal areas than those that fail to reach conscious awareness, the latter can still drive high-level brain and behavioral responses. We investigated whether unconscious processing of a masked natural image could facilitate subsequent conscious recognition of its degraded counterpart (a black-and-white “Mooney” image) presented many seconds later. We found that this is indeed the case, suggesting that conscious vision may be influenced by priors established by unconscious processing of a fleeting image."
