"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Snippet","Abstract"
"The learning curve: Implications of a quantitative analysis","https://scispace.com/paper/the-learning-curve-implications-of-a-quantitative-analysis-37k1dtufsq","2004","Journal Article","Proceedings of the National Academy of Sciences of the United States of America","Charles R. Gallistel
Stephen Fairhurst
Peter D. Balsam","10.1073/PNAS.0404965101","https://scispace.com/pdf/the-learning-curve-implications-of-a-quantitative-analysis-37k1dtufsq.pdf","… The learning curves for individual subjects show an abrupt, … The reinforcement, also cumulative record of conditioned … As S goes to infinity, it becomes a step function. Roughly speaking, …","The negatively accelerated, gradually increasing learning curve is an artifact of group averaging in several commonly used basic learning paradigms (pigeon autoshaping, delay- and trace-eye-blink conditioning in the rabbit and rat, autoshaped hopper entry in the rat, plus maze performance in the rat, and water maze performance in the mouse) The learning curves for individual subjects show an abrupt, often step-like increase from the untrained level of responding to the level seen in the well trained subject The rise is at least as abrupt as that commonly seen in psychometric functions in stimulus detection experiments It may indicate that the appearance of conditioned behavior is mediated by an evidence-based decision process, as in stimulus detection experiments If the appearance of conditioned behavior is taken instead to reflect the increase in an underlying associative strength, then a negligible portion of the function relating associative strength to amount of experience is behaviorally visible Consequently, rate of learning cannot be estimated from the group-average curve; the best measure is latency to the onset of responding, determined for each subject individually"
"The learning curve, revisited.","https://scispace.com/paper/the-learning-curve-revisited-p3kloufg","2022","Journal Article","Journal of experimental psychology. Animal learning and cognition","Justin A. Harris","10.1037/xan0000331","","… of conditioning in individual animals. When applied to the … were combined into the cumulative record. Consequently, the … A true step function for response acquisition would produce a …","The nature of the operations that support learning should be evident in the form or shape of the learning curve. For example, models that describe learning as an iterative error-correction process expect that the amount learned on each trial follows a decelerating (negatively inflected) function. That prediction is broadly consistent with the shape of the acquisition and extinction curves derived from mean measures of response strength. However, such evidence can be flawed because group means may not accurately portray the response curves of individual subjects in a conditioning experiment. Moreover, such evidence relies on strong assumptions about the way that what has been learned is expressed in responding. The current work presents a new analytical approach to reveal the rate of change in responding across the course of conditioning in individual animals. When applied to the conditioning and extinction data from a large sample of rats, this analysis confirms that responses are acquired and extinguish gradually and, in both cases, follow a decelerating learning curve. That is, changes in responding are largest at the start of conditioning or extinction and get progressively smaller as responding approaches an asymptote. However, rather than conforming to the specific shape predicted by an error-correction process, the results suggest that the amount learned increases according to a logarithmic function such that responding during conditioning and extinction is proportional to the log of the number of trials. The implications of these findings for models of associative learning are discussed. (PsycInfo Database Record (c) 2022 APA, all rights reserved)."
"Autoshaped head poking in the mouse: a quantitative analysis of the learning curve","https://scispace.com/paper/autoshaped-head-poking-in-the-mouse-a-quantitative-analysis-4vciqucnsm","2006","Journal Article","Journal of the Experimental Analysis of Behavior","E. B. Papachristos
Charles R. Gallistel","10.1901/JEAB.2006.71-05","https://pmc.ncbi.nlm.nih.gov/articles/PMC1459847/pdf/jeab-85-03-293.pdf","… in individual mice, using an algorithm that finds changes in the slope of a cumulative record. … The changepoint detection algorithm was applied iteratively to each successive point in the …","In autoshaping experiments, we quantified the acquisition of anticipatory head poking in individual mice, using an algorithm that finds changes in the slope of a cumulative record. In most mice, upward changes in the amount of anticipatory poking per trial were abrupt, and tended to occur at session boundaries, suggesting that the session is as significant a unit of experience as the trial. There were large individual differences in the latency to the onset of vigorous responding. “Asymptotic” performance was unstable; large, bidirectional, and relatively enduring changes were common. Given the characteristics of the individual learning curves, it is unlikely that physiologically meaningful estimates of rate of learning can be extracted from group-average learning curves."
"The learning curve: implications of a quantitative analysis","https://scispace.com/paper/the-learning-curve-implications-of-a-quantitative-analysis-37k1dtufsq","2004","Journal Article","Proceedings of the National Academy of Sciences of the United States of America","Charles R. Gallistel
Stephen Fairhurst
Peter D. Balsam","10.1073/PNAS.0404965101","https://www.pnas.org/doi/pdf/10.1073/pnas.0404965101","… appearance of conditioned behavior in individual subjects, … As S goes to infinity, it becomes a step function. Roughly … We think that, generally speaking, the cumulative record is the best …","The negatively accelerated, gradually increasing learning curve is an artifact of group averaging in several commonly used basic learning paradigms (pigeon autoshaping, delay- and trace-eye-blink conditioning in the rabbit and rat, autoshaped hopper entry in the rat, plus maze performance in the rat, and water maze performance in the mouse) The learning curves for individual subjects show an abrupt, often step-like increase from the untrained level of responding to the level seen in the well trained subject The rise is at least as abrupt as that commonly seen in psychometric functions in stimulus detection experiments It may indicate that the appearance of conditioned behavior is mediated by an evidence-based decision process, as in stimulus detection experiments If the appearance of conditioned behavior is taken instead to reflect the increase in an underlying associative strength, then a negligible portion of the function relating associative strength to amount of experience is behaviorally visible Consequently, rate of learning cannot be estimated from the group-average curve; the best measure is latency to the onset of responding, determined for each subject individually"
"The partial reinforcement extinction effect: The proportion of trials reinforced during conditioning predicts the number of trials to extinction.","https://scispace.com/paper/the-partial-reinforcement-extinction-effect-the-proportion-4ac53kg7g8","2019","Journal Article","Journal of experimental psychology. Animal learning and cognition","C. K. Jonas Chan
Justin A. Harris","10.1037/XAN0000190","","… We examined individual extinction curves by fitting the … the rate of decay) to a sharp step function (when s is large, and L … We used the cumulative record because it shows overall trends …","Four experiments compared the extinction of responding to a continuously reinforced (CRf) conditioned stimulus (conditional stimulus [CS]) consistently reinforced on every trial, with extinction of responding to a partially reinforced (PRf) CS that had been inconsistently reinforced. To equate the acquisition of responding between the two CSs, the average duration of the CRf CS was extended so that it scheduled the same overall rate of reinforcement per unit time as the PRf CS. Experiment 1 used a within-subjects design to compare the rates of extinction for a 10-s PRf CS reinforced on 33% of trials versus a 30-s CRf CS. Experiment 2 made the same comparison but using a between-subjects design. Experiment 3 compared extinction in a group trained with a 10-s PRf CS reinforced on 20% of trials and a group trained with a 50-s CRf CS. Experiment 4 compared the rates of extinction following two partial reinforcement schedules: a 10-s PRf CS reinforced on 33% of trial versus a 20-s CRf CS reinforced on 66% of trials. In each experiment, responding took longer to extinguish for the CS that scheduled a lower per-trial probability of reinforcement. Modeling of individual extinction curves using Weibull functions indicated that the latency to initiate extinction was directly related to the per-trial probability of reinforcement learned during acquisition. For example, compared with training with a CRf CS, rats reinforced on 33% of trials took approximately 3 times as many trials to initiate extinction, and rats reinforced on 20% of trials took 5 times as many trials to initiate extinction. These results provide support for trial-based accounts of extinction (e.g., Capaldi & Deutsch, 1967), whereby rats learn about the expected number of trials per reinforcer, and extinction depends on the number of expected reinforcers that have been omitted rather than on the number of extinction trials per se. (PsycINFO Database Record (c) 2019 APA, all rights reserved)."
"Conditioning from an information processing perspective","https://scispace.com/paper/conditioning-from-an-information-processing-perspective-strnwenp67","2003","Journal Article","Behavioural Processes","Charles R. Gallistel","10.1016/S0376-6357(03)00019-6","https://ruccs.rutgers.edu/images/personal-rochel-gelman/publications/Cond%20from%20Info%20Proc%20Persp.pdf","… , “We provide the animal with individual events, not correlations or … The dashed line is the cumulative record of the first 10 … on the representation of a step function imposed by the scalar …",""
"Is the number of trials a primary determinant of conditioned responding?","https://scispace.com/paper/is-the-number-of-trials-a-primary-determinant-of-conditioned-2b4tgqs8ml","2008","Journal Article","Journal of Experimental Psychology: Animal Behavior Processes","Daniel Gottlieb","10.1037/0097-7403.34.2.185","","… Individual animal learning curves were then analyzed in … graphically represented in the cumulative record by a positively … point of acquisition, as determined by a change-point detection …","Acquisition of conditioned responding is thought to be determined by the number of pairings of a conditioned stimulus (CS) and an unconditioned stimulus (US). However, it is possible that acquisition is primarily determined not by the number of trials but rather by quantities that often correlate with the number of trials, such as cumulative intertrial interval (ITI) and the number of sessions. Four experiments examined whether the number of trials has an effect on acquisition of conditioned responding, once cumulative ITI and number of sessions are equated. Results of the experiments with rats and mice favor the hypothesis that over an eightfold range, variation in number of CS-US pairings has little effect. It is suggested that learning curves might more accurately be plotted across cumulative ITI or number of sessions, and not across number of trials. Results pose a challenge to trial-centered accounts of conditioning, as demonstrated by simulations of the Rescorla-Wagner model, a simplified version of Wagner's standard operating procedure model (SOP), and Stout & Miller's sometimes competing retrieval model (SOCR). A time-centered account, rate estimation theory (RET), predicts the main finding but has trouble with other aspects of the learning process more easily accommodated by trial-centered models."
"Pavlovian contingencies and temporal information.","https://scispace.com/paper/pavlovian-contingencies-and-temporal-information-20lih5m2vu","2006","Journal Article","Journal of Experimental Psychology: Animal Behavior Processes","Peter D. Balsam
Stephen Fairhurst
Charles R. Gallistel","10.1037/0097-7403.32.3.284","https://ruccs.rutgers.edu/images/personal-charles-r-gallistel/publications/Balsam_Fairhurst_Gallistel_2006.pdf","… presentation was 96 s, with individual ITIs drawn randomly from an … First, we computed the cumulative record of responses … , the Weibull function becomes a step function, so it can also …","The effects of altering the contingency between the conditioned stimulus (CS) and the unconditioned stimulus (US) on the acquisition of autoshaped responding was investigated by changing the frequency of unsignaled USs during the intertrial interval. The addition of the unsignaled USs had an effect on acquisition speed comparable with that of massing trials. The effects of these manipulations can be understood in terms of their effect on the amount of information (number of bits) that the average CS conveys to the subject about the timing of the next US. The number of reinforced CSs prior to acquisition is inversely related to the information content of the CS."
"Environmental enrichment expedites acquisition and improves flexibility on a temporal sequencing task in mice","https://scispace.com/paper/environmental-enrichment-expedites-acquisition-and-improves-2mz4qr8qwo","2018","Journal Article","Frontiers in Behavioral Neuroscience","Darius Rountree-Harrison
Thomas J. Burton
Catherine A. Leamey
Atomu Sawatari","10.3389/FNBEH.2018.00051","https://www.frontiersin.org/journals/behavioral-neuroscience/articles/10.3389/fnbeh.2018.00051/pdf","… on learning trajectories of individual animals (cumulative record … conducted on learning trajectories of individual animals for … of ~0.05) was used for change point detection in all animals. …","Environmental enrichment (EE) via increased opportunities for voluntary exercise, sensory stimulation and social interaction, can enhance the function of and behaviours regulated by cognitive circuits. Little is known, however, as to how this intervention affects performance on complex tasks that engage multiple, definable learning and memory systems. Accordingly, we utilised the Olfactory Temporal Order Discrimination (OTOD) task which requires animals to recall and report sequence information about a series of recently encountered olfactory stimuli. This approach allowed us to compare animals raised in either enriched or standard laboratory housing conditions on a number of measures, including the acquisition of a complex discrimination task, temporal sequence recall accuracy (i.e., the ability to accurately recall a sequences of events) and acuity (i.e., the ability to resolve past events that occurred in close temporal proximity), as well as cognitive flexibility tested in the style of a rule reversal and an Intra-Dimensional Shift (IDS). We found that enrichment accelerated the acquisition of the temporal order discrimination task, although neither accuracy nor acuity was affected at asymptotic performance levels. Further, while a subtle enhancement of overall performance was detected for both rule reversal and IDS versions of the task, accelerated performance recovery could only be attributed to the shift-like contingency change. These findings suggest that EE can affect specific elements of complex, multi-faceted cognitive processes."
"The temporal patterning of spontaneous high-rate behavior: an evaluation of bout partitioning methods for behavior under neurotoxicant challenge","https://scispace.com/paper/the-temporal-patterning-of-spontaneous-high-rate-behavior-an-1n73opoyk0","2015","Dissertation","","Daniel Hoffman","","https://etd.auburn.edu/bitstream/handle/10415/4477/hoffman_dissertation_manuscript.pdf?sequence=3&ts=1466185800439","… uses change-point detection to partition a cumulative record into … of a change-point detection analysis to individual learning … The algorithm scans through an individual cumulative record …","The present study evaluated 3 bout analysis methods, the log-survivor with biexponential model, the log-interval with Gaussian mixture model, and a novel method based on change-point analysis. In experiment 1, the three analyses were applied to data simulated to meet the assumptions of the most common theoretical model, the two-state exponential model. Ten samples of 1000 events were simulated for each of eight different bout structures. As expected, the log-survivor analysis estimated the original bout parameters most accurately. The changepoint analysis provided adequate bout estimates but tended to overestimate the overall rate by 510%. The log-interval analysis tended to systematically overestimate bout initiation rate and the probability of ending a bout for microstructures characterized by long average bout lengths. In experiment 2, the three analyses were applied to spontaneous wheel running data from a sample of adult BALB/c mice. One group of mice was chronically exposed to methylmercury (MeHg). The change-point bout parameters best recaptured the overall response rate and the log-survivor bout parameters consistently overestimated overall rate by more than 40%. The log-interval analysis mischaracterized the actual bout structure as consisting of extremely short bouts with extremely short interbout pausing—a characterization that disagreed with both other bout analyses. All three methods were sensitive to MeHg's sensorimotor effects, as evidenced by significantly slower within-bout rates for exposed animals. Additionally, the change-point analysis—but not the others—also detected a significant MeHg-related decrease on bout length. These findings support the utility of the change-point approach to bout analysis and support the general utility of bout analysis techniques for behavioral toxicology."
