"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Snippet","Abstract"
"Relation between early reading acquisition and word decoding with and without context: A longitudinal study of first-grade children.","https://scispace.com/paper/relation-between-early-reading-acquisition-and-word-decoding-1shxvkdd9v","1984","Journal Article","Journal of Educational Psychology","Keith E. Stanovich
Anne E. Cunningham
Dorothy J. Feeman","10.1037/0022-0663.76.4.668","","… performance of first-grade children in the very earliest stages of reading acquisition. Despite the importance of first grade as a period of reading acquisition, there has been remarkably …",""
"A longitudinal study of the development of oral reading fluency in young children at risk for reading failure","https://scispace.com/paper/a-longitudinal-study-of-the-development-of-oral-reading-1avwetxnyg","2005","Journal Article","Journal of Learning Disabilities","Deborah L. Speece
Kristen D. Ritchey","10.1177/00222194050380050201","","… who struggle with the beginning stages of reading acquisition. Their growth in second grade… large group of secondgrade children, so the growth rate for the AR children in this study was …","The purpose of this study was to examine the development of oral reading fluency in a sample of first-grade children. Using growth curve analysis, models of growth were identified for a combined sample of at-risk (AR) and not-at-risk (NAR) children, and predictors of growth were identified for the longitudinal AR sample in first and second grade. Large and serious differences in reading fluency growth between the AR and NAR samples were apparent early, replicating other reports. Theories of sight-word learning and reading fluency were supported, in that letter-sound fluency was a uniquely significant predictor of first-grade reading fluency. The effects of phonological awareness and rapid automatized naming were mediated by the other variables in the model. Growth in first-grade oral reading fluency accounted for the most unique variance in second-grade growth and end-of-year performance. The results suggest that word reading fluency should be regarded as developing concomitantly with early word recognition rather than as a later-developing skill."
"Brain dynamics of (a) typical reading development—a review of longitudinal studies","https://scispace.com/paper/vJOHI6HfZ7oJ","","","","K Chyl
G Fraga-González
S Brem","","https://www.nature.com/articles/s41539-020-00081-5.pdf","… Longitudinal studies tracking brain development with child-friendly neuroimaging techniques during the first years of reading acquisition … to relate such variations to children’s reading …",""
"Automaticity, retrieval processes, and reading: A longitudinal study in average and impaired readers","https://scispace.com/paper/automaticity-retrieval-processes-and-reading-a-longitudinal-27upk0axk3","1986","Journal Article","Child Development","Maryanne Wolf
Heidi Bally
Robin G. Morris","10.1111/J.1467-8624.1986.TB00260.X","","… studying the reading/retrieval relationships in a group of 83 children across the 3-year period before, during, and after reading acquisition. Our central questions include the following. (1…","In this longitudinal investigation, the development of word-retrieval speed and its relationship to reading was studied in 72 average and 11 severely impaired readers in the kindergarten to grade 2 period (5-8 years). Subjects received a battery of 3 reading measures and 4 continuous naming tests with varied stimulus requirements. Results indicated that the relationship of retrieval speed to reading is a function of development and the correspondence between higher- and lower-level processes in the specific retrieval and reading measures. As automaticity in retrieval developed in average readers, naming-speed/reading relationships moved from strong, general predictions to highly differentiated ones. The strongest correlations were between naming speed for graphological stimuli and lower-level reading tasks. Impaired readers performed slower than average readers on all naming measures across all years, particularly on graphological symbols. 3 dyslexic subgroups emerged: the largest was globally impaired across all naming rate and reading tasks; 2 smaller subgroups had early specific, retrieval-rate deficits and dissociated reading deficits."
"Suprasegmental phonology development and reading acquisition: A longitudinal study","https://scispace.com/paper/suprasegmental-phonology-development-and-reading-acquisition-mq451nwr38","2015","Journal Article","Scientific Studies of Reading","Nuria Calet
Nicolás Gutiérrez-Palma
Ian C. Simpson
M. Carmen González-Trujillo
Sylvia Defior","10.1080/10888438.2014.976342","","… in 18 Spanish children 7 and 8 years of age (first and second graders). In this study, children … and reading in a 2-year longitudinal study commencing when children were at the end of …","Previous studies implicate suprasegmental phonology in reading acquisition. However, little is known about how suprasegmental sensitivity develops or how it contributes to reading. Here, 130 Spanish primary-school children participated in this 2-year longitudinal study. Nonlinguistic rhythm, lexical-stress sensitivity and metrical-stress sensitivity, along with phonological awareness, vocabulary, nonverbal intelligence, and reading aloud, were assessed on five occasions. Results suggest that prosody abilities have different developmental trajectories and that prosody explains unique variance in reading beyond that explained by other factors. There was some evidence that the contribution of each prosody skill occurred at different phases in reading development. Nonlinguistic rhythm, lexical-stress sensitivity, and metrical-stress sensitivity assessed at the end of kindergarten, the start of Grade 1, and the end of Grade 1, respectively, predicted reading performance 6 months later. Nevertheless, sample siz..."
"Trajectories of reading development: A follow-up from birth to school age of children with and without risk for dyslexia","https://scispace.com/paper/trajectories-of-reading-development-a-follow-up-from-birth-391xrtmmew","2006","Journal Article","Merrill-palmer Quarterly","Heikki Lyytinen
Jane Erskine
Asko Tolvanen
Minna Torppa
Anna-Maija Poikkeus
Paula Lyytinen","10.1353/MPQ.2006.0031","https://jyx.jyu.fi/bitstreams/9cff0e1c-73a5-4a42-9ed0-06d3ac257f18/download","… skill, the Jyväskylä Longitudinal Study of Dyslexia followed 200 Finnish children from birth to … of the children's language skills that predict the children's ease in reading acquisition and …","In order to understand why some children are vulnerable to difficulties in their language development and their acquisition of reading skill, the Jyvaskyla Longitudinal Study of Dyslexia followed 200 Finnish children from birth to school age. Half of these children had a family history of reading problems and were considered at risk for dyslexia; the other half were not at risk. A novel analysis, mixture modeling, revealed four subgroups with differential developmental trajectories to early reading. The subgroups who showed either a “dysfluent trajectory” (n = 12; 11 at risk vs. 1 control) or a “declining trajectory” (n = 35; 24 vs. 11) contained more children with familial risk for dyslexia. The subgroup showing an “unexpected trajectory” contained equal numbers of at-risk and non-risk children (n = 67; 33 vs. 34). The subgroup displaying a “typical trajectory” (n = 85, 38 vs. 47) contained more children born without dyslexia risk. This differential development of skills revealed that there are at least three troubled routes along which a child may ultimately encounter difficulties in reading acquisition. The most explicit routes are characterized by problems in either phonological awareness, naming speed, or letter knowledge—problems that increase in severity with age."
"Long-term cognitive dynamics of fluent reading development","https://scispace.com/paper/long-term-cognitive-dynamics-of-fluent-reading-development-40mdk08drc","2010","Journal Article","Journal of Experimental Child Psychology","Anniek Vaessen
Leo Blomert","10.1016/J.JECP.2009.11.005","https://www.academia.edu/download/71269144/j.jecp.2009.11.00520211004-12727-p27fjk.pdf","Most theories of reading development assume a shift from slow sequential subword decoding to automatic processing of orthographic word forms. We hypothesized that this shift should …",""
"The impact of diglossia-effect on reading acquisition among Arabic-speaking children: A longitudinal study","https://scispace.com/paper/the-impact-of-diglossia-effect-on-reading-acquisition-among-12iti3tk","2023","Journal Article","Journal of Psycholinguistic Research","Ibrahim A. Asadi
Abeer Asli-Badarneh","10.1007/s10936-023-09969-w","https://www.researchgate.net/profile/Abeer-Asli-Badarneh/publication/371727344_The_impact_of_Diglossia-Effect_on_Reading_Acquisition_Among_Arabic-Speaking_Children_A_Longitudinal_Study/links/64ac6abab9ed6874a50b8266/The-impact-of-Diglossia-Effect-on-Reading-Acquisition-Among-Arabic-Speaking-Children-A-Longitudinal-Study.pdf","… Based on this linguistic distance/affiliation, the present study is longitudinal and uses words that vary in their linguistic affiliation, aiming at examining the impact of diglossia on reading …",""
"Unique longitudinal contributions of sulcal interruptions to reading acquisition in children","https://scispace.com/paper/unique-longitudinal-contributions-of-sulcal-interruptions-to-27p4s1h61fge","2024","Journal Article","bioRxiv","Florence Bouhali
Jessica Dubois
Fumiko Hoeft
Kevin S. Weiner","10.1101/2024.07.30.605574","https://pmc.ncbi.nlm.nih.gov/articles/PMC11312548/pdf/nihpp-2024.07.30.605574v1.pdf","… longitudinal pipeline at Time 1 (T1). We report results from all 43 children who could be processed through this longitudinal … of type of processing (longitudinal vs. cross-sectional) and …","A growing body of literature indicates strong associations between indentations of the cerebral cortex (i.e., sulci) and individual differences in cognitive performance. Interruptions, or gaps, of sulci (historically known as pli de passage) are particularly intriguing as previous work suggests that these interruptions have a causal effect on cognitive development. Here, we tested how the presence and morphology of sulcal interruptions in the left posterior occipitotemporal sulcus (pOTS) longitudinally impact the development of a culturally-acquired skill: reading. Forty-three children were successfully followed from age 5 in kindergarten, at the onset of literacy instruction, to ages 7 and 8 with assessments of cognitive, pre-literacy, and literacy skills, as well as MRI anatomical scans at ages 5 and 8. Crucially, we demonstrate that the presence of a left pOTS gap at 5 years is a specific and robust longitudinal predictor of better future reading skills in children, with large observed benefits on reading behavior ranging from letter knowledge to reading comprehension. The effect of left pOTS interruptions on reading acquisition accumulated through time, and was larger than the impact of benchmark cognitive and familial predictors of reading ability and disability. Finally, we show that increased local U-fiber white matter connectivity associated with such sulcal interruptions possibly underlie these behavioral benefits, by providing a computational advantage. To our knowledge, this is the first quantitative evidence supporting a potential integrative gray-white matter mechanism underlying the cognitive benefits of macro-anatomical differences in sulcal morphology related to longitudinal improvements in a culturally-acquired skill."
"Emergent literacy and reading acquisition: a longitudinal study from kindergarten to primary school","https://scispace.com/paper/emergent-literacy-and-reading-acquisition-a-longitudinal-4kgrxl9sil","2017","Journal Article","European Journal of Psychology of Education","Giuliana Pinto
Lucia Bigozzi
Claudio Vezzani
Christian Tarchi","10.1007/S10212-016-0314-9","","… contribution of children’s emergent literacy skills (phonological awareness, textual competence, and conceptual knowledge of the writing system) on early reading acquisition among …","This study explores the predictivity of an emergent literacy model on the acquisition of reading in primary school in a language with a transparent writing system. As writing systems have different levels of transparency, results cannot be easily transferred between languages. In this study, we explored the predictivity of phonological awareness, conceptual knowledge of the writing system, and textual competence in kindergarten on reading acquisition in first grade. We followed 170 Italian children longitudinally from the last year of kindergarten to the first year of primary school. The only significant predictor of reading was conceptual knowledge of the writing system, confirming that in a transparent writing system phonological awareness exerts its effect on reading as it is integrated with knowledge of the characteristics of the writing system."
"Development of individual differences in reading: Results from longitudinal studies in English and Finnish.","https://scispace.com/paper/development-of-individual-differences-in-reading-results-4drkby0zud","2005","Journal Article","Journal of Educational Psychology","Rauno Parrila
Kaisa Aunola
Esko Leskinen
Jari-Erik Nurmi
John R. Kirby","10.1037/0022-0663.97.3.299","","… ), growth mixture, and simplex modeling in two longitudinal data sets—one from children learning to read English and the other from children learning to read Finnish—to examine how …","The authors examined individual differences in reading development in English and Finnish. English-speaking Canadian children were assessed once per year in Grades 1-5, and Finnish children were assessed twice per year in Grades 1-2. Results from latent growth curve and simplex analyses showed that initial status was generally negatively associated with subsequent growth and that, although stable, individual differences were more likely to significantly decrease than to increase across the measurement points. Growth mixture models identified multiple groups of children whose reading development followed distinct patterns. The results indicate that it is possible for educational systems to significantly reduce individual differences in basic reading skills during early reading development."
