"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","Relevant Excerpt"
"The sensitive period for auditory-vocal learning in the zebra finch: Consequences of limited-model availability and multiple-tutor paradigms on song imitation.","https://scispace.com/paper/the-sensitive-period-for-auditory-vocal-learning-in-the-40bbqdj44p","2017","Journal Article","Behavioural Processes","Sharon M. H. Gobes
Rebecca B. Jennings
Rie K. Maeda","10.1016/J.BEPROC.2017.07.007","","","features of song, such as tone, rhythm, and syntax, there are many facets of language, and each may be learned along different time scales . Furthermore, as seen in our zebra finches and in humans, there exists individual variation in the ability for vocal imitation throughout the developmental learning process, which may be a result of various factors at the neuronal and at the behavioral level ). Conclusions:
 In this review, we advance songbirds as a model system to tease apart the different factors that influence acquisition of a second language. While neither sequential learning in zebra finches can be seen as strictly analogous to bilingualism in humans, nor do the experimental manipulations of the early auditory environment resemble the social conditions that zebra finches are exposed to in the wild, this paradigm has the potential to elucidate mechanisms of the template acquisition process when more than one template is acquired. Individual differences in learning outcomes can be assessed after the first song has been learned, and again after exposure to a second song, which may shed light on mechanisms of flexibility in song imitation. Hence, the parallel with individual differences in second-language learning outcomes in humans can be further explored at the neural level."
"The role of spontaneous neural activity for song development","https://scispace.com/paper/the-role-of-spontaneous-neural-activity-for-song-development-1xqah5drdr","2013","","","Joshua A. Herbst","10.3929/ETHZ-A-009997252","https://scispace.com/pdf/the-role-of-spontaneous-neural-activity-for-song-development-1xqah5drdr.pdf","The zebra finch is a songbird that learns his song by memorizing and copying a song of an adult tutor during a critical phase for song learning. Converging evidence points to a prominent role of sleep in the vocal learning process. Spontaneous activity of neurons in the motor system during sleep — activity that is not directly linked to auditory perception or motor production — often constitutes a replay of their sensorimotor activity and depends on previous exposure to a song model. This spontaneous activity has been proposed as neural mechanism for sleep-dependent processes of vocal learning. The sensorimotor nucleus interface of the nidopallium (NIf) plays an essential role for song learning: NIf drives the spontaneous neural activity in the motor system during sleep and the production of plastic song in juveniles, and lesions of NIf in juvenile birds prevent song learning. However, a causal relation between the spontaneous activity during sleep and vocal learning has not been established yet. In this thesis we aimed at probing direct causal relationships between spontaneous activity during offline time periods (periods in which there is no exposure to song, or production thereof), specially sleep, and song development. In song-isolated juvenile male zebra finches we bilaterally implanted stimulation electrodes into NIf. We electrically stimulated NIf and tutored the juvenile birds on a daily basis. The electrical stimulation was contingent on vocal behavior and body movement, and was sufficiently strong to drive downstream neural activity. We either stimulated birds during movement periods, no-movement periods, or both, but we never stimulated when either the bird or the tutor was vocalizing. We stimulated with a weak single-pulse stimulation (150 μA, 5 Hz), a strong single-pulse stimulation (300 μA, 10 Hz), or a strong paired-pulse stimulation (300 μA, 5 Hz, paired pulses). The vocal learning performance, as judged by the similarity of the developing song to the tutor song, was affected by the stimulation: weak single-pulse stimulation had a facilitating effect and led to fast and precise learning of the tutor song, while strong paired-pulse stimulation did impair normal vocal learning and resulted in poor copying of the tutor song. These effects were more prominent in birds stimulated during resting periods covering sleep. Our results indicate that alteration of neural activity in NIf and downstream areas during sleep can enhance and impair vocal learning and provide evidence for a causal relationship between spontaneous activity during sleep and vocal development.","16-bit precision. Because one hour of continuous recording results in 230 MB of data we decided to minimize the recording of undesired signals, whilst maximizing the percentage of recorded songs. We thus developed a method to identify zebra finch vocalizations. Song recordings:
 To separate bird vocalizations from undesired signals such as wing flaps we made use of the harmonic structure of zebra finch song (harmonic sounds are characterized by signal intensity at every integer multiple of the fundamental frequency). On 16-ms sound windows we calculated the spectral density Φ(ω). We defined the harmonic power at a certain frequency as h(ω) = N i=1 Φ(i * ω), which is the product of spectral densities at the frequency ω and multiples thereof (usually we chose N = 7). Finally, we defined a harmonic level Song recordings:
 which is higher for sounds with a harmonic structure than for broadband sounds of the same overall intensity. We calculated H(t) as a function of time t discretized to 4 ms steps. Figure .3 illustrates the superior discrimination of zebra finch vocalizations provided by the harmonic level function H(t) in comparison to sound amplitude alone, i.e. root-mean-square (RMS) of the sound waveform in identical 16 ms windows. Song recordings:
 We streamed the recorded sounds to a file on a hard disk whenever H(t) was above a given threshold for more than 50 % of the time within 0.6 s time windows. This criterion for song recording was evaluated every 4 ms. Each recorded file included one additional second of data both before reaching the recording criterion and thereafter. On a typical day we recorded about two hours of data, separated into 1,500 files. Typically, bouts of vocalizations triggered the recording, but recordings were not triggered by individual calls or noise such as wing flaps and similar. We only recorded cage noise when it was intermingled with vocalizations (see Figure .3).  The main difference between frames stems from the movement of the tether cable that amplifies head movement."
"Tracing development of song memory with fMRI in zebra finches after a second tutoring experience","https://scispace.com/paper/tracing-development-of-song-memory-with-fmri-in-zebra-3k8xbeg0","2023","Journal Article","Communications biology","Payal Arya
Stela P. Petkova
Praveen Kulkarni
Nancy H. Kolodny
Sharon M. H. Gobes","10.1038/s42003-023-04724-2","https://scispace.com/pdf/tracing-development-of-song-memory-with-fmri-in-zebra-3k8xbeg0.pdf","Abstract Sensory experiences in early development shape higher cognitive functions such as language acquisition in humans and song learning in birds. Zebra finches ( Taeniopygia guttata ) sequentially exposed to two different song ‘tutors’ during the sensitive period in development are able to learn from their second tutor and eventually imitate aspects of his song, but the neural substrate involved in learning a second song is unknown. We used fMRI to examine neural activity associated with learning two songs sequentially. We found that acquisition of a second song changes lateralization of the auditory midbrain. Interestingly, activity in the caudolateral Nidopallium (NCL), a region adjacent to the secondary auditory cortex, was related to the fidelity of second-song imitation. These findings demonstrate that experience with a second tutor can permanently alter neural activity in brain regions involved in auditory perception and song learning. ","Title: Tracing development of song memory with fMRI in zebra finches after a second tutoring experience Authors: Payal Arya,Stela P Petkova,Praveen P Kulkarni,Nancy H Kolodny,Sharon M H Gobes (Corresponding Author)"
"Adding colour-realistic video images to audio playbacks increases stimulus engagement but does not enhance vocal learning in zebra finches","https://scispace.com/paper/adding-colour-realistic-video-images-to-audio-playbacks-2vr6aka0el","2021","Journal Article","Animal Cognition","Judith Varkevisser
Ralph Simon
Ralph Simon
Ezequiel Mendoza
Martin J. How
Idse van Hijlkema
Rozanda Jin
Qiaoyi Liang
Constance Scharff
Wouter Halfwerk
Katharina Riebel","10.1007/S10071-021-01547-8","https://scispace.com/pdf/adding-colour-realistic-video-images-to-audio-playbacks-2vr6aka0el.pdf","Bird song and human speech are learned early in life and for both cases engagement with live social tutors generally leads to better learning outcomes than passive audio-only exposure. Real-world tutor-tutee relations are normally not uni- but multimodal and observations suggest that visual cues related to sound production might enhance vocal learning. We tested this hypothesis by pairing appropriate, colour-realistic, high frame-rate videos of a singing adult male zebra finch tutor with song playbacks and presenting these stimuli to juvenile zebra finches (Taeniopygia guttata). Juveniles exposed to song playbacks combined with video presentation of a singing bird approached the stimulus more often and spent more time close to it than juveniles exposed to audio playback only or audio playback combined with pixelated and time-reversed videos. However, higher engagement with the realistic audio-visual stimuli was not predictive of better song learning. Thus, although multimodality increased stimulus engagement and biologically relevant video content was more salient than colour and movement equivalent videos, the higher engagement with the realistic audio-visual stimuli did not lead to enhanced vocal learning. Whether the lack of three-dimensionality of a video tutor and/or the lack of meaningful social interaction make them less suitable for facilitating song learning than audio-visual exposure to a live tutor remains to be tested.","presentation schemes, e.g. more ongoing visual stimulus exposure instead of only very limited (sudden) exposure may lead to better song learning performance. It is also possible that the young females influenced males' song development by reinforcing particular song structures or encouraging a particular singing style or practicing . Female zebra finches do not sing themselves, but in mixed-age social rearing, they normally develop socially learned song preferences for the adult male song(s) they are exposed to as sub-adults . Females could have learned from the tutor and then 'coached' the male tutees. If they learned equally well from the different tutoring methods, they might thereby have reduced the difference between treatment groups. However, if females, like the males in this study, learned rather poorly from the model, they might have learned from their male peers instead (as documented in , and in turn reinforced aspects of their peers' songs. Through iteration of this process, both female preference and male song might have moved further away from the model song. Much will depend on how uni-versus multimodal tutoring affects female preference learning. We are not aware of any study directly investigating this question (but see Holveck and Riebel 2014, for demonstrating that live and tape-tutored females develop preferences based on early song experiences). Whether song preference learning is differentially affected by multi-compared to unimodal tutoring will thus have to be explored further in the future. Even with the careful control of the stimulus preparations, it remains possible that the filming context of the videos was suboptimal. We presented audio and video stimuli of tutors recorded when alone and singing undirected song. Zebra finch adults can, however, produce pupil-directed song towards juvenile conspecifics, which differs from undirected and adult female-directed song in several acoustic parameters . As female-directed and undirected song also differ in the accompanying body movements (Sossinka and Böhner 1980), it is possible (but to our knowledge not yet tested) that specific visual components proceed, accompany or follow the production of pupil-directed song and that therefore tutoring with audio or audio-visual pupildirected song might lead to better song learning outcomes compared to tutoring with undirected song. It would be interesting to repeat the current experiment using videos of tutors producing pupil-directed song to test this idea."
"Welfare of zebra finches used in research","https://scispace.com/paper/welfare-of-zebra-finches-used-in-research-22c8oekfh2","2017","Posted Content","bioRxiv","Homare Yamahachi
Anja T. Zai
Ryosuke O. Tachibana
Anna E. Stepien
Diana I. Rodrigues
Sophie Cavé-Lopez
Gagan Narula
Juneseung Lee
Ziqiang Huang
Heiko Hörster
Daniel Normen Düring
Richard H. R. Hahnloser","10.1101/154567","https://scispace.com/pdf/welfare-of-zebra-finches-used-in-research-22c8oekfh2.pdf","Over the past 50 years, songbirds have become a valuable model organism for scientists studying vocal communication from its behavioral, hormonal, neuronal, and genetic perspectives. Many advances in our understanding of vocal learning result from research using the zebra finch, a close-ended vocal learner. We review some of the manipulations used in zebra finch research, such as isolate housing, transient/irreversible impairment of hearing/vocal organs, implantation of small devices for chronic electrophysiology, head fixation for imaging, aversive song conditioning using sound playback, and mounting of miniature backpacks for behavioral monitoring. We highlight the use of these manipulations in scientific research, and estimate their impact on animal welfare, based on the literature and on data from our past and ongoing work. The assessment of harm-benefits tradeoffs is a legal prerequisite for animal research in Switzerland. We conclude that a diverse set of known stressors reliably lead to suppressed singing rate, and that by contraposition, increased singing rate may be a useful indicator of welfare. We hope that our study can contribute to answering some of the most burning questions about zebra finch welfare in research on vocal behaviors.","Title: Welfare of zebra finches used in research -Source link Authors: Homare Yamahachi,Anja T Zai,Ryosuke O Tachibana,Anna E Stepien,Diana I Rodrigues,Sophie Cavé-Lopez,Gagan Narula,Juneseung Lee,Ziqiang Huang,Heiko Hörster,Daniel Düring,Richard H R Hahnloser Keywords: zebra finches, songbird, reinforcement, neuronal recording, well-being, stress"
"An automated procedure for evaluating song imitation.","https://scispace.com/paper/an-automated-procedure-for-evaluating-song-imitation-9nknjcdljs","2014","Journal Article","PLOS ONE","Yael Mandelblat-Cerf
Michale S. Fee","10.1371/JOURNAL.PONE.0096484","https://scispace.com/pdf/an-automated-procedure-for-evaluating-song-imitation-9nknjcdljs.pdf","Songbirds have emerged as an excellent model system to understand the neural basis of vocal and motor learning. Like humans, songbirds learn to imitate the vocalizations of their parents or other conspecific “tutors.” Young songbirds learn by comparing their own vocalizations to the memory of their tutor song, slowly improving until over the course of several weeks they can achieve an excellent imitation of the tutor. Because of the slow progression of vocal learning, and the large amounts of singing generated, automated algorithms for quantifying vocal imitation have become increasingly important for studying the mechanisms underlying this process. However, methodologies for quantifying song imitation are complicated by the highly variable songs of either juvenile birds or those that learn poorly because of experimental manipulations. Here we present a method for the evaluation of song imitation that incorporates two innovations: First, an automated procedure for selecting pupil song segments, and, second, a new algorithm, implemented in Matlab, for computing both song acoustic and sequence similarity. We tested our procedure using zebra finch song and determined a set of acoustic features for which the algorithm optimally differentiates between similar and non-similar songs.","Title: An Automated Procedure for Evaluating Song Imitation Authors: Yael Mandelblat-Cerf,Michale S Fee (Corresponding Author) Introduction:
 Songbirds learn to sing by imitating the vocalizations of their parents or other conspecific birds to which they are exposed at a young age . Song production and learning are under the control of complex social and behavioral factors  and are mediated by cortical and basal ganglia circuits with a striking homology to similar circuits underlying motor learning in the mammalian brain . Thus, songbirds have emerged as a tractable model system to study the neural mechanisms underlying the generation and learning of complex behaviors acquired through practice, such as speech and musical performance . Introduction:
 The most commonly used songbird for laboratory studies of vocal learning is the zebra finch, which produce bouts of singing lasting from 1-5 seconds. The song of adult zebra finches consists of a sequence of 3-7 distinct song syllables called a motif. The order of the syllables within the motif, as well as the acoustic structure within each syllable, is typically produced in a fairly stereotyped fashion across song renditions. Introduction:
 Like all songbirds, zebra finches learn to sing in a series of stages, beginning with an exposure to a tutor song while still in the nest. During this stage, the young bird forms a memory of the tutor song, called a song template . At around 30 days post hatch (dph), zebra finches begin to babble, producing highly variable vocalizations called subsong. Over the course of 4-6 weeks of practice, during the plastic song stage, the song of a young zebra finch gradually becomes more structured and more similar to the tutor song . Vocal variability gradually decreases  until, at sexual maturity (80-90 dph) the song achieves the highly stereotyped structure of adult song. Introduction:
 The mechanisms underlying vocal learning are not yet fully understood. Vocal learning and maintenance in songbirds is dramatically disrupted by deafening or other hearing impairments , leading to the view that vocal learning requires the integration of auditory feedback with vocal/motor commands . According to one model of vocal learning, a comparison of the bird's own song with the song template provides an 'error signal' that can be used to reinforce song variations that were a better match to the template . Another model suggests that auditory feedback may be used during babbling to learn the relation between motor commands and vocal output. Such an 'inverse model' could then be used to reconstruct the sequence of motor commands needed to produce a good match to the song template . To test models such as these, it is necessary to study the effects of different behavioral, neuronal or other manipulations on song learning or song production _ENREF_26."
"Incomplete and Inaccurate Vocal Imitation after Knockdown of FoxP2 in Songbird Basal Ganglia Nucleus Area X","https://scispace.com/paper/incomplete-and-inaccurate-vocal-imitation-after-knockdown-of-16qi33grtu","2007","Journal Article","PLOS Biology","Sebastian Haesler
Christelle Rochefort
Christelle Rochefort
Benjamin Georgi
Pawel Licznerski
Pavel Osten
Constance Scharff
Constance Scharff","10.1371/JOURNAL.PBIO.0050321","https://scispace.com/pdf/incomplete-and-inaccurate-vocal-imitation-after-knockdown-of-16qi33grtu.pdf","The gene encoding the forkhead box transcription factor, FOXP2, is essential for developing the full articulatory power of human language. Mutations of FOXP2 cause developmental verbal dyspraxia (DVD), a speech and language disorder that compromises the fluent production of words and the correct use and comprehension of grammar. FOXP2 patients have structural and functional abnormalities in the striatum of the basal ganglia, which also express high levels of FOXP2. Since human speech and learned vocalizations in songbirds bear behavioral and neural parallels, songbirds provide a genuine model for investigating the basic principles of speech and its pathologies. In zebra finch Area X, a basal ganglia structure necessary for song learning, FoxP2 expression increases during the time when song learning occurs. Here, we used lentivirus-mediated RNA interference (RNAi) to reduce FoxP2 levels in Area X during song development. Knockdown of FoxP2 resulted in an incomplete and inaccurate imitation of tutor song. Inaccurate vocal imitation was already evident early during song ontogeny and persisted into adulthood. The acoustic structure and the duration of adult song syllables were abnormally variable, similar to word production in children with DVD. Our findings provide the first example of a functional gene analysis in songbirds and suggest that normal auditory-guided vocal motor learning requires FoxP2.","doi:10.1371/journal.pbio.0050321.g003 and controls had reached the end of the sensory-motor learning period . To investigate this question in more detail, we next analyzed the song of knockdown and control pupils recorded at earlier stages of song development. Song Development in FoxP2 Knockdown Zebra Finches: To explore the developmental trajectory of song learning in knockdown and control pupils, we analyzed songs recorded during plastic song at PHD65 and towards the end of the learning phase at PHD80. Since syllables are not yet rendered in a stereotyped motif structure at PHD65, we quantified song imitation success and vocal variability on the level of the syllables only. To avoid the necessity of identifying individual syllables based on their morphology, we made use of an automated procedure provided by SAP to compare all song Each syllable, labeled by a roman numeral, was selected from a different bird. Of note, the first three syllables in (A) (syllables I, II, and III) were imitated from the same tutor as the corresponding syllables in (B) (syllables I9,I I 9, and III9). (A) FoxP2 knockdown pupils. Two vertical lines mark the beginning and the end of the longest rendition of each syllable to visualize variability of syllable duration (particularly evident in syllables II and IV). Also note the variability in acoustic structure between different renditions of the same syllable (e.g., FM of syllable I, shape and frequency of first element of syllable III, and PG of last element of syllable IV). (B) Syllable duration is relatively invariant in control pupils, as indicated by the vertical lines marking the beginning and the end of each syllable. Acoustic structure is also stable across syllable renditions. (C) Acoustic variability of syllables from rendition to rendition was higher in shFoxP2-injected than in control pupils (shGFP and shControl injections), as indicated by significantly lower syllable identify scores (two-tailed Mann-Whitney U test, *p , 0.05; Bonferroni-corrected a-level). Control and tutor birds sang with comparable variability (two-tailed Mann-Whitney U test, p . 0.8; tutors n ¼ 6, on average 5 syllables per animal; shControl n ¼ 7 animals, on average 4 syllables per animal; shGFP n ¼ 3, on average 5 syllables per animal). (D) Syllable duration varied more from rendition to rendition in knockdown pupils (shFoxP2) than in controls (shControl and shGFP) and tutors, as indicated by a higher mean coefficient of variation of syllable duration (6SEM, two-tailed Mann-Whitney U test, **p , 0.001; Bonferroni-corrected alevel; no difference between tutors, shControl-injected, and shGFP-injected animals, p . 0.7, same animals as [C]). doi:10.1371/journal.pbio.0050321.g004 material from a given day to the tutor's typical motif. The vocalizations of pupils were first segmented into syllables. All segments were subsequently compared to the typical motif of the tutor in a pairwise fashion (between 1,000-3,000 comparisons per pupil per day). The output variable of these measurements is an accuracy score, which describes the extent to which the pupil's sounds match those of the tutor (see Materials and Methods and for further details). We found that"
"Adult neurogenesis in avian auditory cortex, caudomedial nidopallium (NCM): Lateralization and effects of statins","https://scispace.com/paper/adult-neurogenesis-in-avian-auditory-cortex-caudomedial-12ocqaw1i5","2016","","","Shuk C. Tsoi","","https://scispace.com/pdf/adult-neurogenesis-in-avian-auditory-cortex-caudomedial-12ocqaw1i5.pdf","","in song playback. When the tutoring period ended at approximately 85 phd, the birds were kept in the isolation chamber for about 30 days so that tests of responses to playback of the tutor song reflected at least a 30-day old memory. Song Analysis:
 Song learning (aims 1 and 3) was calculated using software designed specifically for this assessment in zebra finches: Sound Analysis Pro 2011(SAP, . The adult, crystallized song of the birds (""learned song"") was compared with their tutor's song (Samba or their father's song) to assess accuracy of copying. A sample of 10 learned songs was compared with a sample of samba (all songs are identical) or a sample of 100 of the father's song. Sound Song Analysis:
 Analysis Pro  quantifies the spectral similarity of pairs of songs (in this case, learned song and the tutor's song) using a sliding 10 ms frame across sound pairs based on the acoustic features: pitch, FM, AM, Wiener entropy, and goodness of pitch (SAP 2011 Online Manual). To produce an overall score of similarity, units for each feature are transformed to units of median absolute deviation from the mean (MAD). Three scores of song imitation were produced. The ""Percentage Similarity"" is the percentage of the compared song files that pass a given threshold of similarity. ""Accuracy"" is a measure of the degree to which similar song segments are alike. ""Sequence Match"" is a measure of the degree to which notes or song elements appear in the same order across song pairs. The overall Similarity Index is the combination of 2 components: Percentage of Similarity and Accuracy (SAP 2011 Online Manual). The Similarity Index was compared with new neurons in NCM. Cell labeling:
 All birds received intramuscular injections of bromodeoxyuridine (BrdU; 78 μl of a 10 mg/ml solution in 0.1 M tris buffered saline, pH = 7.4; Sigma) 3 times/day for 3 consecutive days to label mitotically active cells. BrdU is available to dividing cells for approximately 2 hours after systemic injection; therefore, with this protocol, we produced approximately 18 hours of cell labeling. 23 -27 days after the last BrdU injection, electrophysiological recordings were made in NCM to assess memory for previously heard songs (described below). The birds were sacrificed 1 to 3 days after recording. All perfusions occurred 28 +/-2 days after the last BrdU injection to label 29 -33 day old neurons. Electrophysiological Recording:
 Recordings were done at Rutgers University. All recordings were made when the zebra finches reached adulthood, which is about 100 -110 phd. At least 24 hours before recording, birds were anesthetized with nembutal (50 -55 mg/kg, Abbot Laboratories, North Chicago, IL) or isoflurane in oxygen (2%, Aerrane®, Baxter, Deerfield, IL, USA). A head fixation pin was surgically implanted over NCM and adhered to the skull using dental cement (Dentsply Caulk, Milford, DE). Birds were then placed in their home cage for at least 24 hours to recover before testing."
"Hippocampal lesions impair spatial memory performance, but not song--a developmental study of independent memory systems in the zebra finch.","https://scispace.com/paper/hippocampal-lesions-impair-spatial-memory-performance-but-5aa82v6s5f","2009","Journal Article","Developmental Neurobiology","David J. Bailey
Juli Wade
Colin J. Saldanha","10.1002/DNEU.20713","https://scispace.com/pdf/hippocampal-lesions-impair-spatial-memory-performance-but-5aa82v6s5f.pdf","Songbirds demonstrate song- and spatial-learning, forms of memory that appear distinct in formal characteristics and fitting the descriptions and criteria of procedural and episodic-like memory function, respectively. As in other vertebrates, the neural pathways underlying these forms of memory may also be dissociable, and include the corresponding song circuit and hippocampus (HP). Whether (or not) these two memory systems interact is unknown. Interestingly, the HP distinguishes itself as a site of immediate early gene expression in response to song and as a site of estrogen synthesis, a steroid involved in song learning. Thus, an interaction between these memory systems and their anatomical substrates appears reasonable to hypothesize, particularly during development. To test this idea, juvenile male or female zebra finches received chemical lesions of the HP at various points during song learning, as did adults. Song structure, singing behavior, song preference, and spatial memory were tested in adulthood. Although lesions of the HP severely compromised HP-dependent spatial memory function across all ages and in both sexes, we were unable to detect any effects of HP lesions on song learning, singing, or song structure in males. Interestingly, females lesioned as adults, but not as juveniles, did lose the characteristic preference for their father's song. Since compromise of the neural circuits that subserve episodic-like memory does very little (if anything) to affect procedural-like (song learning) memory, we conclude that these memory systems and their anatomical substrates are well dissociated in the developing male zebra finch.","in the same room in a cage with a novel male for 20 min before and after the lesion/sham. Following the lesion (range = 7-10 days), adult males were again tested for song production in the presence of a female. Male Song Learning and Production:
 Over development, the songs of male zebra finches become almost identical to those of their tutor, usually their father . Thus, to determine whether HP lesions affect the ability to match tutor song, the songs of males lesioned as juveniles were recorded in adulthood in the presence of a novel female. The songs of males lesioned at d20 were recorded at an average age of ~152 days posthatch, and those lesioned at d45 at about d148. Females lesioned or sham lesioned as juveniles were put in a cage with a novel male once for 20 min. Male Song Learning and Production:
 The comparison of songs between tutor and pupil or pre-and postmanipulation has been a longstanding means of determining the similarity of songs and/or whether a particular neural or behavioral manipulation impacts song learning, production or stability . To eliminate any subjective bias that may have led to unreliable determinations of song similarity, Sound Analysis Pro software was used  to measure and compare the features of the collected songs. Phrases were picked from each song based on the ""sharpness"" of the phrase's spectral derivative (as computed by Sound Analysis Pro) and if no extraneous noise (wing flapping, calling by the female, etc.) could be heard in the phrase. Similarity scores of pupil versus tutor phrases (for birds lesioned as juveniles) and phrases before versus after lesion (for birds lesioned as adults) were obtained. The overall similarity score calculated by Sound Analysis Pro is an aggregate of the percent similarity, mean accuracy, and sequential match of notes calculated within and between particular phrases. Male Song Learning and Production:
 All comparisons were done blind to treatment condition. Unpaired t tests were used to determine whether similarity measurements in birds lesioned as adults differed significantly from the adult sham-lesioned controls. In addition, the sonagrams of adult birds before and after the lesion were qualitatively examined to determine if notes were added or subtracted, and whether the order of the notes remained consistent following the lesion. Similarity measurements for birds lesioned at d20 and d45 were analyzed using a factorial ANOVA for age and treatment."
"An Ecological Perspective On Song Learning In The Zebra Finch (Taeniopygia Guttata): The Role Of Social Influences","https://scispace.com/paper/an-ecological-perspective-on-song-learning-in-the-zebra-4sqnab8dw9","2013","Dissertation","","Otilia Menyhart","","https://scispace.com/pdf/an-ecological-perspective-on-song-learning-in-the-zebra-4sqnab8dw9.pdf","Vocal development of juvenile songbirds and human infants requires interactions with adults to develop its proper form and function. Learning in many songbird species requires more than mere exposure to the song model, as the timing, speed, and accuracy of learning typically differ when exposed to live versus taped tutors. What mechanisms drive the superior learning performance associated with live interactions? Young learners can elicit contingent responses from adult social companions (e.g., in brown-headed cowbirds and human infants) in different modalities (e.g., wing strokes and social smiling) that reinforce learning and promote more advanced vocalizations. We studied vocal development in zebra finches to assess relations between vocal precursors in juveniles and contingent responses from the parents. Eight families were recorded between 30-75 days, and social interactions surrounding juvenile or adult song were analyzed. Juvenile and father song were compared when juveniles reached song maturation. We find that both parents contribute to juvenile song learning. Juveniles whose immature song received more contingent song from their fathers copied their father’s song sequence more accurately. Conversely, adult song preceding juvenile song predicted less accurate learning. The courtship song of the adult male appears to be an especially powerful signal. Non-vocal feedback from mothers also predicts song learning. The number of maternal fluff-ups around and especially before juvenile song positively correlated with later sequential similarity between","several studies report that syllable sequences within motifs vary substantially . These alternate motifs are usually considered to be production errors. We treat them as potentially meaningful and quantify their form and frequency. The functional significance of this song variability has not been previously investigated. INTRODUCTION:
 Structure in natural behaviors, including human speech and bird song (e.g. ) can be exploited by segmentation based on cooccurrence and transitional probabilities among building units of the information stream . Probabilistic regularities in the input aid perception by allowing ""chunking"" of the information into clusters, and help subsequent learning, a process called statistical learning. Perhaps young birds learn how often and in what ways their fathers vary their song motifs, and incorporate these statistical regularities into their own songs. INTRODUCTION:
 I compared the mature song of zebra finch juveniles and their fathers. I looked for structural regularities using a language acquisition model (in collaboration with Oren Kolodny and Shimon Edelman) that allows the comparison of multiple individuals without a need for syllable-level correspondence among different subjects. My aim was to search for grammatical regularities in the variation found across song renditions, determine the structural hierarchy, if any, over these regularities, and then compare the regularities between fathers and their offspring across multiple families. I found that coherent patterns present in the father's song were reflected in the song of his offspring, indicating that song learning in the zebra finch is more than imitation. The results suggest that birds use a statistical learning mechanism to extract the hierarchical pattern of syllables from the tutor's song that allows building an internal representation of the grammar. INTRODUCTION:
 The first two chapters of the dissertation explore learning mechanisms linked to regularities accessible for juveniles from their natural environment. Both studies are based on observation of unmanipulated zebra finch families. In Chapter 4 I explore the contribution of social feedback, using contingent song playback. I place birds into a highly controlled vocal environment, designed to be similar to interactions observed in Chapter 2, that may be used by the juvenile to learn from environmental regularities associated with his immature vocalization. I offer tutor song feedback contingent on the plastic song of the juveniles. In the contingent treatment group, juveniles receive tutor song playback immediately following plastic song vocalizations. Yoked control subjects received tutor song playback time locked to their contingent partner. If the timing of feedback on immature vocalizations is important in learning, I expect learning differences between the two treatment groups. INTRODUCTION:
 Although contingent and yoked subject learned the tutor song model similarly well, I found that contingent subjects developed a significantly more stable song pattern and a smaller proportion of song variants compared to the yoked birds."
