"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"The Reorganization of Communicative Behaviors around the Onset of the Vocabulary Spurt: A Dynamic Systems Approach","https://scispace.com/paper/the-reorganization-of-communicative-behaviors-around-the-2n81fgkxjh","2008","","","Meaghan V. Parladé","","","This study investigated the reorganization of communicative behaviors during the window of time surrounding the vocabulary spurt by considering the relationship between language, gesture, and affect as the communicative system undergoes a period of instability. Eighteen typically developing infants were videotaped with a primary caregiver at home one month before, at, and one month after the onset of the vocabulary spurt. There were significant differences between the vocabulary spurt session and surrounding sessions in terms of the production and temporal patterning of expressive behaviors. Specifically, the coordination of communicative behaviors occurred less frequently; speech was particularly unlikely to appear in coordination with other behaviors; and the use of earlier well-practiced configurations (e.g., affect combined with meaningless vocalizations) increased specifically at the spurt session. In addition, infants who experienced a more dramatic transition in vocabulary development showed evidence of greater system-wide instability at the vocabulary spurt onset. Findings underscore the importance of examining the communicative system as a whole and using a milestone-based dynamic systems approach to studying developmental change.","This article investigated the reorganization of communicative behaviors during the window of time surrounding the vocabulary spurt by considering the relationship between language, gesture, and affect as the communicative system undergoes a period of instability."
"Investigating the Dynamics in 18-36 Months Toddlers’ Vocabulary Acquisition","https://scispace.com/paper/investigating-the-dynamics-in-18-36-months-toddlers-132oso6x","2023","Journal Article","","Won Jung Park
Hye Eun Seok
Dong Sun Yim","10.12963/csd.23970","","Objectives: The purpose of this study was to determine whether there were changes in language ability and vocabulary usage of children aged 18 to 36 months by specific time points. Methods: A total of 1,152 Korean children’s Wordbank data based on the MacArthur-Bates communication development assessment (K M-B CDI) were used for analysis. Korean Wordbank data is divided into two sections according to the time of data collection, one is collected before 2003, and the other is collected between 2016-2017. Data from the 2-time points were divided into time point 1 group (n = 988), and time point 2 group (n= 164). The total score and category score of K M-B CDI were compared between the time points. In addition, the significance of differences in each vocabulary item was compared by performing differential item functioning analysis based on classical test theory and item response theory. Results: This study found that the group difference in total score was not significant. However, the differences in category scores were found to be significant in 7 of the total 24 categories, and the scores of the time point 2 group were found to be significantly higher than the time point 1 group in the 6 categories. In addition, 117 items out of a total of 641 items were analyzed to have a differential function. Conclusion: Given that children in time point 2 showed higher performance in the categories of function words, it can be inferred that changes in children’s language skills may appear over time, and the results of this study also confirmed the dynamics of early children’s vocabulary use patterns.","In this article , a study was conducted to determine whether there were changes in language ability and vocabulary usage of children aged 18 to 36 months by specific time points, and the results confirmed the dynamics of early children's vocabulary use patterns."
"Wobbles, humps and sudden jumps","https://scispace.com/paper/wobbles-humps-and-sudden-jumps-54lyiq3ej1","2007","Journal Article","Infant Behavior & Development","van Marijn Dijk
van Paul Geert","","","Current individual-based, process-oriented approaches (dynamic systems theory and the microgenetic perspective) have led to an increase of variability-centred studies in the literature. The aim of this article is to propose a technique that incorporates variability in the analysis of the shape of developmental change. This approach is illustrated by the analysis of time serial language data, in particular data on the development of preposition use, collected from four participants. Visual inspection suggests that the development of prepositions-in-contexts shows a characteristic pattern of two phases, corresponding with a discontinuity. Three criteria for testing such discontinuous phase-wise change in individual data are presented and applied to the data. These are: (1) the sub-pattern criterion, (2) the peak criterion and (3) the membership criterion. The analyses rely on bootstrap and resampling procedures based on various null hypotheses. The results show that there are some indications of discontinuity in all participants, although clear inter-individual differences have been found, depending on the criteria used. In the discussion we will address several fundamental issues concerning (dis)continuity and variability in individual-based, process-oriented data sets. Copyright (c) 2007 John Wiley & Sons, Ltd.","In this article, a technique that incorporates variability in the analysis of the shape of developmental change was proposed, in particular data on the development of preposition use, collected from four participants, and three criteria for testing such discontinuous phase-wise change in individual data are presented and applied to the data."
"Look who's talking: speech style and social context in language input to infants are linked to concurrent and future speech development","https://scispace.com/paper/look-who-s-talking-speech-style-and-social-context-in-4s1oosasxr","2014","Journal Article","Developmental Science","Nairán Ramírez-Esparza
Adrián García-Sierra
Patricia K. Kuhl","10.1111/DESC.12172","","Language input is necessary for language learning, yet little is known about whether, in natural environments, the speech style and social context of language input to children impacts language development. In the present study we investigated the relationship between language input and language development, examining both the style of parental speech, comparing ‘parentese’ speech to standard speech, and the social context in which speech is directed to children, comparing one-on-one (1:1) to group social interactions. Importantly, the language input variables were assessed at home using digital first-person perspective recordings of the infants’ auditory environment as they went about their daily lives (N =26, 11- and 14-months-old). We measured language development using (a) concurrent speech utterances, and (b) word production at 24 months. Parentese speech in 1:1 contexts is positively correlated with both concurrent speech and later word production. Mediation analyses further show that the effect of parentese speech-1:1 on infants’ later language is mediated by concurrent speech. Our results suggest that both the social context and the style of speech in language addressed to children are strongly linked to a child’s future language development.","Mediation analyses show that the effect of parentese speech-1:1 on infants' later language is mediated by concurrent speech, and Parentese speech in 1:1 contexts is positively correlated with both concurrent speech and later word production."
"The Pace of Vocabulary Growth Helps Predict Later Vocabulary Skill","https://scispace.com/paper/the-pace-of-vocabulary-growth-helps-predict-later-vocabulary-1a3lmqpej0","2012","Journal Article","Child Development","Meredith L. Rowe
Stephen W. Raudenbush
Susan Goldin-Meadow","10.1111/J.1467-8624.2011.01710.X","","Children vary widely in the rate at which they acquire words—some start slow and speed up, others start fast and continue at a steady pace. Do early developmental variations of this sort help predict vocabulary skill just prior to kindergarten entry? This longitudinal study starts by examining important predictors (socioeconomic status [SES], parent input, child gesture) of vocabulary growth between 14 and 46 months (n = 62) and then uses growth estimates to predict children’s vocabulary at 54 months. Velocity and acceleration in vocabulary development at 30 months predicted later vocabulary, particularly for children from low-SES backgrounds. Understanding the pace of early vocabulary growth thus improves our ability to predict school readiness and may help identify children at risk for starting behind.","Understanding the pace of early vocabulary growth improves the ability to predict school readiness and may help identify children at risk for starting behind, particularly for children from low-SES backgrounds."
"Vocabulary Spurt: Are Infants full of Zipf?.","https://scispace.com/paper/vocabulary-spurt-are-infants-full-of-zipf-1kr9pngxjj","2010","Book Chapter","","Julien Mayor
Kim Plunkett","","","Infants do not learn words at a constant rate. During the second year of life, a dramatic increase in the speed of word learning is observed. Different mechanisms explaining this vocabulary spurt have been proposed, either through endogenous factors such as learning capacity or exogenous factors, such as frequency of word usage. We demonstrate that occurrence statistics alone is not sufﬁcient to explain the acceleration in vocabulary growth, discuss other potential exogenous contributions such as phonological complexity and suggest that a change in word learning capacities is necessary. A model implementing an increased ease of learning is introduced and illustrates this endogenous approach by replicating the non-linear vocabulary growth characteristics of language acquisition.","It is demonstrated that occurrence statistics alone is not enough to explain the acceleration in vocabulary growth, and other potential exogenous contributions such as phonological complexity are discussed and it is suggested that a change in word learning capacities is necessary."
"Acquisition of spoken and written language in early childhood","https://scispace.com/paper/acquisition-of-spoken-and-written-language-in-early-3jjgh5ccvd","1986","Book Chapter","Advances in psychology","Ragnhild Söderbergh","10.1016/S0166-4115(09)60156-4","","The common view is that spoken language is “naturally” acquired from birth, whereas written language is learned at a much later age, by means of formal teaching. During the last few decades, however, more and more children have learned to read from the age of 2 to 3, some of them even spontaneously. Recent research on children's prespeech development and acquisition of spoken language shows that the child's learning of language proceeds along two lines: the line of individual exploration and reconstruction, which is essential for the learning of intra-language structures such as phonology and grammar, and the line of guided practice in interaction with partners, which is necessary for masttering vocabulary and pragmatics. The latter takes place in culturally defined routines and games, where the partners of little children spontaneously and unconsciously perform tutorial work. In experiments with early reading where adult partners in a similar way have taught the pragmatics and here-and-now vocabulary of written language, the children have likewise all by themselves found out about the structure of written language: grapheme structure, correspondence between graphemes and phonemes, and grammar. Finally it is argued that the numerous recent cases of young children learning to read spontaneously may be attributed to the fact that print in modern society has acquired many new functions, which provide ample opportunity for preschoolers and adults to get involved in interactions in such a way that knowledge about the pragmatics and semantics of written language is mediated to the children. Thus, spoken language is, and written language may be, “spontaneously” acquired by a child in a community of interacting partners.","The authors argued that children learn to read from the age of 2 to 3, some of them even spontaneously, and that the early reading of children can be attributed to the fact that print in modern society has acquired many new functions, which provide ample opportunity for preschoolers and adults to get involved in interactions in such a way that knowledge about the pragmatics and semantics of written language is mediated to the children."
"The Child’s Language System during the Vocabulary Explosion: Individual and Common Trends","https://scispace.com/paper/the-childs-language-system-during-the-vocabulary-explosion-4hsd9u8ewad9","2025","Journal Article","Ученые записки Казанского государственного университета","M. V. Eliseeva
K. A. Tossa","10.26907/2541-7738.2024.5.154-165","","A longitudinal diary study on the formation of two young girls’ individual language systems was carried out. In both cases, the general language ability was tracked by considering its key components, including the phonetic, lexical, morphological, and syntactic ones, as well as imitation skills and early metalinguistic awareness. The relation between these components (autonomy or mutual influence) was examined. The MacArthur–Bates Communicative Development Inventories (CDI) were used as an auxiliary tool. The findings of the two case studies were compared with the published results of a systemic analysis based on the extensive MacArthur–Bates-CDI database on various components of general language ability. The comparisons revealed shared and individual language acquisition patterns in the early stages of speech ontogenesis. The obtained data are consistent with those reported in previous research: in the early stage of language acquisition, the speech of the girls was marked by an interaction between the phonetic (articulation of complex three- or four-syllable words), lexical (vocabulary growth), and morphological (learning grammatical categories) components, while the syntactic component progressed relatively autonomously; and then, during the later stage, morphological skills served more as a supportive mechanism that facilitated the construction of grammatically accurate syntactic structures. ","A longitudinal study on two young girls' language development reveals shared and individual patterns, with phonetic, lexical, and morphological components interacting in early stages, and morphological skills supporting syntactic development in later stages."
"First words in the second year: Continuity, stability, and models of concurrent and predictive correspondence in vocabulary and verbal responsiveness across age and context","https://scispace.com/paper/first-words-in-the-second-year-continuity-stability-and-134oife4t6","1999","Journal Article","Infant Behavior & Development","Marc H. Bornstein
Catherine S. Tamis-LeMonda
O. Maurice Haynes","10.1016/S0163-6383(99)80006-X","","This prospective longitudinal study assessed children's and mothers' productive vocabulary and mothers' verbal responses to children's exploratory and vocal behavior in spontaneous speech, and evaluated multiple relations in those measures in two contexts (play and mealtimes) at two child ages (13 and 20 months). Continuity, stability, and several models of concurrent and lagged child-mother correspondences were evaluated. Child and mother vocabulary increased across the second year, but did so differently in the two contexts; vocabulary of both showed significant stability of individual variation across context and age. Developmental change in maternal verbal responses predicted child vocabulary (maternal vocabulary did not), and developmental change in child vocabulary predicted maternal responses. The results support a model of specificity in mother-child language exchange and child vocabulary growth.","This article assessed children's and mothers' productive vocabulary and verbal responses to children's exploratory and vocal behavior in spontaneous speech, and evaluated multiple relations in those measures in two contexts (play and mealtimes) at two child ages."
"Distribution of different types of expressive lexicon in 18–24-month-old Sorani-Kurdish-speaking children","https://scispace.com/paper/distribution-of-different-types-of-expressive-lexicon-in-18-1ifgq6ebeq","2016","","","serve zarei
Talieh Zarifian
Hosaine Rahmani
Samaneh Hoseinzadeh","10.30476/JRSR.2016.41103","","Background: In the age of 18–19 months, a child’s lexicon increases by acquisition of five words per week Linguists consider this a period of vocabulary spurt In the early stages of language acquisition, the diversity of vocabulary also increases in addition to an increase in the number of words The goal of the present study was to examine the distribution of different types of expressive words in 18–24-month-old Sorani-Kurdish-speaking children Methods: The present research was conducted in a longitudinal form (for three months) on 16 Kurdish infants of Bukan )four girls and four boys of 18 months in age, and four girls and four boys of 21 months) Normal children were selected, based on their health and demographic records The data collection materials included a weekly vocabulary recording sheet, a vocabulary list, and a demographic questionnaire All the data were analyzed using SPSS version 22 software, with the significance level set at 0  05 Since the data were normally distributed, independent samples were subjected to T-tests and repeated measures ANOVA were used to compare the vocabulary distribution (nouns, adjectives, verbs, and adverbs) in gender and age groups Results: There was no significant difference between genders in the number and type of words (p>005) In both groups, with increasing age, the number and variation of the words increased (p<005) The most frequently expressed words were nouns, adjectives, verbs and adverbs Among the expressed nouns, the most common ones were food categories (1951%) Of the expressed adjectives, the most common ones related to condition Among the expressed verbs, the most common ones were imperatives (80%) and positives (90%) Among the expressed adverbs, the most common ones were adverbs of place (90%) Conclusion: It seems from the findings that the distribution and diversity of vocabulary categories follow a pattern similar to other languages","The distribution and diversity of vocabulary categories in 18–24-month-old Sorani-Kurdish-speaking children follow a pattern similar to other languages."
"Patterns of Interaction in the Lexical Growth in Two Languages of Bilingual Infants and Toddlers","https://scispace.com/paper/patterns-of-interaction-in-the-lexical-growth-in-two-550fbf2mii","1994","Journal Article","Language Learning","Barbara Zurer Pearson
Sylvia C. Fernández","10.1111/J.1467-1770.1994.TB00633.X","","We investigated the extent to which bilingual children follow the same patterns and timetable of lexical development as monolinguals. For a group of 20 simultaneous bilingual (English-Spanish) infants, ages 10 to 30 months, we looked at the patterns of growth in one language in relation to growth in the other and also with respect to growth in both languages combined. The MacArthur Communicative Development Inventories (CDI), standardized parent report forms in Spanish and English, provided measures of lexical growth in two languages at varying intervals within the age range. We plotted the two single-language measures, as well as Total and Total Conceptual language measures, across time, referenced on a second γ-axis to the percent of the child's language environment that each language represented. For a subset of the children, we calculated the percentages of general nominals, social words, and verbs for each language to allow the characterization of the children's learning strategies as “referential” or “expressive” (Nelson, 1973). The rate and pace of development were similar to patterns observed in monolinguals. In addition, the vocabulary spurt was seen to occur in about the same percentage of children as has been observed in groups of monolingual children. The bilinguals differed from one another with respect to the relative independence of one language from the other, including the use of different learning strategies in the two languages by the same child.","This article investigated the extent to which bilingual children follow the same patterns and timetable of lexical development as monolinguals, and found that the rate and pace of development were similar to patterns observed in monolinguistic children."
"Developmental changes and variability in the early lexicon: a study of French children's naturalistic productions","https://scispace.com/paper/developmental-changes-and-variability-in-the-early-lexicon-a-1emszcf6qa","1998","Journal Article","Journal of Child Language","Dominique Bassano
Isabelle Maillochon
Elsa Eme","10.1017/S0305000998003547","","This paper investigates developmental changes, as well as inter-linguistic and inter-individual variations, in the expansion and composition of French children's early lexicons. Two studies were conducted using children's naturalistic productions: a longitudinal study of one child between 1;2 and 2;6, and a cross-sectional study of two groups (12 children each) aged 1;8 and 2;6. Analyses indicate that lexical productivity (measured in types, tokens, and new words) strongly increased with age, whereas lexical diversity showed almost no developmental progression. Nouns and para-lexical elements (including interjections, fillers or formulas) were predominant until 1;8 and decreased over time, while predicates and grammatical words increased. As compared to English, French development was characterized by less frequent nouns, initially more frequent predicates, and a remarkable expansion of grammatical words. Inter-individual variability in lexical productivity, in lexical diversity, and in the proportions of different categories was more marked at 1;8 than at 2;6. Lexical profiles found at 1;8 suggest the existence of more diversified organizational patterns than those captured in the referential-expressive distinction.","Developmental changes, as well as inter-linguistic and inter-individual variations, in the expansion and composition of French children's early lexicons are investigated, indicating that lexical productivity strongly increased with age, whereas lexical diversity showed almost no developmental progression."
"Early lexical acquisition: rate, content, and the vocabulary spurt.","https://scispace.com/paper/early-lexical-acquisition-rate-content-and-the-vocabulary-5flexx5291","1990","Journal Article","Journal of Child Language","Beverly A. Goldfield
J. Steven Reznick","10.1017/S0305000900013167","","The transition from slow to rapid word-learning was examined in a longitudinal study of 18 children. Beginning at age 1.2, mothers kept a diary of children's words. Diary entries were discussed during phone calls to the home every 2 1/2 weeks. A chronological record of nouns and other word classes was coded from the diary records. Thirteen children evidenced a prolonged period of up to three months during which rate of acquisition markedly increased. Almost three-quarters of the words learned during this period were nouns. Five children evidenced more gradual word-learning, and acquired a balance of nouns and other word classes. These results suggest that the terms 'vocabulary spurt' and 'naming explosion' best describe children who focus their early linguistic efforts on a single strategy: learning names for things. Other children may attempt to encode a broad range of experience with a more varied lexicon, a strategy that results in more gradual lexical growth.","The results suggest that the terms 'vocabulary spurt' and 'naming explosion' best describe children who focus their early linguistic efforts on a single strategy: learning names for things."
