"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Some psychophysics of the pigeon's use of landmarks.","https://scispace.com/paper/some-psychophysics-of-the-pigeon-s-use-of-landmarks-37un904m9l","1988","Journal Article","Journal of Comparative Physiology A-neuroethology Sensory Neural and Behavioral Physiology","Ken Cheng","10.1007/BF00610970","","Pigeons (Columba livia) were trained to find hidden food in a sunken well within a square box. After learning the location, they were tested occasionally with the well and food absent. The resulting search distributions were symmetric about the peak, implying a linear scale of measurement for distance. The spread of the distribution was a constant proportion of the distance to the nearest landmark, supporting Weber's Law. As well, in one test in which a landmark was shifted in a diagonal direction, the pigeons shifted their peak place of search both in the direction of landmark shift and in the direction orthogonal to the direction of landmark shift. This contradicted a pattern found earlier: For landmark shifts along the principal axes of the square box, pigeons only shifted their peak place of search in the direction of landmark shift, not in the orthogonal direction. The vector sum model, which predicts shifts of the peak place of search only in the direction of landmark shift, is disconfirmed and must be revised.","Three pigeons were trained to find hidden food in a sunken well at a constant place within an experimental box with the animals tested occasionally with the well and food absent, finding that changing the height or width of a nearby landmark had no systematic influence on the position of peak search."
"Learning the configuration of a landmark array: I. Touch-screen studies with pigeons and humans.","https://scispace.com/paper/learning-the-configuration-of-a-landmark-array-i-touch-3w1v0y3b3e","1996","Journal Article","Journal of Comparative Psychology","Marcia L. Spetch
Ken Cheng
Suzanne E. MacDonald","10.1037/0735-7036.110.1.55","","Pigeons and humans searched on a touch-screen monitor for an unmarked goal located relative to an array of landmarks presented in varied screen locations. After training with the goal centered in various square arrays of 4 landmarks, humans, but not pigeons, transferred accurately to arrays with novel elements. Humans searched in the middle of expanded arrays, whereas pigeons preserved the distance and direction to a single landmark. When trained with the goal centered below 2 identical horizontally aligned landmarks, humans responded to horizontal expansions or contractions of the array by shifting their search vertically, preserving angles from landmarks to goal. Pigeons did not adjust their search vertically. Humans trained with a single landmark adjusted search distance when landmark size was changed. Both pigeons and humans use the configuration of a landmark array, but the underlying processes seem to differ.","Pigeons and humans searched on a touch-screen monitor for an unmarked goal located relative to an array of landmarks presented in varied screen locations and responded to horizontal expansions or contractions of the array by shifting their search vertically, preserving angles from landmarks to goal."
"Pigeons encode relative geometry.","https://scispace.com/paper/pigeons-encode-relative-geometry-23342tm4aa","2001","Journal Article","Journal of Experimental Psychology: Animal Behavior Processes","Debbie M. Kelly
Marcia L. Spetch","10.1037/0097-7403.27.4.417","","Pigeons were trained to search for hidden food in a rectangular environment designed to eliminate any external cues. Following training, the authors administered unreinforced test trials in which the geometric properties of the apparatus were manipulated. During tests that preserved the relative geometry but altered the absolute geometry of the environment, the pigeons continued to choose the geometrically correct corners, indicating that they encoded the relative geometry of the enclosure. When tested in a square enclosure, which distorted both the absolute and relative geometry, the pigeons randomly chose among the 4 corners, indicating that their choices were not based on cues external to the apparatus. This study provides new insight into how metric properties of an environment are encoded by pigeons.","New insight is provided into how metric properties of an environment are encoded by pigeons during tests that preserved the relative geometry but altered the absolute geometry of the environment."
"The neuroethology of cognitive maps: contributions from research on the hippocampus and homing pigeon navigation.","https://scispace.com/paper/the-neuroethology-of-cognitive-maps-contributions-from-2g43bis0ju","1997","Journal Article","Archives Italiennes De Biologie","Giovanni Casini
Gigliola Fontanesi
Verner P. Bingman
T. J. Jones
Anna Gagliardo
Paolo Ioalè
Paola Bagnoli","10.4449/AIB.V135I1.639","","The rich ethological tradition that characterizes the homing behavior of pigeons offers an excellent opportunity to examine the importance of the hippocampal formation for the regulation of spatial cognitive mechanisms. The present review summarizes both anatomical and behavioral data obtained in researches on the pigeon hippocampal formation that have been performed over the last 12 years. Pathway connection studies and investigations on the neurochemical organization of the avian hippocampal formation show that this structure shares many similarities with the mammalian hippocampus and provide the basis for structural as well as functional homology. The initial research on the role of the hippocampal formation in the homing behavior showed that this brain structure is likely to be involved in phenomena of spatial cognition. Therefore, the homing behavior of pigeons has been extensively used as an experimental model to investigate the role of the hippocampal formation in spatial cognition related to a naturally occurring behavior. These studies have revealed that the hippocampal formation plays a fundamental role in the learning of a navigational map based on atmospheric odors, but it doesn't seem to be involved in the operation of such a map. In contrast, both the learning and the operation of a navigational map based on the recognition of familiar landmarks require a functional hippocampal formation. Further investigations indicated that these functions of the hippocampal formation are mediated by its involvement in the use of the sun compass, and suggested that the hippocampal formation plays a fundamental role in a cognitive process in which the sun compass is specifically used to learn about the location of stimuli in space. The studies reviewed in the present paper have provided a considerable amount of experimental data both on the anatomical/neurochemical organization of the avian hippocampal formation and on the role played by this brain structure in spatial cognition. The future development of these researches will need to consider the contribution to hippocampal function of specific transmitter systems that are involved in hippocampal circuitry. In particular, the afferent cholinergic system and some of the peptidergic systems intrinsic to the hippocampal formation deserve particular attention in view of their possible involvement in the acquisition and/or operation of spatial cognitive abilities by homing pigeons.","The present review summarizes both anatomical and behavioral data obtained in researches on the pigeon hippocampal formation that have been performed over the last 12 years, which provided a considerable amount of experimental data both on the anatomical/neurochemical organization of the avian hippocampusal formation and on the role played by this brain structure in spatial cognition."
"Is Insight Merely Response Chaining?: A Reply to Epstein","https://scispace.com/paper/is-insight-merely-response-chaining-a-reply-to-epstein-pcwuqacux6","1986","Journal Article","Psychological Record","Paul Ellen
James L. Pate","10.1007/BF03394936","","Epstein’s attempted simulation and reduction of the problem-solving process to the interconnection of discrete repertoires was examined. His position was challenged on both empirical and conceptual grounds. It was concluded however that the difference in perspective between cogni-tively oriented theorists and those persuaded by a radical behavioristic model represents an attitudinal problem and is not susceptible to resolution by empirical means.","In this paper, the authors examined the difference in perspective between cogni-tively oriented theorists and those persuaded by a radical behavioristic model and concluded that the difference represents an attitudinal problem and is not susceptible to resolution by empirical means."
"Representations of the environment, multiple brain maps, and control systems","https://scispace.com/paper/representations-of-the-environment-multiple-brain-maps-and-zgi9qjs27h","1982","Journal Article","Behavioral and Brain Sciences","Charles M. Butter","10.1017/S0140525X00013960","","We argue that a map is meaningless unless we have a process for using it. Thus, in this paper, we not only offer the world graph as a representation of relationships among situations the animal has encountered and may encounter again, but we also offer algorithms for how the information encoded in the world graph may be used by the animal in determining its behavior. Each node of the graph encodes a recognizable situation in the animal's world, but a given place may well be encoded in a number of different nodes. Nodes not only require algorithms for the recognition of the situation; they store information about drive reduction associated with the encoded situation. We note that the use of graphs as a basis for exploring some search space is well known in artificial intelligence (AI), but we stress the importance of the animal's exploration of its environment for growing the graph, as distinct from the mathematically described potential nodes frequent in AI search spaces. To explore a number of hypotheses about the way information in the world graph is used to guide the animal's movement, we recall a number of classical experiments on maze exploration by animals, and use them to argue for the nonlocal hypothesis (selection of a path does not depend only upon information about the immediate environment of the animal) and the competing nodes hypothesis (more than one drive may enter into the determination of the animal's behavior at any time). An important feature of the model is that it yields exploration and latent learning without the introduction of an exploratory drive. We also note that the performance exhibited by the model appears to be statedependent when the animal operates under high drive levels. The drive-interaction matrix is offered as a subject for future research. We complement the presentation of the world graph model, its drive dynamics, and how these are constrained by experiments on maze behavior, with a brief analysis of maps in the brain. We distinguish egocentric maps which we relate to the many visual systems from allocentric maps. We offer a somewhat unconventional view of short-term and long-term memory. We examine cooperative computation in somatotopically organized networks, relating this to visually guided behavior in the frog, and to the interaction of colliculus and cortex in the control of eye movements. We examine, but do not advocate, the hypothesis that the hippocampus is a cognitive map. We do stress that if it is a cognitive map, it must be seen as a chart of the local neighborhood, rather than the whole atlas; and we note that the cognitive map hypothesis would lead one to expect the region to exhibit activation of place cells before the animal leaves the previous place.",""
"What spaces? What subjects?","https://scispace.com/paper/what-spaces-what-subjects-2pjj3n3vhb","1982","Journal Article","Behavioral and Brain Sciences","Jean Pailhous
Patrick Péruch","10.1017/S0140525X00014047","","We argue that a map is meaningless unless we have a process for using it. Thus, in this paper, we not only offer the world graph as a representation of relationships among situations the animal has encountered and may encounter again, but we also offer algorithms for how the information encoded in the world graph may be used by the animal in determining its behavior. Each node of the graph encodes a recognizable situation in the animal's world, but a given place may well be encoded in a number of different nodes. Nodes not only require algorithms for the recognition of the situation; they store information about drive reduction associated with the encoded situation. We note that the use of graphs as a basis for exploring some search space is well known in artificial intelligence (AI), but we stress the importance of the animal's exploration of its environment for growing the graph, as distinct from the mathematically described potential nodes frequent in AI search spaces. To explore a number of hypotheses about the way information in the world graph is used to guide the animal's movement, we recall a number of classical experiments on maze exploration by animals, and use them to argue for the nonlocal hypothesis (selection of a path does not depend only upon information about the immediate environment of the animal) and the competing nodes hypothesis (more than one drive may enter into the determination of the animal's behavior at any time). An important feature of the model is that it yields exploration and latent learning without the introduction of an exploratory drive. We also note that the performance exhibited by the model appears to be statedependent when the animal operates under high drive levels. The drive-interaction matrix is offered as a subject for future research. We complement the presentation of the world graph model, its drive dynamics, and how these are constrained by experiments on maze behavior, with a brief analysis of maps in the brain. We distinguish egocentric maps which we relate to the many visual systems from allocentric maps. We offer a somewhat unconventional view of short-term and long-term memory. We examine cooperative computation in somatotopically organized networks, relating this to visually guided behavior in the frog, and to the interaction of colliculus and cortex in the control of eye movements. We examine, but do not advocate, the hypothesis that the hippocampus is a cognitive map. We do stress that if it is a cognitive map, it must be seen as a chart of the local neighborhood, rather than the whole atlas; and we note that the cognitive map hypothesis would lead one to expect the region to exhibit activation of place cells before the animal leaves the previous place.",""
"Do humans integrate routes into a cognitive map? Map- versus landmark-based navigation of novel shortcuts.","https://scispace.com/paper/do-humans-integrate-routes-into-a-cognitive-map-map-versus-4qtguakrca","2005","Journal Article","Journal of Experimental Psychology: Learning, Memory and Cognition","Patrick Foo
William H. Warren
Andrew Duchon
Michael J. Tarr","10.1037/0278-7393.31.2.195","","Do humans integrate experience on specific routes into metric survey knowledge of the environment, or do they depend on a simpler strategy of landmark navigation? The authors tested this question using a novel shortcut paradigm during walking in a virtual environment. The authors find that participants could not take successful shortcuts in a desert world but could do so with dispersed landmarks in a forest. On catch trials, participants were drawn toward the displaced landmarks whether the landmarks were clustered near the target location or along the shortcut route. However, when landmarks appeared unreliable, participants fell back on coarse survey knowledge. Like honeybees (F. C. Dyer, 1991), humans do not appear to derive accurate cognitive maps from path integration to guide navigation but, instead, depend on landmarks when they are available.","The authors found that participants could not take successful shortcuts in a desert world but could do so with dispersed landmarks in a forest, and when landmarks appeared unreliable, participants fell back on coarse survey knowledge."
"A propos des «cartes cognitives» chez l'animal: examen critique de l'hypothèse de Tolman","https://scispace.com/paper/a-propos-des-cartes-cognitives-chez-l-animal-examen-critique-2ridbpvmol","1984","","","C. Thinus-Blanc","","","Les etudes des mecanismes d'orientation spatiale chez l'animal ont ete fortement marquees par l'hypothese des «cartes cognitives» formulee par Tolman en 1948. Mais l'existence de ces cartes n'est pas prouvee. Le devenir de cette hypothese est examine au travers des recherches sur l'animal de 1948 a nos jours","Les etudes des mecanismes d'orientation spatiale chez l'animal ont ete fortement marquees par l'hypothese des 'cartes cognitives' formulee par Tolman en 1948 as discussed by the authors."
"Can Imitation in Pigeons be Explained by Local Enhancement Together with Trial-and-Error Learning?:","https://scispace.com/paper/can-imitation-in-pigeons-be-explained-by-local-enhancement-3v34jj93rj","1997","Journal Article","Psychological Science","Daren H. Kaiser
Thomas R. Zentall
Bennett G. Galef","10.1111/J.1467-9280.1997.TB00461.X","","Zentall Sutton and Sherburne (1996) reported that pigeons observing a conspecific demonstrator either step on or peck at a treadle to obtain food subsequently showed a significant tendency to manipulate the treadle as had their demonstrator Zentall et al suggested this finding showed observer pigeons had learned by imitation to peck at or step on the treadle However, the same result might have been obtained if pigeons had learned to step on the treadle by trial and error, and pigeons exposed to a treadle-pecking demonstrator had come to peck at the treadle as a result of nonimitative social-learning processes such as local enhancement or contagion Here we report the results for two control groups showing that pigeons do not learn to step on or peck at a treadle for food reward unless they observe a relevant demonstrator These results considerably strengthen the original conclusion Future research using the two action method to demonstrate imitative learning should include similar controls","The results for two control groups are reported showing that pigeons do not learn to step on or peck at a treadle for food reward unless they observe a relevant demonstrator."
