"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Snippet","Abstract"
"Problem-solving in tool-using and non-tool-using animals","https://scispace.com/paper/problem-solving-in-tool-using-and-non-tool-using-animals-8m7cno89k5","2010","Book Chapter","","Amanda M. Seed
Josep Call","10.1016/B978-0-08-045337-8.00090-5","","… skills among seven species of primate that the degree of fission-… able to find the solution to the problem over the course of an … used insight, and not blind trialand-error, to solve problems. …","Physical problem-solving is defined as the use of a novel means to reach a goal when direct means are unavailable. Problem-solving in the wild (approximated by reports of innovation) correlates with relative forebrain size in mammals and birds. In the laboratory, various cognitive and noncognitive factors influence problem-solving, making species comparisons difficult, but there is no evidence that tool-users outperform nontool-users. Most work has focused on large-brained primates and corvids, which show fast and flexible problem-solving in many contexts. Several theories concerning the cognitive processes are involved, including roles for predispositions, learning, representation, causal knowledge, and inference."
"Young children spontaneously invent wild great apes' tool-use behaviours","https://scispace.com/paper/young-children-spontaneously-invent-wild-great-apes-tool-use-3phdkcb0ak","2016","Journal Article","Proceedings of The Royal Society B: Biological Sciences","Eva Reindl
Sarah R. Beck
Ian A. Apperly
Claudio Tennie","10.1098/RSPB.2015.2402","https://royalsocietypublishing.org/doi/pdf/10.1098/rspb.2015.2402","… great similarity in the spontaneous tool-use abilities of human … the increased problem–solution distance of tool-use tasks [20], … behaviours observed in other, non-primate species and …","The variety and complexity of human-made tools are unique in the animal kingdom. Research investigating why human tool use is special has focused on the role of social learning: while non-human great apes acquire tool-use behaviours mostly by individual (re-)inventions, modern humans use imitation and teaching to accumulate innovations over time. However, little is known about tool-use behaviours that humans can invent individually, i.e. without cultural knowledge. We presented 2- to 3.5-year-old children with 12 problem-solving tasks based on tool-use behaviours shown by great apes. Spontaneous tool use was observed in 11 tasks. Additionally, tasks which occurred more frequently in wild great apes were also solved more frequently by human children. Our results demonstrate great similarity in the spontaneous tool-use abilities of human children and great apes, indicating that the physical cognition underlying tool use shows large overlaps across the great ape species. This suggests that humans are neither born with special physical cognition skills, nor that these skills have degraded due to our species’ long reliance of social learning in the tool-use domain."
"Spontaneous tool use and sensorimotor intelligence in Cebus compared with other monkeys and apes","https://scispace.com/paper/spontaneous-tool-use-and-sensorimotor-intelligence-in-cebus-4vpvc4uacd","1989","Journal Article","Behavioral and Brain Sciences","Suzanne Chevalier-Skolnikoff","10.1017/S0140525X00057678","","… on spontaneous tool use will be reported: acquisition (eg, trial… that differentiates primate from nonmammalian tool use.To … immediate solution to the problem suggests Stage 6 insight, …","Spontaneous tool use and sensorimotor intelligence in Cebus were observed to determine whether tool use is discovered fortuitously and learned by trial-and-error or, rather, whether advanced sensorimotor abilities (experimentation and insight) are critical in its ontogeny and evolution."
"Spontaneous performance of wild baboons on three novel food-access puzzles","https://scispace.com/paper/spontaneous-performance-of-wild-baboons-on-three-novel-food-481ju7zyhx","2008","Journal Article","Animal Cognition","Mark E. Laidre","10.1007/S10071-007-0104-5","","… as tools. Further experiments on the physical cognition of baboons and many other primate species in … The baboons’ solution to the string-pulling puzzle may thus have been based on …","Although the technical problem-solving expertise of nonhuman primates has been investigated extensively in captivity, few species have been tested in their natural habitats Here I examine the physical cognition of wild savanna baboons (Papio anubis), a species that occupies an omnivorous foraging niche in which a variety of embedded food items are extracted and processed Baboons were tested on three puzzles, each involving high-quality food that required removal from a novel obstruction: (1) a string-pulling puzzle in which food was hung from tree branches, (2) a twig-dipping puzzle in which food was embedded in a vertical tube, and (3) a stick-pushing puzzle in which food was contained in a horizontal conduit The baboons failed to solve the second and third puzzles even when tools had been appropriately positioned in advance And although they solved the first puzzle, their actions (running while holding food that was still attached to the string), suggested they did not fully comprehend the string’s connective property The baboons’ performance might reflect the time constraints of life in the wild, which relative to captivity may provide fewer opportunities for the development of understanding about the physical properties of objects and their potential uses as tools Further experiments on the physical cognition of baboons and many other primate species in their natural habitats would help test this ontogenetic hypothesis Such field experiments would be especially fruitful if they continued to target extractive foragers like baboons: these experiments could simultaneously provide a test of phylogenetic hypotheses that invoke extractive foraging as the key stimulus for brain expansion in savanna-dwelling hominids"
"Problem solving.","https://scispace.com/paper/problem-solving-2132eu4qeu","2012","Book","","Phillip Roy","","http://bestpractice.net.nz/resources/depression/MoH_structuredProblemSolving.pdf","… in our closest primate relative, the chimpanzee. In contrast to … studies analyzed individual performance scores on several … at by trial behavior or the solution of a problem by the sudden …",""
"Problem Solving by Chimpanzees.","https://scispace.com/paper/problem-solving-by-chimpanzees-4x8fx2g0wt","1950","Book Chapter","","Wolfgang Köhler","10.1037/11352-044","","… and error, and gave little evidence of ideas, of reasoning, or of insight. … the chimpanzee to discover what behavior led him to his solutions, as to know that he ""uses a box as a tool"" af all.] …",""
"Innovative problem solving in great apes: the role of visual feedback in the floating peanut task","https://scispace.com/paper/innovative-problem-solving-in-great-apes-the-role-of-visual-4zt84l66ul","2019","Journal Article","Animal Cognition","Sonja Jördis Ebel
Martin Schmelz
Martin Schmelz
Esther Herrmann
Josep Call
Josep Call","10.1007/S10071-019-01275-0","https://link.springer.com/content/pdf/10.1007/s10071-019-01275-0.pdf","… performance in nonhuman great apes in three experiments. Our results indicate that apes who had acquired the solution … After a chimpanzee had solved the task once, the chimpanzee …","Nonhuman great apes show remarkable behavioural flexibility. Some individuals are even able to use water as a tool: They spit water into a vertical tube to make a peanut float upwards until it comes into reach (floating peanut task; FPT). In the current study, we used the FPT to investigate how visual feedback, an end-state demonstration and a social demonstration affect task performance in nonhuman great apes in three experiments. Our results indicate that apes who had acquired the solution with a clear tube maintained it with an opaque one. However, apes starting with an opaque tube failed to solve the task. Additionally, facing the peanut floating on a water-filled tube (i.e., an end-state demonstration) promoted success independent on the availability of visual feedback. Moreover, experiencing how water was poured into the tube either by a human demonstrator or by a water tap that had been opened either by the ape or a human did not seem to be of further assistance. First, this study suggests that great apes require visual feedback for solving the FPT, which is no longer required after the initial acquisition. Second, some subjects benefit from encountering the end-state, a finding corroborating previous studies."
"Insightful problem solving in an Asian elephant","https://scispace.com/paper/insightful-problem-solving-in-an-asian-elephant-6wmotvden1","2011","Journal Article","PLOS ONE","Preston Foerder
Marie Galloway
Tony Barthel
Donald E. Moore
Diana Reiss","10.1371/JOURNAL.PONE.0023251","https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0023251&type=printable","… or the sudden arrival of the solution to a problem is a common human experience. Spontaneous problem solving without evident trial … Further inspired by Köhler's chimpanzee studies, in …","The “aha” moment or the sudden arrival of the solution to a problem is a common human experience Spontaneous problem solving without evident trial and error behavior in humans and other animals has been referred to as insight Surprisingly, elephants, thought to be highly intelligent, have failed to exhibit insightful problem solving in previous cognitive studies We tested whether three Asian elephants (Elephas maximus) would use sticks or other objects to obtain food items placed out-of-reach and overhead Without prior trial and error behavior, a 7-year-old male Asian elephant showed spontaneous problem solving by moving a large plastic cube, on which he then stood, to acquire the food In further testing he showed behavioral flexibility, using this technique to reach other items and retrieving the cube from various locations to use as a tool to acquire food In the cube's absence, he generalized this tool utilization technique to other objects and, when given smaller objects, stacked them in an attempt to reach the food The elephant's overall behavior was consistent with the definition of insightful problem solving Previous failures to demonstrate this ability in elephants may have resulted not from a lack of cognitive ability but from the presentation of tasks requiring trunk-held sticks as potential tools, thereby interfering with the trunk's use as a sensory organ to locate the targeted food"
"Progress and prospects in primate tool use and cognition","https://scispace.com/paper/progress-and-prospects-in-primate-tool-use-and-cognition-1ejhfb6r","2022","Book Chapter","","K Koops
C Sanz","10.1017/9781108955836.010","https://www.zora.uzh.ch/server/api/core/bitstreams/ef8b13df-0b1c-4a23-a4f6-d18d5b5c4dae/content","… and birds (for a review of the definition of tool use, see Shumaker et al., 2011) 2. However, the highest prevalence of intelligent tool use involving flexibility in execution occurs within the …","We review the main ecological and socio-cognitive hypotheses explaining the origin and evolution of tool use in primates. Whereas it is clear that recent studies have deepened our understanding of tool use in several domains, a more integrated approach will be necessary to further advance the field and place this information into a broader evolutionary context. We suggest a combined Comparative Socio-ecological and Developmental Approach (CSDA), which incorporates phylogenetic and ontogenetic perspectives with the ecological and socio-cognitive drivers of tool use as a means to clarify the integrated mechanisms that promote the emergence and maintenance of tool-using skills in primates, including humans. "
"Problem solving in great apes (Pan paniscus, Pan troglodytes, Gorilla gorilla, and Pongo abelii): the effect of visual feedback","https://scispace.com/paper/problem-solving-in-great-apes-pan-paniscus-pan-troglodytes-457zgxvcfy","2012","Journal Article","Animal Cognition","Christoph J. Völter
Josep Call","10.1007/S10071-012-0519-5","https://www.researchgate.net/profile/Christoph-Voelter/publication/225073425_Problem_solving_in_great_apes_Pan_paniscus_Pan_troglodytes_Gorilla_gorilla_and_Pongo_abelii_The_effect_of_visual_feedback/links/0c960517ee860dca93000000/Problem-solving-in-great-apes-Pan-paniscus-Pan-troglodytes-Gorilla-gorilla-and-Pongo-abelii-The-effect-of-visual-feedback.pdf","… reward, except for one chimpanzee (Annett, clear condition) … found the solution for the tube problem easily irrespective of … increased their performance dramatically from trial 1 to trial 2. …","What kind of information animals use when solving problems is a controversial topic. Previous research suggests that, in some situations, great apes prefer to use causally relevant cues over arbitrary ones. To further examine to what extent great apes are able to use information about causal relations, we presented three different puzzle box problems to the four nonhuman great ape species. Of primary interest here was a comparison between one group of apes that received visual access to the functional mechanisms of the puzzle boxes and one group that did not. Apes’ performance in the first two, less complex puzzle boxes revealed that they are able to solve such problems by means of trial-and-error learning, requiring no information about the causal structure of the problem. However, visual inspection of the functional mechanisms of the puzzle boxes reduced the amount of time needed to solve the problems. In the case of the most complex problem, which required the use of a crank, visual feedback about what happened when the handle of the crank was turned was necessary for the apes to solve the task. Once the solution was acquired, however, visual feedback was no longer required. We conclude that visual feedback about the consequences of their actions helps great apes to solve complex problems. As the crank task matches the basic requirements of vertical string pulling in birds, the present results are discussed in light of recent findings with corvids."
