"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Simultaneous mastering of two abstract concepts by the miniature brain of bees","https://scispace.com/paper/simultaneous-mastering-of-two-abstract-concepts-by-the-1t1n2l5bfr","2012","Journal Article","Proceedings of the National Academy of Sciences of the United States of America","Aurore Avarguès-Weber
Adrian G. Dyer
Maud Combe
Martin Giurfa","10.1073/PNAS.1202576109","","Sorting objects and events into categories and concepts is a fundamental cognitive capacity that reduces the cost of learning every particular situation encountered in our daily lives. Relational concepts such as “same,” “different,” “better than,” or “larger than”—among others—are essential in human cognition because they allow highly efficient classifying of events irrespective of physical similarity. Mastering a relational concept involves encoding a relationship by the brain independently of the physical objects linked by the relation and is, therefore, consistent with abstraction capacities. Processing several concepts at a time presupposes an even higher level of cognitive sophistication that is not expected in an invertebrate. We found that the miniature brains of honey bees rapidly learn to master two abstract concepts simultaneously, one based on spatial relationships (above/below and right/left) and another based on the perception of difference. Bees that learned to classify visual targets by using this dual concept transferred their choices to unknown stimuli that offered a best match in terms of dual-concept availability: their components presented the appropriate spatial relationship and differed from one another. This study reveals a surprising facility of brains to extract abstract concepts from a set of complex pictures and to combine them in a rule for subsequent choices. This finding thus provides excellent opportunities for understanding how cognitive processing is achieved by relatively simple neural architectures.","A surprising facility of brains to extract abstract concepts from a set of complex pictures and to combine them in a rule for subsequent choices is revealed, providing excellent opportunities for understanding how cognitive processing is achieved by relatively simple neural architectures."
"APIS-a novel approach for conditioning honey bees.","https://scispace.com/paper/apis-a-novel-approach-for-conditioning-honey-bees-1jt9j34i8o","2013","Journal Article","Frontiers in Behavioral Neuroscience","Nicholas H. Kirkerud
Nicholas H. Kirkerud
Henja-Niniane Wehmann
C. G. Galizia
C. G. Galizia
David Gustav","10.3389/FNBEH.2013.00029","","Honey bees perform robustly in different conditioning paradigms. This makes them excellent candidates for studying mechanisms of learning and memory at both an individual and a population level. Here we introduce a novel method of honey bee conditioning: APIS, the Automatic Performance Index System. In an enclosed walking arena where the interior is covered with an electric grid, presentation of odours from either end can be combined with weak electric shocks to form aversive associations. To quantify behavioural responses, we continuously monitor the movement of the bee by an automatic tracking system. We found that escapes from one side to the other, changes in velocity as well as distance and time spent away from the punished odour are suitable parameters to describe the bee’s learning capabilities. Our data show that in a short-term memory test the response rate for the conditioned stimulus in APIS correlates well with response rate obtained from conventional Proboscis Extension Response (PER)-conditioning. Additionally, we discovered that bees modulate their behaviour to aversively learned odours by reducing their rate, speed and magnitude of escapes and that both generalisation and extinction seem to be different between appetitive and aversive stimuli. The advantages of this automatic system make it ideal for assessing learning rates in a standardised and convenient way, and its flexibility adds to our toolbox for studying honey bee behaviour.","APIS, the Automatic Performance Index System, is introduced and it is discovered that bees modulate their behavior to aversively learned odors by reducing their rate, speed and magnitude of escapes and that both generalization and extinction seem to be different between appetitive and aversive stimuli."
"Non-numerical strategies used by bees to solve numerical cognition tasks","https://scispace.com/paper/non-numerical-strategies-used-by-bees-to-solve-numerical-32wnckb5ow","2021","Journal Article","Proceedings of The Royal Society B: Biological Sciences","HaDi MaBouDi
Andrew B. Barron
Andrew B. Barron
Sun Li
Maria Honkanen
Olli J. Loukola
Fei Peng
Wenfeng Li
James A. R. Marshall
Alex Cope
Eleni Vasilaki
Cwyn Solvi
Cwyn Solvi","10.1098/RSPB.2020.2711","","We examined how bees solve a visual discrimination task with stimuli commonly used in numerical cognition studies. Bees performed well on the task, but additional tests showed that they had learned continuous (non-numerical) cues. A network model using biologically plausible visual feature filtering and a simple associative rule was capable of learning the task using only continuous cues inherent in the training stimuli, with no numerical processing. This model was also able to reproduce behaviours that have been considered in other studies indicative of numerical cognition. Our results support the idea that a sense of magnitude may be more primitive and basic than a sense of number. Our findings highlight how problematic inadvertent continuous cues can be for studies of numerical cognition. This remains a deep issue within the field that requires increased vigilance and cleverness from the experimenter. We suggest ways of better assessing numerical cognition in non-speaking animals, including assessing the use of all alternative cues in one test, using cross-modal cues, analysing behavioural responses to detect underlying strategies, and finding the neural substrate.","In this paper, a network model using biologically plausible visual feature filtering and a simple associative rule was used to solve a visual discrimination task with stimuli commonly used in numerical cognition studies."
"Conspecific and Heterospecific Information Use in Bumblebees","https://scispace.com/paper/conspecific-and-heterospecific-information-use-in-bumblebees-2wtiefx3bp","2012","Journal Article","PLOS ONE","Erika H. Dawson
Lars Chittka","10.1371/JOURNAL.PONE.0031444","","Heterospecific social learning has been understudied in comparison to interactions between members of the same species. However, the learning mechanisms behind such information use can allow animals to be flexible in the cues that are used. This raises the question of whether conspecific cues are inherently more influential than cues provided by heterospecifics, or whether animals can simply use any cue that predicts fitness enhancing conditions, including those provided by heterospecifics. To determine how freely social information travels across species boundaries, we trained bumblebees (Bombus terrestris) to learn to use cues provided by conspecifics and heterospecific honey bees (Apis mellifera) to locate valuable floral resources. We found that heterospecific demonstrators did not differ from conspecifics in the extent to which they guided observers' choices, whereas various types of inorganic visual cues were consistently less effective than conspecifics. This was also true in a transfer test where bees were confronted with a novel flower type. However, in the transfer test, conspecifics were slightly more effective than heterospecific demonstrators. We then repeated the experiment with entirely naive bees that had never foraged alongside conspecifics before. In this case, heterospecific demonstrators were equally efficient as conspecifics both in the initial learning task and the transfer test. Our findings demonstrate that social learning is not a unique process limited to conspecifics and that through associative learning, interspecifically sourced information can be just as valuable as that provided by conspecific individuals. Furthermore the results of this study highlight potential implications for understanding competition within natural pollinator communities.","The findings demonstrate that social learning is not a unique process limited to conspecifics and that through associative learning, interspecifically sourced information can be just as valuable as that provided by conspecial individuals."
"Generalization mediates sensitivity to complex odor features in the honeybee.","https://scispace.com/paper/generalization-mediates-sensitivity-to-complex-odor-features-sl84u6nwl6","2008","Journal Article","PLOS ONE","Geraldine A. Wright
Sonya M. Kottcamp
Mitchell G. A. Thomson","10.1371/JOURNAL.PONE.0001704","","Animals use odors as signals for mate, kin, and food recognition, a strategy which appears ubiquitous and successful despite the high intrinsic variability of naturally-occurring odor quantities. Stimulus generalization, or the ability to decide that two objects, though readily distinguishable, are similar enough to afford the same consequence [1], could help animals adjust to variation in odor signals without losing sensitivity to key inter-stimulus differences. The present study was designed to investigate whether an animal's ability to generalize learned associations to novel odors can be influenced by the nature of the associated outcome. We use a classical conditioning paradigm for studying olfactory learning in honeybees [2] to show that honeybees conditioned on either a fixed- or variable-proportion binary odor mixture generalize learned responses to novel proportions of the same mixture even when inter-odor differences are substantial. We also show that the resulting olfactory generalization gradients depend critically on both the nature of the stimulus-reward paradigm and the intrinsic variability of the conditioned stimulus. The reward dependency we observe must be cognitive rather than perceptual in nature, and we argue that outcome-dependent generalization is necessary for maintaining sensitivity to inter-odor differences in complex olfactory scenes.","This study uses a classical conditioning paradigm for studying olfactory learning in honeybees to show that honeybees conditioned on either a fixed- or variable-proportion binary odor mixture generalize learned responses to novel proportions of the same mixture even when inter-odor differences are substantial."
"Honey bee learning","https://scispace.com/paper/honey-bee-learning-5ahyoujj1n","1988","Book Chapter","Advances in Insect Physiology","James L. Gould
William F. Towne","10.1016/S0065-2806(08)60022-3","","Publisher Summary This chapter integrates behavioristic terminology and insights with the ethological perspective on learning. To illustrate this convergence, honeybee is chosen as a lot is known about its natural history and is a convenient experimental “wild” animal. Honeybees face the problem of learning to recognize and handle flowers with a useful set of predispositions and programs: they recognize flower-like targets innately, land on them, and explore them and if they provide food, they learn about them. Bees learn both to recognize and to handle flowers. Recognition learning is a case of classical conditioning in which a compound conditioned stimulus is committed to memory. Like many-probably most-cases of learning, the memorizing process is highly biased with some cues learned more easily than others and some that are easily perceived not learned at all. Bees store flower memory in a time-linked and time-exclusive set, in a mental array that must be prewired. These observations suggest that honeybee learning is organized in a manner very similar or identical to the circuitry that underlies alpha conditioning—that is, the inputs to the cell(s) responsible for storage-cells with specific time constraints in the case of bees come from a limited set of modalities, some more strongly represented and thus more easily learned than others.","In this paper, the authors integrate behavioristic terminology and insights with the ethological perspective on learning and demonstrate that honeybee learning is organized in a manner very similar or identical to the circuitry that underlies alpha conditioning, that is, the inputs to the cell(s) responsible for storagecells with specific time constraints in the case of bees come from a limited set of modalities, some more strongly represented and thus more easily learned than others."
"Learning and Memory in Invertebrates: Honey Bee","https://scispace.com/paper/learning-and-memory-in-invertebrates-honey-bee-3b3wwy7mw2","2009","Book Chapter","","Randolf Menzel","10.1016/B978-008045046-9.00801-9","","Reward learning and memory in the honeybee is studied in a natural setting and under laboratory conditions. In the natural setting, bees are trained to fly between the hive and a training setup providing dual or multiple visual or olfactory stimuli. Several forms of learning have been studied, such as visual stimulus categorization, rule learning, occasion setting, and context learning. The choice between multiple feeding places providing different reward properties reveal optimization strategies. In the laboratory, appetitive conditioning of the proboscis extension response (PER) is used to study elemental and nonelemental forms of associative learning. The dynamics of memory processing is particularly accessible with PER conditioning and reveals several types of short-, middle-, and long-term memory.","The dynamics of memory processing is particularly accessible with PER conditioning and reveals several types of short-, middle-, and long-term memory in the honeybee."
"No trade-off between learning speed and associative flexibility in bumblebees: a reversal learning test with multiple colonies.","https://scispace.com/paper/no-trade-off-between-learning-speed-and-associative-2y3uq5csgd","2012","Journal Article","PLOS ONE","Nigel E. Raine
Lars Chittka","10.1371/JOURNAL.PONE.0045096","","Potential trade-offs between learning speed and memory-related performance could be important factors in the evolution of learning. Here, we test whether rapid learning interferes with the acquisition of new information using a reversal learning paradigm. Bumblebees (Bombus terrestris) were trained to associate yellow with a floral reward. Subsequently the association between colour and reward was reversed, meaning bees then had to learn to visit blue flowers. We demonstrate that individuals that were fast to learn yellow as a predictor of reward were also quick to reverse this association. Furthermore, overnight memory retention tests suggest that faster learning individuals are also better at retaining previously learned information. There is also an effect of relatedness: colonies whose workers were fast to learn the association between yellow and reward also reversed this association rapidly. These results are inconsistent with a trade-off between learning speed and the reversal of a previously made association. On the contrary, they suggest that differences in learning performance and cognitive (behavioural) flexibility could reflect more general differences in colony learning ability. Hence, this study provides additional evidence to support the idea that rapid learning and behavioural flexibility have adaptive value.","This study provides additional evidence to support the idea that rapid learning and behavioural flexibility have adaptive value and suggests that differences in learning performance and cognitive (behavioural) flexibility could reflect more general differences in colony learning ability."
"A Comparative Study of Relational Learning Capacity in Honeybees (Apis mellifera) and Stingless Bees (Melipona rufiventris)","https://scispace.com/paper/a-comparative-study-of-relational-learning-capacity-in-34kql0ja52","2012","Journal Article","PLOS ONE","Antonio Mauricio Moreno
Antonio Mauricio Moreno
Deisy das Graças de Souza
Judith Reinhard","10.1371/JOURNAL.PONE.0051467","","Background: Learning of arbitrary relations is the capacity to acquire knowledge about associations between events or stimuli that do not share any similarities, and use this knowledge to make behavioural choices. This capacity is well documented in humans and vertebrates, and there is some evidence it exists in the honeybee (Apis mellifera). However, little is known about whether the ability for relational learning extends to other invertebrates, although many insects have been shown to possess excellent learning capacities in spite of their small brains. Methodology/Principal Findings: Using a symbolic matching-to-sample procedure, we show that the honeybee Apis mellifera rapidly learns arbitrary relations between colours and patterns, reaching 68.2% correct choice for pattern-colour relations and 73.3% for colour-pattern relations. However, Apis mellifera does not transfer this knowledge to the symmetrical relations when the stimulus order is reversed. A second bee species, the stingless bee Melipona rufiventris from Brazil, seems unable to learn the same arbitrary relations between colours and patterns, although it exhibits excellent discrimination learning. Conclusions/Significance: Our results confirm that the capacity for learning arbitrary relations is not limited to vertebrates, but even insects with small brains can perform this learning task. Interestingly, it seems to be a species-specific ability. The disparity in relational learning performance between the two bee species we tested may be linked to their specific foraging and recruitment strategies, which evolved in adaptation to different environments.","The results confirm that the capacity for learning arbitrary relations is not limited to vertebrates, but even insects with small brains can perform this learning task, and Interestingly, it seems to be a species-specific ability."
"Bumblebees learn a relational rule but switch to a win-stay/lose-switch heuristic after extensive training","https://scispace.com/paper/bumblebees-learn-a-relational-rule-but-switch-to-a-win-stay-2hxzirq45o","2020","Posted Content","bioRxiv","HaDi MaBouDi
Cwyn Solvi
Lars Chittka","10.1101/2020.05.08.085142","","Mapping animal performance in a behavioural task to underlying cognitive mechanisms and strategies is rarely straightforward, since a task may be solvable in more than one manner. Here, we show that bumblebees perform well on a concept-based visual discrimination task, but spontaneously switch from a concept-based solution to a simpler heuristic with extended training, all while continually increasing performance. Bumblebees were trained in an arena to find reward on displays with shapes of different sizes where they could not use low-level visual cues. One group of bees was rewarded at displays with bigger shapes and another group at displays with smaller shapes. Analysis of total choices shows bees increased their performance over 30 bouts to above chance. However, analyses of first and sequential choices suggest that after approximately 20 bouts, bumblebees changed to a win-stay/lose-switch strategy. Comparing bees9 behaviour to a probabilistic model based on a win-stay/lose-switch strategy further supports the idea that bees changed strategies with extensive training. Analyses of unrewarded tests indicate bumblebees learned and retained the concept of relative size even after they had already switched to a win-stay, lost-shift strategy. We propose that the reason for this strategy switching may be due to cognitive flexibility and efficiency.","Analysis of unrewarded tests indicate bumblebees learned and retained the concept of relative size even after they had already switched to a win-stay, lost-shift strategy, and it is proposed that the reason for this strategy switching may be due to cognitive flexibility and efficiency."
