"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"The learning curve: Implications of a quantitative analysis","https://scispace.com/paper/the-learning-curve-implications-of-a-quantitative-analysis-37k1dtufsq","2004","Journal Article","Proceedings of the National Academy of Sciences of the United States of America","Charles R. Gallistel
Stephen Fairhurst
Peter D. Balsam","10.1073/PNAS.0404965101","https://scispace.com/pdf/the-learning-curve-implications-of-a-quantitative-analysis-37k1dtufsq.pdf","The negatively accelerated, gradually increasing learning curve is an artifact of group averaging in several commonly used basic learning paradigms (pigeon autoshaping, delay- and trace-eye-blink conditioning in the rabbit and rat, autoshaped hopper entry in the rat, plus maze performance in the rat, and water maze performance in the mouse) The learning curves for individual subjects show an abrupt, often step-like increase from the untrained level of responding to the level seen in the well trained subject The rise is at least as abrupt as that commonly seen in psychometric functions in stimulus detection experiments It may indicate that the appearance of conditioned behavior is mediated by an evidence-based decision process, as in stimulus detection experiments If the appearance of conditioned behavior is taken instead to reflect the increase in an underlying associative strength, then a negligible portion of the function relating associative strength to amount of experience is behaviorally visible Consequently, rate of learning cannot be estimated from the group-average curve; the best measure is latency to the onset of responding, determined for each subject individually","The negatively accelerated, gradually increasing learning curve is an artifact of group averaging in several commonly used basic learning paradigms (pigeon autoshaping, delay-and trace-eye-blink conditioning in the rabbit and rat, autoshaped hopper entry in the rat, plus maze performance and water maze performance in the mouse) The learning curves for individual subjects show an abrupt, often steplike increase from the untrained level of responding to the level seen in the well trained subject as discussed by the authors."
"Analysis of single trials in pigeons' timing performance.","https://scispace.com/paper/analysis-of-single-trials-in-pigeons-timing-performance-194c6whp2q","1993","Journal Article","Journal of Experimental Psychology: Animal Behavior Processes","Ken Cheng
Richard P. Westwood","10.1037/0097-7403.19.1.56","","Response distributions of pigeons on the peak procedure, averaged over many trials, were well fitted by a Gaussian function plus either a straight line or a ramp. But, each of 11 distributions analyzed showed a systematic positive skew. Response distributions on individual trials showed break-run-break patterns with abrupt transitions in the rate of responding. Within the run phase was an inner run phase at yet a higher rate. Intercorrelations among the starting time, ending time, middle, duration, and rate of the run showed a similar pattern in the outer and inner runs","The authors found that response distributions of pigeons on individual trials showed break-run-break patterns with abrupt transitions in the rate of responding, and intercorrelations among the starting time, ending time, middle, duration, and rate of the run showed a similar pattern in the outer and inner runs."
"On the role of responses in Pavlovian acquisition.","https://scispace.com/paper/on-the-role-of-responses-in-pavlovian-acquisition-3zytfvulka","2019","Journal Article","Journal of experimental psychology. Animal learning and cognition","Stefano Ghirlanda
Magnus Enquist","10.1037/XAN0000194","https://scispace.com/pdf/on-the-role-of-responses-in-pavlovian-acquisition-3zytfvulka.pdf","A defining feature of Pavlovian conditioning is that the unconditioned stimulus (US) is delivered whether or not the animal performs a conditioned response (CR). This has lead to the question: Does CR performance play any role in conditioning? Between the 1930s and 1970s, a consensus emerged that CR acquisition is driven by CS-US (CS, conditioned stimulus) experiences, and that CRs play a minimal role, if any. Here we revisit the question and present 2 new quantitative methods to evaluate whether CRs influence the course of learning. Our results suggest that CRs play an important role in Pavlovian acquisition, in such paradigms as rabbit eye blink conditioning, pigeon autoshaped key pecking, and rat autoshaped lever pressing and magazine entry. (PsycINFO Database Record (c) 2019 APA, all rights reserved).","The results suggest that CRs play an important role in Pavlovian acquisition, in such paradigms as rabbit eye blink conditioning, pigeon autoshaped key pecking, and rat autOSHaped lever pressing and magazine entry."
"Effect of unconditioned stimulus magnitude on the emergence of conditioned responding.","https://scispace.com/paper/effect-of-unconditioned-stimulus-magnitude-on-the-emergence-2rnsmy8phw","2006","Journal Article","Journal of Experimental Psychology: Animal Behavior Processes","Richard W. Morris
Mark E. Bouton","10.1037/0097-7403.32.4.371","","Although unconditioned stimulus (US) magnitude influences conditioning, no experiment has addressed whether it influences a decision point at which the organism first responds (Gallistel & Gibbon, 2000). Two appetitive conditioning experiments with rats confirmed that the rate of food cup entries and proportion of head jerking were related to the number of pellets (US) provided after the conditioned stimulus. In addition, the onset of responding measured by the number of reinforcers to a criterion or by a quantitatively identified change point also reflected US magnitude. Two aversive conditioning experiments also found that the amount and onset of freezing were related to footshock intensity. All experiments identified a trial at which responding increased abruptly in individual subjects. However, the point where the increase occurred was earlier with larger USs.","Two appetitive conditioning experiments with rats confirmed that the rate of food cup entries and proportion of head jerking were related to the number of pellets provided after the conditioned stimulus, and the onset of responding measured by thenumber of reinforcers to a criterion or by a quantitatively identified change point reflected US magnitude."
"Emergence of complex dynamics of choice due to repeated exposures to extinction learning","https://scispace.com/paper/emergence-of-complex-dynamics-of-choice-due-to-repeated-2bmiv1qjbp","2021","Posted Content","bioRxiv","José R. Donoso
Julian Packheiser
Roland Pusch
Zhiyin Lederer
Thomas Walther
Metin Uengoer
Harald Lachnit
Onur Güntürkün
Sen Cheng","10.1101/2020.04.17.046136","https://www.biorxiv.org/content/biorxiv/early/2021/01/25/2020.04.17.046136.full.pdf","Extinction learning, the process of ceasing an acquired behavior in response to altered reinforcement contingencies, is not only essential for survival in a changing environment, but also plays a fundamental role in the treatment of pathological behaviors. During therapy and other forms of training involving extinction, subjects are typically exposed to several sessions with a similar structure. The effects of this repeated exposure are not well understood. Here, we studied the behavior of pigeons across several sessions of a discrimination learning task in context A, extinction in context B, and a return to context A to test the context-dependent return of the learned responses (ABA renewal). By focusing on individual learning curves across animals, we uncovered a session-dependent variability of behavior: (1) During extinction, pigeons preferred the unrewarded alternative choice in one-third of the sessions, predominantly during the first one. (2) In later sessions, abrupt transitions of behavior at the onset of context B emerged, and (3) the renewal effect decayed as sessions progressed. We show that the observed results can be parsimoniously accounted for by a computational model based only on associative learning between stimuli and actions. Our work thus demonstrates the critical importance of studying the trial-by-trial dynamics of learning in individual sessions, and the power of 9simple9 associative learning processes.","This paper studied the behavior of pigeons across several sessions of a discrimination learning task in context A, extinction in context B, and a return to context A to test the context-dependent return of the learned responses (ABA renewal)."
"The learning curve, revisited.","https://scispace.com/paper/the-learning-curve-revisited-p3kloufg","2022","Journal Article","Journal of experimental psychology. Animal learning and cognition","Justin A. Harris","10.1037/xan0000331","","The nature of the operations that support learning should be evident in the form or shape of the learning curve. For example, models that describe learning as an iterative error-correction process expect that the amount learned on each trial follows a decelerating (negatively inflected) function. That prediction is broadly consistent with the shape of the acquisition and extinction curves derived from mean measures of response strength. However, such evidence can be flawed because group means may not accurately portray the response curves of individual subjects in a conditioning experiment. Moreover, such evidence relies on strong assumptions about the way that what has been learned is expressed in responding. The current work presents a new analytical approach to reveal the rate of change in responding across the course of conditioning in individual animals. When applied to the conditioning and extinction data from a large sample of rats, this analysis confirms that responses are acquired and extinguish gradually and, in both cases, follow a decelerating learning curve. That is, changes in responding are largest at the start of conditioning or extinction and get progressively smaller as responding approaches an asymptote. However, rather than conforming to the specific shape predicted by an error-correction process, the results suggest that the amount learned increases according to a logarithmic function such that responding during conditioning and extinction is proportional to the log of the number of trials. The implications of these findings for models of associative learning are discussed. (PsycInfo Database Record (c) 2022 APA, all rights reserved).","In this paper , the authors presented an analytical approach to reveal the rate of change in responding across the course of conditioning in individual animals, and applied to the conditioning and extinction data from a large sample of rats, they found that responses are acquired and extinguish gradually and, in both cases, follow a decelerating learning curve."
"Sudden, rapid acquisition of conditioned suppression (CER)","https://scispace.com/paper/sudden-rapid-acquisition-of-conditioned-suppression-cer-2f6vry73vq","1979","Journal Article","Animal Learning & Behavior","T. Gray","10.3758/BF03209683","https://scispace.com/pdf/sudden-rapid-acquisition-of-conditioned-suppression-cer-2f6vry73vq.pdf","Trial-by-trial acquisition of the CER was measured in a number of groups with different CSs. Analysis of the acquisition curves for individual animals revealed that, for the majority of animals, CS-US associations developed in a stepwise rather than a gradual fashion. In some cases, with the most effective CS, conditioning occurred with one CS-US pairing.","Analysis of the acquisition curves for individual animals revealed that, for the majority of animals, CS-US associations developed in a stepwise rather than a gradual fashion."
"Emergence of complex dynamics of choice due to repeated exposures to extinction learning","https://scispace.com/paper/emergence-of-complex-dynamics-of-choice-due-to-repeated-4poitqo7nd","2021","Journal Article","Animal Cognition","José R. Donoso
Julian Packheiser
Roland Pusch
Zhiyin Lederer
Thomas Walther
Metin Uengoer
Harald Lachnit
Onur Güntürkün
Sen Cheng","10.1007/S10071-021-01521-4","https://scispace.com/pdf/emergence-of-complex-dynamics-of-choice-due-to-repeated-4poitqo7nd.pdf","Extinction learning, the process of ceasing an acquired behavior in response to altered reinforcement contingencies, is not only essential for survival in a changing environment, but also plays a fundamental role in the treatment of pathological behaviors. During therapy and other forms of training involving extinction, subjects are typically exposed to several sessions with a similar structure. The effects of this repeated exposure are not well understood. Here, we studied the behavior of pigeons across several sessions of a discrimination-learning task in context A, extinction in context B, and a return to context A to test the context-dependent return of the learned responses (ABA renewal). By focusing on individual learning curves across animals, we uncovered a session-dependent variability of behavior: (1) during extinction, pigeons preferred the unrewarded alternative choice in one-third of the sessions, predominantly during the first one. (2) In later sessions, abrupt transitions of behavior at the onset of context B emerged, and (3) the renewal effect decayed as sessions progressed. We show that the observed results can be parsimoniously accounted for by a computational model based only on associative learning between stimuli and actions. Our work thus demonstrates the critical importance of studying the trial-by-trial dynamics of learning in individual sessions, and the power of “simple” associative learning processes.","The authors studied the behavior of pigeons across several sessions of a discrimination-learning task in context A, extinction in context B, and a return to context A to test the context-dependent return of the learned responses (ABA renewal)."
"Timing of the CS-US Interval by Pigeons in Trace and Delay Autoshaping","https://scispace.com/paper/timing-of-the-cs-us-interval-by-pigeons-in-trace-and-delay-3ji7vlg4w5","1997","Journal Article","Quarterly Journal of Experimental Psychology","Bruce L. Brown
Nancy S. Hemmes
Soledad Cabeza De Vaca","10.1080/027249997393637","","Evidence for timing during Pavlovian trace and delay conditioning trials was sought by exposing pigeons to differentially cued trial durations of 18, 24, and 60 sec For a delay group, one of three visual patterns (CSs) was presented on a key for the entire trial; for a trace group, each CS was 12 sec in duration, creating trace gaps of 6, 12, or 48 sec Intertrial interval duration was 48 sec The most informative data were provided by measures of time spent proximal to the CS (proximity) Stimulus control was evident in that proximity was inversely related to trial duration for both groups Evidence for timing was obtained from the relation of relative proximity during each CS to relative elapsed trial time for individual birds The obtained superposition of the three functions for each bird is consistent with a scalar timing process and implies that subjects learned the temporal relation between each CS and the unconditioned stimulus Associative status of the CSs differed between groups and among CS-U","In this article, the authors used Pavlovian trace and delay conditioning trials with pigeons to investigate the relation of relative proximity during each visual pattern to relative elapsed trial time for individual birds."
"Acquisition and extinction in autoshaping","https://scispace.com/paper/acquisition-and-extinction-in-autoshaping-2m569i8s4l","2002","Journal Article","Psychological Review","Sham M. Kakade
Peter Dayan","10.1037/0033-295X.109.3.533","https://scispace.com/pdf/acquisition-and-extinction-in-autoshaping-2m569i8s4l.pdf","C. R. Gallistel and J. Gibbon (2000) presented quantitative data on the speed with which animals acquire behavioral responses during autoshaping, together with a statistical model of learning intended to account for them. Although this model captures the form of the dependencies among critical variables, its detailed predictions are substantially at variance with the data. In the present article, further key data on the speed of acquisition are used to motivate an alternative model of learning, in which animals can be interpreted as paying different amounts of attention to stimuli according to estimates of their differential reliabilities as predictors.","Key data on the speed of acquisition are used to motivate an alternative model of learning, in which animals can be interpreted as paying different amounts of attention to stimuli according to estimates of their differential reliabilities as predictors."
