"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Snippet","Abstract"
"Evolutionary transitions in learning and cognition","https://scispace.com/paper/evolutionary-transitions-in-learning-and-cognition-581o7n09g9","2021","Journal Article","Philosophical Transactions of the Royal Society B","Simona Ginsburg
Eva Jablonka
Eva Jablonka","10.1098/RSTB.2019.0766","https://royalsocietypublishing.org/rstb/article-pdf/doi/10.1098/rstb.2019.0766/166971/rstb.2019.0766.pdf","… individual animal, was overlooked. With the exception of the … hierarchical level, during later stages of neural evolution [16,17]. … cognitive transition, the transition to human, symbol-based …","We define a cognitive system as a system that can learn, and adopt an evolutionary-transition-oriented framework for analysing different types of neural cognition This enables us to classify types of cognition and point to the continuities and discontinuities among them The framework we use for studying evolutionary transitions in learning capacities focuses on qualitative changes in the integration, storage and use of neurally processed information Although there are always grey areas around evolutionary transitions, we recognize five major neural transitions, the first two of which involve animals at the base of the phylogenetic tree: (i) the evolutionary transition from learning in non-neural animals to learning in the first neural animals; (ii) the transition to animals showing limited, elemental associative learning, entailing neural centralization and primary brain differentiation; (iii) the transition to animals capable of unlimited associative learning, which, on our account, constitutes sentience and entails hierarchical brain organization and dedicated memory and value networks; (iv) the transition to imaginative animals that can plan and learn through selection among virtual events; and (v) the transition to human symbol-based cognition and cultural learning The focus on learning provides a unifying framework for experimental and theoretical studies of cognition in the living world This article is part of the theme issue 'Basal cognition: multicellularity, neurons and the cognitive lens'"
"The phase transition in human cognition","https://scispace.com/paper/the-phase-transition-in-human-cognition-3mzor5y2i6","2009","Journal Article","New Mathematics and Natural Computation","Michael J. Spivey
Sarah Anderson
Rick Dale","10.1142/S1793005709001234","https://www.academia.edu/download/827475/SpivAnderDale09.pdf","… mental laboratory data on phase transitions in human action, … undergo succinct and sudden phase transitions from one stable … in solid lines the transitional portions of the trajectory as it …","This article attempts to build a bridge between cognitive psychology and computational neuroscience, perhaps allowing each group to understand the other's theoretical insights and sympathize with the other's methodological challenges. In briefly discussing a collection of conceptual demonstrations, neural network and dynamical system simulations, and human experimental results, we highlight the importance of the concept of phase transition to understand cognitive function. Our goal is to show that viewing cognition as a self-organizing process (involving phase transitions, criticality, and autocatalysis) affords a more natural explanation of these data over traditional approaches inspired by a sequence of linear filters (involving detection, recognition, and then response selection)."
"Phase transitions in learning","https://scispace.com/paper/phase-transitions-in-learning-21lmzsvbv5","1997","","","G. Vetter
M. Stadler
John-Dylan Haynes","","","… a) human learning of complex skills, and (b) animal discrimina… During the linear increase a cognitive structure is optimized … and learning: ""The fact of sudden drops in the learning curve …",""
"Evolution of behavioral attractors with learning: nonequilibrium phase transitions.","https://scispace.com/paper/evolution-of-behavioral-attractors-with-learning-i97hrzj19x","1992","Journal Article","Journal of Experimental Psychology: Human Perception and Performance","Pier-Giorgio Zanone
J. A. S. Kelso","10.1037//0096-1523.18.2.403","https://ccs.fau.edu/hbblab/pdfs/ordered/1992-Zanone-Kelso-Evolution-of-Behavioral-Attractors-With-Learning-basic-phase-transition-approach.pdf","… with learning, accompanied by quantitative evidence for loss … evolution of an individual subject's learning behavior follow … we infer the nature of change (abrupt vs. continuous) and the …","Learning a bimanual coordination task (synchronization to a visually specified phasing relation) was studied as a dynamical process over 5 days of practicing a required phasing pattern. Systematic probes of the attractor layout of the 5 Ss' coordination dynamics (expressed through a collective variable, relative phase) were conducted before, during, and after practice. Depending on the relationship between the initial coordination dynamics (so-called intrinsic dynamics) and the pattern to be learned (termed behavioral information, which acts as an attractor of the coordination dynamics toward the required phasing), qualitative changes in the phase diagram occurred with learning, accompanied by quantitative evidence for loss of stability (phase transitions). Such effects persisted beyond 1 week. The nature of change due to learning (e.g., abrupt vs. gradual) is shown to arise from the cooperative or competitive interplay between behavioral information and the intrinsic dynamics."
"The dynamics of insight: Mathematical discovery as a phase transition","https://scispace.com/paper/the-dynamics-of-insight-mathematical-discovery-as-a-phase-562yl4n908","2009","Journal Article","Memory & Cognition","Damian G. Stephen
Rebecca Boncoddo
James S. Magnuson
James S. Magnuson
James A. Dixon
James A. Dixon","10.3758/MC.37.8.1132","https://link.springer.com/content/pdf/10.3758/MC.37.8.1132.pdf","… -law behavior, two hallmarks of phase transitions. Thus, the … of disorder in the trajectory through phase space. The power-… at the individual-level temporal differences in this change. The …","In recent work in cognitive science, it has been proposed that cognition is a self-organizing, dynamical system. However, capturing the real-time dynamics of cognition has been a formidable challenge. Furthermore, it has been unclear whether dynamics could effectively address the emergence of abstract concepts (e.g., language, mathematics). Here, we provide evidence that a quintessentially cognitive phenomenon—the spontaneous discovery of a mathematical relation—emerges through self-organization. Participants solved a series of gear-system problems while we tracked their eye movements. They initially solved the problems by manually simulating the forces of the gears but then spontaneously discovered a mathematical solution. We show that the discovery of the mathematical relation was predicted by changes in entropy and changes in power-law behavior, two hallmarks of phase transitions. Thus, the present study demonstrates the emergence of higher order cognitive phenomena through the nonlinear dynamics of self-organization."
"Phase transitions in cognition","https://scispace.com/paper/u6s0n9CEd-wJ","","","","G Vetter
M Stadler","","","… enhanced, release a sudden phase transition to a higher-… particular cognitive structure, and phases of significant, sudden … If processes of self-organization occur in animal cognition, than …",""
"Why do phase transitions matter in minds?","https://scispace.com/paper/why-do-phase-transitions-matter-in-minds-b8ook0ntho","2018","","","Robert Kozma
Jeffery Jonathan Joshua Davis","","","… which provides us with robust quantitative indices to measure the … manifested in the sudden emergence of cognitive insight and … and more intimate cognitive attunement to the human life-…",""
"A hippocampal model predicts a fluctuating phase transition when learning certain trace conditioning paradigms","https://scispace.com/paper/a-hippocampal-model-predicts-a-fluctuating-phase-transition-40cmrytn8g","2007","Journal Article","Cognitive Neurodynamics","Andrew G. Howe
William B. Levy","10.1007/S11571-006-9012-7","https://pmc.ncbi.nlm.nih.gov/articles/PMC2267670/pdf/11571_2006_Article_9012.pdf","… basic, quantitative observations of the learning behavior of … two more types of learned phase transitions. As the trace interval … , the relatively abrupt, learningbased phase transition of the …","The hippocampus is needed for at least one kind of trace classical conditioning, the air-puff eye-blink paradigm. A simple model of region CA3 predicts three basic, quantitative observations of the learning behavior of rabbits. One particular quantified prediction is the learnable trace interval. The boundary region of the reliably learnable trace interval represents a phase transition. Within this transition, three behaviorally distinguishable modes are expressed: failure to blink; blink too soon; and occasionally, appropriate predictive blinking. In the region of the phase transition, there is a small sub-interval where the behavioral modes fluctuate rapidly from trial to trial for individual simulations. Such observed fluctuations are an experimental prediction by the model. The discussion also includes a brief conjecture concerning the underlying cause of the phase transition and the fluctuations."
"Modeling goal-oriented decision making through cognitive phase transitions","https://scispace.com/paper/modeling-goal-oriented-decision-making-through-cognitive-1jsngfd3wn","2009","Journal Article","New Mathematics and Natural Computation","Robert Kozma
Marko Puljic
Leonid Perlovsky","10.1142/S1793005709001246","https://cyberleninka.org/article/n/1071915.pdf","… 31 Phase transitions mean that each adjustment is a sudden … terminologies of phase transition and criticality in the neural … a complex non-convergent trajectory influenced by the subject’…","Cognitive experiments indicate the presence of discontinuities in brain dynamics during high-level cognitive processing. Non-linear dynamic theory of brains pioneered by Freeman explains the experimental findings through the theory of metastability and edge-of-criticality in cognitive systems, which are key properties associated with robust operation and fast and reliable decision making. Recently, neuropercolation has been proposed to model such critical behavior. Neuropercolation is a family of probabilistic models based on the mathematical theory of bootstrap percolations on lattices and random graphs and motivated by structural and dynamical properties of neural populations in the cortex. Neuropercolation exhibits phase transitions and it provides a novel mathematical tool for studying spatio-temporal dynamics of multi-stable systems. The present work reviews the theory of cognitive phase transitions based on neuropercolation models and outlines the implications to decision making in brains and in artificial designs."
"Transitions in cognitive evolution","https://scispace.com/paper/transitions-in-cognitive-evolution-3cjplnir","2023","Journal Article","Proceedings of The Royal Society B: Biological Sciences","Andrew B. Barron
Marta Halina
C. R. Klein","10.1098/rspb.2023.0671","","… We discuss how an important feature of an evolutionary transition … We focus on animal cognition, and hence the cognitive … Major transitions do not need to be sudden, or inevitable, or …","The evolutionary history of animal cognition appears to involve a few major transitions: major changes that opened up new phylogenetic possibilities for cognition. Here, we review and contrast current transitional accounts of cognitive evolution. We discuss how an important feature of an evolutionary transition should be that it changes what is evolvable, so that the possible phenotypic spaces before and after a transition are different. We develop an account of cognitive evolution that focuses on how selection might act on the computational architecture of nervous systems. Selection for operational efficiency or robustness can drive changes in computational architecture that then make new types of cognition evolvable. We propose five major transitions in the evolution of animal nervous systems. Each of these gave rise to a different type of computational architecture that changed the evolvability of a lineage and allowed the evolution of new cognitive capacities. Transitional accounts have value in that they allow a big-picture perspective of macroevolution by focusing on changes that have had major consequences. For cognitive evolution, however, we argue it is most useful to focus on evolutionary changes to the nervous system that changed what is evolvable, rather than to focus on specific cognitive capacities."
