"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Snippet","Abstract"
"Implicit learning: Below the subjective threshold","https://scispace.com/paper/implicit-learning-below-the-subjective-threshold-3tygu1c537","1997","Journal Article","Psychonomic Bulletin & Review","Zoltan Dienes
Dianne C. Berry","10.3758/BF03210769","https://link.springer.com/content/pdf/10.3758/BF03210769.pdf","… ) situations have in common is that the person typically learns … This is what we mean by implicit learning. In terms of control… a rapid decrease in reaction time with training in the repeating…","In this review, we consider three possible criteria by which knowledge might be regarded as implicit or inaccessible: It might be implicit only in the sense that it is difficult to articulate freely, or it might be implicit according to either an objective threshold or a subjective threshold. We evaluate evidence for these criteria in relation to artificial grammar learning, the control of complex systems, and sequence learning, respectively. We argue that the convincing evidence is not yet in, but construing the implicit nature of implicit learning in terms of a subjective threshold is most likely to prove fruitful for future research. Furthermore, the subjective threshold criterion may demarcate qualitatively different types of knowledge. We argue that (1) implicit, rather than explicit, knowledge is often relatively inflexible in transfer to different domains, (2) implicit, rather than explicit, learning occurs when attention is focused on specific items and not underlying rules, and (3) implicit learning and the resulting knowledge are often relatively robust."
"Age and time effects on implicit and explicit learning","https://scispace.com/paper/age-and-time-effects-on-implicit-and-explicit-learning-2tbmmu2544","2014","Journal Article","Experimental Aging Research","Marion Verneau
J. van der Kamp
Geert J.P. Savelsbergh
M.P. de Looze","10.1080/0361073X.2014.926778","","… , implicit learning results from selective attention to individual … off between response speed and accuracy among the young … not expressible below a certain minimum temporal threshold. …","Study Context: It has been proposed that effects of aging are more pronounced for explicit than for implicit motor learning. The authors evaluated this claim by comparing the efficacy of explicit and implicit learning of a movement sequence in young and older adults, and by testing the resilience against fatigue and secondary tasking after learning. It was also examined whether explicit learning in older adults can be promoted by alleviating time constraints during learning.Methods: The alternating serial reaction time task (ASRTT) was used. Experiment 1 compared the benefits of receiving full instructions about the stimulus sequence relative to receiving no instructions in young (20-25 years) and older (50-65 years) adults during retention and during transfer to fatigue and secondary task conditions. Experiment 2 alleviated time constraints during the initial bouts of practice with full instructions.Results: Experiment 1 indicated that the older adults learned on the ASRTT and achieved similar performance as young adults when no instructions were given. In contrast to the young adults, learning was not superior in older adults who received full instructions compared with those who did not. Experiment 2 indicated that alleviating time constraints allowed some of the older adults to gain from instruction but only under relatively low time constraints, but there was no retention with rigorous time constraints. Conclusion: Explicit learning, but not implicit learning, declines in older adults. This is partly due to older adults difficulties to apply explicit knowledge. Less rigorous time constraints can help to ameliorate some of these difficulties and may induce levels of explicit learning in older adults that will result in superior performance compared with implicit learning. Implicit learning did occur under time constraints that prevented explicit learning. © Taylor & Francis Group, LLC."
"The “implicit” serial reaction time task induces rapid and temporary adaptation rather than implicit motor learning","https://scispace.com/paper/the-implicit-serial-reaction-time-task-induces-rapid-and-12rcftyaly","2020","Journal Article","Neurobiology of Learning and Memory","Olga Trofimova
Anaïs Mottaz
Leslie Allaman
Léa A. S. Chauvigné
Adrian G. Guggisberg","10.1016/J.NLM.2020.107297","https://archive-ouverte.unige.ch/unige:144606/ATTACHMENT01","… individuals. We were unable to reproduce previous results of online and offline implicit motor learning … immediately after training and a re-test obtained 8 h after training. Online or offline …",""
"Implicit learning of sequences of tasks.","https://scispace.com/paper/implicit-learning-of-sequences-of-tasks-p8sk940yy2","2001","Journal Article","Journal of Experimental Psychology: Learning, Memory and Cognition","Herbert Heuer
Volker Schmidtke
Thomas Kleinsorge","10.1037/0278-7393.27.4.967","https://www.researchgate.net/profile/Herbert-Heuer/publication/11856174_Implicit_Learning_of_Sequences_of_Tasks/links/5e241d9e299bf1e1fabd5d96/Implicit-Learning-of-Sequences-of-Tasks.pdf","… means of a modified serial reaction time task with repeated … accrue only when a certain threshold of benefits in repetition trials … individual differences with respect to the implicit-learning …","Task sets can be configured in advance of performing a new task. However, the degree to which advance information is actually used for advance configuration depends on the nature of the available information. The role of implicit learning was explored in 2 experiments by means of a modified serial reaction time task with repeated sequences of 4 dimensionally organized tasks. Although there was clear evidence for implicit learning of the sequence (of length 8), the learning was not associated with a reduction of shift costs, either with a short (200 ms) or with a long (1,200 ms) response-stimulus interval. In contrast, a reduction of shift costs was observed when external precues were introduced in a 3rd experiment. According to these results, the sequences of stimulus features that serve as cues for the tasks to perform on the stimuli are learned, but the representation of the features is void of their task-associated meanings."
"Implicit learning.","https://scispace.com/paper/implicit-learning-1iozqi9v","2022","Book Chapter","","Ángela Lara García","10.1093/oso/9780197501573.003.0001","https://scholar.archive.org/work/red3kywezfhfxafs7aamdgudnm/access/wayback/http://www.wjh.harvard.edu/~pal/pdfs/pdfs/seger94.pdf","… amnesia, both are independent of explicit learning, both are … as dynamic systems learning and the serial reaction time task. … subjects learn more about the stimuli in implicit learning than …","Abstract This chapter presents a broad-based overview of the history of implicit learning and related functions. It focuses on the work of Arthur S. Reber, who carried out the first experiments in the middle 1960s (hence the subtitle of the volume) examining the process by which knowledge of a complexly structured domain, in this case an artificial grammar, comes to be acquired without awareness of either the process or the products of learning. In addition, it outlines how these studies slowly became highly cited ones and how they link up with a variety of other domains in the social sciences. Importantly, it delves into how the study of the cognitive unconscious fits within classic models of evolutionary biology and blends easily with the cellular basis of consciousness, a recently proposed theory by Reber that ties together implicit functions with the origins of minds, arguing that feelings, awareness, and sentience are an inherent feature of all life. "
"Quantifying transfer after perceptual-motor sequence learning: how inflexible is implicit learning?","https://scispace.com/paper/quantifying-transfer-after-perceptual-motor-sequence-54p68ckdel","2015","Journal Article","Psychological Research-psychologische Forschung","Daniel J. Sanchez
Eric N. Yarnik
Paul J. Reber","10.1007/S00426-014-0561-9","https://pmc.ncbi.nlm.nih.gov/articles/PMC4341997/pdf/nihms666005.pdf","… in performance is often independent of awareness of the … based on performance to keep accuracy at around 70 % correct. … a The learning curve was calculated as the percent correct …","Studies of implicit perceptual-motor sequence learning have often shown learning to be inflexibly tied to the training conditions during learning. Since sequence learning is seen as a model task of skill acquisition, limits on the ability to transfer knowledge from the training context to a performance context indicates important constraints on skill learning approaches. Lack of transfer across contexts has been demonstrated by showing that when task elements are changed following training, this leads to a disruption in performance. These results have typically been taken as suggesting that the sequence knowledge relies on integrated representations across task elements (Abrahamse, Jimenez, Verwey, & Clegg, Psychon Bull Rev 17:603–623, 2010a). Using a relatively new sequence learning task, serial interception sequence learning, three experiments are reported that quantify this magnitude of performance disruption after selectively manipulating individual aspects of motor performance or perceptual information. In Experiment 1, selective disruption of the timing or order of sequential actions was examined using a novel response manipulandum that allowed for separate analysis of these two motor response components. In Experiments 2 and 3, transfer was examined after selective disruption of perceptual information that left the motor response sequence intact. All three experiments provided quantifiable estimates of partial transfer to novel contexts that suggest some level of information integration across task elements. However, the ability to identify quantifiable levels of successful transfer indicates that integration is not all-or-none and that measurement sensitivity is a key in understanding sequence knowledge representations."
"Implicit and explicit processes in motor learning","https://scispace.com/paper/implicit-and-explicit-processes-in-motor-learning-y9hfeakbgk","2013","Book Chapter","","Jordan A. Taylor
Richard B. Ivry","10.7551/MITPRESS/9780262018555.003.0003","https://www.academia.edu/download/6734578/TaylorIvry_02Aug2011.pdf","… individuals. Participants need not be instructed that they are to … Learning, as measured by decrease in RT on block 13, … (C) Hypothetical learning curve for a visuomotor rotation. A 45 …",""
"Implicit Learning of Motor and Perceptual Skills","https://scispace.com/paper/implicit-learning-of-motor-and-perceptual-skills-2wlho60m","2022","Book Chapter","","JM Schorn
BJ Knowlton","10.1093/oso/9780197501573.003.0008","https://www.researchgate.net/profile/Barbara-Knowlton/publication/363166094_The_Cognitive_Unconscious_The_First_Half_Century/links/66871bf9714e0b031546f8f5/The-Cognitive-Unconscious-The-First-Half-Century.pdf","… demonstrated through reaction time is implicit. There is some … individual differences specifically impact procedural learning… domains shares a similar learning trajectory and is supported …","Abstract Humans and other animals exhibit an astonishing capacity to learn motor and perceptual skills through practice and experience. Both can occur without awareness and explicit knowledge of what has been learned. They follow similar learning trajectories and involve offline gains in performance. Work with neuropsychological patients has revealed the importance of interactions between cortex and the basal ganglia in both types. One difference that appears to exist is the capacity for transfer to similar learning situations. While skills are relatively less flexible than conscious knowledge, perceptual skills are particularly specific to the training stimuli. However, both types of skill learning may benefit from contextual interference during training, leading to skills that can transfer more readily. Many of the procedures learned during daily life have components of both motor and perceptual learning. Thus understanding how to facilitate these forms of implicit skill learning can improve training in rehabilitation and educational settings. "
"Examining implicit procedural learning in tetraplegia using an oculomotor serial reaction time task","https://scispace.com/paper/examining-implicit-procedural-learning-in-tetraplegia-using-3p85gitoqn","2020","Journal Article","PLOS ONE","Ayala Bloch
Michal Shaham
Eli Vakil
Simone Schwizer Ashkenazi
Gabi Zeilig
Gabi Zeilig","10.1371/JOURNAL.PONE.0232124","https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0232124&type=printable","… sequence learning performance between individuals with … [2] reported a more moderate learning curve on the SRT as … that this population did not learn the initial sequence. This …","Background and objective Clinical observations indicate that implicit procedural learning, a central component of physical and psychosocial rehabilitation, is impeded following spinal cord injury. In accordance, previous research has revealed a specific deficit in implicit sequence learning among individuals with paraplegia using a standard, manual version of the serial reaction time task. To extend these findings and shed light on the underlying sources of potential spinal cord injury-related deficits in sequence learning, we used an ocular activated serial reaction time task to compare sequence learning performance between individuals with tetraplegia and healthy controls. Participants and measures Twelve participants with spinal cord injury in C5-T1 were compared to 12 matched control participants on measures derived from an ocular activated serial reaction time task. Depression and additional cognitive measures were assessed to explore the source and specificity of potential sequence learning deficits. Results Like controls, and in contrast with previous findings in paraplegia, the spinal cord injury group showed intact implicit sequence learning, evidenced by declining reaction times and improved anticipation over the first six blocks of the serial reaction time task, and an advantage for the initial learning sequence over a novel interference sequence. Conclusions The ocular activated serial reaction time task elicited a performance pattern similar to standard motor versions, such that participants with tetraplegia demonstrated unimpaired sequence learning. This suggests that previously reported implicit sequence learning deficits in spinal cord injury directly involved motor functioning rather than cognitive aspects of the task, and that the ocular activated sequence learning task could be a valid alternative for assessing implicit sequence learning in populations that cannot perform spinal-cord dependent motor tasks. Implications for post-spinal cord injury rehabilitation and adjustment are discussed."
"Implicit learning is intact in adult developmental dyslexic readers: Evidence from the serial reaction time task and artificial grammar learning","https://scispace.com/paper/implicit-learning-is-intact-in-adult-developmental-dyslexic-56c6109gz6","2006","Journal Article","Journal of Clinical and Experimental Neuropsychology","Jascha Rüsseler
Ivonne Gerth
Thomas F. Münte","10.1080/13803390591001007","https://www.researchgate.net/profile/Thomas-Muente/publication/7060155_Implicit_Learning_is_Intact_in_Adult_Developmental_Dyslexic_Readers_Evidence_from_the_Serial_Reaction_Time_Task_and_Artificial_Grammar_Learning/links/56d6774d08aebe4638ac749c/Implicit-Learning-is-Intact-in-Adult-Developmental-Dyslexic-Readers-Evidence-from-the-Serial-Reaction-Time-Task-and-Artificial-Grammar-Learning.pdf","… Intact implicit learning capabilities should be taken into account when designing training … Research on individual differences in implicit learning in normal adults and children is …","Previous research yielded equivocal results concerning implicit learning abilities of developmental dyslexic readers. These studies employed a sequence learning task that requires a motor response to each stimulus. However, implicit learning has been often studied using non-motor tasks. Thus, we investigated implicit learning capabilities of adult developmental dyslexic readers in two standard implicit learning paradigms differing in the involvement of the motor system, namely the serial response time task (SRTT) and artificial grammar learning (AGL).Twelve adult developmental dyslexic and twelve age- and sex- matched normal readers were tested. In the serial response time task (SRTT), participants are exposed to a structured display. Learning is measured by comparing response time (RT) to the structured sequence with RT to a random display. In the artificial grammar learning task (AGL), letter strings following a markovian finite state grammar are presented. In a subsequent test phase subjects have to judge new letter strings according to their grammaticality. Learning of the stimulus regularities was found in both tasks and for both groups of subjects. Furthermore, participants were unaware of the underlying stimulus construction principles. Dyslexic readers were unimpaired in SRTT as well as artificial grammar learning relative to normal readers. These findings show that implicit learning is intact in dyslexia. Intact implicit learning capabilities should be taken into account when designing training programs for developmental dyslexic readers."
