"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","Relevant Excerpt"
"Modelling Vocabulary Growth from Birth to Young Adulthood","https://scispace.com/paper/modelling-vocabulary-growth-from-birth-to-young-adulthood-11rlf7l1xm","2009","Proceedings Article","Conference of the International Speech Communication Association","Roger K. Moore
L.F.M. ten Bosch","","https://scispace.com/pdf/modelling-vocabulary-growth-from-birth-to-young-adulthood-11rlf7l1xm.pdf","There has been considerable debate over the existence of the ‘vocabulary spurt’ phenomenon - an apparent acceleration in word learning that is commonly said to occur in children around the age of 18 months. This paper presents an investigation into modelling the phenomenon using data from almost 1800 children. The results indicate that the acquisition of a receptive/productive lexicon can be quite adequately modelled as a single growth function with an ecologically well founded and cognitively plausible interpretation. Hence it is concluded that there is little evidence for the vocabulary spurt phenomenon as a separable aspect of language acquisition. Index Terms : child language acquisition, lexical development, vocabulary size","a delay factor and r is the growth rate. Methodology: For the MacArthur corpus, V was 384 for the infant data and 652 for the toddler data. For the adult data, V was set to be 40,000. Infant and toddler data:
 For the data extracted from the MacArthur corpus, both the standard logistic and the Gompertz growth curves fitted the data very well with very little difference to choose between them. Figure  illustrates the fits achieved using the logistic function for the receptive vocabulary of infants between the ages of eight and 16 months. The three curves indicate the results for the 20%, 50% and 80% samples from the corpus (as explained above). Continuous lines represent the best mathematical fit to the individual data points. Figure  illustrates the fits achieved using the logistic function for the productive vocabulary of infants between the ages of eight and 16 months. As in Figure , the three curves indicate the results for the 20%, 50% and 80% samples from the corpus, and continuous lines represent the best fit to the individual data points.    Both Figure  and Figure  refer to the growth in productive vocabulary. Hence it is possible to combine the early and late stage results to cover the period from eight to 30 months. Although this is not strictly correct (as the vocabulary sizes are different in each case), it is not unreasonable given that the saturation effect only applies in the later stages for the early condition. The combined result shown in Figure  employs exactly the same logistic functions as used in Figure , and the goodness of fit confirms the validity of combining the data. The results thus far clearly demonstrate the saturation effect that arises from the finite word lists employed in the Dale & Fenson study . They also illustrate the different learning rates exhibited by different groups of children. For example, it can be seen from Figures  that at two years of age, 50% of children will have a productive vocabulary of around 300 words, whereas the faster learners will have already achieved that around 19 months, and slower learners will take until they reach around 30 months. The results thus confirm the observation that infants reach an average vocabulary of 300 words by the age of 24 months . Child and adult data:
 One set of results for the child and adult data are illustrated in Figure . The diagram shows plots of the logistic and Gompertz curves that best fit the early learning productive data for the 50% of children case. It can be clearly seen that the logistic rises far too quickly, suggesting that an average five year-old child would have a 40,000 word vocabulary. On the other hand, the Gompertz growth curve provides a much more reasonable model. Note that the  The overall picture to emerge from the fitting of single growth curves to the development data (for 50% of children) is as follows: Child and adult data:
 • the receptive vocabulary increases by around 40 words per month at the age of 17 months; Child and adult data:
 • the productive vocabulary increases by around 45 words per month at 23 months; Child and adult data:
 • the productive vocabulary increases by around 60 words per month at 25 months; Child and adult data:
 • the productive vocabulary increases at a maximum rate of around 700 words per month at five years of age."
"Reexamining the vocabulary spurt.","https://scispace.com/paper/reexamining-the-vocabulary-spurt-1zrvt0pzr3","2004","Journal Article","Developmental Psychology","Jennifer Ganger
Michael R. Brent","10.1037/0012-1649.40.4.621","https://scispace.com/pdf/reexamining-the-vocabulary-spurt-1zrvt0pzr3.pdf","The authors asked whether there is evidence to support the existence of the vocabulary spurt, an increase in the rate of word learning that is thought to occur during the 2nd year of life. Using longitudinal data from 38 children, they modeled the rate of word learning with two functions, one with an inflection point (logistic), which would indicate a spurt, and one without an inflection point (quadratic). Comparing the fits of these two functions using likelihood ratios, they found that just 5 children had a better logistic fit, which indicated that these children underwent a spurt. The implications for theories of cognitive and language development are considered.","was older; none had younger siblings at the onset of the study. The average age of this sample when parents began keeping journals was 15.3 months (median age ϭ 14.5 months, SD ϭ 3.4). Method Participants:
 Children were selected for this study from the 98 pairs of twins according to the following three criteria. First, no more than 10 consecutive days could be missing from the child's vocabulary journal, because such holes might produce artifactual spurtlike jumps in vocabulary when the journal resumed. Second, no more than 20 words could be reported in the 1st week of data collection, because such a high level of starting vocabulary in the journal might indicate that the child already knew many more than 20 words and may even have already undergone a spurt. Note that excluding such children does not bias us against finding a spurt. There is no way to know whether the 20 words reported in the 1st week of data collection were learned that week or had been learned previously. Because the children were recruited into the study at a variety of ages, there is no reason to think that children who already had 20 words when their parents started keeping diaries learned them quickly and/or had undergone a spurt. Third, at least 90 words must have been learned by the child before the last 2 weeks of journal entries, because the final 2 weeks of each child's data were removed to guard against the possibility that the parents keeping the journals might have done a less careful job of it in the final weeks before they left the study. Method Participants:
 Since co-twins are not independent sources of data, only one twin from each pair could be used. If both twins in a pair met the criteria, only the twin whose name came first alphabetically was included. All of these criteria taken together left 20 children. Procedure for Collecting Vocabulary Data:
 Children's words were tracked by asking parents to keep journals of their twins' language use. Parents kept a list of all the different words used by each twin each day, even if the words had been said on previous days. They were told to note which words were immediate imitations and which were spontaneously produced (imitated words were not credited to the child) and to write down any accompanying context if it might help elucidate the word's meaning. In cases of uncertainty, parents were told to use their intuition and to be as consistent as they could from one day to the next and from one twin to the other. Procedure for Collecting Vocabulary Data:
 The daily lists of words were kept on forms provided by the experimenters. The forms had spaces for the date, the twins' names, each twin's daily word and/or phrase list, and comments on the words and phrases. Parents mailed these journals back to the laboratory each week and were contacted by experimenters over the phone or by e-mail every 3-4 weeks to address problems and questions."
"Vocabulary Spurt: Are Infants full of Zipf?.","https://scispace.com/paper/vocabulary-spurt-are-infants-full-of-zipf-1kr9pngxjj","2010","Book Chapter","","Julien Mayor
Kim Plunkett","","https://scispace.com/pdf/vocabulary-spurt-are-infants-full-of-zipf-1kr9pngxjj.pdf","Infants do not learn words at a constant rate. During the second year of life, a dramatic increase in the speed of word learning is observed. Different mechanisms explaining this vocabulary spurt have been proposed, either through endogenous factors such as learning capacity or exogenous factors, such as frequency of word usage. We demonstrate that occurrence statistics alone is not sufﬁcient to explain the acceleration in vocabulary growth, discuss other potential exogenous contributions such as phonological complexity and suggest that a change in word learning capacities is necessary. A model implementing an increased ease of learning is introduced and illustrates this endogenous approach by replicating the non-linear vocabulary growth characteristics of language acquisition.","word, due to the emergence of fast mapping. Fig. depicts the developmental trajectory simulated with the model. The curve of vocabulary acquisition possesses a clear nonlinearity separating the early slow learning and the late fast learning regimes, similar to the naming explosion. Discussion:
 Two contrasting hypotheses have been proposed in order to explain the rapid increase in the speed of word learning occurring in the second year of life. On the one hand, researchers have argued that the vocabulary spurt is driven by changes in the infant's learning capacities, such as the emergence of a naming insight or via maturational changes in the brain. We refer to this view as the endogenous hypothesis. In con-trast, a second hypothesis highlights environmentally-based factors that contribute to the difficulty in learning words, such as frequency, phonological complexity, etc. On this view, the vocabulary explosion is a by-product of variability in word difficulty. We refer to this hypothesis as the exogenous hypothesis."
"The CDI in two longitudinal datasets: Methods and differences across decades","https://scispace.com/paper/the-cdi-in-two-longitudinal-datasets-methods-and-differences-10k34rxghf","2024","Preprint","","Trevor K. M. Day
Arielle Borovsky
Donna Thal
Jed T. Elison","10.31234/osf.io/rwhcy","https://scispace.compdf/the-cdi-in-two-longitudinal-datasets-methods-and-differences-10k34rxghf.pdf","The MacArthur-Bates Communicative Development Inventories (CDI) are widely used, parent-report instruments of language acquisition. Here, we focus on the word-inventory sections of the instruments, and show two different approaches to modeling CDI data, based on real-world need. First, we show that Words &amp;amp; Gestures data collected out-of-range can be robustly adjusted to Words &amp;amp; Sentences Scores. Second, we demonstrate a novel application of Gompertz growth curves to longitudinal CDI data, especially when the same timepoints were not collected between individuals (i.e., an accelerated longitudinal design). Gompertz curves provide a “growth rate” parameter that can be used to summarize vocabulary development. We compare these parameters between healthy developing children in two longitudinal cohorts, as well as a cohort of children with developmental diagnoses, who we show to have lower growth rates. We hope these analyses and results inform future work. ","Title: The CDI in two longitudinal datasets: Methods and differences across decades Authors: Trevor K M Day,Arielle Borovsky,Donna Thal,Jed T Elison Keywords: CDI, word learning, growth curve, language acquisition"
"What does it take to learn a word","https://scispace.com/paper/what-does-it-take-to-learn-a-word-4hbfh6dk5b","2017","Journal Article","Wiley Interdisciplinary Reviews: Cognitive Science","Larissa K. Samuelson
Larissa K. Samuelson
Bob McMurray","10.1002/WCS.1421","https://scispace.com/pdf/what-does-it-take-to-learn-a-word-4hbfh6dk5b.pdf","Vocabulary learning is deceptively hard, but toddlers often make it look easy. Prior theories proposed that children's rapid acquisition of words is based on language-specific knowledge and constraints. In contrast, more recent work converges on the view that word learning proceeds via domain-general processes that are tuned to richly structured-not impoverished-input. We argue that new theoretical insights, coupled with methodological tools, have pushed the field toward an appreciation of simple, content-free processes working together as a system to support the acquisition of words. We illustrate this by considering three central phenomena of early language development: referential ambiguity, fast-mapping, and the vocabulary spurt. WIREs Cogn Sci 2017, 8:e1421. doi: 10.1002/wcs.1421 For further resources related to this article, please visit the WIREs website.","combination of these two things always produces an accelerating learning curve, whether the focus of the learning is words, motor patterns, or recipes. Thus, the vocabulary explosion can be explained without recourse to a change in mechanism and without the need for specialized processes. A Continuous Vocabulary Spurt:
 That's not to say that children's social skills may not also be improving at this time, or that they are not developing new strategies that can assist in referent selection and/or retention. Indeed, developmental studies suggest there are big changes around this age in a number of abilities including children's use of eye-gaze  , their general pragmatic competence  , and categorization (Gopnik & Meltzoff, 1987). Likewise, exciting recent work demonstrates that as children's vocabularies grow, they become better able to use what they know about words  , how words go together  , and how people talk to each other  to learn even more words. However, such changes are not required to explain the spurt-it is an emergent consequence of a very simple property of learning. New Directions and Next Steps:
 New approaches to the problem of referential ambiguity, fast-mapping, and the vocabulary spurt illustrate a contemporary shift in theorizing regarding early word learning. This emerging view emphasizes the importance of domain-general processes like novelty, attention, statistical learning, association, competition, and parallel learning, as well as ecological factors like the properties of the body and communicative context. More importantly, however, this new view suggests that all of these general processes are at the heart of early word learning and that they work together with developing social competencies -that also extend beyond the realm of word learning -to support and bootstrap both the child's initial lexical development and their growing representations of syntax and more complex linguistic mappings. Furthermore, these processes unfold dynamically over time. As a result, objects that draw the attention of a 15-month-old with a small vocabulary will present themselves differently when she is 30 months of age and knows more words and can engage in more complex linguistic interactions with others. In this way, domain-general processes that support word learning change over development to enable smart word learning to emerge from the joint action of multiple simple processesnone of which by itself is particularly smart. Thus, this perspective suggests that word learning is amazing not for being supported by domain-specific and special-purpose processes, but for the way simple, domain-general processes work together as a system to support flexibility and development. New Directions and Next Steps:
 This perspective is at its heart a developmental systems perspective-the idea that development is the product of bidirectional interactions between genes, biology, and the environment, and mediated by the real-time behavior of the child  . This perspective opens the door both for greater understanding of how the child and environment influence each other and how processes in different domains interact. For example, recent work suggests that the presence of a visual referent can boost children's ability to distinguish similar sounds 48; but see also  ; and 2-year-olds can use memories of what has been seen where to link names to objects  ."
"Aquisição lexical inicial por crianças falantes de português brasileiro: discussão do fênomeno da explosão do vocabulário e da atuação da hipótese do viés nominal","https://scispace.com/paper/aquisicao-lexical-inicial-por-criancas-falantes-de-portugues-2mooa85k1k","2008","Dissertation","","Deisi Cristina Gollo Marques Vidor","","https://scispace.com/pdf/aquisicao-lexical-inicial-por-criancas-falantes-de-portugues-2mooa85k1k.pdf","O presente estudo integra-se as pesquisas realizadas no CEAAL - Centro de Estudos sobre Aquisicao e Aprendizagem da Linguagem da PUCRS, discutindo a aquisicao do lexico por criancas falantes de portugues brasileiro. Especificamente, este estudo visa a responder sobre a existencia do fenomeno de explosao de vocabulario (e a idade em que o mesmo acontece) e a atuacao da hipotese do vies nominal durante a aquisicao lexical inicial nesta lingua especifica. Para isso, foram analisados dados coletados em audio de quatro criancas monolingues, com idades entre um e tres anos, de forma longitudinal. Esses dados foram transcritos, classificados e analisados linguistica e estatisticamente, a fim de caracterizar o lexico inicial destas criancas. No que se refere a explosao de vocabulario, constatou-se que a maioria das criancas estudadas apresentou esse periodo de crescimento vertiginoso no numero de itens lexicais em torno dos dois anos de idade, quando seus vocabularios variavam entre 0-100 palavras. Caracteristicamente, este fenomeno foi marcado por um aumento nas palavras de conteudo, em especial da classe dos substantivos. Quanto a hipotese do vies nominal, os dados desta pesquisa apontam para a atuacao da versao fraca desta hipotese, caracterizada pela prevalencia de substantivos em relacao aos verbos nos periodos iniciais de aquisicao lexical. Com isso, corroboram-se os achados descritos na literatura para outras linguas, em especial as ocidentais, e busca-se ampliar a discussao da aquisicao lexical atraves de dados do portugues brasileiro que possam fomentar a discussao a respeito do que e universal e do que e especifico de cada lingua no processo de aquisicao da linguagem",". Sendo assim, a explosão do vocabulário marcaria uma transição qualitativa do aprendizado, na qual a tarefa das crianças passaria do aprendizado de palavras para o aprendizado de uma linguagem. A explosão do vocabulário:
 O entendimento de que todas as coisas podem ser nomeadas serviria, então, como motivação para que a criança passasse a separar uma série de objetos em suas respectivas categorias, nomeando-as.  , do italiano , do hebreu , do alemão , do espanhol   Resultados semelhantes foram encontrados para as crianças falantes do espanhol  e do hebreu . A explosão do vocabulário:
 Bassano    . Ao comparar seus resultados com outros estudos, a autora enfatiza que a assincronia no desenvolvimento de nomes e verbos encontrada na aquisição do francês está de acordo com os padrões obtidos para crianças falantes de inglês, italiano e espanhol . A explosão do vocabulário:
 Sendo assim, conclui que esse padrão pode ser estendido, pelo menos, para a maioria das línguas indo-européias.   as crianças produziram mais verbos do que nomes entre 1:8 e 1:10. A explosão do vocabulário:
 Brown , pesquisando sobre a aquisição dos verbos em tzetal (língua maia) atestou que os falantes desta língua também adquirem verbos precocemente, antes de qualquer explosão em termos de nomes, sendo os tipos dessa categoria equivalente aos desta última no vocabulário produtivo inicial das crianças. A explosão do vocabulário:
 Os autores que defendem a hipótese do viés nominal   Essa nova postura pode ser analisada em vários níveis. Do ponto de vista da Lingüística Teórica, as propriedades estruturais e formais da própria língua devem ser examinadas, enquanto do ponto de vista de uma abordagem mais empiricista, encontrada em alguns estudos mais recentes , a fala do adulto dirigida à criança deve ser investigada, pois ela geralmente reflete esses traços. Camanioni e Longobardi ( ), através dos seus achados em estudo posterior (1995), propõem a análise da ênfase de substantivos e verbos na fala das mães dirigida às crianças em italiano.  também infere que as diferenças encontradas no tzetal se devem a propriedades específicas do input dirigido à criança naquela comunidade lingüística, argumentando contra a partição natural proposta por . A explosão do vocabulário:
 Segundo , quatro são os principais fatores que devem ser levados em conta a respeito do input das línguas no que se refere à aquisição de nomes e verbos: a freqüência, a saliência ou posição que a classe ocupa na oração, a transparência morfológica e a saliência pragmática."
"Word Learning in the Developing Brain: ERP Dynamics of Learning Word-Object Associations","https://scispace.com/paper/word-learning-in-the-developing-brain-erp-dynamics-of-1ym4iir9y6","2016","Dissertation","","Kristina Borgström","","https://scispace.com/pdf/word-learning-in-the-developing-brain-erp-dynamics-of-1ym4iir9y6.pdf","This dissertation investigated electrophysiological measures of individual differences in toddlers’ ability to learn novel object labels and process familiar object words and their referents. The studies measured both visual and auditory event-related potentials (ERPs) in response to pictures of objects and words in a longitudinal sample of 20- to 24-month-olds, an age of dynamic vocabulary development. These ERP measures were related to the children’s productive vocabulary size as well as behavioral measures of word comprehension and object recognition.Study I aimed to test children’s ability to map familiar words to versions of their referents displaying reduced visual information (only overall shape or isolated parts), and whether this ability correlated with vocabulary size. Children with larger vocabularies showed a stronger N400 incongruity effect in response to words paired with correct vs. incorrect shape referents specifically, and the N400 effect in the shape condition also correlated with the children’s ability to overtly identify objects from their overall shape in a behavioral test. These results are discussed in relation to previous research demonstrating the emergence of a shape bias in children’s Word extension, as well as improvements in object shape recognition, during the second year of life.Study II investigated individual differences in novel word-object mapping andchanges with age in this ability. The overall sample showed ERP evidence of novel word learning (an N400 semantic incongruity effect) after five consistent word-object pairings at 24 months but not at 20 months. Children with large vocabularies demonstrated the same linear attenuation of N400 amplitude during novel word repetition as is commonly seen in adults, while children with smaller vocabularies did not show such attenuation until the end of the learning phase.Study III focused on the 20 month data set and explored how visual ERPs weremodulated as object-word pairs were presented repeatedly, and how these measures of visual object processing related to successful fast mapping of the novel words to the objects. A larger attenuation of the Nc component (associated with attention) predicted successful word learning, measured as a larger N400 incongruity effect to the novel words after training. Furthermore, better initial recognition of familiar objects correlated with a stronger N400 effect to the words for those objects. The results present novel evidence for a link between efficient visual processing of objects and word learning ability.Taken together, these findings demonstrate that the rapid vocabulary growth and striking individual differences in productive vocabulary development seen during children’s second year are linked to the dynamics of specific brain mechanisms involved in semantic processing of words and their referents.","Inventories (SECDI) . These patterns resemble those reported by the American version of the same instrument, the MacArthur-Bates Communicative Development Inventories, although Swedish infants seem to have slightly smaller productive vocabularies overall than American infants . The vocabulary spurt:
 The growth of the productive vocabulary in infants is typically described as starting out slow, with the 1-year-old learning only a few new words each month, and then suddenly speeding up, so that the same child learns 100 new words between 20 and 24 months of age. This increase in the rate of learning is referred to as the vocabulary spurt or naming explosion, and is said to take place after a child acquires a productive vocabulary of around 50-100 words . The 50-word threshold has therefore commonly been seen as a developmental milestone, indicating a change in a child's word learning ability. Many theories have been offered as to why the vocabulary spurt takes place. According to one suggestion, it is the result of a naming insight, the realization that all things can be categorized and have names (e.g. . This insight is said to change the significance of words for the child, giving words a true referential value. Another theory argues that the spurt is due to the emergence of linguistic constraints, such as assumptions that words refer to whole objects, generalize to other things that are similar in kind, and that each thing only has one label (the mutual exclusivity assumption) . Other ideas are that an improved ability to categorize objects  or an improved word segmentation ability  leads to an acceleration in vocabulary growth. A more recent theory is that the productive vocabulary spurt comes from improvements in word retrieval ability . This theory emphasizes the different demands on being able to understand a word and actually producing it. In order to understand a word one has to recognize the lexical item and retrieve a semantic representation associated with it, while word production requires retrieving a phonological representation associated with an object. Since infants are able to mentally represent objects and events well before they can speak, and objects and events are meaningful in themselves while words are simply sounds that are assigned meaning from without, word retrieval should be more difficult than the retrieval of a representation of an object or event. This theory explains the discrepancy between receptive and productive vocabulary in a way that other theories of the vocabulary spurt fail to do. Other theories predict improvements in word comprehension abilities as well as production when in fact a spurt in receptive vocabulary takes place several months before the productive vocabulary spurt . The vocabulary spurt:
 In addition to the many theories about why a productive vocabulary spurt should take place, there is a debate as to whether it really does take place.  discuss the fact that a spurt has long been assumed, but when individual rates of vocabulary growth are examined there is often no evidence of a sudden increase. Instead, vocabulary acquisition often shows a steady rate of increase. According to certain calculations approximately 13-18 % of children showed evidence of a real vocabulary spurt , when defined as a clear change in growth rate. Still, even if there may be no distinct spurt, it is a fact that the rate of vocabulary learning increases substantially during the second year. It is likely that this increase in learning rate is due to improvements in several cognitive abilities that are relevant for word learning, and it is clear that there is still much to be learned about specific contributions."
"Individual Differences and their Implications for Theories of Language Development","https://scispace.com/paper/individual-differences-and-their-implications-for-theories-1a2wbmx6ql","2019","Book Chapter","","Elizabeth Bates
Philip S. Dale
Donna J. Thal","10.1111/B.9780631203124.1996.00005.X","https://scispace.com/pdf/individual-differences-and-their-implications-for-theories-1a2wbmx6ql.pdf","","like ""bye-bye"" that also stand alone), verbs and adjectives tend to come in later because they presuppose the prior existence of nouns, and closed-class elements cannot be acquired until some requisite number of primary and secondary elements are in place. Grammar v. the lexicon:
 In short, the temporal asynchrony that is invariably observed in the acquisition of lexical and grammatical functions may be an inevitable by-product of phonetic and semantic differences among these linguistic types. Indeed, if proposals by  and  are correct, this temporal asynchrony may reflect a powerful cause-and-effect relationship. To the extent that this is true, we should expect to find robust correlations between lexical and grammatical development across individual children. That is, in fact, exactly what we find . In their longitudinal study of 27 children from 10-28 months of age,  report a correlation of +0.83 between vocabulary size at 20 months (determined by parental report) and mean length of utterance at 28 months (based on videotapes of free speech in home and laboratory settings). This correlation falls at the reliability ceiling for MLU (i.e. split-half and test-retest correlations for samples of MLU do not exceed +0.83). Because no measure can correlate any higher with another variable than it correlates with itself (i.e. ""Spearman's Law""), we can conclude that the relationship between 20-month vocabulary and 28-month MLU is one that approaches statistical identity. Grammar v. the lexicon:
 The developmental nature of this relationship between vocabulary size and grammar is illustrated in figures 4.9 and 4.10 from the MacArthur CDI norming study. Figure .9 shows the number of children who are reported by their parents to produce at least some word combinations, as a function of the same eight vocabulary groupings described above (figure 4.8). Figure .9 shows that there is a strong correlational relationship between vocabulary size and the appearance of multiword speech. For most children, word combinations start to appear when vocabularies fall between 50 and 200 words. Figure .10 displays an equally strong but later-emerging relationship between vocabulary size and sentence complexity (a parent report measure that, as we noted earlier, correlated around +0.84 with mean length of utterance based on laboratory observations). For most children, sentence complexity accelerates markedly (following a smooth exponential function) when total vocabulary exceeds 400 words. Note that there is a significant nonlinear component to the grammar/vocabulary relationship in both these graphs. Marchman and Bates report similar but more specific nonlinear relationships between verb vocabulary (i.e. the number of specific regular and irregular verbs reported on the vocabulary checklist) and the emergence of verb morphology (including correct regulars, correct irregulars, and the appearance of overgeneralizations like ""falled"")."
"A stochastic model for the vocabulary explosion","https://scispace.com/paper/a-stochastic-model-for-the-vocabulary-explosion-ib4ocyscyn","2008","","","Colleen C. Mitchell
Bob McMurray","","https://scispace.com/pdf/a-stochastic-model-for-the-vocabulary-explosion-ib4ocyscyn.pdf","During the second year of life, the rate at which most children learn words accelerates dramatically, the so–called “vocabulary explosion”. Most accounts posit changes in the child or specialized learning mechanisms to account for this sudden change. However, recently McMurray (2007) demonstrated that acceleration is a mathematical consequence of parallel learning and the statistical distribution of word difficulty across the language. We generalize this model by developing a stochastic version. It demonstrates that the gradual nature of learning is critical for producing acceleration, and given sufficient gradualness, virtually any distribution of word difficulty can yield acceleration. Thus, the vocabulary explosion may be even more mathematically robust than previously thought.","probability that a word is learned at time T corresponds to (1) the T − r steps in which no points are earned each with probability (1 − p) and (2) the r steps where points are earned. This gives a probability: General Case: r > 1:
 Thus the probability that a word is learned by time T is F(T ) = ∑ T i=1 p (i) . The rate of change of this function F at T is ∆F ∆T = p (T ) . A calculation shows that p (T ) is increasing for T ≤ r−1 p and decreasing for T > r−1 p . Therefore, F(T ) is concave up for T ≤ r−1 p and concave down for T > r−1 p . Any value of r greater than 1 will this yield some portion of initial acceleration (concave-up). General Case: r > 1:
 Now that we have computed the c.d.f. for a single word, we can sum over the lexicon to obtain the function L(T ) for the expected number of words learned by time T , L(T ) = ∑ N i=1 F i (T ). This sum is in general very difficult and except in simple cases must be computed numerically. Discussion:
 This demonstrates that even when r = 2 (minimal history), acceleration is guaranteed for some range of time. If r > 1, the probability of having learned a word at any given time accelerates. Larger values of r increase the suddenness of the acceleration; the length of the acceleration phase (Figure ); and the likelihood that the observed time to acquisition matches the expected. Thus, instantiating history creates a non-deterministic model that captures both parallel learning and difficulty, and hence, shows acceleration. A few special cases deserve attention. An implausible but theoretically illuminating case occurs in a model in which all words have the same difficulty and the same frequency. Then L(T ) = N • F(T ) and we know it has a nice period of acceleration. Figure  shows simulations of a stochastic model in which p i was constant across the 10, 000 word lexicon, and is chosen so that all cases have the same expected time to acquisition as previous simulations. It is clear that at r = 1, no acceleration can be seen. However, at all r > 1, there is acceleration, and at higher rs, the spurt is quite dramatic. This explicitly violates one of the two assumptions made by  since the distribution of word difficulty does not monotonically increase. This powerful example suggests that the vocabulary explosion may be more robust than  hypothesized. It shows that while the precise shape of L(T ) depends in complicated ways on the distributions of frequencies (p) and required history (r), the vocabulary spurt will exist for a wide range of reasonable choices, even if the difficulty distribution is not monotonically increasing."
"Vocabulary growth in late talkers: lexical development from 2;0 to 3;0","https://scispace.com/paper/vocabulary-growth-in-late-talkers-lexical-development-from-2-kq21l3ej87","2000","Journal Article","Journal of Child Language","Leslie Rescorla
Jennifer Mirak
Leher Singh","10.1017/S030500090000413X","https://scispace.com/pdf/vocabulary-growth-in-late-talkers-lexical-development-from-2-kq21l3ej87.pdf","Vocabulary growth from 2;0 to 3;0 was studied in 28 late talkers using expressive vocabulary inventories reported bimonthly on the Language Development Survey (LDS). Group milestones were 18 words at 2;0, 89 words at 2;6, and 195 words at 3;0. A sub-group of 11 children (Group 1) showed a rapid vocabulary spurt between 2;2 and 2;8, reached the 150-180 word mark by 2;6, and attained the LDS ceiling of about 300 words by 2;10. In contrast, the 17 children in Group 2 still had a mean vocabulary of fewer than 30 words at 2;6, had less of a vocabulary spurt when they did start acquiring words, and attained the 150-180 vocabulary mark at 3;0. All 3;0 language outcome measures were significantly predicted by LDS vocabulary size from 2;2 to 2;4.","developing children and Group , as well as a six-months time-lag between Group  and Group  in terms of reaching a reported vocabulary of more than  words. Correlational analyses:
 Cross-age correlations of total LDS vocabulary for the full sample of  children revealed that vocabulary size was significantly correlated across all six-month periods within this time frame, but that vocabulary was less predictable across wider time spans. For example, age  ;  vocabulary significantly predicted vocabulary size to  ;  (r l n, n, n), vocabulary size at  ;  was significantly correlated with vocabulary size to  ;  (r l n, n, n), and  ;  vocabulary had significant correlations with later vocabulary through age  ;  (r l n. n, n). Similarly, vocabulary size at  ;  significantly predicted vocabulary size at the three subsequent data points (r l n, n, n), total vocabulary at  ;  predicted vocabulary through  ;  (n, n), and vocabulary scores at  ;  and  ;  were highly intercorrelated (n). It should be noted that the strength, symmetry and regularity of these correlational patterns are especially striking given the fact that the sample shifted considerably in its composition across the seven data points."
