"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Snippet","Abstract"
"Abrupt transitions between prefrontal neural ensemble states accompany behavioral transitions during rule learning","https://scispace.com/paper/abrupt-transitions-between-prefrontal-neural-ensemble-states-4390lq0i1a","2010","Journal Article","Neuron","Daniel Durstewitz
Nicole M. Vittoz
Stan B. Floresco
Jeremy K. Seamans","10.1016/J.NEURON.2010.03.029","https://www.cell.com/neuron/pdf/S0896-6273(10)00232-1.pdf","… which relies on the prefrontal cortex (PFC). This is a highly … neural population dynamics specifically during the transition … power of the neural state along the trajectory for behavioral …",""
"Dopaminergic modulation of prefrontal cortex network dynamics","https://scispace.com/paper/dopaminergic-modulation-of-prefrontal-cortex-network-4omjw3efue","2007","Book Chapter","","Daniel Durstewitz","10.1007/978-0-387-72256-6_15","https://www.academia.edu/download/43968783/Dopamine_and_Norepinephrine_Modulation_o20160321-3217-14a5juf.pdf#page=215","… potentially be implemented at the neural level. Close to nothing … inhibitory stimulus causes the trajectory to cross the border … The cue would switch a cue-selective population from its low …",""
"Abstract rule learning promotes cognitive flexibility in complex environments across species","https://scispace.com/paper/abstract-rule-learning-promotes-cognitive-flexibility-in-7pem3528zc89","2025","Journal Article","Nature Communications","Florian Bähner
Tzvetan Popov
Nico Boehme
S. Hermann
Tom Merten
Hélène Zingone
Georgia Koppe
Andreas Meyer‐Lindenberg
Hazem Toutounji
Daniel Durstewitz","10.1038/s41467-025-60943-7","https://www.nature.com/articles/s41467-025-60943-7.pdf","… First, we compared population-level decoding based on all … Further, we found neural representations of the task feature … However, a key challenge on that path is the explanatory gap …","Rapid learning in complex and changing environments is a hallmark of intelligent behavior. Humans achieve this in part through abstract concepts applicable to multiple, related situations. It is unclear, however, whether the computational mechanisms underlying rapid learning are unique to humans or also exist in other species. We combined behavioral, computational and electrophysiological analyses of a multidimensional rule-learning paradigm in male rats and in humans. We report that both species infer task rules by sequentially testing different hypotheses, rather than learning the correct action for all possible cue combinations. Neural substrates of hypothetical rules were detected in prefrontal network activity of both species. This species-conserved mechanism reduces task dimensionality and explains key experimental observations: sudden behavioral transitions and facilitated learning after prior experience. Our findings help to narrow the explanatory gap between human macroscopic and rodent microcircuit levels and provide a foundation for the translational investigation of impaired cognitive flexibility. Whether neurocomputational mechanisms that speed up human learning in changing environments also exist in other species remains unclear. Here, the authors show that both rats and humans sequentially test different abstract hypotheses to infer rules."
"Computational significance of transient dynamics in cortical networks","https://scispace.com/paper/computational-significance-of-transient-dynamics-in-cortical-4g34j8k72j","2007","Journal Article","European Journal of Neuroscience","Daniel Durstewitz
Gustavo Deco","10.1111/J.1460-9568.2007.05976.X","https://www.researchgate.net/profile/Daniel-Durstewitz/publication/297514205_Computational_significance_of_transient_dynamics_in_cortical_networks_European_Journal_of_Neuroscience_2007_27_217-227/links/5a68853ba6fdcc03e0778211/Computational-significance-of-transient-dynamics-in-cortical-networks-European-Journal-of-Neuroscience-2007-27-217-227.pdf","… neural behaviour, while hopping between different attractor … rate of a single neuron or neural population and driving ionic … of neural responses will ensure that this trajectory (the firing …","Neural responses are most often characterized in terms of the sets of environmental or internal conditions or stimuli with which their firing rate [corrected]increases or decreases are correlated [corrected] Their transient (nonstationary) temporal profiles of activity have received comparatively less attention. Similarly, the computational framework of attractor neural networks puts most emphasis on the representational or computational properties of the stable states of a neural system. Here we review a couple of neurophysiological observations and computational ideas that shift the focus to the transient dynamics of neural systems. We argue that there are many situations in which the transient neural behaviour, while hopping between different attractor states or moving along 'attractor ruins', carries most of the computational and/or behavioural significance, rather than the attractor states eventually reached. Such transients may be related to the computation of temporally precise predictions or the probabilistic transitions among choice options, accounting for Weber's law in decision-making tasks. Finally, we conclude with a more general perspective on the role of transient dynamics in the brain, promoting the view that brain activity is characterized by a high-dimensional chaotic ground state from which transient spatiotemporal patterns (metastable states) briefly emerge. Neural computation has to exploit the itinerant dynamics between these states."
"Attracting dynamics of frontal cortex ensembles during memory-guided decision-making","https://scispace.com/paper/attracting-dynamics-of-frontal-cortex-ensembles-during-492q5j0dhd","2011","Journal Article","PLOS Computational Biology","Emili Balaguer-Ballester
Christopher C. Lapish
Jeremy K. Seamans
Daniel Durstewitz","10.1371/JOURNAL.PCBI.1002057","https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1002057&type=printable","… -epoch-specific neural ensemble states in ACC which were … are applied to MSU recordings from the rat's prefrontal cortex … and population patterns, or, in other words, further trajectory …","A common theoretical view is that attractor-like properties of neuronal dynamics underlie cognitive processing. However, although often proposed theoretically, direct experimental support for the convergence of neural activity to stable population patterns as a signature of attracting states has been sparse so far, especially in higher cortical areas. Combining state space reconstruction theorems and statistical learning techniques, we were able to resolve details of anterior cingulate cortex (ACC) multiple single-unit activity (MSUA) ensemble dynamics during a higher cognitive task which were not accessible previously. The approach worked by constructing high-dimensional state spaces from delays of the original single-unit firing rate variables and the interactions among them, which were then statistically analyzed using kernel methods. We observed cognitive-epoch-specific neural ensemble states in ACC which were stable across many trials (in the sense of being predictive) and depended on behavioral performance. More interestingly, attracting properties of these cognitively defined ensemble states became apparent in high-dimensional expansions of the MSUA spaces due to a proper unfolding of the neural activity flow, with properties common across different animals. These results therefore suggest that ACC networks may process different subcomponents of higher cognitive tasks by transiting among different attracting states."
"A state space approach for piecewise-linear recurrent neural networks for identifying computational dynamics from neural measurements","https://scispace.com/paper/a-state-space-approach-for-piecewise-linear-recurrent-neural-4x8xt3wmxw","2017","Journal Article","PLOS Computational Biology","Daniel Durstewitz","10.1371/JOURNAL.PCBI.1005542","https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1005542&type=printable","… of population trajectories and (local) approximations to the … unit recordings from the rat prefrontal cortex obtained during a … to be examined more carefully to rule out that no other factors …","The computational and cognitive properties of neural systems are often thought to be implemented in terms of their (stochastic) network dynamics. Hence, recovering the system dynamics from experimentally observed neuronal time series, like multiple single-unit recordings or neuroimaging data, is an important step toward understanding its computations. Ideally, one would not only seek a (lower-dimensional) state space representation of the dynamics, but would wish to have access to its statistical properties and their generative equations for in-depth analysis. Recurrent neural networks (RNNs) are a computationally powerful and dynamically universal formal framework which has been extensively studied from both the computational and the dynamical systems perspective. Here we develop a semi-analytical maximum-likelihood estimation scheme for piecewise-linear RNNs (PLRNNs) within the statistical framework of state space models, which accounts for noise in both the underlying latent dynamics and the observation process. The Expectation-Maximization algorithm is used to infer the latent state distribution, through a global Laplace approximation, and the PLRNN parameters iteratively. After validating the procedure on toy examples, and using inference through particle filters for comparison, the approach is applied to multiple single-unit recordings from the rodent anterior cingulate cortex (ACC) obtained during performance of a classical working memory task, delayed alternation. Models estimated from kernel-smoothed spike time data were able to capture the essential computational dynamics underlying task performance, including stimulus-selective delay activity. The estimated models were rarely multi-stable, however, but rather were tuned to exhibit slow dynamics in the vicinity of a bifurcation point. In summary, the present work advances a semi-analytical (thus reasonably fast) maximum-likelihood estimation framework for PLRNNs that may enable to recover relevant aspects of the nonlinear dynamics underlying observed neuronal time series, and directly link these to computational properties."
"What neuroscience can tell AI about learning in continuously changing environments","https://scispace.com/paper/wg0xFICw3ScJ","","","","D Durstewitz
B Averbeck
G Koppe","","https://arxiv.org/pdf/2507.02103?","… neural population vectors to the rule-specific steady states (… brain structures such as the prefrontal cortex and striatum 81 … estimated flow vectors along trajectories is shown, illustrating …",""
"Dynamical basis of irregular spiking in NMDA-driven prefrontal cortex neurons","https://scispace.com/paper/dynamical-basis-of-irregular-spiking-in-nmda-driven-4bvku5saez","2007","Journal Article","Cerebral Cortex","Daniel Durstewitz
Thomas Gabriel","10.1093/CERCOR/BHK044","https://academic.oup.com/cercor/article-pdf/17/4/894/17297635/bhk044.pdf","… , through persistently elevated neural firing rates (Fuster 1973… , yielding a trajectory in an m-dimensional state space (for … variability occurs in a transition regime where the membrane …","Slow N-Methyl-D-aspartic acid (NMDA) synaptic currents are assumed to strongly contribute to the persistently elevated firing rates observed in prefrontal cortex (PFC) during working memory. During persistent activity, spiking of many neurons is highly irregular. Here we report that highly irregular firing can be induced through a combination of NMDA- and dopamine D1 receptor agonists applied to adult PFC neurons in vitro. The highest interspike-interval (ISI) variability occurred in a transition regime where the subthreshold membrane potential distribution shifts from mono- to bimodality, while neurons with clearly mono- or bimodal distributions fired much more regularly. Predictability within irregular ISI series was significantly higher than expected from a noise-driven linear process, indicating that it might best be described through complex (potentially chaotic) nonlinear deterministic processes. Accordingly, the phenomena observed in vitro could be reproduced in purely deterministic biophysical model neurons. High spiking irregularity in these models emerged within a chaotic, close-to-bifurcation regime characterized by a shift of the membrane potential distribution from mono- to bimodality and by similar ISI return maps as observed in vitro. The nonlinearity of NMDA conductances was crucial for inducing this regime. NMDA-induced irregular dynamics may have important implications for computational processes during working memory and neural coding."
"The dual-state theory of prefrontal cortex dopamine function with relevance to catechol-o-methyltransferase genotypes and schizophrenia","https://scispace.com/paper/the-dual-state-theory-of-prefrontal-cortex-dopamine-function-3jo51w0xuo","2008","Journal Article","Biological Psychiatry","Daniel Durstewitz
Jeremy K. Seamans","10.1016/J.BIOPSYCH.2008.05.015","https://www.researchgate.net/profile/Daniel-Durstewitz/publication/5230862_The_Dual-State_Theory_of_Prefrontal_Cortex_Dopamine_Function_with_Relevance_to_Catechol-O-Methyltransferase_Genotypes_and_Schizophrenia/links/5a1eb90c0f7e9b9d5e000d7d/The-Dual-State-Theory-of-Prefrontal-Cortex-Dopamine-Function-with-Relevance-to-Catechol-O-Methyltransferase-Genotypes-and-Schizophrenia.pdf","… of DA on PFC neurons and synaptic currents as measured in vitro link up to the neural network and … for flexible and fast switching among representational states. These predictions are …",""
"A State Space Approach for Piecewise-Linear Recurrent Neural Networks for Reconstructing Nonlinear Dynamics from Neural Measurements","https://scispace.com/paper/Gq56GiIzHmQJ","","","","D Durstewitz","","https://arxiv.org/pdf/1612.07846","… of population trajectories and approximations to the neural … unit recordings from the rat prefrontal cortex obtained during a … dynamics may have to be augmented by machine learning …",""
