"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Letter processing in upright bigrams predicts reading fluency variations in children.","https://scispace.com/paper/letter-processing-in-upright-bigrams-predicts-reading-1v707fde","2022","Journal Article","Journal of Experimental Psychology: General","Aakash Agrawal
Sonali Nag
K. V. S. Hari
S. P. Arun","10.1037/xge0001175","","Fluent reading is an important milestone in education, but we lack a clear understanding of why children vary so widely in attaining it. Language-related factors such as rapid automatized naming (RAN) and phonological awareness have been identified as important factors that explain reading fluency. However, whether any aspects of visual orthographic processing also explain reading fluency beyond phonology is unclear. To investigate these issues, we tested primary school children (n = 68) on four tasks: two reading fluency tasks (word reading and passage reading), a RAN task to measure naming speed, and a visual search task using letters and bigrams. Bigram processing in visual search was accurately explained by single-letter discrimination, and error patterns were unrelated to fluency or bigram frequency, ruling out the contribution of specialized bigram detectors. As expected, the RAN score was strongly correlated with reading fluency. Importantly, there was a highly specific association between reading fluency and upright bigram processing in visual search. This association was specific to upright but not inverted bigrams and to bigrams with normal but not large letter spacing. It was explained by increased letter discrimination across bigrams and reduced interactions between letters within bigrams. Thus, fluent reading is accompanied by specialized changes in letter processing within bigrams. (PsycInfo Database Record (c) 2022 APA, all rights reserved).","In this article , the authors investigated whether any aspects of visual orthographic processing also explain reading fluency beyond phonology, and they found that bigram processing in visual search was explained by single-letter discrimination and error patterns were unrelated to fluency or bigram frequency, ruling out the contribution of specialized bigram detectors."
"Preschool Predictors of Early Literacy Acquisition in German-Speaking Children.","https://scispace.com/paper/preschool-predictors-of-early-literacy-acquisition-in-german-41mgplbfhn","2016","Journal Article","Reading Research Quarterly","Silke Fricke
Marcin Szczerbinski
Annette Fox-Boyer
Joy Stackhouse","10.1002/RRQ.116","","Phonological awareness, rapid automatized naming (RAN), letter knowledge, and oral language are all significant predictors of successful literacy acquisition in several languages. However, their relative importance is less clear and depends on language characteristics, the specific aspect of literacy assessed, and the phase of literacy acquisition. This study, therefore, aimed to examine the development of these predictors and their relationship with literacy acquisition through a longitudinal investigation of German-speaking children. Seventy-eight children growing up monolingual German were assessed three times: a few months before starting school (mean age = 5 years 11 months), in grade 1 (mean age = 6 years 11 months), and in grade 2 (mean age = 7 years 10 months). Cognitive predictors were measured at preschool, and literacy outcomes (reading accuracy, speed, comprehension, and spelling) were measured in grades 1 and 2. Correlational and path analyses revealed a complex pattern of relationships between cognitive and literacy skills dependent on the aspect of literacy being measured and the timepoint. Overall, the most important predictor of literacy skill in grade 2 was earlier literacy skills, followed by letter knowledge and RAN. Phonological awareness was less important than RAN, and oral language skills (i.e., vocabulary, grammar comprehension) were least important. The implications of these findings for the understanding of cognitive mechanisms of literacy acquisition and for early detection of literacy difficulties are discussed.

Chinese

语音意识、快速自动化命名、字母知识和口头语言,全部都是几种语言中成功习得读写能力的重要预测因子。然而,它们之间的相对重要性,则不太明显,要视乎语言特性、读写能力评估的具体方面,以及读写能力的习得阶段。因此,本研究通过一个德语儿童纵向调查,考查这些预测因子的发展以及这些预测因子和读写能力习得的关系。78名成长为以德语为单语的孩子,接受三次评估:开始入学前的几个月(平均年龄:5岁11个月),在一年级中(平均年龄:6岁11个月),以及在二年级中 (平均年龄:7岁10个月)。认知预测因子是在入学前测定,读写能力成绩 (朗读准确度、速度、阅读理解、拼写)是在一年级和二年级中测定。相关分析和路径分析结果,显示出认知和读写技能之间的一个复杂模式的关系,该关系是取决于读写能力不同方面的评核和不同的评核时间点。整体来说,在二年级中,读写技能的最重要预测因子是早期读写技能,其次是字母知识和快速自动化命名。语音意识是不如快速自动化命名那么重要,而口头语言技能(词汇、语法、阅读理解)是最不重要。本文最后讨论本研究结果对了解读写能力习得的认知机制和早期读写困难探测所带来的启示。

Spanish

La conciencia fonologica, el nombramiento automatico rapido (RAN por sus siglas en ingles), el conocimiento de las letras, y el lenguaje oral son todos predictores importantes de la adquisicion exitosa de la alfabetizacion en varios idiomas. Sin embargo, sus importancias relativas no estan claras y dependen de las caracteristicas del idioma, el aspecto especifico de la alfabetizacion que se examina, y la fase de la adquisicion de la alfabetizacion. Este estudio, por lo tanto, tuvo como meta examinar el desarrollo de estos predictores y su relacion con la adquisicion de alfabetizacion por medio de una investigacion longitudinal de estudiantes de habla aleman. Setenta y ocho estudiantes que crecieron monolingues fueron examinados tres veces: varios meses antes de empezar la escuela (edad media: 5 anos 11 meses), en el primer grado (edad media 6 anos 11 meses), y en el segundo grado (edad media: 7 anos 10 meses). Predictores cognitivos fueron medidos a nivel preescolar, y los resultados de la alfabetizacion (la precision lectora, la rapidez, la comprension y la ortografia) fueron medidas en el primer y el segundo grado. Analisis correlacional y de camino revelaron patrones complejos de relaciones entre las destrezas cognitivas y las de alfabetizacion que dependian del aspecto de alfabetizacion que se media y el momento. En conjunto, el predictor mas importante de la destreza de alfabetizacion en el segundo grado fueron las destrezas de alfabetizacion anteriores, seguidas por el conocimiento de las palabras y el RAN. La conciencia fonologica fue menos importante que el RAN, y las destrezas del lenguaje oral (vocabulario, comprension de la gramatica) fueron las menos importantes. Se discuten las implicaciones de estos hallazgos para el entendimiento de los mecanismos cognitivos de la adquisicion de alfabetizacion y para la deteccion temprana de la alfabetizacion.

Arabic

إن الوعي الصوتي، والتسمية التلقائية السريعة (RAN)، واللغة الشفوية كلها منبئ كبير على نجاح اكتساب معرفة القراءة والكتابة في عدة لغات. ومع ذلك، أهميتها النسبية أقل وضوحا وتعتمد على خصائص اللغة، وعلى الجانب المحدد لمحو الأمية المدروس، وعلى مرحلة اكتساب معرفة القراءة والكتابة. هذه الدراسة، لذلك، تهدف إلى دراسة تطور هذه المنبئات وعلاقتها مع اكتساب معرفة القراءة والكتابة من خلال تحقيق طولاني لأطفال ناطقة بالألمانية. قيم ثمانية وسبعون طفلا نشئوا يتكلمون اللغة الألمانية فقط ثلاث مرات: قبل بضعة أشهر من بدء الدراسة (متوسط العمر: 5 سنوات 11 شهرا)، في الصف 1 (متوسط العمر: 6 سنوات 11 شهرا)، والصف 2 (متوسط العمر: 7 سنوات 10 شهرا). تم قياس المتبئات المعرفية في مرحلة ما قبل المدرسة، ونتائج محو الأمية (دقة القراءة والسرعة، والفهم، والإملاء) تم قياسهم في الصفوف 1 و 2. التحليلات الارتباطية والمسارية كشفت عن وجود نمط معقد من العلاقات بين المهارات المعرفية ومحو الأمية والتي تعتمد على الجانب محو الأمية الذي يتم قياسا في زمن محدد. وعلى العموم، كان أهم المؤشرات لمهارة القراءة والكتابة في الصف 2 هي مهارات القراءة والكتابة السابق، تليها معرفة الأحرف وRAN (التسمية التلقائية السريعة). كان الوعي الصوتي أقل أهمية من RAN، والمهارات اللغوية الفظية (أي المفردات والنحو والإستيعاب) الأقل أهمية. ونوقشت الآثار المترتبة على هذه النتائج لفهم آلية المعرفية لاكتساب القراءة والكتابة وللكشف المبكر عن صعوبات القراءة والكتابة.

Russian

Фонематическое восприятие, быстрое автоматическое называние предметов (RAN), знание букв и устная речь значимы для прогнозирования становления грамотности на нескольких языках. Однако для разных языков относительная важность этих факторов не вполне ясна, многое зависит от особенностей самого языка, от конкретного аспекта грамотности и от этапа изучения языка. В данном продолжительном исследовании, посвященном изучению этих факторов в динамике и их связи со становлением навыков грамотности, участвовали 78 монолингвальных немецкоговорящих детей. Срез проводился трижды: за несколько месяцев до начала обучения в школе (средний возраст 5 лет 11 месяцев), в первом классе (средний возраст 6 лет 11 месяцев), и во втором классе (средний возраст 7 лет 10 месяцев). Когнитивные навыки замерялись в дошкольном возрасте, а навыки грамотности (точность и скорость чтения, понимание прочитанного и орфография) замерялись в 1 и 2 классах. Корреляционный анализ и анализ причинных связей выявили сложную взаимосвязь между познавательными навыками и навыками грамотности: многое меняется в зависимости от измеряемого аспекта и времени среза. В целом, для прогнозирования навыков грамотности к второму классу самыми важными факторами оказались ранние навыки грамотности, затем идет знание букв и RAN. Распознавание фонем оказалось менее важным, чем RAN, а навыки устной речи (т.е., словарный запас и грамматика) уступили всем остальным факторам. Обсуждается значение этих результатов для понимания когнитивных механизмов становления грамотности и для раннего выявления потенциальных трудностей.

French

La conscience phonologique, la vitesse de denomination automatique, la connaissance des lettres et la langue parlee sont autant de predicteurs significatifs de l'acquisition de la langue ecrite dans plusieurs langues. Cependant leur importance relative est moins claire et depend des caracteristiques de la langue, des aspects particuliers de la litteratie evalues, et de la phase d'acquisition de la litteratie. Cette etude, par consequent, visait a examiner le developpement de ces predicteurs et leurs relations avec l'acquisition de la litteratie au moyen d'une etude longitudinale d'enfants germanophones. Soixante et dix huit enfants monolingues ayant l'allemand comme langue maternelle ont ete evalues a trois reprises : quelques mois avant qu'ils entrent a l’ecole (âge moyen : 5 ans 11 mois), en premiere annee (âge moyen: 6 ans 11 mois), et en deuxieme annee (âge moyen : 7 ans 10 mois). Des predicteurs cognitifs ont ete mesures au niveau prescolaire, et des effets de la litteratie (lecture exacte, vitesse, comprehension, ecriture) ont ete mesures en premiere et deuxieme annee. Les correlations et les analyses de pistes causales ont mis en evidence un patron complexe de relations entre les competences cognitives et de litteratie qui varie suivant l'aspect de la litteratie que l'on mesure et le moment de la mesure. De plus, le facteur le plus important pour predire les competences en litteratie en deuxieme annee est les competences anterieures en litteratie, suivi de la connaissance des lettres et de la vitesse de denomination automatique. La conscience phonologique est moins importante que la vitesse de denomination automatique, et les competences en langue parlee (c'est-a-dire le vocabulaire, la comprehension grammaticale) sont moins importants. La discussion porte sur les implications de ces resultats pour la comprehension des mecanismes cognitifs dans l'acquisition de la litteratie et pour le diagnostic precoce des difficultes en litteratie.","For instance, the authors found that phonological awareness, rapid automatized naming (RAN), letter knowledge, and oral language skills are significant predictors of successful literacy acquisition in German-speaking children."
"Automaticity and Reading: Perspectives from the Instance Theory of Automatization.","https://scispace.com/paper/automaticity-and-reading-perspectives-from-the-instance-v9m9cu80uj","1997","Journal Article","Reading & Writing Quarterly","Gordon D. Logan","10.1080/1057356970130203","","The ability to process information automatically is an important aspect of many everyday skills, including reading. This article reviews the literature on automaticity and relates it to issues in reading. The main focus of the review is on the instance theory of automaticity (Logan, 1988b, 1990, 1992), because it offers a unique perspective on automatization and has special relevance to reading.","This paper reviewed the literature on automaticity and related it to issues in reading, and the main focus of the review is on the instance theory of automaticity (Logan, 1988b, 1990, 1992), because it offers a unique perspective on automatization and has special relevance to reading."
"Trajectories of Reading Development: A Follow-up From Birth to School Age of Children With and Without Risk for Dyslexia","https://scispace.com/paper/trajectories-of-reading-development-a-follow-up-from-birth-391xrtmmew","2006","Journal Article","Merrill-palmer Quarterly","Heikki Lyytinen
Jane Erskine
Asko Tolvanen
Minna Torppa
Anna-Maija Poikkeus
Paula Lyytinen","10.1353/MPQ.2006.0031","","In order to understand why some children are vulnerable to difficulties in their language development and their acquisition of reading skill, the Jyvaskyla Longitudinal Study of Dyslexia followed 200 Finnish children from birth to school age. Half of these children had a family history of reading problems and were considered at risk for dyslexia; the other half were not at risk. A novel analysis, mixture modeling, revealed four subgroups with differential developmental trajectories to early reading. The subgroups who showed either a “dysfluent trajectory” (n = 12; 11 at risk vs. 1 control) or a “declining trajectory” (n = 35; 24 vs. 11) contained more children with familial risk for dyslexia. The subgroup showing an “unexpected trajectory” contained equal numbers of at-risk and non-risk children (n = 67; 33 vs. 34). The subgroup displaying a “typical trajectory” (n = 85, 38 vs. 47) contained more children born without dyslexia risk. This differential development of skills revealed that there are at least three troubled routes along which a child may ultimately encounter difficulties in reading acquisition. The most explicit routes are characterized by problems in either phonological awareness, naming speed, or letter knowledge—problems that increase in severity with age.","The Jyvaskyla Longitudinal Study of dyslexia as discussed by the authors showed that there are at least three troubled routes along which a child may ultimately encounter difficulties in reading acquisition."
"Fluency in Early Childhood: Contributions from the Research to Support Emerging and Struggling Readers","https://scispace.com/paper/fluency-in-early-childhood-contributions-from-the-research-axc1d3pqdz","2015","Journal Article","International journal for innovation education and research","Douglas Bell","","","This article examines the research regarding fluency and its impact on struggling readers. Fluency is a key component of reading instructions for all learners. It encompasses the students’ ability to read with automaticity, accuracy, and prosody for understanding. Research suggests that struggling readers have difficulty when fluency is weak, which impacts comprehension and cognitive resources. The examination of the literature yielded targeted interventions focused on fluency improves reading for students with reading difficulties.","This article examined the research regarding fluency and its impact on struggling readers and found that fluency is a key component of reading instructions for all learners and it encompasses the students ability to read with automaticity, accuracy, and prosody for understanding."
"A Developmental Perspective on Word Literacy from Kindergarten Through the Second Grade","https://scispace.com/paper/a-developmental-perspective-on-word-literacy-from-3byqnd25bu","2013","Journal Article","Journal of Educational Research","Cody Ding
Lloyd I. Richardson
Thomas Schnell","10.1080/00220671.2012.667009","","Utilizing latent transition analysis and multidimensional scaling growth analysis, the authors studied the emerging developmental trajectories in word literacy (i.e., word-reading competence) of a group of 1,503 kindergarteners. Specifically, 3 hypotheses with respect to growth patterns in word literacy from kindergarten to Grade 2 were examined: (a) children come into kindergarten with different word literacy levels, and emerging differences would be likely to remain stable over time; (b) the differences in word literacy latent status would lead to differences in word literacy trajectories over time; and (c) students with a low growth level would lead to lower achievement in reading achievement at a later time. The results of the dynamic analyses support the hypotheses and are discussed in the context of word literacy development.","In this paper, the emerging developmental trajectories in word literacy (i.e., word-reading competence) of a group of 1,503 kindergarteners were studied using latent transition analysis and multidimensional scaling growth analysis."
"La fluidez lectora en los primeros grados: relación entre habilidades de decodificación, características textuales y comprensión. Un estudio piloto con niños hablantes de español","https://scispace.com/paper/la-fluidez-lectora-en-los-primeros-grados-relacion-entre-2p3alm83uz","2012","","","Mariela Vanesa De Mier
Ana María Borzone
Marcos Cupani","10.5579/RNL.2012.0079","","Este trabajo tiene como objetivo explorar la relacion entre las habilidades para identificar letras, palabras aisladas, palabras en textos y la comprension textual, consideradas variables criticas en la fluidez en lectura. Se trata de indagar si la relacion entre estas habilidades varia en el curso de los primeros anos de aprendizaje. Podria pensarse que si el texto es complejo, la precision y rapidez en la lectura de palabras no sea suficiente para la comprension, en tanto este subproceso requeriria de la realizacion de operaciones y de conocimiento que los ninos pueden no poseer.
Con el objeto de ponderar el efecto de las variables textuales en interrelacion con habilidades de decodificacion, se aplicaron a tres grupos de ninos de segundo, tercero y cuarto grado pruebas de identificacion de letras, lectura de palabras aisladas, lectura de palabras en textos –cantidad de letras o palabras identificadas en un minuto– y pruebas de comprension de textos narrativos y expositivos.
Los resultados muestran que hay diferencias entre los grupos en todas las variables atendidas. De hecho, se observa un incremento en el desempeno con el avance en la escolaridad. Con respecto a la lectura de palabras en textos, solo en cuarto grado los ninos alcanzan los valores mas altos de desempeno. En el resto de pruebas que evaluan codificacion, los valores se encuentran entre el 40 % y el 60 % de aciertos. No se observan diferencias entre textos narrativos y expositivos en la cantidad de palabras leidas en un minuto en ningun grupo, sin embargo, el desempeno en comprension es algo superior en los textos narrativos. Por ello, es posible pensar que la precision y rapidez en la lectura de palabras puede dar cuenta solo de una parte de la variacion en comprension, que estaria tambien afectada por variables textuales.
Palabras clave: fluencia lectora; lectura oral; comprension; reconocimiento de palabras; caracteristicas textuales.","In this article, a trabajo examining the relationship entre habilidades for identificar letras, palabras, aisladas, and textos in textos is presented."
"Estimation of Children's Reading Ability by Fusion of Automatic Pronunciation Verification and Fluency Detection","https://scispace.com/paper/estimation-of-children-s-reading-ability-by-fusion-of-8nneugykyg60","","","","Matthew Black
Joseph Tepperman
Sungbok Lee
Shrikanth Narayanan","10.21437/interspeech.2008-469","","Pronunciation verification of children's reading is a difficult task in itself, but automatic reading assessment software must also detect and evaluate other phenomena that influence human evaluators. Using an isolated word-reading task, we first show that humans use both pronunciation correctness (accuracy) and fluency information in their assessment of the reading ability of kindergarten to second grade children. Next, we used disfluency-specialized grammars and trained a Bayesian Network to automatically classify the fluency and accuracy of an utterance. Finally, we used these automatically determined scores to estimate evaluators' scores of children's reading ability with a 0.91 correlation.","Researchers developed an automatic reading assessment tool that combines pronunciation verification and fluency detection to estimate children's reading ability, achieving a 0.91 correlation with human evaluators' scores in a kindergarten to second-grade reading task."
"The Basis of Reading Fluency in First Grade of Hebrew Speaking Children","https://scispace.com/paper/the-basis-of-reading-fluency-in-first-grade-of-hebrew-5e7wl8f1d9","2016","Book Chapter","","Orly Lipka
Tami Katzir
Shelley Shaul","10.1007/978-3-319-30478-6_6","","The present study examines the contributions of several different cognitive and literacy skills to reading fluency in Hebrew among Grade 1 students. The main objective of the study was to examine what predicts word reading fluency at two crucial points during Grade 1: mid-year, before a multi-tiered intervention, and again 12 weeks later at the end of the year, after the intervention. A total of 47 first graders in Israel were assessed on cognitive and literacy tasks before and after an implementation of intervention. Our preliminary results demonstrate that in Hebrew orthography, there is a rapid growth in word reading fluency during Grade 1. One skill, syllable deletion, predicts reading fluency by the middle of Grade 1. By the end of Grade 1, two skills predict word reading fluency: RAN and syllable deletion. The results call attention to the pedagogical need to monitor this skill in Hebrew and emphasize the need to include fluency theoretically in models of reading as well as in related practice of early reading development in Hebrew orthography.","In this paper, the authors examined the contributions of several different cognitive and literacy skills to reading fluency in Hebrew among Grade 1 students, and demonstrated that there is a rapid growth in Hebrew orthography during Grade 1."
"Nurturing a lexical legacy: reading experience is critical for the development of word reading skill.","https://scispace.com/paper/nurturing-a-lexical-legacy-reading-experience-is-critical-ykwcy4m8ye","2017","Journal Article","","Kate Nation","10.1038/S41539-017-0004-7","","The scientific study of reading has taught us much about the beginnings of reading in childhood, with clear evidence that the gateway to reading opens when children are able to decode, or ‘sound out’ written words. Similarly, there is a large evidence base charting the cognitive processes that characterise skilled word recognition in adults. Less understood is how children develop word reading expertise. Once basic reading skills are in place, what factors are critical for children to move from novice to expert? This paper outlines the role of reading experience in this transition. Encountering individual words in text provides opportunities for children to refine their knowledge about how spelling represents spoken language. Alongside this, however, reading experience provides much more than repeated exposure to individual words in isolation. According to the lexical legacy perspective, outlined in this paper, experiencing words in diverse and meaningful language environments is critical for the development of word reading skill. At its heart is the idea that reading provides exposure to words in many different contexts, episodes and experiences which, over time, sum to a rich and nuanced database about their lexical history within an individual’s experience. These rich and diverse encounters bring about local variation at the word level: a lexical legacy that is measurable during word reading behaviour, even in skilled adults.","The role of reading experience in this transition from novice to expert is outlined, with the idea that reading provides exposure to words in many different contexts, episodes and experiences which sum to a rich and nuanced database about their lexical history within an individual’s experience."
