"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract","Data Availability Assessment"
"Abrupt transitions between prefrontal neural ensemble states accompany behavioral transitions during rule learning.","https://scispace.com/paper/20471356","2010","Journal Article","Neuron","Durstewitz
Vittoz
Floresco
Seamans","10.1016/j.neuron.2010.03.029","","- **Relevance Score:** 100/100
- **Relevance Tag:** Highly Relevant
- **Reasoning:** Uses simultaneous medial PFC recordings in rats; visualizes trial‑by‑trial ensemble trajectories; identifies sudden state jumps that align tightly with per‑trial rule‑learning performance.","One of the most intriguing aspects of adaptive behavior involves the inference of regularities and rules in ever-changing environments. Rules are often deduced through evidence-based learning which relies on the prefrontal cortex (PFC). This is a highly dynamic process, evolving trial by trial and therefore may not be adequately captured by averaging single-unit responses over numerous repetitions. Here, we employed advanced statistical techniques to visualize the trajectories of ensembles of simultaneously recorded medial PFC neurons on a trial-by-trial basis as rats deduced a novel rule in a set-shifting task. Neural populations formed clearly distinct and lasting representations of familiar and novel rules by entering unique network states. During rule acquisition, the recorded ensembles often exhibited abrupt transitions, rather than evolving continuously, in tight temporal relation to behavioral performance shifts. These results support the idea that rule learning is an evidence-based decision process, perhaps accompanied by moments of sudden insight.","INDIVIDUAL_TRIALS: Yes
NEURAL_TRAJECTORIES: Yes
DATA_ACCESS: None
STATE_SPACE_MODEL: Yes
N_SUBJECTS: Unclear
N_TRIALS: Unclear
PRIORITY: High"
"Abrupt transitions between prefrontal neural ensemble states accompany behavioral transitions during rule learning","https://scispace.com/paper/abrupt-transitions-between-prefrontal-neural-ensemble-states-4390lq0i1a","2010","Journal Article","Neuron","Daniel Durstewitz
Nicole M. Vittoz
Stan B. Floresco
Jeremy K. Seamans","10.1016/J.NEURON.2010.03.029","https://www.cell.com/neuron/pdf/S0896-6273(10)00232-1.pdf","- **Relevance Score:** 100/100
- **Relevance Tag:** Highly Relevant
- **Reasoning:** Uses rat PFC ensemble recordings; constructs single‑trial state‑space trajectories; identifies abrupt ensemble shift coinciding with rule acquisition on each trial; no computational model or other area comparison.","","INDIVIDUAL_TRIALS: Yes | NEURAL_TRAJECTORIES: Yes | DATA_ACCESS: None | STATE_SPACE_MODEL: Yes | N_SUBJECTS: Unclear | N_TRIALS: Unclear | PRIORITY: High"
"Coordinated prefrontal state transition leads extinction of reward-seeking behaviors","https://scispace.com/paper/coordinated-prefrontal-state-transition-leads-extinction-of-25srpphcx3","2021","Journal Article","The Journal of Neuroscience","Eleonora Russo
Tianyang Ma
Rainer Spanagel
Daniel Durstewitz
Hazem Toutounji
Hazem Toutounji
Hazem Toutounji
Georg Köhr","10.1523/JNEUROSCI.2588-20.2021","https://www.jneurosci.org/content/jneuro/41/11/2406.full.pdf","- **Relevance Score:** 87/100
- **Relevance Tag:** Highly Relevant
- **Reasoning:** Uses coordinated mPFC ensemble recordings in rats, shows abrupt state shifts tied to extinction learning and per‑trial behavior, but lacks modeling or cross‑area data.","Extinction learning suppresses conditioned reward responses and is thus fundamental to adapt to changing environmental demands and to control excessive reward seeking. The medial prefrontal cortex (mPFC) monitors and controls conditioned reward responses. Abrupt transitions in mPFC activity anticipate changes in conditioned responses to altered contingencies. It remains, however, unknown whether such transitions are driven by the extinction of old behavioral strategies or by the acquisition of new competing ones. Using in vivo multiple single-unit recordings of mPFC in male rats, we studied the relationship between single-unit and population dynamics during extinction learning, using alcohol as a positive reinforcer in an operant conditioning paradigm. To examine the fine temporal relation between neural activity and behavior, we developed a novel behavioral model that allowed us to identify the number, onset, and duration of extinction-learning episodes in the behavior of each animal. We found that single-unit responses to conditioned stimuli changed even under stable experimental conditions and behavior. However, when behavioral responses to task contingencies had to be updated, unit-specific modulations became coordinated across the whole population, pushing the network into a new stable attractor state. Thus, extinction learning is not associated with suppressed mPFC responses to conditioned stimuli, but is anticipated by single-unit coordination into population-wide transitions of the internal state of the animal. SIGNIFICANCE STATEMENT The ability to suppress conditioned behaviors when no longer beneficial is fundamental for the survival of any organism. While pharmacological and optogenetic interventions have shown a critical involvement of the mPFC in the suppression of conditioned responses, the neural dynamics underlying such a process are still largely unknown. Combining novel analysis tools to describe behavior, single-neuron response, and population activity, we found that widespread changes in neuronal firing temporally coordinate across the whole mPFC population in anticipation of behavioral extinction. This coordination leads to a global transition in the internal state of the network, driving extinction of conditioned behavior.","INDIVIDUAL_TRIALS: Unclear
NEURAL_TRAJECTORIES: Unclear
DATA_ACCESS: None
STATE_SPACE_MODEL: Yes
N_SUBJECTS: Unclear
N_TRIALS: Unclear
PRIORITY: Low"
"Listening to the crowd: neuronal ensembles rule.","https://scispace.com/paper/20471347","2010","Journal Article","Neuron","Feierstein
Mainen","10.1016/j.neuron.2010.04.042","","- **Relevance Score:** 87/100
- **Relevance Tag:** Highly Relevant
- **Reasoning:** Uses mPFC ensemble recordings in rats; constructs single‑trial state‑space trajectories; identifies sudden ensemble shifts at rule switches; shows those shifts align with per‑trial behavioral learning.","In this issue of Neuron, Durstewitz and colleagues show that neuronal populations in the medial prefrontal cortex (mPFC) of rats reflect abrupt changes in behavioral strategy as animals learn to act according to new rules in a rule-switching task.","INDIVIDUAL_TRIALS: Yes
NEURAL_TRAJECTORIES: Yes
DATA_ACCESS: None
STATE_SPACE_MODEL: Yes
N_SUBJECTS: Not available in metadata.
N_TRIALS: Not available in metadata.
PRIORITY: Not available in metadata."
"Abstract rule learning promotes cognitive flexibility in complex environments across species","https://scispace.com/paper/abstract-rule-learning-promotes-cognitive-flexibility-in-7pem3528zc89","2025","Journal Article","Nature Communications","Florian Bähner
Tzvetan Popov
Nico Boehme
S. Hermann
Tom Merten
Hélène Zingone
Georgia Koppe
Andreas Meyer‐Lindenberg
Hazem Toutounji
Daniel Durstewitz","10.1038/s41467-025-60943-7","https://www.nature.com/articles/s41467-025-60943-7.pdf","- **Relevance Score:** 80/100
- **Relevance Tag:** Highly Relevant
- **Reasoning:** Uses prefrontal ensemble recordings in rats; constructs single‑trial state‑space trajectories; detects sudden neural state shifts that align with rule acquisition; shows transition marks learning moment per trial.","Rapid learning in complex and changing environments is a hallmark of intelligent behavior. Humans achieve this in part through abstract concepts applicable to multiple, related situations. It is unclear, however, whether the computational mechanisms underlying rapid learning are unique to humans or also exist in other species. We combined behavioral, computational and electrophysiological analyses of a multidimensional rule-learning paradigm in male rats and in humans. We report that both species infer task rules by sequentially testing different hypotheses, rather than learning the correct action for all possible cue combinations. Neural substrates of hypothetical rules were detected in prefrontal network activity of both species. This species-conserved mechanism reduces task dimensionality and explains key experimental observations: sudden behavioral transitions and facilitated learning after prior experience. Our findings help to narrow the explanatory gap between human macroscopic and rodent microcircuit levels and provide a foundation for the translational investigation of impaired cognitive flexibility. Whether neurocomputational mechanisms that speed up human learning in changing environments also exist in other species remains unclear. Here, the authors show that both rats and humans sequentially test different abstract hypotheses to infer rules.","INDIVIDUAL_TRIALS: Unclear
NEURAL_TRAJECTORIES: Unclear
DATA_ACCESS: None
STATE_SPACE_MODEL: Unclear
N_SUBJECTS: Not available in metadata.
N_TRIALS: Not available in metadata.
PRIORITY: Not available in metadata."
"Coordinated prefrontal state transition leads extinction of reward-seeking behaviors","https://scispace.com/paper/coordinated-prefrontal-state-transition-leads-extinction-of-3vbvb2z4ue","2020","Posted Content","bioRxiv","Eleonora Russo
Tianyang Ma
Rainer Spanagel
Daniel Durstewitz
Hazem Toutounji
Georg Köhr","10.1101/2020.02.26.964510","https://scispace.com/pdf/coordinated-prefrontal-state-transition-leads-extinction-of-3vbvb2z4ue.pdf","- **Relevance Score:** 80/100
- **Relevance Tag:** Highly Relevant
- **Reasoning:** Uses multi‑unit prelimbic recordings in rats; constructs single‑trial state‑space trajectories; identifies sudden attractor shift during extinction; transition predicts per‑trial behavioral change.","Extinction learning suppresses conditioned reward responses and is thus fundamental to adapt to changing environmental demands and to control excessive reward seeking. The medial prefrontal cortex (mPFC) monitors and controls conditioned reward responses. Using in vivo multiple single-unit recordings of mPFC we studied the relationship between single-unit and population dynamics during different phases of an operant conditioning task. To examine the fine temporal relation between neural activity and behavior, we developed a model-based statistical analysis that captured behavioral idiosyncrasies. We found that single-unit responses to conditioned stimuli changed throughout the course of a session even under stable experimental conditions and consistent behavior. However, when behavioral responses to task contingencies had to be updated during the extinction phase, unit-specific modulations became coordinated across the whole population, pushing the network into a new stable attractor state. These results show that extinction learning is not associated with suppressed mPFC responses to conditioned stimuli, but is driven by single-unit coordination into population-wide transitions of the animal’s internal state.","INDIVIDUAL_TRIALS: Yes
NEURAL_TRAJECTORIES: Yes
DATA_ACCESS: Figures
STATE_SPACE_MODEL: Yes
N_SUBJECTS: 10
N_TRIALS: 60 (maintenance), 69 (extinction)
PRIORITY: High"
"Species-conserved mechanisms of cognitive flexibility in complex environments","https://scispace.com/paper/species-conserved-mechanisms-of-cognitive-flexibility-in-ziw4f1pm","2022","Posted Content","bioRxiv","Florian Bähner
Tzvetan Popov
Selina Hermann
Nico Boehme
Tom Merten
Hélène Zingone
Georgia Koppe
Andreas Meyer-Lindenberg
Hazem Toutounji
Daniel Durstewitz","10.1101/2022.11.14.516439","","- **Relevance Score:** 64/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses rat prefrontal ensemble recordings; decodes strategy variables trial‑by‑trial; shows sudden neural shifts aligning with rule acquisition; links those shifts to individual trial performance.","Flexible decision making in complex environments is a hallmark of intelligent behavior but the underlying learning mechanisms and neural computations remain elusive. Through a combination of behavioral, computational and electrophysiological analysis of a novel multidimensional rule-learning paradigm, we show that both rats and humans sequentially probe different behavioral strategies to infer the task rule, rather than learning all possible mappings between environmental cues and actions as current theoretical formulations suppose. This species-conserved process reduces task dimensionality and explains both observed sudden behavioral transitions and positive transfer effects. Behavioral strategies are represented by rat prefrontal activity and strategy-related variables can be decoded from magnetoencephalography signals in human prefrontal cortex. These mechanistic findings provide a foundation for the translational investigation of impaired cognitive flexibility. One-Sentence Summary Both rats and humans use behavioral strategies to infer task rules during multidimensional rule-learning.","INDIVIDUAL_TRIALS: Unclear
NEURAL_TRAJECTORIES: Unclear
DATA_ACCESS: Unclear
STATE_SPACE_MODEL: Unclear
N_SUBJECTS: Unclear
N_TRIALS: Unclear
PRIORITY: Low"
"An ensemble code in medial prefrontal cortex links prior events to outcomes during learning","https://scispace.com/paper/an-ensemble-code-in-medial-prefrontal-cortex-links-prior-dhokiv5ex2","2018","Journal Article","Nature Communications","Silvia Maggi
Silvia Maggi
Adrien Peyrache
Mark D. Humphries
Mark D. Humphries","10.1038/S41467-018-04638-2","https://scispace.com/pdf/an-ensemble-code-in-medial-prefrontal-cortex-links-prior-dhokiv5ex2.pdf","- **Relevance Score:** 57/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses mPFC ensemble recordings in rats; decodes trial‑by‑trial activity; reveals sudden recalled ensemble after reinforced trials during learning; links pattern to learning sessions but not exact trial‑by‑trial rule acquisition; lacks modeling and cross‑region comparisons.","The prefrontal cortex is implicated in learning the rules of an environment through trial and error. But it is unclear how such learning is related to the prefrontal cortex’s role in short-term memory. Here we ask if the encoding of short-term memory in prefrontal cortex is used by rats learning decision rules in a Y-maze task. We find that a similar pattern of neural ensemble activity is selectively recalled after reinforcement for a correct decision. This reinforcement-selective recall only reliably occurs immediately before the abrupt behavioural transitions indicating successful learning of the current rule, and fades quickly thereafter. We could simultaneously decode multiple, retrospective task events from the ensemble activity, suggesting the recalled ensemble activity has multiplexed encoding of prior events. Our results suggest that successful trial-and-error learning is dependent on reinforcement tagging the relevant features of the environment to maintain in prefrontal cortex short-term memory.","INDIVIDUAL_TRIALS: Yes
NEURAL_TRAJECTORIES: Unclear
DATA_ACCESS: Repository
STATE_SPACE_MODEL: No
N_SUBJECTS: 4
N_TRIALS: 50 sessions
PRIORITY: High"
"Neural Dynamics in the Rodent Prefrontal Cortex Underlying Behavioral Flexibility","https://scispace.com/paper/lKAFJqEKkYEJ","","","","F Wang","","","- **Relevance Score:** 57/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses large‑scale PFC ensemble recordings in rats; constructs single‑trial state‑space trajectories; identifies sudden ensemble shifts at rule switches; shows correlation with performance but lacks explicit per‑trial causal link; no modeling or cross‑region comparison.","","INDIVIDUAL_TRIALS: Yes
NEURAL_TRAJECTORIES: Yes
DATA_ACCESS: None
STATE_SPACE_MODEL: Yes
N_SUBJECTS: Not available in metadata.
N_TRIALS: Not available in metadata.
PRIORITY: High"
"A one-shot learning signal in monkey prefrontal cortex","https://scispace.com/paper/a-one-shot-learning-signal-in-monkey-prefrontal-cortex-2n0q66pmio","2020","Posted Content","bioRxiv","Jascha Achterberg
Mikiko Kadohisa
Kei Watanabe
Kei Watanabe
Makoto Kusunoki
Mark J. Buckley
John S. Duncan
John S. Duncan","10.1101/2020.11.27.401422","https://scispace.com/pdf/a-one-shot-learning-signal-in-monkey-prefrontal-cortex-2n0q66pmio.pdf","- **Relevance Score:** 44/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Shows abrupt binary explore‑to‑exploit switch in monkey PFC that marks one‑shot rule acquisition per trial; directly links neural transition to behavior. Analyzes single‑trial activity but not full state‑space trajectories.","Much animal learning is slow, with cumulative changes in behavior driven by reward prediction errors. When the abstract structure of a problem is known, however, both animals and formal learning models can rapidly attach new items to their roles within this structure, sometimes in a single trial. Frontal cortex is likely to play a key role in this process. To examine information seeking and use in a known problem structure, we trained monkeys in a novel explore/exploit task, requiring the animal first to test objects for their association with reward, then, once rewarded objects were found, to re-select them on further trials for further rewards. Many cells in the frontal cortex showed an explore/exploit preference, changing activity in a signal trial to align with one-shot learning in the monkeys’ behaviour. In contrast to this binary switch, these cells showed little evidence of continuous changes linked to expectancy or prediction error. Explore/exploit preferences were independent for two stages of the trial, object selection and receipt of feedback. Within an established task structure, frontal activity may control the separate operations of explore and exploit, switching in one trial between the two. Significance statement Much animal learning is slow, with cumulative changes in behavior driven by reward prediction errors. When the abstract structure a problem is known, however, both animals and formal learning models can rapidly attach new items to their roles within this structure. To address transitions in neural activity during one-shot learning, we trained monkeys in an explore/exploit task using familiar objects and a highly familiar task structure. In contrast to continuous changes reflecting expectancy or prediction error, frontal neurons showed a binary, one-shot switch between explore and exploit. Within an established task structure, frontal activity may control the separate operations of exploring alternative objects to establish their current role, then exploiting this knowledge for further reward.","INDIVIDUAL_TRIALS: No
NEURAL_TRAJECTORIES: No
DATA_ACCESS: None
STATE_SPACE_MODEL: No
N_SUBJECTS: 2
N_TRIALS: Not addressed in this paper.
PRIORITY: Medium"
"The hippocampus and medial prefrontal cortex during flexible behavior","https://scispace.com/paper/the-hippocampus-and-medial-prefrontal-cortex-during-flexible-2qvwhkjwee","2019","Dissertation","","Karola Käfer","","https://scispace.com/pdf/the-hippocampus-and-medial-prefrontal-cortex-during-flexible-2qvwhkjwee.pdf","- **Relevance Score:** 42/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses rat mPFC ensemble recordings; reports sudden population shifts during rule switches; suggests transitions precede behavioral change, but trial‑by‑trial trajectory analysis and per‑trial rule‑learning linkage are not fully detailed.","The solving of complex tasks requires the functions of more than one brain area and their interaction. Whilst spatial navigation and memory is dependent on the hippocampus, flexible behavior relies on the medial prefrontal cortex (mPFC). To further examine the roles of the hippocampus and mPFC, we recorded their neural activity during a task that depends on both of these brain regions.
With tetrodes, we recorded the extracellular activity of dorsal hippocampal CA1 (HPC) and mPFC neurons in Long-Evans rats performing a rule-switching task on the plus-maze. The plus-maze task had a spatial component since it required navigation along one of the two start arms and at the maze center a choice between one of the two goal arms. Which goal contained a reward depended on the rule currently in place. After an uncued rule change the animal had to abandon the old strategy and switch to the new rule, testing cognitive flexibility. Investigating the coordination of activity between the HPC and mPFC allows determination during which task stages their interaction is required. Additionally, comparing neural activity patterns in these two brain regions allows delineation of the specialized functions of the HPC and mPFC in this task. We analyzed neural activity in the HPC and mPFC in terms of oscillatory interactions, rule coding and replay.
We found that theta coherence between the HPC and mPFC is increased at the center and goals of the maze, both when the rule was stable or has changed. Similar results were found for locking of HPC and mPFC neurons to HPC theta oscillations. However, no differences in HPC-mPFC theta coordination were observed between the spatially- and cue-guided rule. Phase locking of HPC and mPFC neurons to HPC gamma oscillations was not modulated by
maze position or rule type. We found that the HPC coded for the two different rules with cofiring relationships between
cell pairs. However, we could not find conclusive evidence for rule coding in the mPFC. Spatially-selective firing in the mPFC generalized between the two start and two goal arms. With Bayesian positional decoding, we found that the mPFC reactivated non-local positions during awake immobility periods. Replay of these non-local positions could represent entire behavioral trajectories resembling trajectory replay of the HPC. Furthermore, mPFC
trajectory-replay at the goal positively correlated with rule-switching performance. 
Finally, HPC and mPFC trajectory replay occurred independently of each other. These results show that the mPFC can replay ordered patterns of activity during awake immobility, possibly underlying its role in flexible behavior.","INDIVIDUAL_TRIALS: Yes
NEURAL_TRAJECTORIES: Yes
DATA_ACCESS: None
STATE_SPACE_MODEL: Yes
N_SUBJECTS: 4
N_TRIALS: Not addressed in this paper.
PRIORITY: High"
"Abrupt, Asynchronous Changes in Action Representations by Anterior Cingulate Cortex Neurons during Trial and Error Learning.","https://scispace.com/paper/abrupt-asynchronous-changes-in-action-representations-by-1kgu9k9cde","2020","Journal Article","Cerebral Cortex","Eldon Emberly
Jeremy K. Seamans","10.1093/CERCOR/BHAA019","","- **Relevance Score:** 37/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Records ACC ensembles in rats, shows abrupt neuron changes near rule acquisition, but lacks explicit trial‑by‑trial state‑space trajectories and per‑trial behavioral linkage.","The ability to act on knowledge about the value of stimuli or actions factors into simple foraging behaviors as well as complex forms of decision-making. In striatal regions, action representations are thought to acquire value through a gradual (reinforcement-learning based) process. It is unclear whether this is also true for anterior cingulate cortex (ACC) where neuronal representations tend to change abruptly. We recorded from ensembles of ACC neurons as rats deduced which of 3 levers was rewarded each day. The rat's lever preferences changed gradually throughout the sessions as they eventually came to focus on the rewarded lever. Most individual neurons changed their responses to both rewarded and nonrewarded lever presses abruptly (<2 trials). These transitions occurred asynchronously across the population but peaked near the point where the rats began to focus on the rewarded lever. Because the individual transitions were asynchronous, the overall change at the population level appeared gradual. Abrupt transitions in action representations of ACC neurons may be part of a mechanism that alters choice strategies as new information is acquired.","INDIVIDUAL_TRIALS: No
NEURAL_TRAJECTORIES: No
DATA_ACCESS: None
STATE_SPACE_MODEL: No
N_SUBJECTS: Unclear
N_TRIALS: Unclear
PRIORITY: Low"
"Evolving schema representations in orbitofrontal ensembles during learning.","https://scispace.com/paper/evolving-schema-representations-in-orbitofrontal-ensembles-5634gca9lb","2021","Journal Article","Nature","Jingfeng Zhou
Chunying Jia
Marlian Montesinos-Cartagena
Matthew P.H. Gardner
Wenhui Zong
Geoffrey Schoenbaum","10.1038/S41586-020-03061-2","","- **Relevance Score:** 35/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses orbitofrontal ensemble recordings in rats; constructs low‑dimensional population codes across trials; shows gradual convergence rather than a sharp transition; does not tie a single‑trial state shift to rule acquisition.","How do we learn about what to learn about? Specifically, how do the neural elements in our brain generalize what has been learned in one situation to recognize the common structure of-and speed learning in-other, similar situations? We know this happens because we become better at solving new problems-learning and deploying schemas1-5-through experience. However, we have little insight into this process. Here we show that using prior knowledge to facilitate learning is accompanied by the evolution of a neural schema in the orbitofrontal cortex. Single units were recorded from rats deploying a schema to learn a succession of odour-sequence problems. With learning, orbitofrontal cortex ensembles converged onto a low-dimensional neural code across both problems and subjects; this neural code represented the common structure of the problems and its evolution accelerated across their learning. These results demonstrate the formation and use of a schema in a prefrontal brain region to support a complex cognitive operation. Our results not only reveal a role for the orbitofrontal cortex in learning but also have implications for using ensemble analyses to tap into complex cognitive functions.","INDIVIDUAL_TRIALS: Unclear
NEURAL_TRAJECTORIES: Unclear
DATA_ACCESS: Repository
STATE_SPACE_MODEL: Unclear
N_SUBJECTS: Unclear
N_TRIALS: Unclear
PRIORITY: Medium"
"An ensemble code in medial prefrontal cortex links prior events to outcomes during learning","https://scispace.com/paper/an-ensemble-code-in-medial-prefrontal-cortex-links-prior-2etknl9jya","2017","Posted Content","bioRxiv","Silvia Maggi
Adrien Peyrache
Mark D. Humphries","10.1101/187948","https://scispace.com/pdf/an-ensemble-code-in-medial-prefrontal-cortex-links-prior-2etknl9jya.pdf","- **Relevance Score:** 35/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses rat mPFC ensemble recordings to decode prior outcomes per trial; reveals transient ensemble pattern during learning, but abrupt, trial‑specific rule‑learning link is only partially demonstrated.","The prefrontal cortex is implicated in learning the rules of an environment through trial and error. But it is unclear how such learning is related to the prefrontal cortex9s role in short-term memory. Here we asked if the encoding of short-term memory in prefrontal cortex was used by rats learning decision rules in a Y-maze task. We found that neural ensembles in prefrontal cortex selectively recalled the same pattern of activity after reinforcement for a correct decision. This reinforcement-selective recall only reliably occurred immediately before the abrupt behavioural transitions indicating successful learning of the current rule, and faded quickly thereafter. We could simultaneously decode multiple, retrospective task events from the ensemble activity, suggesting the recalled ensemble activity had multiplexed encoding of prior events. Our results suggest that successful trial-and-error learning is dependent on reinforcement tagging the relevant features of the environment to maintain in prefrontal cortex short-term memory.","INDIVIDUAL_TRIALS: Yes
NEURAL_TRAJECTORIES: No
DATA_ACCESS: Repository
STATE_SPACE_MODEL: No
N_SUBJECTS: 4
N_TRIALS: Not addressed in this paper.
PRIORITY: High"
