"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Snippet","Abstract"
"The Effects of Equivalence Based Instruction on Mathematical Problem-Solving","https://scispace.com/paper/g3ZiZ7--D3EJ","","","","L Shapiro","","https://academiccommons.columbia.edu/doi/10.7916/82sg-ab09/download","In 2 experiments, I studied the effects of an Equivalence Based Instruction (EBI) math intervention on the emergence of untaught selection responses and abstraction to production …",""
"Single subject research: Use of interactive video in children with developmental disabilities with dyscalculia to introduce natural numbers","https://scispace.com/paper/single-subject-research-use-of-interactive-video-in-children-3f85cvuicl","2021","Journal Article","","Sri Adi Widodo
Ayu Prihatiningsih
Irham Taufiq","10.17275/PER.21.31.8.2","https://dergipark.org.tr/en/download/article-file/1145045","… This type of research is an experimental research design with a single subject. This single-subject research uses the A - B method. The research subjects were chosen based on a …",""
"One size does not fit all: Idiographic computational models reveal individual differences in learning and meta‐learning strategies","https://scispace.com/paper/one-size-does-not-fit-all-idiographic-computational-models-1yk3pb2ncr","2024","Journal Article","Topics in Cognitive Science","Theodros M. Haile
Chantel S. Prat
Andrea Stocco","10.1111/tops.12730","","… We built four idiographic, ACT‐R models of performance on the stimulus‐response learning, … over RL in both of our integrated‐models, owing to the strength of our idiographic approach. …","Complex skill learning depends on the joint contribution of multiple interacting systems: working memory (WM), declarative long-term memory (LTM) and reinforcement learning (RL). The present study aims to understand individual differences in the relative contributions of these systems during learning. We built four idiographic, ACT-R models of performance on the stimulus-response learning, Reinforcement Learning Working Memory task. The task consisted of short 3-image, and long 6-image, feedback-based learning blocks. A no-feedback test phase was administered after learning, with an interfering task inserted between learning and test. Our four models included two single-mechanism RL and LTM models, and two integrated RL-LTM models: (a) RL-based meta-learning, which selects RL or LTM to learn based on recent success, and (b) a parameterized RL-LTM selection model at fixed proportions independent of learning success. Each model was the best fit for some proportion of our learners (LTM: 68.7%, RL: 4.8%, Meta-RL: 13.25%, bias-RL:13.25% of participants), suggesting fundamental differences in the way individuals deploy basic learning mechanisms, even for a simple stimulus-response task. Finally, long-term declarative memory seems to be the preferred learning strategy for this task regardless of block length (3- vs 6-image blocks), as determined by the large number of subjects whose learning characteristics were best captured by the LTM only model, and a preference for LTM over RL in both of our integrated-models, owing to the strength of our idiographic approach. "
"The learning trajectory construction of elementary school students in solving integer word problems","https://scispace.com/paper/the-learning-trajectory-construction-of-elementary-school-4qwl580f12","2022","Journal Article","","Andi Saparuddin Nur
Kartono Kartono
Zaenuri Zaenuri
Rochmad Rochmad","10.17275/PER.22.22.9.1","https://dergipark.org.tr/en/download/article-file/1489146","… The aim of this study is to produce a learning trajectory that can be used to solve integer word problems using traditional games. This study used a design-based research. Participants …","Accepted: 05.07.2021 The integer is a basic concept in studying arithmetic and algebra. However, students still frequently experience misconceptions, especially in negative integer, count operations. Traditional games are activities that are often carried out by students in coastal areas so that they are relevant to be used as a tool to construct learning trajectories in solving integer word problems. The aim of this study is to produce a learning trajectory that can be used to solve integer word problems using traditional games. This study used a design-based research. Participants in this study were five grade sixth elementary school students. There are 6 sub-topics studied, i.e., the concept of negative integers, sequence integers, addition and subtraction operations, division and multiplication operations, mixed count operations, and solving problems related to integers. The results of this study obtained student learning trajectories for each sub-topic including the free play, collecting data from the game results, making mathematical relationships, building concepts, and applying them to various problems. Students are able to do problem-solving based on the sequence of tasks but require intervention so they can apply it to other situations without engaging in activities. Further research is required for more in-depth exploration on thinking process, instruction types, and behaviours that students might display independently without using traditional games in solving integer word problems."
"A growth-curve analysis of the effects of future-thought priming on insight and analytical problem-solving","https://scispace.com/paper/a-growth-curve-analysis-of-the-effects-of-future-thought-n3wtfkz0te","2018","Journal Article","Frontiers in Psychology","Monica Truelove-Hill
Brian Erickson
Julia Anderson
Mary Kossoyan
John Kounios","10.3389/FPSYG.2018.01311","https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2018.01311/pdf","… Based on an individual participant’s trial-by-trial reports of their solution strategy, insightful and analytical solutions can be sorted and compared. One of the major benefits of this …","Research based on construal level theory (CLT) suggests that thinking about the distant future can prime people to solve problems by insight (i.e., an “aha” moment) while thinking about the near future can prime them to solve problems analytically. In this study, we used a novel method to elucidate the time-course of temporal priming effects on creative problem solving. Specifically, we used growth-curve analysis (GCA) to examine the time-course of priming while participants solved a series of brief verbal problems. Participants were tested in two counterbalanced sessions in a within-subject experimental design; one session featured near-future priming and the other featured far-future priming. Our results suggest high-level construal may temporarily enhance analytical thinking; far-future priming caused transient facilitation of analytical solving while near-future priming induced weaker, transient facilitation of insightful solving. However, this effect is short-lived; priming produced no significant differences in the total number of insights and analytical solutions. Given the fleeting nature of these effects, future studies should consider implementing methodology that allows for aspects of the time-course of priming effects to be examined. A method such as GCA may reveal mild effects that would be otherwise missed using other types of analyses."
"A case study analysis of a mathematical problem-solving program","https://scispace.com/paper/a-case-study-analysis-of-a-mathematical-problem-solving-4vy3rb44h2","2012","Dissertation","","Jill Noelle Choate","","https://repositories.lib.utexas.edu/bitstreams/1cf5efa0-eccd-4f18-89c6-67a787ce023f/download","… strategy did not statistically significantly improve students’ mathematical problem-solving abilities on the standardized NWEA test, it did improve their scores in word-problem solving on …",""
"An empirically-based trajectory for fostering abstraction of equivalent-fraction concepts: A study of the Learning Through Activity research program","https://scispace.com/paper/an-empirically-based-trajectory-for-fostering-abstraction-of-2sla8x2bc9","2018","Journal Article","The Journal of Mathematical Behavior","Melike Kara
Martin A. Simon
Nicora Placa","10.1016/J.JMATHB.2018.03.008","https://www.sciencedirect.com/science/article/am/pii/S0732312317302237","… The article describes the initial hypothetical learning trajectory (HLT) which built on the concept of recursive partitioning (anticipation of the results of taking a unit fraction of a unit fraction…",""
"Learning Integers with Realistic Mathematics Education Approach Based on Islamic Values.","https://scispace.com/paper/learning-integers-with-realistic-mathematics-education-3frlnigeqy","2020","Journal Article","Journal on Mathematics Education","Muslimin Muslimin
Ratu Ilma Indra Putri
Zulkardi Zulkardi
Nyimas Aisyah","10.22342/JME.11.3.11721.363-384","https://files.eric.ed.gov/fulltext/EJ1294680.pdf","… This study aims to describe the learning trajectory that can help students understand … Mathematics learning is usually done as a single subject, excluding Islamic values. As a result, …","Mathematical learning not only produces students who succeed in mathematical and procedural calculations but also develops religious thinking. Realistic mathematics education with the context of Islamic values makes students can imagine, which is one of the right ways to develop the skills of students’ creativity, collaboration, and communication. This study aims to describe the learning trajectory that can help students understand integers with a realistic mathematics education approach based on Islamic values. It is hoped that student responses are positive, meaningful, and enjoyable. This research uses the design research method, which is a form of a qualitative approach. There are three stages in this research, namely: preliminary design, experimental design, and retrospective analysis. The results showed that the Hypothetical Learning Trajectory (HLT) trial with an Islamic value-based context showed significant progress based on student responses. Initially, students had difficulty understanding integers, but they felt delighted to follow the learning process along with the habituation. The HLT technique used in habituation was through pilot experiments, followed by teaching experiments. Students respond very positively and are happy to follow it by seeing the very significant development of their abilities during the learning process."
"Individual strategy ratings improve the control for task difficulty effects in arithmetic problem solving paradigms","https://scispace.com/paper/individual-strategy-ratings-improve-the-control-for-task-50qhe00gxf","2015","Journal Article","Frontiers in Psychology","Nadja Tschentscher
Olaf Hauk","10.3389/FPSYG.2015.01188","https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2015.01188/pdf","… , the complexity of a task for an individual participant on an individual trial may be better … We assessed task complexity on a trial-by-trial basis using strategy ratings (ie, reports of …","Mental arithmetic is a powerful paradigm to study problem solving using neuroimaging methods. However, the evaluation of task complexity varies significantly across neuroimaging studies. Most studies have parameterized task complexity by objective features such as the number size. Only a few studies used subjective rating procedures. In fMRI, we provided evidence that strategy self-reports control better for task complexity across arithmetic conditions than objective features (Tschentscher and Hauk, 2014). Here, we analyzed the relative predictive value of self-reported strategies and objective features for performance in addition and multiplication tasks, by using a paradigm designed for neuroimaging research. We found a superiority of strategy ratings as predictor of performance above objective features. In a Principal Component Analysis on reaction times, the first component explained over 90 percent of variance and factor loadings reflected percentages of self-reported strategies well. In multiple regression analyses on reaction times, self-reported strategies performed equally well or better than objective features, depending on the operation type. A Receiver Operating Characteristic (ROC) analysis confirmed this result. Reaction times classified task complexity better when defined by individual ratings. This suggests that participants’ strategy ratings are reliable predictors of arithmetic complexity and should be taken into account in neuroimaging research."
"Dynamics of Oscillatory Processes Underlying Creative Problem-Solving and Rest: An Investigation With Hidden Brain State Modeling","https://scispace.com/paper/YntPGMg8xeIJ","","","","Y Yu","","","… The trial-by-trial decoding afforded by the model depicted the unfolding and interaction of … Notably, alpha-band synchronization was robustly associated with insight problem-solving …",""
