"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Ostensive definition in vocabulary teaching.","https://scispace.com/paper/ostensive-definition-in-vocabulary-teaching-4w352sgjrr","1980","Journal Article","Journal of Child Language","Anat Ninio","10.1017/S0305000900002853","","Ostensive definitions of words are ambiguous as to their referent. In a study of 40 mother–infant dyads engaged in looking at picture-books, it was found that 95% of ostensive definitions referred to the whole object depicted, rather than to its parts, attributes or actions. On the rare occasions when mothers named parts of objects, they avoided misunderstanding of the level of reference either by naming the part immediately after naming the whole, or by including a reference to the whole in the definition of the part. What's that? questions are not used to request labelling of the part.","In a study of 40 mother–infant dyads engaged in looking at picture-books, it was found that 95% of ostensive definitions referred to the whole object depicted, rather than to its parts, attributes or actions."
"Mothers' speech to children and syntactic development: some simple relationships.","https://scispace.com/paper/mothers-speech-to-children-and-syntactic-development-some-12c196ewoc","1979","Journal Article","Journal of Child Language","David Furrow
Katherine Nelson
Helen Benedict","10.1017/S0305000900002464","","This study investigated the relationships between children's linguistic environments and their language acquisition. Speech samples taken from seven firstborn children and their mothers when the children were 1; 6 and 2; 3 were analysed within a number of semantic and syntactic categories to determine correlations between mothers' speech and subsequent language development. Several characteristics of mothers' speech (e.g. utterance length, use of pronouns) significantly predicted later child speech. The significant correlations suggested that mothers' choice of simple constructions facilitated language growth. Further, they showed that the motherese code differed from adult-adult speech in ways which aided language development. Differences between our study and previous investigations of environmental effects on language development probably resulted from the failure of earlier investigations to take into account children's level of language competence at the time when environmental effects were assessed.","The relationships between children's linguistic environments and their language acquisition suggested that mothers' choice of simple constructions facilitated language growth and showed that the motherese code differed from adult-adult speech in ways which aided language development."
"From First Words to Grammar: Individual Differences and Dissociable Mechanisms","https://scispace.com/paper/from-first-words-to-grammar-individual-differences-and-44blfw5754","1988","Book","","Elizabeth Bates
Inge Bretherton
Lynn S. Snyder
Marjorie Beeghly","","","Preface Acknowledgements Part I. Background: 1. Introduction 2. Modules and mechanisms 3. Individual differences and the correlational method 4. Review of the individual differences literature Part II. Individual Studies Section 1. Overall Design of Longitudinal Study: 5. Study 1: comprehension and production at 10 and 13 months 6. Study 2: the meaning of mean length of utterance at 20 months 7. Study 3: lexical development and lexical style at 20 months 8. Study 4. single- and multiword comprehension at 20 months 9. Study 5: acquisition of a novel concept at 20 months 10. Study 6: the meaning of mean length of utterance at 28 months 11. Study 7. lexical development and lexical style at 28 months 12. Study 8: morphological productivity at 28 months 13. Study 9: lexical comprehension and the question of intelligence 14. Study 10: grammatical comprehension at 28 months Part III. A Summary View: 15. Study 11: a factor analytic approach 16. Study 12: social contributions to individual differences 17. Conclusion References Index Subject Index.","For instance, this article conducted a longitudinal study to investigate the meaning of the length of utterance at 20 and 28 months and found that lexical development and lexical style at 20 months and grammatical comprehension at 28 months were correlated with individual differences."
"Joint attention and lexical acquisition style.","https://scispace.com/paper/joint-attention-and-lexical-acquisition-style-506i0x1ns0","1983","Journal Article","Language","Michael Tomasello
Jody Todd","10.1177/014272378300401202","","Recent research has documented systematic individual differences in early lexical development. The current study investigated the relation ship of these differences to differences in the way mothers and children regulate each other's attentional states. Mothers of 6 one-year-olds kept diary records and were videotaped with their children at monthly intervals as well. Language measures from the diary were related to measures of attention manipulation and maintenance derived from a coding of the videotaped interactions. Results showed that when mothers initiated interactions by directing their child's attention, rather than by following into it, their child learned fewer object labels and more personal-social words. Dyads who maintained sustained bouts of joint attentional focus had children with larger vocabularies overall. It was concluded that the way mothers and children regulate each other's attention is an important factor in children's early lexical development.","This article found that when mothers initiated interactions by directing their child's attention, rather than by following into it, their child learned fewer object labels and more personal-social words and had larger vocabularies overall."
"Mothers' use of superordinate category terms","https://scispace.com/paper/mothers-use-of-superordinate-category-terms-5f36i2v6ro","1983","Journal Article","Journal of Child Language","Elizabeth F. Shipley
Ivy F. Kuhn
E. Colby Madden","10.1017/S0305000900005377","","Mothers' speech in an identification task was examined for ten mother–child pairs in which the child's age varied from 1; 9 to 4; 9. Stimuli were used from three domains, animals, clothes and furniture. These varied in familiarity, centrality (goodness of exemplar) and number of items. Basic-level category terms were found to be the most frequently used labels. Superordinate category terms were elicited by (a) an unfamiliar animal and (b) groups of items from the same domain. Information on category relations was provided in several ways: alternative labels, multiple labels and explicit statements of inclusion. Competencies required to learn the correct referent for category terms and differences among superordinate categories are discussed.","For instance, this article examined mothers' speech in an identification task for ten mother-child pairs in which the child's age varied from 1; 9 to 4; 9; 9."
"Relationships between parental input frequencies and children's language acquisition: a reanalysis of Brown's data.","https://scispace.com/paper/relationships-between-parental-input-frequencies-and-3wygjmuzlv","1980","Journal Article","Journal of Child Language","Ernst L. Moerk","10.1017/S0305000900007054","","To evaluate Brown's assertion that frequency of input is not a significant variable in language acquisition, some of Brown's data were reanalysed. The data pertaining to Adam, Eve, Sarah and their parents were predominantly obtained from Brown's (1973) book and were supplemented from the transcripts. Parental input frequency and the children's age at mastery were highly related for each of the three triads. Then Sarah's input and rate of language acquisition were compared with that of the other two children. The correlation between Sarah's relative input deprivation and her relative linguistic delay was 0·66. Finally, an analysis of Eve's acquisition of specific prepositional phrases involving the preposition in were made. Again it was found that frequency of input was highly related to frequency of production. Detailed analyses of parent-child interactions provided evidence also for short-term effects of input frequency.","To evaluate Brown's assertion that frequency of input is not a significant variable in language acquisition, some of Brown's data were reanalysed and it was found that Frequency of input was highly related to frequency of production."
"Linguistic environment of 1- to 2-year-old twins.","https://scispace.com/paper/linguistic-environment-of-1-to-2-year-old-twins-jwuuyftcve","1986","Journal Article","Developmental Psychology","Michael Tomasello
Sara Mannle
Ann Cale Kruger","10.1037/0012-1649.22.2.169","","The current study investigated differences in the language learning environments of singletons and twins, with special reference to pragmatic factors that might be expected to differ in dyadic and triadic interactive situations. Six twin pairs and 12 singleton children (all firstborn) were observed in natural interactions with their mothers, once at 15 months of age and again at 21 months of age. Twins were lower than singletons on all measures of language development. The language learning environments of the two groups differed as well. Although twin mothers spoke and interacted with their children as much as singleton mothers when twins were analyzed together, when analyzed from the point of view of the individual twin child, twin children received less speech directed specifically to them, participated in fewer and shorter episodes of joint attentional focus, and had fewer and shorter conversations with their mothers. In addition, twin mothers were more directive in their interactional styles. Correlational analyses indicated that variation of these language learning environment factors for the sample as a whole, as well as variation for some of these factors within the twin group itself, was related to early language growth. It is proposed that both the quantitative and qualitative differences observed in the language learning environments of singletons and twins derive from the nature of the triadic situation and that these differences have important effects on the child's early language development.","The authors investigated differences in the language learning environments of singletons and twins, with special reference to pragmatic factors that might be expected to differ in dyadic and triadic interactive situations."
"Talking to Children: Language Input and Acquisition","https://scispace.com/paper/talking-to-children-language-input-and-acquisition-otm2d97lw7","1979","Journal Article","Language","Carol B. Farwell
Catherine E. Snow
Charles A. Ferguson","10.2307/412603","","Preface Catherine E. Snow and Charles A. Ferguson Part I. Maternal Speech Styles: 1. Mothers' speech research: from input to interaction Catherine E. Snow 2. The adaptive significance of linguistic input to prelinguistic infants Jacqueline Sachs 3. Some prosodic and paralinguistic features of speech to young children Olga K. Garnica 4. Some interactional aspects of language acquisition Ton van der Geest 5. Mother, I'd rather do it myself: some effects and non-effects of maternal speech style Elissa L. Newport, Henry Gleitman and Lila R. Gleitman 6. Mothers' speech adjustments: the contribution of selected child listener variables Toni G. Cross 7. Beyond syntax: the influence of conversational constraints on speech modifications Marilyn Shatz and Rochel Gelman 8. Talking to children: some notes on feedback Jen Berko Gleason Part II. Baby-Talk Registers and Cross-Cultural Perspectives: 9. Baby talk as a simplified register Charles A. Ferguson 10. Modifications of speech addressed to young children in Latvian Velta Ruke-Dravina 11. The derivational processes relating Berber nursery words to their counterparts in normal inter-adult speech Jim Bynon 12. Participant deixis in English and baby talk Dorothy Davis Wills 13. Ethnography and caretaker-child interaction Ben G. Blount 14. Aspects of social environment and first language acquisition in rural Africa Sara Harkness Part III: 15. A sociologist's point of view Allen D. Grimshaw 16. A psychologist's point of view Susan Ervin-Tripp References Annotated bibliography Elaine S. Andersen.","This interdisciplinary study examines the relationship between language input and acquisition in children, exploring maternal speech styles, baby-talk registers, and cross-cultural perspectives on language development and social interaction."
"Ways with Words: Language, Life and Work in Communities and Classrooms","https://scispace.com/paper/ways-with-words-language-life-and-work-in-communities-and-efrx47udr0","1983","Book","","Shirley Brice Heath","","","Photographs, maps, figures, tables, texts Acknowledgments Prologue Note on transcriptions Part I. Ethnographer Learning: 1. The piedmont: textile mills and times of change 2. 'Gettin' on' in two communities 3. Learning how to talk in Trackton 4. Teaching how to talk in Roadville 5. Oral traditions 6. Literate traditions 7. The townspeople Part II. Ethnographer Doing: 8. Teachers as learners 9. Learners as ethnographers Epilogue Epilogue - 1996 Notes Bibliography Index.","In this article, the piedmont: textile mills and times of change, and the teaching of how to talk in Trackton and Roadville, are discussed, as well as the teachers as learners and the townspeople."
"Language development in the preschool child.","https://scispace.com/paper/language-development-in-the-preschool-child-2c6vsjrwc2","1943","Book Chapter","","Dorothea McCarthy","10.1037/10786-007","","Downloading the book in this website lists can give you more advantages. It will show you the best book collections and completed collections. So many books can be found in this website. So, this is not only this the language development of the preschool child. However, this book is referred to read because it is an inspiring book to give you more chance to get experiences and also thoughts. This is simple, read the soft file of the book and you get it.","In this article, the soft file of the book is read and then download the book and read it in order to get more information about the language development of the preschool child and its experiences and also thoughts."
